formation,residual_absolute,stock_surprise,volume_threshold,confirmation,hold,threshold_parent_events,volume_parent_events,confirmed_events,confirmation_attrition,portfolio_events,portfolio_clusters,net,net_ex_20250407,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months
30,0.02,10.0,0.0,no_new_low5,60,238,238,53,185,44,39,0.11220387991051192,0.09266189844416242,0.05081850119823205,113,True,0.11220387991051192,0.006233548883917329,0.001161055505004561,5,4,0.11573869480029028,0.007715912986686019,0.004962219719463425,4,3,0.064112372912197,0.005342697742683083,0.0024811098597317125,3,3
30,0.02,8.0,2.0,no_new_low5,60,453,386,79,307,60,58,0.07121830091416795,0.024294337757064285,0.05461729024088646,167,True,0.071218300914168,0.003956572273009333,-0.00014903963044010562,9,1,0.11314051400589945,0.007542700933726629,0.00458213098985861,6,1,0.050451923889975714,0.00420432699083131,0.002291065494929305,5,1
15,0.06,10.0,0.0,reclaim2,30,27,27,13,14,13,13,0.024756355683174136,0.024756355683174136,0.10305712611697238,451,False,0.02475635568317414,0.0013753530935096743,0.0,3,10,0.11302939089105557,0.007535292726070371,0.0,2,8,0.061663006977385915,0.005138583914782159,0.0,2,7
15,0.06,10.0,2.0,reclaim2,30,27,26,12,14,12,12,0.024062557233561654,0.024062557233561654,0.10305712611697238,451,False,0.024062557233561654,0.0013368087351978697,0.0,3,10,0.11233559244144309,0.007489039496096206,0.0,2,8,0.06096920852777343,0.005080767377314453,0.0,2,7
30,0.02,10.0,2.0,no_new_low5,60,238,213,43,170,38,35,0.09704018679900464,0.08076695970540607,0.05200845419392557,113,True,0.09704018679900464,0.005391121488833591,0.0,5,5,0.10289711269879212,0.006859807513252808,0.004962219719463425,4,3,0.05453954518344975,0.0045449620986208125,0.0024811098597317125,3,3
15,0.06,10.0,5.0,reclaim2,30,27,24,11,13,11,11,0.00949907468842526,0.00949907468842526,0.10305712611697238,451,False,0.00949907468842526,0.0005277263715791811,0.0,3,11,0.09777210989630669,0.00651814065975378,0.0,2,9,0.06096920852777343,0.005080767377314453,0.0,2,7
15,0.06,8.0,0.0,reclaim2,30,34,34,15,19,14,14,0.09177583131909273,0.09177583131909273,0.05904399186879568,348,False,0.09177583131909273,0.005098657295505151,0.0,4,9,0.09432336996949109,0.006288224664632739,0.0,3,8,0.08205237753368932,0.006837698127807444,0.0,2,7
15,0.06,8.0,2.0,reclaim2,30,34,34,15,19,14,14,0.09177583131909273,0.09177583131909273,0.05904399186879568,348,False,0.09177583131909273,0.005098657295505151,0.0,4,9,0.09432336996949109,0.006288224664632739,0.0,3,8,0.08205237753368932,0.006837698127807444,0.0,2,7
15,0.04,6.0,2.0,no_new_low5,60,166,153,23,130,23,23,0.08362842302071993,0.08362842302071993,0.06852164368040893,223,True,0.08362842302071995,0.0046460235011511085,0.001671118530884864,6,3,0.0916155333598676,0.006107702223991174,0.003342237061769728,4,3,0.010097091651477118,0.0008414243042897599,0.001671118530884864,4,2
15,0.06,6.0,0.0,reclaim2,30,44,44,22,22,20,20,0.14004937242198934,0.14004937242198934,0.07968035473219125,350,False,0.14004937242198934,0.007780520690110519,8.137020069298815e-05,3,6,0.09061033196359625,0.006040688797573083,0.0,3,6,0.06819469873648032,0.00568289156137336,0.0,2,6
30,0.02,10.0,5.0,no_new_low5,60,238,152,28,124,27,26,0.08049260363281965,0.08049260363281965,0.03150160444303882,113,True,0.08049260363281965,0.004471811312934425,0.0,4,9,0.0869323878713946,0.0057954925247596396,0.0,3,7,0.05559650005414353,0.0046330416711786275,0.0,2,6
30,0.02,8.0,5.0,no_new_low5,60,453,229,50,179,46,44,0.053626254793528255,0.006702291636424594,0.04695549588317926,167,True,0.05362625479352827,0.002979236377418237,-0.00010568012318734523,9,3,0.08326734806827155,0.0055511565378847695,0.0,7,2,0.03171770548735567,0.0026431421239463057,0.0,5,2
15,0.06,6.0,2.0,reclaim2,30,44,43,21,22,19,19,0.13076138399941328,0.13076138399941328,0.0880266462869467,350,False,0.13076138399941328,0.007264521333300738,0.0,3,7,0.08132234354102019,0.005421489569401346,0.0,3,7,0.058906710313904265,0.0049088925261586884,0.0,2,7
15,0.06,8.0,5.0,reclaim2,30,34,30,14,16,13,13,0.07721234877395633,0.07721234877395633,0.07292667520809314,350,False,0.07721234877395633,0.004289574931886463,0.0,4,10,0.07975988742435469,0.0053173258282903126,0.0,3,9,0.08205237753368932,0.006837698127807444,0.0,2,7
15,0.06,6.0,0.0,no_new_low5,60,44,44,10,34,9,9,0.07890826779368776,0.07890826779368776,0.022590862120738287,79,False,0.07890826779368776,0.004383792655204876,0.0,2,11,0.0731912927314371,0.00487941951542914,0.0,0,11,0.008360722909740884,0.0006967269091450737,0.0,0,10
15,0.06,6.0,2.0,no_new_low5,60,44,43,10,33,9,9,0.07890826779368776,0.07890826779368776,0.022590862120738287,79,False,0.07890826779368776,0.004383792655204876,0.0,2,11,0.0731912927314371,0.00487941951542914,0.0,0,11,0.008360722909740884,0.0006967269091450737,0.0,0,10
15,0.06,6.0,5.0,no_new_low5,60,44,32,8,24,7,7,0.04750571125050984,0.04750571125050984,0.023245141298161243,79,False,0.04750571125050984,0.00263920618058388,0.0,2,13,0.07075085254867108,0.004716723503244739,0.0,0,12,0.008360722909740884,0.0006967269091450737,0.0,0,10
15,0.02,10.0,5.0,reclaim2,60,292,198,95,103,84,80,0.14444977656342056,0.15057186040836004,0.08838546429995651,100,True,0.14444977656342053,0.008024987586856696,0.0022230474555504677,9,0,0.0705188924147955,0.0047012594943197,-0.00878760991087734,8,0,-0.022495809287384448,-0.001874650773948704,-0.011442457808238375,7,0
15,0.06,8.0,2.0,no_new_low5,60,34,34,7,27,7,7,0.05156311810208858,0.05156311810208858,0.017116700931188777,70,False,0.051563118102088586,0.002864617672338255,0.0,1,12,0.06867981903327736,0.00457865460221849,0.0,0,10,0.014029080843320335,0.0011690900702766946,0.0,0,9
15,0.06,8.0,0.0,no_new_low5,60,34,34,7,27,7,7,0.05156311810208858,0.05156311810208858,0.017116700931188777,70,False,0.051563118102088586,0.002864617672338255,0.0,1,12,0.06867981903327736,0.00457865460221849,0.0,0,10,0.014029080843320335,0.0011690900702766946,0.0,0,9
15,0.06,8.0,5.0,no_new_low5,60,34,30,6,24,6,6,0.049122677919322566,0.049122677919322566,0.017116700931188777,70,False,0.049122677919322566,0.002729037662184587,0.0,1,13,0.06623937885051134,0.0044159585900340895,0.0,0,11,0.014029080843320335,0.0011690900702766946,0.0,0,9
15,0.02,10.0,2.0,reclaim2,60,292,263,124,139,103,95,0.1719441028872849,0.17889685281345719,0.10080540217083948,120,True,0.17194410288728496,0.00955245016040472,0.008110561132759379,8,0,0.06472714042392876,0.0043151426949285835,-0.005990091362166992,8,0,-0.03784237651133032,-0.0031535313759441935,-0.007494658040361529,7,0
10,0.06,8.0,5.0,reclaim2,60,21,16,7,9,7,7,-0.0057879879187973104,-0.0057879879187973104,0.07225494306261629,525,True,-0.0057879879187973104,-0.00032155488437762836,0.0,2,14,0.06126290373661103,0.004084193582440735,0.0,0,13,0.06126290373661103,0.005105241978050919,0.0,0,10
10,0.06,6.0,5.0,reclaim2,60,24,17,6,11,6,6,0.054048836997627976,0.054048836997627976,0.012864467719243433,191,False,0.054048836997627976,0.0030027131665348876,0.0,1,14,0.06126290373661103,0.004084193582440735,0.0,0,13,0.06126290373661103,0.005105241978050919,0.0,0,10
10,0.06,10.0,5.0,reclaim2,60,19,15,5,10,5,5,0.06687225877255931,0.06687225877255931,0.012864467719243433,13,False,0.06687225877255931,0.0037151254873644063,0.0,0,15,0.06126290373661103,0.004084193582440735,0.0,0,13,0.06126290373661103,0.005105241978050919,0.0,0,10
15,0.06,10.0,0.0,no_new_low5,60,27,27,5,22,5,5,0.05917724738296748,0.05917724738296748,0.0,0,False,0.05917724738296748,0.0032876248546093046,0.0,0,14,0.05917724738296748,0.003945149825531165,0.0,0,11,0.007503265685679054,0.0006252721404732545,0.0,0,10
15,0.04,8.0,2.0,no_new_low5,60,108,102,18,84,18,18,0.027859166246960505,0.027859166246960505,0.03904949267460364,223,True,0.02785916624696052,0.0015477314581644733,0.0,6,5,0.05697087092533894,0.0037980580616892626,0.0,4,4,0.021981485270787603,0.0018317904392323003,0.001671118530884864,4,2
30,0.04,8.0,0.0,no_new_low5,60,138,138,23,115,20,20,0.04942240352487305,0.03511231183416487,0.07340263764126043,223,True,0.04942240352487306,0.0027456890847151697,0.0,4,7,0.05675965217682877,0.0037839768117885844,0.0,3,6,0.022343712060802663,0.0018619760050668885,0.0,2,6
15,0.06,10.0,2.0,no_new_low5,60,27,26,4,22,4,4,0.055016218759058155,0.055016218759058155,0.0,0,False,0.055016218759058155,0.0030564565977254533,0.0,0,15,0.055016218759058155,0.0036677479172705437,0.0,0,12,0.003342237061769728,0.00027851975514747734,0.0,0,11
30,0.02,10.0,5.0,reclaim2,60,238,152,71,81,67,66,0.01830991639571937,0.01830991639571937,0.09316042338362084,259,True,0.018309916395719383,0.0010172175775399657,0.0014168184604490576,7,1,0.05336965786871431,0.0035579771912476205,0.002107634783300786,5,1,0.03621435523123431,0.0030178629359361928,0.003131779431068073,3,1
15,0.06,10.0,5.0,no_new_low5,60,27,24,3,21,3,3,0.05257577857629214,0.05257577857629214,0.0,0,False,0.05257577857629214,0.0029208765875717857,0.0,0,16,0.05257577857629214,0.0035050519050861427,0.0,0,13,0.003342237061769728,0.00027851975514747734,0.0,0,11
15,0.04,6.0,0.0,no_new_low5,60,166,166,26,140,26,26,0.04442382009557123,0.06027291274122548,0.06852164368040893,223,True,0.044423820095571234,0.002467990005309513,-0.00031012018486992025,9,2,0.052410930434718894,0.0034940620289812597,0.0,7,2,-0.013258418628017332,-0.0011048682190014443,-0.00031012018486992025,6,2
15,0.02,10.0,0.0,reclaim2,60,292,292,142,150,113,102,0.1586140987393576,0.16956967279796822,0.10652210847120691,213,True,0.1586140987393576,0.008811894374408756,0.008110561132759379,8,0,0.05139713627600141,0.0034264757517334277,-0.0009202399383144641,8,0,-0.055915112377177445,-0.004659592698098121,-0.003455165650240728,7,0
10,0.06,6.0,2.0,reclaim2,60,24,23,8,15,8,8,0.04310270419114038,0.04310270419114038,0.020334674044417748,191,False,0.04310270419114038,0.0023945946772855765,0.0,2,12,0.05031677093012343,0.003354451395341562,0.0,1,11,0.04058295354981156,0.00338191279581763,0.0,1,9
10,0.06,10.0,0.0,reclaim2,60,19,19,7,12,7,7,0.05592612596607172,0.05592612596607172,0.02008146049037066,183,False,0.055926125966071716,0.003107006998115095,0.0,1,13,0.05031677093012343,0.003354451395341562,0.0,1,11,0.04058295354981156,0.00338191279581763,0.0,1,9
10,0.06,6.0,0.0,reclaim2,60,24,24,8,16,8,8,0.04310270419114038,0.04310270419114038,0.020334674044417748,191,False,0.04310270419114038,0.0023945946772855765,0.0,2,12,0.05031677093012343,0.003354451395341562,0.0,1,11,0.04058295354981156,0.00338191279581763,0.0,1,9
10,0.06,8.0,2.0,reclaim2,60,21,20,9,11,9,9,-0.0167341207252849,-0.0167341207252849,0.07225494306261629,525,True,-0.016734120725284907,-0.0009296733736269393,0.0,3,12,0.05031677093012343,0.003354451395341562,0.0,1,11,0.04058295354981156,0.00338191279581763,0.0,1,9
10,0.06,8.0,0.0,reclaim2,60,21,21,9,12,9,9,-0.0167341207252849,-0.0167341207252849,0.07225494306261629,525,True,-0.016734120725284907,-0.0009296733736269393,0.0,3,12,0.05031677093012343,0.003354451395341562,0.0,1,11,0.04058295354981156,0.00338191279581763,0.0,1,9
10,0.06,10.0,2.0,reclaim2,60,19,19,7,12,7,7,0.05592612596607172,0.05592612596607172,0.02008146049037066,183,False,0.055926125966071716,0.003107006998115095,0.0,1,13,0.05031677093012343,0.003354451395341562,0.0,1,11,0.04058295354981156,0.00338191279581763,0.0,1,9
15,0.04,6.0,5.0,no_new_low5,60,166,104,18,86,18,18,0.013003355404682903,0.013003355404682903,0.07050617549788762,223,True,0.013003355404682906,0.0007224086335934948,0.0,6,7,0.049952582104242485,0.0033301721402828324,0.0,4,6,-0.0009956652196988335,-8.297210164156946e-05,0.0,4,4
30,0.02,8.0,2.0,no_new_low5,30,453,386,80,306,63,61,-0.0008782922306436822,-0.017052386027929745,0.0675656889637672,224,True,-0.0008782922306436527,-4.8794012813536264e-05,-0.0022138545075516217,10,1,0.042701917838448754,0.00284679452256325,-0.0012706053975199954,8,1,-0.04000086463471425,-0.0033334053862261875,-0.0022138545075516217,7,1
30,0.02,8.0,5.0,reclaim2,60,453,229,110,119,96,93,-0.007663053330801944,-0.0334657171305989,0.12437564245305537,234,True,-0.007663053330801861,-0.00042572518504454783,0.00125033142479037,8,0,0.0415996722803182,0.002773311485354547,0.002669505662586183,7,0,0.00896259830117982,0.0007468831917649849,0.0004719841701993988,6,0
15,0.04,8.0,0.0,no_new_low5,60,108,108,19,89,19,19,0.01201007360130625,0.027859166246960505,0.039653337739222465,223,True,0.012010073601306258,0.000667226311183681,0.0,7,4,0.041121778279684676,0.0027414518853123115,0.0,5,3,0.021981485270787603,0.0018317904392323003,0.001671118530884864,4,2
15,0.06,6.0,2.0,no_new_low5,30,44,43,10,33,9,9,0.07388832101174936,0.07388832101174936,0.006783422655899293,85,True,0.07388832101174936,0.004104906722874964,0.0,3,11,0.0400009925981315,0.0026667328398754333,0.0,2,11,-0.007334390638279672,-0.0006111992198566393,0.0,2,10
15,0.06,6.0,0.0,no_new_low5,30,44,44,10,34,9,9,0.07388832101174936,0.07388832101174936,0.006783422655899293,85,True,0.07388832101174936,0.004104906722874964,0.0,3,11,0.0400009925981315,0.0026667328398754333,0.0,2,11,-0.007334390638279672,-0.0006111992198566393,0.0,2,10
30,0.02,8.0,0.0,no_new_low5,30,453,453,100,353,72,70,-0.004947107108538681,-0.009052347718588594,0.07657787792421315,224,True,-0.004947107108538646,-0.0002748392838077026,-0.0006353026987599977,9,1,0.03863310296055375,0.00257554019737025,0.0,7,1,-0.032194134293050784,-0.002682844524420899,-0.0006353026987599977,6,1
15,0.06,6.0,5.0,reclaim2,30,44,32,16,16,14,14,0.04334470514189093,0.04334470514189093,0.10355202587107917,433,True,0.04334470514189093,0.002408039174549496,0.0,3,9,0.03611731241077054,0.0024078208273847026,0.0,2,9,0.026607657418979302,0.002217304784914942,0.0,2,7
30,0.04,8.0,2.0,no_new_low5,60,138,125,18,107,18,18,0.028673652831448078,0.01436356114073989,0.061878385256275016,223,True,0.028673652831448085,0.001592980712858227,0.0,4,7,0.0360109014834038,0.0024007267655602534,0.0,3,6,0.002832517012865245,0.00023604308440543708,0.0,2,6
30,0.04,8.0,0.0,no_new_low5,30,138,138,23,115,20,20,0.030222919587902145,0.03016059275765838,0.06579549984243548,223,True,0.030222919587902145,0.0016790510882167859,0.0,4,7,0.03470018704866973,0.0023133458032446484,0.0,3,6,-0.012496891790720655,-0.0010414076492267213,0.0,2,6
15,0.06,8.0,2.0,reclaim2,15,34,34,15,19,14,14,0.018290825711902887,0.018290825711902887,0.05116516978957616,350,True,0.01829082571190288,0.0010161569839946044,0.0,4,9,0.03382315314362817,0.002254876876241878,0.0,3,8,0.004501348519680539,0.00037511237664004487,0.0,3,7
15,0.06,8.0,0.0,reclaim2,15,34,34,15,19,14,14,0.018290825711902887,0.018290825711902887,0.05116516978957616,350,True,0.01829082571190288,0.0010161569839946044,0.0,4,9,0.03382315314362817,0.002254876876241878,0.0,3,8,0.004501348519680539,0.00037511237664004487,0.0,3,7
15,0.06,8.0,2.0,no_new_low5,30,34,34,7,27,7,7,0.03085010066631133,0.03085010066631133,0.007064631286355685,85,True,0.030850100666311338,0.001713894481461741,0.0,3,12,0.03210998698872025,0.0021406657992480167,0.0,2,10,0.005079816003786824,0.0004233180003155687,0.0,2,9
15,0.06,8.0,0.0,no_new_low5,30,34,34,7,27,7,7,0.03085010066631133,0.03085010066631133,0.007064631286355685,85,True,0.030850100666311338,0.001713894481461741,0.0,3,12,0.03210998698872025,0.0021406657992480167,0.0,2,10,0.005079816003786824,0.0004233180003155687,0.0,2,9
15,0.06,6.0,5.0,no_new_low5,30,44,32,8,24,7,7,0.045674327274559,0.045674327274559,0.007470868234412703,428,True,0.045674327274559,0.002537462626364389,0.0,3,13,0.03196173653274759,0.0021307824355165056,0.0,2,12,-0.007334390638279672,-0.0006111992198566393,0.0,2,10
15,0.06,8.0,5.0,reclaim2,15,34,30,14,16,13,13,0.01267356857275004,0.01267356857275004,0.05666533576036693,433,True,0.01267356857275004,0.0007040871429305577,0.0,4,10,0.028205896004475317,0.0018803930669650212,0.0,3,9,0.004501348519680539,0.00037511237664004487,0.0,3,7
15,0.04,10.0,5.0,no_new_low5,60,81,67,9,58,9,9,0.027627724645248437,0.027627724645248437,0.022546248798275218,223,True,0.027627724645248434,0.0015348735914026907,0.0,3,12,0.02762772464524844,0.0018418483096832295,0.0,3,9,-0.004384904516634305,-0.0003654087097195254,0.0,3,7
30,0.02,10.0,5.0,reclaim2,30,238,152,72,80,71,70,-0.07405457328454296,-0.07405457328454296,0.1454756090664577,484,True,-0.07405457328454294,-0.004114142960252386,0.00034940558876162247,8,1,0.027456259652879178,0.0018304173101919452,0.0006988111775232449,6,1,0.04556950451692092,0.00379745870974341,0.00665004210139292,4,1
30,0.02,10.0,0.0,no_new_low5,30,238,238,53,185,45,40,0.022095625720548136,0.026297728623179528,0.04110212217856524,297,False,0.022095625720548136,0.0012275347622526741,0.000347479227862494,5,4,0.027131331505041538,0.0018087554336694359,0.0015834954438414001,4,3,0.058198661627288636,0.00484988846894072,0.0044717941275922496,1,3
15,0.04,8.0,5.0,no_new_low5,60,108,80,14,66,14,14,-0.003135315943801998,-0.003135315943801998,0.03290815679739193,223,True,-0.003135315943801998,-0.000174184219100111,0.0,6,7,0.025976388734576424,0.0017317592489717616,0.0,4,6,-0.00901299691997491,-0.0007510830766645758,0.0,4,4
30,0.04,8.0,2.0,no_new_low5,30,138,125,18,107,18,18,0.021001471266871366,0.020939144436627595,0.06305933473336585,223,True,0.021001471266871366,0.001166748403715076,0.0,4,7,0.02547873872763895,0.0016985825818425966,0.0,3,6,-0.018659659415677037,-0.0015549716179730864,0.0,2,6
15,0.06,10.0,2.0,no_new_low5,30,27,26,4,22,4,4,0.025104305672612792,0.025104305672612792,0.004213186052480726,85,True,0.025104305672612796,0.0013946836484784886,0.0,1,15,0.025104305672612792,0.0016736203781741862,0.0,1,12,-0.004337228714524242,-0.00036143572621035353,0.0,1,11
15,0.06,10.0,0.0,no_new_low5,30,27,27,5,22,5,5,0.02484546593589143,0.02484546593589143,0.004464623096815117,85,True,0.024845465935891438,0.0013803036631050798,0.0,2,14,0.02484546593589143,0.0016563643957260954,0.0,2,11,-0.004596068451245602,-0.0003830057042704668,0.0,2,10
15,0.06,8.0,5.0,no_new_low5,30,34,30,6,24,6,6,0.022810844600927416,0.022810844600927416,0.007119763687084935,317,True,0.022810844600927423,0.0012672691444959678,0.0,3,13,0.024070730923336336,0.0016047153948890891,0.0,2,11,0.005079816003786824,0.0004233180003155687,0.0,2,9
10,0.06,6.0,0.0,reclaim2,30,24,24,8,16,8,8,0.03082860949318157,0.03082860949318157,0.030167820036280064,190,False,0.030828609493181565,0.0017127005273989758,0.0,3,12,0.022892619689232847,0.0015261746459488564,0.0,2,11,0.008329137144096447,0.0006940947620080372,0.0,2,9
10,0.06,6.0,2.0,reclaim2,30,24,23,8,15,8,8,0.03082860949318157,0.03082860949318157,0.030167820036280064,190,False,0.030828609493181565,0.0017127005273989758,0.0,3,12,0.022892619689232847,0.0015261746459488564,0.0,2,11,0.008329137144096447,0.0006940947620080372,0.0,2,9
10,0.06,8.0,2.0,reclaim2,30,21,20,9,11,9,9,-0.03381606991892805,-0.03381606991892805,0.0729917871320429,540,True,-0.03381606991892805,-0.0018786705510515584,0.0,3,12,0.022892619689232847,0.0015261746459488564,0.0,2,11,0.008329137144096447,0.0006940947620080372,0.0,2,9
10,0.06,10.0,2.0,reclaim2,30,19,19,7,12,7,7,0.02105367811166282,0.02105367811166282,0.030459003234529516,190,False,0.021053678111662817,0.0011696487839812676,0.0,3,13,0.022892619689232847,0.0015261746459488564,0.0,2,11,0.008329137144096447,0.0006940947620080372,0.0,2,9
10,0.06,8.0,0.0,reclaim2,30,21,21,9,12,9,9,-0.03381606991892805,-0.03381606991892805,0.0729917871320429,540,True,-0.03381606991892805,-0.0018786705510515584,0.0,3,12,0.022892619689232847,0.0015261746459488564,0.0,2,11,0.008329137144096447,0.0006940947620080372,0.0,2,9
10,0.06,10.0,0.0,reclaim2,30,19,19,7,12,7,7,0.02105367811166282,0.02105367811166282,0.030459003234529516,190,False,0.021053678111662817,0.0011696487839812676,0.0,3,13,0.022892619689232847,0.0015261746459488564,0.0,2,11,0.008329137144096447,0.0006940947620080372,0.0,2,9
15,0.04,8.0,0.0,no_new_low5,30,108,108,19,89,19,19,0.00498302220931204,-0.022625382757258984,0.033686277685807446,153,True,0.004983022209312035,0.0002768345671840019,-0.0003805211597287502,10,4,0.021358072159000437,0.0014238714772666957,-0.0002245354040506485,8,3,-0.005713825892163718,-0.00047615215768030987,-0.0016108486639030391,7,2
10,0.06,8.0,5.0,reclaim2,30,21,16,7,9,7,7,-0.037247132372740244,-0.037247132372740244,0.0764228495858551,540,True,-0.037247132372740244,-0.0020692851318189023,0.0,2,14,0.019461557235420646,0.001297437149028043,0.0,1,13,0.019461557235420646,0.0016217964362850539,0.0,1,10
10,0.06,10.0,5.0,reclaim2,30,19,15,5,10,5,5,0.017622615657850622,0.017622615657850622,0.021553101555264242,457,False,0.017622615657850622,0.0009790342032139235,0.0,2,15,0.019461557235420646,0.001297437149028043,0.0,1,13,0.019461557235420646,0.0016217964362850539,0.0,1,10
10,0.06,6.0,5.0,reclaim2,30,24,17,6,11,6,6,0.02739754703936937,0.02739754703936937,0.01955894042589835,190,False,0.02739754703936937,0.0015220859466316317,0.0,2,14,0.019461557235420646,0.001297437149028043,0.0,1,13,0.019461557235420646,0.0016217964362850539,0.0,1,10
10,0.06,10.0,2.0,reclaim2,15,19,19,7,12,7,7,0.014237706043785724,0.014237706043785724,0.01497483195247773,190,False,0.01423770604378572,0.0007909836690992067,0.0,3,13,0.018343277978714385,0.0012228851985809591,0.0,2,11,0.01272602083956154,0.0010605017366301284,0.0,2,9
10,0.06,6.0,2.0,reclaim2,15,24,23,8,15,8,8,0.02230174995961366,0.02230174995961366,0.01497483195247773,190,False,0.022301749959613655,0.0012389861088674254,0.0,3,12,0.018343277978714385,0.0012228851985809591,0.0,2,11,0.01272602083956154,0.0010605017366301284,0.0,2,9
10,0.06,8.0,0.0,reclaim2,15,21,21,9,12,9,9,-0.03553727416419727,-0.03553727416419727,0.06276888552150584,540,True,-0.035537274164197274,-0.001974293009122071,0.0,3,12,0.018343277978714385,0.0012228851985809591,0.0,2,11,0.01272602083956154,0.0010605017366301284,0.0,2,9
10,0.06,6.0,0.0,reclaim2,15,24,24,8,16,8,8,0.02230174995961366,0.02230174995961366,0.01497483195247773,190,False,0.022301749959613655,0.0012389861088674254,0.0,3,12,0.018343277978714385,0.0012228851985809591,0.0,2,11,0.01272602083956154,0.0010605017366301284,0.0,2,9
10,0.06,10.0,0.0,reclaim2,15,19,19,7,12,7,7,0.014237706043785724,0.014237706043785724,0.01497483195247773,190,False,0.01423770604378572,0.0007909836690992067,0.0,3,13,0.018343277978714385,0.0012228851985809591,0.0,2,11,0.01272602083956154,0.0010605017366301284,0.0,2,9
10,0.06,8.0,2.0,reclaim2,15,21,20,9,11,9,9,-0.03553727416419727,-0.03553727416419727,0.06276888552150584,540,True,-0.035537274164197274,-0.001974293009122071,0.0,3,12,0.018343277978714385,0.0012228851985809591,0.0,2,11,0.01272602083956154,0.0010605017366301284,0.0,2,9
15,0.06,10.0,5.0,no_new_low5,30,27,24,3,21,3,3,0.017065049607228877,0.017065049607228877,0.004246347209691624,85,True,0.017065049607228877,0.0009480583115127154,0.0,1,16,0.017065049607228877,0.0011376699738152585,0.0,1,13,-0.004337228714524242,-0.00036143572621035353,0.0,1,11
