variant,top_day,bottom_day,top_5_day_profit_share
continuation_q67_product_long_only_combined_available_c10,0.13802109292960807,-0.14381235035624035,
continuation_q67_product_long_only_combined_available_c2,0.13962109292960806,-0.14221235035624036,
continuation_q67_product_long_only_combined_available_c5,0.13902109292960807,-0.14281235035624035,
continuation_q67_product_long_only_qqq_c10,0.10370281187630503,-0.1314842425883782,
continuation_q67_product_long_only_qqq_c2,0.10530281187630504,-0.12988424258837822,
continuation_q67_product_long_only_qqq_c5,0.10470281187630504,-0.1304842425883782,
continuation_q67_product_long_only_smh_c10,0.1723393739829111,-0.1561404581241025,
continuation_q67_product_long_only_smh_c2,0.1739393739829111,-0.1545404581241025,
continuation_q67_product_long_only_smh_c5,0.1733393739829111,-0.1551404581241025,
continuation_q67_underlying_signed_diagnostic_combined_available_c0,0.04775456810060008,-0.04862793605158616,
continuation_q67_underlying_signed_diagnostic_qqq_c0,0.03575636207833632,-0.04306494383960746,
continuation_q67_underlying_signed_diagnostic_smh_c0,0.05975277412286384,-0.054190928263564864,
continuation_q80_product_long_only_combined_available_c10,0.13802109292960807,-0.14381235035624035,
continuation_q80_product_long_only_combined_available_c2,0.13962109292960806,-0.14221235035624036,
continuation_q80_product_long_only_combined_available_c5,0.13902109292960807,-0.14281235035624035,
continuation_q80_product_long_only_qqq_c10,0.10370281187630503,-0.1314842425883782,
continuation_q80_product_long_only_qqq_c2,0.10530281187630504,-0.12988424258837822,
continuation_q80_product_long_only_qqq_c5,0.10470281187630504,-0.1304842425883782,
continuation_q80_product_long_only_smh_c10,0.1723393739829111,-0.1561404581241025,
continuation_q80_product_long_only_smh_c2,0.1739393739829111,-0.1545404581241025,
continuation_q80_product_long_only_smh_c5,0.1733393739829111,-0.1551404581241025,
continuation_q80_underlying_signed_diagnostic_combined_available_c0,0.04775456810060008,-0.04862793605158616,
continuation_q80_underlying_signed_diagnostic_qqq_c0,0.03575636207833632,-0.04306494383960746,
continuation_q80_underlying_signed_diagnostic_smh_c0,0.05975277412286384,-0.054190928263564864,
reversal_all_product_long_only_combined_available_c10,0.14129384198875317,-0.15928100311429283,
reversal_all_product_long_only_combined_available_c2,0.14289384198875316,-0.15768100311429284,1.2190775969512444
reversal_all_product_long_only_combined_available_c5,0.14229384198875317,-0.15828100311429283,2.1617530959723132
reversal_all_product_long_only_qqq_c10,0.13008318741227876,-0.11801250434178523,
reversal_all_product_long_only_qqq_c2,0.13168318741227875,-0.11641250434178523,
reversal_all_product_long_only_qqq_c5,0.13108318741227876,-0.11701250434178523,
reversal_all_product_long_only_smh_c10,0.1661628767562886,-0.20054950188680043,1.470934809459399
reversal_all_product_long_only_smh_c2,0.1677628767562886,-0.19894950188680044,0.6914499286196905
reversal_all_product_long_only_smh_c5,0.1671628767562886,-0.19954950188680043,0.8615128890645143
reversal_all_underlying_signed_diagnostic_combined_available_c0,0.05420879552602553,-0.04905429792710736,1.100428474600162
reversal_all_underlying_signed_diagnostic_qqq_c0,0.04306494383960746,-0.03910060296499829,4.318908619937942
reversal_all_underlying_signed_diagnostic_smh_c0,0.0733366453930524,-0.05975277412286384,0.7687956660598406
reversal_q50_product_long_only_combined_available_c10,0.14129384198875317,-0.14151871423716234,6.006632300152447
reversal_q50_product_long_only_combined_available_c2,0.14289384198875316,-0.13991871423716234,1.2325569288774911
reversal_q50_product_long_only_combined_available_c5,0.14229384198875317,-0.14051871423716233,1.7493673345656071
reversal_q50_product_long_only_qqq_c10,0.13008318741227876,-0.10765742138796164,
reversal_q50_product_long_only_qqq_c2,0.13168318741227875,-0.10605742138796163,4.2194022003076785
reversal_q50_product_long_only_qqq_c5,0.13108318741227876,-0.10665742138796164,
reversal_q50_product_long_only_smh_c10,0.1632078356040334,-0.17538000708636303,1.272158568865812
reversal_q50_product_long_only_smh_c2,0.1648078356040334,-0.17378000708636304,0.8122656933210057
reversal_q50_product_long_only_smh_c5,0.1642078356040334,-0.17438000708636303,0.9385256462738629
reversal_q50_underlying_signed_diagnostic_combined_available_c0,0.04862793605158616,-0.04775456810060008,1.205472081423335
reversal_q50_underlying_signed_diagnostic_qqq_c0,0.04306494383960746,-0.03575636207833632,2.2429177628344372
reversal_q50_underlying_signed_diagnostic_smh_c0,0.054190928263564864,-0.05975277412286384,0.9124096913448418
reversal_q67_product_long_only_combined_available_c10,0.14129384198875317,-0.14151871423716234,13.32430581081337
reversal_q67_product_long_only_combined_available_c2,0.14289384198875316,-0.13991871423716234,1.9759887319055536
reversal_q67_product_long_only_combined_available_c5,0.14229384198875317,-0.14051871423716233,2.891134563480694
reversal_q67_product_long_only_qqq_c10,0.13008318741227876,-0.10765742138796164,
reversal_q67_product_long_only_qqq_c2,0.13168318741227875,-0.10605742138796163,19.08822365457383
reversal_q67_product_long_only_qqq_c5,0.13108318741227876,-0.10665742138796164,
reversal_q67_product_long_only_smh_c10,0.1632078356040334,-0.17538000708636303,2.4866006364443165
reversal_q67_product_long_only_smh_c2,0.1648078356040334,-0.17378000708636304,1.4150821034567493
reversal_q67_product_long_only_smh_c5,0.1642078356040334,-0.17438000708636303,1.6852991506232025
reversal_q67_underlying_signed_diagnostic_combined_available_c0,0.04862793605158616,-0.04775456810060008,1.9282304610813752
reversal_q67_underlying_signed_diagnostic_qqq_c0,0.04306494383960746,-0.03575636207833632,4.881066256132854
reversal_q67_underlying_signed_diagnostic_smh_c0,0.054190928263564864,-0.05975277412286384,1.771877317743853
reversal_q80_product_long_only_combined_available_c10,0.14129384198875317,-0.14151871423716234,7.584857936739633
reversal_q80_product_long_only_combined_available_c2,0.14289384198875316,-0.13991871423716234,2.2970035759236507
reversal_q80_product_long_only_combined_available_c5,0.14229384198875317,-0.14051871423716233,3.0997616123256293
reversal_q80_product_long_only_qqq_c10,0.13008318741227876,-0.10765742138796164,
reversal_q80_product_long_only_qqq_c2,0.13168318741227875,-0.10605742138796163,70.93852381704619
reversal_q80_product_long_only_qqq_c5,0.13108318741227876,-0.10665742138796164,
reversal_q80_product_long_only_smh_c10,0.1632078356040334,-0.17538000708636303,4.5920176115568605
reversal_q80_product_long_only_smh_c2,0.1648078356040334,-0.17378000708636304,2.3571555192263256
reversal_q80_product_long_only_smh_c5,0.1642078356040334,-0.17438000708636303,2.8781803414632523
reversal_q80_underlying_signed_diagnostic_combined_available_c0,0.04862793605158616,-0.04775456810060008,2.2754275414693406
reversal_q80_underlying_signed_diagnostic_qqq_c0,0.04306494383960746,-0.03575636207833632,7.2077636111513055
reversal_q80_underlying_signed_diagnostic_smh_c0,0.054190928263564864,-0.05975277412286384,3.3160462665626036
