id,created_at,symbol,headline,detector_label,origin,manual_valid,manual_note
42109203,2024-11-21 12:40:32+00:00,PANW,"Northland Capital Markets Reiterates Market Perform on Palo Alto Networks, Raises Price Target to $370",detected,catalog_news,,
42136703,2024-11-22 13:17:36+00:00,ADSK,"Morgan Stanley Maintains Overweight on Autodesk, Raises Price Target to $375",detected,catalog_news,,
42575892,2024-12-19 12:54:24+00:00,MU,"Baird Maintains Outperform on Micron Technology, Lowers Price Target to $130",detected,catalog_news,,
42821844,2025-01-06 16:41:18+00:00,SHOP,"Wedbush Upgrades Shopify to Outperform, Raises Price Target to $125",detected,targeted_alpaca_news,,
42868753,2025-01-08 11:03:41+00:00,GEHC,"Jefferies Upgrades GE HealthCare Techs to Buy, Raises Price Target to $103",detected,targeted_alpaca_news,,
42906966,2025-01-10 10:03:22+00:00,NXPI,"Goldman Sachs Upgrades NXP Semiconductors to Buy, Lowers Price Target to $257",detected,targeted_alpaca_news,,
43092553,2025-01-21 11:43:53+00:00,MDLZ,"Jefferies Downgrades Mondelez International to Hold, Lowers Price Target to $62",detected,targeted_alpaca_news,,
43296896,2025-01-29 10:56:40+00:00,MSTR,"Mizuho Initiates Coverage On MicroStrategy with Outperform Rating, Announces Price Target of $515",detected,targeted_alpaca_news,,
43380715,2025-01-31 11:42:06+00:00,CMCSA,"B of A Securities Downgrades Comcast to Neutral, Lowers Price Target to $38",detected,targeted_alpaca_news,,
43842089,2025-02-20 10:49:38+00:00,NXPI,"Citigroup Upgrades NXP Semiconductors to Buy, Raises Price Target to $290",detected,targeted_alpaca_news,,
43971323,2025-02-26 13:24:01+00:00,INTU,"Morgan Stanley Upgrades Intuit to Overweight, Maintains Price Target to $730",detected,targeted_alpaca_news,,
44040029,2025-02-28 12:51:04+00:00,CSGP,"Deutsche Bank Initiates Coverage On CoStar Group with Buy Rating, Announces Price Target of $89",detected,targeted_alpaca_news,,
44162368,2025-03-06 12:05:19+00:00,ZS,"Rosenblatt Upgrades Zscaler to Buy, Raises Price Target to $235",detected,targeted_alpaca_news,,
44193821,2025-03-07 15:37:43+00:00,SNDK,"Cantor Fitzgerald Initiates Coverage On SanDisk with Overweight Rating, Announces Price Target of $60",detected,targeted_alpaca_news,,
44535273,2025-03-28 12:50:12+00:00,LULU,Raymond James Downgrades Lululemon Athletica to Market Perform,detected,targeted_alpaca_news,,
44561032,2025-03-31 13:01:53+00:00,MSFT,"Jefferies Maintains Buy on Microsoft, Lowers Price Target to $500",detected,targeted_alpaca_news,,
44787472,2025-04-14 12:47:18+00:00,CMCSA,"Wells Fargo Downgrades Comcast to Underweight, Lowers Price Target to $31",detected,targeted_alpaca_news,,
44843717,2025-04-16 15:36:03+00:00,CRWD,"Morgan Stanley Maintains Overweight on CrowdStrike Holdings, Lowers Price Target to $415",detected,targeted_alpaca_news,,
44850877,2025-04-16 19:44:06+00:00,NVDA,"Rosenblatt Maintains Buy on NVIDIA, Lowers Price Target to $200",detected,targeted_alpaca_news,,
44944561,2025-04-23 10:40:34+00:00,PYPL,"Compass Point Initiates Coverage On PayPal Holdings with Sell Rating, Announces Price Target of $56",detected,targeted_alpaca_news,,
45087000,2025-04-29 21:38:50+00:00,PYPL,"Macquarie Maintains Outperform on PayPal Holdings, Lowers Price Target to $95",detected,targeted_alpaca_news,,
45099237,2025-04-30 13:00:54+00:00,NVDA,"Seaport Global Initiates Coverage On NVIDIA with Sell Rating, Announces Price Target of $100",detected,targeted_alpaca_news,,
45099672,2025-04-30 13:07:01+00:00,TXN,"Seaport Global Initiates Coverage On Texas Instruments with Sell Rating, Announces Price Target of $130",detected,targeted_alpaca_news,,
45099698,2025-04-30 13:08:20+00:00,ADI,"Seaport Global Initiates Coverage On Analog Devices with Sell Rating, Announces Price Target of $155",detected,targeted_alpaca_news,,
45215364,2025-05-06 09:35:20+00:00,WDAY,"WestPark Capital Initiates Coverage On Workday with Buy Rating, Announces Price Target of $315",detected,targeted_alpaca_news,,
45216251,2025-05-06 10:26:21+00:00,VRTX,"Leerink Partners Downgrades Vertex Pharmaceuticals to Market Perform, Lowers Price Target to $503",detected,targeted_alpaca_news,,
45357258,2025-05-12 18:26:33+00:00,PDD,"Citigroup Upgrades PDD Holdings to Buy, Raises Price Target to $165",detected,targeted_alpaca_news,,
45716817,2025-06-02 10:11:33+00:00,CSX,"Goldman Sachs Downgrades CSX to Neutral, Maintains Price Target to $35",detected,targeted_alpaca_news,,
45718039,2025-06-02 11:23:15+00:00,PYPL,"Truist Securities Initiates Coverage On PayPal Holdings with Sell Rating, Announces Price Target of $68",detected,targeted_alpaca_news,,
45954904,2025-06-16 16:08:44+00:00,DXCM,"Truist Securities Initiates Coverage On DexCom with Buy Rating, Announces Price Target of $102",detected,targeted_alpaca_news,,
46217350,2025-07-02 12:03:01+00:00,ROST,"Jefferies Upgrades Ross Stores to Buy, Raises Price Target to $150",detected,targeted_alpaca_news,,
46294233,2025-07-08 12:37:17+00:00,KLAC,"Wells Fargo Downgrades KLA to Equal-Weight, Raises Price Target to $920",detected,targeted_alpaca_news,,
46315620,2025-07-09 11:31:03+00:00,SMCI,"B of A Securities Initiates Coverage On Super Micro Computer with Underperform Rating, Announces Price Target of $35",detected,targeted_alpaca_news,,
46515505,2025-07-21 11:47:46+00:00,ADI,Seaport Global Upgrades Analog Devices to Neutral,detected,targeted_alpaca_news,,
46543554,2025-07-22 13:15:16+00:00,DLTR,"Wells Fargo Maintains Overweight on Dollar Tree, Raises Price Target to $130",detected,targeted_alpaca_news,,
46684456,2025-07-29 12:02:29+00:00,BKR,"Morgan Stanley Maintains Overweight on Baker Hughes, Raises Price Target to $55",detected,targeted_alpaca_news,,
46695009,2025-07-29 15:38:33+00:00,WDC,"Morgan Stanley Maintains Overweight on Western Digital, Lowers Price Target to $83",detected,targeted_alpaca_news,,
47085452,2025-08-13 10:50:07+00:00,INSM,"Mizuho Maintains Outperform on Insmed, Raises Price Target to $165",detected,targeted_alpaca_news,,
47287762,2025-08-22 16:26:56+00:00,WDAY,"Deutsche Bank Maintains Buy on Workday, Lowers Price Target to $280",detected,targeted_alpaca_news,,
47688400,2025-09-16 12:22:58+00:00,WBD,"TD Cowen Downgrades Warner Bros. Discovery to Hold, Maintains Price Target to $14",detected,targeted_alpaca_news,,
47690451,2025-09-16 13:38:57+00:00,AAPL,"Bernstein Initiates Coverage On Apple with Outperform Rating, Announces Price Target of $290",detected,targeted_alpaca_news,,
47841790,2025-09-24 14:05:44+00:00,MU,"Citigroup Maintains Buy on Micron Technology, Raises Price Target to $200",detected,targeted_alpaca_news,,
47947668,2025-09-30 15:50:44+00:00,AMZN,"Mizuho Initiates Coverage On Amazon.com with Outperform Rating, Announces Price Target of $300",detected,targeted_alpaca_news,,
48002743,2025-10-02 18:35:58+00:00,EA,"Roth Capital Downgrades Electronic Arts to Neutral, Raises Price Target to $210",detected,targeted_alpaca_news,,
48193755,2025-10-14 11:09:00+00:00,MU,New Street Research Downgrades Micron Technology to Neutral,detected,targeted_alpaca_news,,
48200407,2025-10-14 14:28:53+00:00,TMUS,"RBC Capital Upgrades T-Mobile US to Outperform, Maintains Price Target to $270",detected,targeted_alpaca_news,,
48325711,2025-10-21 13:03:47+00:00,AVGO,"Mizuho Maintains Outperform on Broadcom, Raises Price Target to $435",detected,targeted_alpaca_news,,
48350119,2025-10-22 12:03:26+00:00,ADP,"Wells Fargo Initiates Coverage On Automatic Data Processing with Underweight Rating, Announces Price Target of $288",detected,targeted_alpaca_news,,
48567602,2025-10-31 16:55:55+00:00,AAPL,"Jefferies Upgrades Apple to Hold, Raises Price Target to $246.99",detected,targeted_alpaca_news,,
48585062,2025-11-03 10:58:44+00:00,CSCO,"UBS Upgrades Cisco Systems to Buy, Raises Price Target to $88",detected,targeted_alpaca_news,,
48585746,2025-11-03 11:26:40+00:00,SOLS,"UBS Initiates Coverage On Solstice Advanced Mat with Buy Rating, Announces Price Target of $62",detected,targeted_alpaca_news,,
48663822,2025-11-05 18:09:18+00:00,XEL,"Barclays Maintains Overweight on Xcel Energy, Raises Price Target to $85",detected,targeted_alpaca_news,,
48718342,2025-11-07 14:03:12+00:00,TTD,"Susquehanna Maintains Positive on Trade Desk, Lowers Price Target to $85",detected,targeted_alpaca_news,,
48800447,2025-11-12 13:02:45+00:00,FAST,"Bernstein Initiates Coverage On Fastenal with Underperform Rating, Announces Price Target of $38",detected,targeted_alpaca_news,,
48829214,2025-11-13 11:35:13+00:00,CSCO,"Morgan Stanley Maintains Overweight on Cisco Systems, Raises Price Target to $82",detected,targeted_alpaca_news,,
48864028,2025-11-14 14:28:02+00:00,AMAT,"B. Riley Securities Reiterates Buy on Applied Mat, Raises Price Target to $270",detected,targeted_alpaca_news,,
49181289,2025-12-03 12:43:15+00:00,LIN,"CICC Initiates Coverage On Linde with Outperform Rating, Announces Price Target of $510",detected,targeted_alpaca_news,,
49213769,2025-12-04 17:01:14+00:00,DLTR,"UBS Maintains Buy on Dollar Tree, Raises Price Target to $138",detected,targeted_alpaca_news,,
49301621,2025-12-10 12:41:31+00:00,TTWO,"B. Riley Securities Initiates Coverage On Take-Two Interactive with Buy Rating, Announces Price Target of $300",detected,targeted_alpaca_news,,
49345178,2025-12-11 19:16:48+00:00,CRWD,"Freedom Capital Markets Upgrades CrowdStrike Holdings to Buy, Raises Price Target to $550",detected,targeted_alpaca_news,,
49928211,2026-01-15 10:30:29+00:00,ARM,"RBC Capital Initiates Coverage On ARM Holdings with Outperform Rating, Announces Price Target of $140",detected,targeted_alpaca_news,,
49950007,2026-01-15 20:03:49+00:00,MCHP,"Citigroup Maintains Buy on Microchip Technology, Raises Price Target to $92",detected,targeted_alpaca_news,,
50125055,2026-01-26 13:37:25+00:00,TEAM,"Baird Maintains Outperform on Atlassian, Lowers Price Target to $170",detected,targeted_alpaca_news,,
50374615,2026-02-04 14:35:56+00:00,SMCI,"Barclays Maintains Equal-Weight on Super Micro Computer, Lowers Price Target to $38",detected,targeted_alpaca_news,,
50385565,2026-02-04 17:44:52+00:00,PEP,"Citigroup Maintains Buy on PepsiCo, Raises Price Target to $182",detected,targeted_alpaca_news,,
50451160,2026-02-06 16:05:38+00:00,TRI,"Wells Fargo Maintains Overweight on Thomson Reuters, Lowers Price Target to $120",detected,targeted_alpaca_news,,
50603474,2026-02-13 09:28:35+00:00,DLTR,"BMO Capital Downgrades Dollar Tree to Underperform, Lowers Price Target to $95",detected,targeted_alpaca_news,,
50682073,2026-02-18 12:25:31+00:00,CDNS,"Rosenblatt Upgrades Cadence Design Systems to Buy, Raises Price Target to $360",detected,targeted_alpaca_news,,
50687156,2026-02-18 14:38:44+00:00,WDAY,Citizens Downgrades Workday to Market Perform,detected,targeted_alpaca_news,,
50750744,2026-02-20 15:08:13+00:00,ADSK,"Barclays Maintains Overweight on Autodesk, Lowers Price Target to $300",detected,targeted_alpaca_news,,
50999584,2026-03-03 14:14:37+00:00,FTNT,"Wells Fargo Initiates Coverage On Fortinet with Underweight Rating, Announces Price Target of $64",detected,targeted_alpaca_news,,
51267442,2026-03-16 12:55:19+00:00,ALNY,"Jefferies Downgrades Alnylam Pharmaceuticals to Hold, Lowers Price Target to $330",detected,targeted_alpaca_news,,
51798706,2026-04-14 11:03:34+00:00,SNDK,"Evercore ISI Group Initiates Coverage On SanDisk with Outperform Rating, Announces Price Target of $1200",detected,targeted_alpaca_news,,
39903006,2024-07-23 11:26:40+00:00,DXCM,"Canaccord Genuity Maintains Buy on DexCom, Maintains $145 Price Target",rejected,catalog_news,,
39907609,2024-07-23 13:44:02+00:00,TSLA,"Guggenheim Reiterates Sell on Tesla, Maintains $134 Price Target",rejected,catalog_news,,
40062613,2024-07-31 10:31:51+00:00,PYPL,"Canaccord Genuity Maintains Buy on PayPal Holdings, Maintains $80 Price Target",rejected,catalog_news,,
40158340,2024-08-05 12:11:48+00:00,CRWD,"Wedbush Reiterates Outperform on CrowdStrike Holdings, Maintains $315 Price Target",rejected,catalog_news,,
40264694,2024-08-08 19:04:35+00:00,SHOP,"JMP Securities Reiterates Market Outperform on Shopify, Maintains $80 Price Target",rejected,catalog_news,,
40443904,2024-08-19 15:48:20+00:00,CRWD,"Cantor Fitzgerald Reiterates Overweight on CrowdStrike Holdings, Maintains $400 Price Target",rejected,catalog_news,,
40574030,2024-08-27 12:22:35+00:00,AAPL,"Morgan Stanley Reiterates Overweight on Apple, Maintains $273 Price Target",rejected,catalog_news,,
40736772,2024-09-05 17:06:12+00:00,ODFL,"Stephens & Co. Reiterates Overweight on Old Dominion Freight Line, Maintains $214 Price Target",rejected,catalog_news,,
40979254,2024-09-23 12:16:25+00:00,EA,"Benchmark Reiterates Buy on Electronic Arts, Maintains $163 Price Target",rejected,catalog_news,,
41210023,2024-10-07 15:11:04+00:00,MELI,"Cantor Fitzgerald Reiterates Overweight on MercadoLibre, Maintains $2530 Price Target",rejected,catalog_news,,
41969814,2024-11-14 12:57:19+00:00,REGN,"Citigroup Initiates Coverage On Regeneron Pharmaceuticals with Neutral Rating, Announces Price Target of $895",rejected,catalog_news,,
42137715,2024-11-22 13:55:10+00:00,TXN,"Wells Fargo Initiates Coverage On Texas Instruments with Equal-Weight Rating, Announces Price Target of $215",rejected,catalog_news,,
42311274,2024-12-04 11:56:14+00:00,AMZN,"Needham Maintains Buy on Amazon.com, Maintains $250 Price Target",rejected,catalog_news,,
42363369,2024-12-06 13:49:29+00:00,SHOP,"JMP Securities Reiterates Market Outperform on Shopify, Maintains $120 Price Target",rejected,catalog_news,,
42906633,2025-01-10 09:23:11+00:00,INTU,"Piper Sandler Reiterates Overweight on Intuit, Maintains $765 Price Target",rejected,targeted_alpaca_news,,
42908922,2025-01-10 12:02:19+00:00,ZS,"Needham Reiterates Buy on Zscaler, Maintains $240 Price Target",rejected,targeted_alpaca_news,,
43243135,2025-01-27 17:36:41+00:00,META,"JMP Securities Reiterates Market Outperform on Meta Platforms, Maintains $750 Price Target",rejected,targeted_alpaca_news,,
43440642,2025-02-03 16:31:44+00:00,GILD,"RBC Capital Reiterates Sector Perform on Gilead Sciences, Maintains $84 Price Target",rejected,targeted_alpaca_news,,
43565826,2025-02-07 16:25:13+00:00,AMZN,"JMP Securities Maintains Market Outperform on Amazon.com, Maintains $285 Price Target",rejected,targeted_alpaca_news,,
44003819,2025-02-27 12:44:09+00:00,SNPS,"Rosenblatt Maintains Buy on Synopsys, Maintains $660 Price Target",rejected,targeted_alpaca_news,,
44170615,2025-03-06 16:29:33+00:00,ZS,Zscaler Gains Analyst Upgrade As Strong Billing Growth And Zero Trust Adoption Fuel Confidence,rejected,targeted_alpaca_news,,
44918037,2025-04-22 10:46:43+00:00,TTD,"Needham Reiterates Buy on Trade Desk, Maintains $84 Price Target",rejected,targeted_alpaca_news,,
44918997,2025-04-22 11:38:37+00:00,GILD,"Cantor Fitzgerald Assumes Gilead Sciences at Overweight, Announces Price Target of $125",rejected,targeted_alpaca_news,,
45409502,2025-05-14 14:19:27+00:00,ABNB,"Cantor Fitzgerald Reiterates Underweight on Airbnb, Maintains $100 Price Target",rejected,targeted_alpaca_news,,
45472039,2025-05-16 15:40:34+00:00,WMT,"DA Davidson Maintains Buy on Walmart, Maintains $117 Price Target",rejected,targeted_alpaca_news,,
45767445,2025-06-04 11:41:11+00:00,ZS,"Rosenblatt Maintains Buy on Zscaler, Maintains $315 Price Target",rejected,targeted_alpaca_news,,
45922925,2025-06-13 11:45:00+00:00,AMD,"Rosenblatt Maintains Buy on Advanced Micro Devices, Maintains $200 Price Target",rejected,targeted_alpaca_news,,
46694515,2025-07-29 15:26:09+00:00,LULU,"Lululemon Athletica Is 'Over-Investing In Innovation,' Analyst Cuts Price Target",rejected,targeted_alpaca_news,,
46957727,2025-08-07 11:12:34+00:00,COST,"Telsey Advisory Group Maintains Outperform on Costco Wholesale, Maintains $1100 Price Target",rejected,targeted_alpaca_news,,
47258364,2025-08-21 13:35:40+00:00,CHTR,"Wells Fargo Reinstates Equal-Weight on Charter Communications, Announces $300 Price Target",rejected,targeted_alpaca_news,,
47355636,2025-08-27 12:45:35+00:00,MDB,"Wedbush Reiterates Outperform on MongoDB, Maintains $300 Price Target",rejected,targeted_alpaca_news,,
47965695,2025-10-01 12:22:42+00:00,IDXX,"UBS Initiates Coverage On IDEXX Laboratories with Neutral Rating, Announces Price Target of $720",rejected,targeted_alpaca_news,,
48864618,2025-11-14 14:40:45+00:00,AMAT,"Cantor Fitzgerald Reiterates Overweight on Applied Mat, Maintains $300 Price Target",rejected,targeted_alpaca_news,,
48997889,2025-11-21 10:44:10+00:00,GEHC,"BTIG Reiterates Buy on GE HealthCare Techs, Maintains $87 Price Target",rejected,targeted_alpaca_news,,
50237025,2026-01-29 16:15:56+00:00,TSLA,"RBC Capital Reiterates Outperform on Tesla, Maintains $500 Price Target",rejected,targeted_alpaca_news,,
50680321,2026-02-18 11:33:05+00:00,CDNS,"Needham Reiterates Buy on Cadence Design Systems, Maintains $390 Price Target",rejected,targeted_alpaca_news,,
50883314,2026-02-26 12:26:17+00:00,NVDA,"Needham Reiterates Buy on NVIDIA, Maintains $240 Price Target",rejected,targeted_alpaca_news,,
51031329,2026-03-04 12:57:22+00:00,CRWD,"Cantor Fitzgerald Reiterates Overweight on CrowdStrike Holdings, Maintains $520 Price Target",rejected,targeted_alpaca_news,,
51961346,2026-04-22 09:52:04+00:00,ISRG,"BTIG Reiterates Buy on Intuitive Surgical, Maintains $574 Price Target",rejected,targeted_alpaca_news,,
52184044,2026-04-30 17:01:25+00:00,META,"RBC Capital Reiterates Outperform on Meta Platforms, Maintains $810 Price Target",rejected,targeted_alpaca_news,,
