candidate,overlay,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,base_net_simple_return,base_maximum_drawdown,base_recent12_positive_months,base_recent12_average_month,base_top5_symbol_positive_share,pareto_improvement,consistency_improvement
ma200_corr08,persistence3,ma200_corr08__persistence3,sp500,1,2.0,1.5458052199407586,1.5944207754963142,0.04861555555555556,622,5511,1052,568,484,0.8382470119521912,1.0000000000000002,243.07777777777778,100,68,0.34098145289532716,0.0497952488629096,PLTR,0.23234923583170333,1.3134559841090552,0,0,0.025763420332345976,0.004584328298056469,30,21,9,0.23854734668286504,2025-02-18,2025-04-04,55.0,0.0008078596396954159,12,0.08387621772407992,0.07044436300405824,9,3,0,15,0.06595578968202911,0.06054481267864974,10,5,0,18,0.06436534590959485,0.05860734868058266,12,6,0,1.5266358191664644,0.23938229896187455,9,0.08192812607391015,0.3083299205178282,True,False
ma200_corr08,vol_target_15,ma200_corr08__vol_target_15,sp500,1,2.0,0.7449102371069225,0.7767691516647891,0.031858914557866415,1311,11657,1052,573,479,0.46906245778114997,1.0,159.29457278933205,115,78,0.27633463951981707,0.03989250067476482,PLTR,0.0897559214084164,0.6551543156985061,0,0,0.01241517061844871,0.004808216938179311,31,20,9,0.11889613519996875,2024-06-18,2024-08-02,68.0,0.0006282510112942451,12,0.03226247563226778,0.025963937095584082,9,3,0,15,0.022162270039531626,0.023071548406453726,10,5,0,18,0.024007289439257562,0.02432967358616622,12,6,0,1.5266358191664644,0.23938229896187455,9,0.08192812607391015,0.3083299205178282,False,False
ma200_corr08,turnover_band_05,ma200_corr08__turnover_band_05,sp500,1,2.0,1.5266358191664644,1.5790358191664644,0.0524,1315,2620,1054,574,480,0.8398406374501992,1.0000000000000002,262.0,118,76,0.3083299205178282,0.04882874084976705,SNDK,0.18823903690170277,1.3383967822647616,0,0,0.025443930319441074,0.005421122315282424,31,20,9,0.23938229896187455,2025-02-18,2025-04-04,70.0,0.0013057868812079907,12,0.08192812607391015,0.07521514880920052,9,3,0,15,0.06026651629843755,0.07361325794599725,10,5,0,18,0.05834002304196557,0.06578096148512859,12,6,0,1.5266358191664644,0.23938229896187455,9,0.08192812607391015,0.3083299205178282,True,False
ma200_corr08,inverse_vol63_persistence2,ma200_corr08__inverse_vol63_persistence2,sp500,1,2.0,1.278263605318319,1.341184915635098,0.06292131031677856,837,10052,1053,568,485,0.8390438247011952,1.0000000000000004,314.6065515838927,102,76,0.24737304674269636,0.044430620304271196,PLTR,0.12642092068218458,1.1518426846361343,0,0,0.021304393421971986,0.0014247584487436828,30,21,9,0.223569817563937,2025-02-18,2025-04-04,82.0,0.007206257905732092,12,0.06504129269513335,0.060111014914170716,9,3,0,15,0.04810076956902991,0.05332762939656973,10,5,0,18,0.04804730686655515,0.05661762586344216,12,6,0,1.5266358191664644,0.23938229896187455,9,0.08192812607391015,0.3083299205178282,False,False
cluster_residual,base,cluster_residual__base,sp500,1,2.0,1.1226653836975353,1.3534126152866275,0.23074723158909236,1703,4865,1055,573,482,0.8406374501992032,1.0000000000000002,1153.7361579454619,172,120,0.17889389390230315,0.05200072961527229,SMCI,0.1571580415100561,0.9655073421874792,0,0,0.018711089728292253,0.010841823604706546,31,20,9,0.33436956508731897,2025-01-30,2025-04-21,159.0,0.0,12,0.06982936280798936,0.07306373642382039,9,3,0,15,0.020552572302255823,0.02662939498646865,9,6,0,18,0.023829609667920332,0.04449759947224251,11,7,0,1.1226653836975353,0.33436956508731897,9,0.06982936280798936,0.17889389390230315,True,False
cluster_residual,inverse_vol63,cluster_residual__inverse_vol63,sp500,1,2.0,1.057058415607531,1.2978531604446029,0.24079474483707164,1703,4865,1055,573,482,0.8406374501992032,1.0000000000000004,1203.9737241853582,172,120,0.12797593571585475,0.05692672921438073,PANW,0.0927751451180989,0.9642832704894322,0,0,0.017617640260125515,0.0009854383362364206,30,21,9,0.30925747515339763,2025-01-30,2025-04-21,164.0,0.0,12,0.06340652193329127,0.07745349669963873,8,4,0,15,0.019661110008474193,0.028646510718503427,8,7,0,18,0.023642796771793612,0.0442118550362043,10,8,0,1.1226653836975353,0.33436956508731897,9,0.06982936280798936,0.17889389390230315,False,False
cluster_residual,persistence2,cluster_residual__persistence2,sp500,1,2.0,1.1666666991985006,1.3794987114475903,0.21283201224908932,712,2096,918,456,578,0.7314741035856573,1.0000000000000004,1064.1600612454467,132,105,0.2895024498811821,0.06846967544629765,SMCI,0.3155406730777783,0.8511260261207223,0,0,0.019444444986641676,0.0,29,22,9,0.3289842160204198,2022-06-07,2022-09-23,203.0,0.011990559077825456,12,0.08452421257633062,0.08561689937861391,10,2,0,15,0.0432439451217054,0.050996084686003945,10,5,0,18,0.047223744166115564,0.06281479083518218,12,6,0,1.1226653836975353,0.33436956508731897,9,0.06982936280798936,0.17889389390230315,True,True
cluster_residual,persistence3,cluster_residual__persistence3,sp500,1,2.0,0.29383769106279,0.42556659745519654,0.13172890639240642,375,964,595,297,490,0.47410358565737054,1.0000000000000004,658.6445319620321,100,83,0.2756407852935027,0.081150514765425,VLO,0.23005844398969416,0.06377924707309585,0,0,0.004897294851046506,0.0,27,24,9,0.36062529694628537,2024-07-17,2025-03-13,,0.25532788294660297,12,0.009826371425895855,0.02156914100621682,7,5,0,15,-0.007890816868117255,-0.028756324165265138,7,8,0,18,-0.01164191518280293,-0.03247827761466591,7,11,0,1.1226653836975353,0.33436956508731897,9,0.06982936280798936,0.17889389390230315,False,False
cluster_residual,vol_target_15,cluster_residual__vol_target_15,sp500,1,2.0,0.5270911979557628,0.6409447958358498,0.11385359788008696,1699,4855,1053,571,482,0.41347530919626435,1.0,569.2679894004349,173,119,0.19557345247963334,0.05539914899586592,SMCI,0.07089623508931069,0.45619496286645206,0,0,0.008784853299262712,0.003898778030825248,31,20,9,0.1568427631819049,2025-01-30,2025-04-21,130.0,0.0,12,0.026861887086109593,0.02828795769275494,9,3,0,15,0.009283761484410761,0.011915578546265449,9,6,0,18,0.01185982072997915,0.015510399559430225,11,7,0,1.1226653836975353,0.33436956508731897,9,0.06982936280798936,0.17889389390230315,False,False
cluster_residual,turnover_band_05,cluster_residual__turnover_band_05,sp500,1,2.0,1.1225825663193891,1.3532718492908533,0.2306892829714641,1703,4838,1055,573,482,0.8406374501992032,1.0000000000000002,1153.4464148573206,172,120,0.17892988859868686,0.05200829776078585,SMCI,0.1571580415100561,0.965424524809333,0,0,0.018709709438656484,0.010805989189835274,31,20,9,0.33470935498139737,2025-01-30,2025-04-21,159.0,0.0,12,0.06982242336418695,0.07306373642382039,9,3,0,15,0.020491679287323584,0.02662939498646865,9,6,0,18,0.02377886548881013,0.04449759947224251,11,7,0,1.1226653836975353,0.33436956508731897,9,0.06982936280798936,0.17889389390230315,False,False
cluster_residual,inverse_vol63_persistence2,cluster_residual__inverse_vol63_persistence2,sp500,1,2.0,1.1291438710254835,1.3456742866147082,0.2165304155892243,712,2096,918,466,568,0.7314741035856573,1.0000000000000004,1082.6520779461216,134,103,0.26774836319594947,0.07193181778149688,TSLA,0.29730355191386243,0.831840319111621,0,0,0.0188190645170914,0.0,28,23,9,0.30061682526061895,2022-06-07,2022-09-23,192.0,0.010757550919426248,12,0.07871816038470887,0.07650483993026319,9,3,0,15,0.04079457652130845,0.04849920976927358,9,6,0,18,0.04667483994568279,0.06077007758058194,11,7,0,1.1226653836975353,0.33436956508731897,9,0.06982936280798936,0.17889389390230315,True,False
characteristic_residual,base,characteristic_residual__base,qqq,1,2.0,1.3819424920422294,1.6125314568579212,0.2305889648156918,1613,6007,1507,781,735,0.8741299303944315,1.0000000000000002,1152.9448240784589,53,33,0.2795454242972141,0.04391478928696766,GOOGL,0.12672554132209873,1.2552169507201307,0,0,0.01664990954267746,0.015906431254642157,49,24,10,0.17863184793186143,2021-11-19,2022-10-12,190.0,0.0159136277906184,12,0.0275208438410663,0.04363474303998904,8,4,0,15,0.010893429130420917,0.005556788520233724,8,7,0,18,0.011189116049951191,0.022847976333029537,10,8,0,1.3819424920422294,0.17863184793186143,8,0.0275208438410663,0.2795454242972141,True,False
characteristic_residual,inverse_vol63,characteristic_residual__inverse_vol63,qqq,1,2.0,1.2821181213543145,1.5130467993735506,0.230928678019236,1613,6007,1507,790,726,0.8741299303944315,1.0000000000000004,1154.6433900961802,53,33,0.28670863415501,0.04601334111138884,GOOGL,0.1287445012996952,1.1533736200546192,0,0,0.015447206281377286,0.012374677076306115,47,26,10,0.1344626577182207,2021-11-16,2022-10-12,169.0,0.015010659528903715,12,0.028663084384959663,0.039536651048226935,8,4,0,15,0.012563501104811605,0.0062584557948203515,8,7,0,18,0.009834841816528364,0.017541905358670323,10,8,0,1.3819424920422294,0.17863184793186143,8,0.0275208438410663,0.2795454242972141,False,False
characteristic_residual,persistence2,characteristic_residual__persistence2,qqq,1,2.0,1.2193885162108968,1.4490225497162785,0.22963403350538159,835,3553,1454,758,741,0.8433874709976799,1.0000000000000004,1148.1701675269078,51,28,0.24737585980836127,0.05298161009157878,GOOGL,0.13382526413470625,1.0855632520761906,0,0,0.014691427906155382,0.004400336682521932,43,30,10,0.2348164656969918,2021-12-27,2023-12-06,474.0,0.026156827118677745,12,0.02947868200695683,0.011616339245069746,8,4,0,15,0.013481121786004588,0.0035543559127350598,8,7,0,18,0.013714466210479706,0.003977346297628496,10,8,0,1.3819424920422294,0.17863184793186143,8,0.0275208438410663,0.2795454242972141,False,False
characteristic_residual,persistence3,characteristic_residual__persistence3,qqq,1,2.0,0.8332317365983581,1.0143941505710832,0.18116241397272514,536,2226,1263,648,749,0.7325986078886311,1.0000000000000004,905.8120698636257,43,30,0.31198669867093315,0.06870499477562092,LULU,0.1310247870239947,0.7022069495743635,0,0,0.01003893658552239,0.004411722130495944,42,31,10,0.18584618569642053,2023-07-26,2024-02-16,423.0,0.0816295525841703,12,0.01592095632077049,0.00993306861937822,7,5,0,15,0.0009714379684197684,-0.0031099753046375713,7,8,0,18,0.0041800828897303145,0.0012283421424186263,9,9,0,1.3819424920422294,0.17863184793186143,8,0.0275208438410663,0.2795454242972141,False,False
characteristic_residual,vol_target_15,characteristic_residual__vol_target_15,qqq,1,2.0,0.9230488543477373,1.0934574165847801,0.17040856223704262,1611,6011,1505,780,734,0.6430698479982211,1.0000000000000002,852.042811185213,49,37,0.2942819201848417,0.042754832773052726,MU,0.09218918092213388,0.8308596734256034,0,0,0.011121070534310091,0.008986180607313798,48,25,10,0.15285310021637163,2021-11-16,2022-09-27,304.0,0.011442062891346399,12,0.01752928812374813,0.031170652775879888,7,5,0,15,0.006018338146632755,-0.0023105433740403638,7,8,0,18,0.006900959780180539,0.01239005317607931,9,9,0,1.3819424920422294,0.17863184793186143,8,0.0275208438410663,0.2795454242972141,False,False
characteristic_residual,turnover_band_05,characteristic_residual__turnover_band_05,qqq,1,2.0,1.382375747272692,1.612754642049126,0.23037889477643414,1612,5892,1507,781,735,0.8741299303944315,1.0000000000000002,1151.8944738821706,53,33,0.2795130071360534,0.04391050785726685,GOOGL,0.1260173237180496,1.2563584235546426,0,0,0.01665512948521316,0.01580908020014782,48,25,10,0.17842488240325186,2021-11-19,2022-10-12,190.0,0.015910779808713284,12,0.027459917679012822,0.04363474303998904,8,4,0,15,0.010823679110421853,0.00554797900893882,8,7,0,18,0.011127111987664865,0.022843571577382087,10,8,0,1.3819424920422294,0.17863184793186143,8,0.0275208438410663,0.2795454242972141,True,False
characteristic_residual,inverse_vol63_persistence2,characteristic_residual__inverse_vol63_persistence2,qqq,1,2.0,1.1718443690222227,1.400815808782607,0.22897143976038425,835,3553,1454,764,735,0.8433874709976799,1.0000000000000007,1144.8571988019212,48,31,0.27271528167390136,0.05192803286401976,GOOGL,0.14299189875768015,1.0288524702645425,0,0,0.01411860685568943,0.008684996634437225,46,27,10,0.22910178357479505,2021-12-27,2024-06-10,458.0,0.027188102867073,12,0.028434347723182873,0.016724726580068846,9,3,0,15,0.013541552330912027,0.006912693985985234,9,6,0,18,0.012554249829798787,0.0077988453102112295,11,7,0,1.3819424920422294,0.17863184793186143,8,0.0275208438410663,0.2795454242972141,False,False
ma50_200,base,ma50_200__base,sp500,1,2.0,1.6660559025805788,1.713375902580579,0.04732,1188,2366,1055,573,482,0.8406374501992032,1.0000000000000002,236.60000000000002,120,66,0.3501567100389306,0.05361365708489335,SNDK,0.18823903690170277,1.477816865678876,0,0,0.02776759837634298,0.011820269631581743,33,18,9,0.2523250059671138,2022-05-27,2022-07-13,226.0,0.0,12,0.08389692824527324,0.059465790966458335,10,2,0,15,0.06333760895854137,0.04304849905777303,11,4,0,18,0.06180358807869392,0.04474931754237681,13,5,0,1.6660559025805788,0.2523250059671138,10,0.08389692824527324,0.3501567100389306,True,False
ma50_200,inverse_vol63,ma50_200__inverse_vol63,sp500,1,2.0,1.4533429862612501,1.5148376870198412,0.061494700758590884,1188,11728,1055,571,484,0.8406374501992032,1.0000000000000002,307.4735037929544,115,71,0.28512181157424293,0.05036248459366259,STX,0.14454070396961177,1.3088022822916383,0,0,0.02422238310435417,0.012787476652836983,32,19,9,0.24540913362565014,2022-05-27,2022-07-13,226.0,0.00022016431374930785,12,0.06928144143807734,0.050722896170492054,10,2,0,15,0.05013522903318377,0.027472141046562988,11,4,0,18,0.04910657244627728,0.037158377240070484,13,5,0,1.6660559025805788,0.2523250059671138,10,0.08389692824527324,0.3501567100389306,False,False
ma50_200,persistence2,ma50_200__persistence2,sp500,1,2.0,1.6546055204014807,1.7033385362744966,0.04873301587301587,749,6238,1054,570,484,0.8398406374501992,1.0000000000000002,243.66507936507938,103,64,0.3729804542941257,0.052702548153724514,SNDK,0.19826869763716873,1.4563368227643119,0,0,0.02757675867335801,0.00748541709227331,31,20,9,0.26747820065157085,2022-05-27,2022-07-13,224.0,0.0,12,0.08886148422764677,0.06146421426653381,9,3,0,15,0.06705797363137365,0.0448598107714813,10,5,0,18,0.06500633470566165,0.04757793893239568,12,6,0,1.6660559025805788,0.2523250059671138,10,0.08389692824527324,0.3501567100389306,False,False
ma50_200,persistence3,ma50_200__persistence3,sp500,1,2.0,1.7802576552660316,1.824042258440635,0.04378460317460317,567,5319,1053,570,483,0.8390438247011952,1.0000000000000002,218.92301587301588,92,63,0.3866286690988633,0.052496999878515055,SNDK,0.23010010122969377,1.550157554036338,0,0,0.02967096092110053,0.027648228303747614,31,20,9,0.27568260844253156,2022-05-27,2022-07-13,100.0,0.0,12,0.09481478242163287,0.07042302266780642,9,3,0,15,0.0736219832370446,0.044062402417059846,10,5,0,18,0.06980554761770134,0.04394330849900019,12,6,0,1.6660559025805788,0.2523250059671138,10,0.08389692824527324,0.3501567100389306,False,False
ma50_200,vol_target_15,ma50_200__vol_target_15,sp500,1,2.0,0.7670655077698547,0.7937842227593515,0.02671871498949662,1187,11641,1053,571,482,0.43583801899664976,1.0,133.5935749474831,119,67,0.3212716420528175,0.04626155158221158,PLTR,0.0889350225337742,0.6781304852360805,0,0,0.012784425129497583,0.002639234187890303,32,19,9,0.12047302251531641,2024-06-18,2024-08-02,69.0,0.0,12,0.03111171611159978,0.019460614005176898,10,2,0,15,0.021517388674823897,0.014922268909486693,11,4,0,18,0.02354800053173766,0.016129008092196487,13,5,0,1.6660559025805788,0.2523250059671138,10,0.08389692824527324,0.3501567100389306,False,False
ma50_200,turnover_band_05,ma50_200__turnover_band_05,sp500,1,2.0,1.6660559025805788,1.713375902580579,0.04732,1188,2366,1055,573,482,0.8406374501992032,1.0000000000000002,236.60000000000002,120,66,0.3501567100389306,0.05361365708489335,SNDK,0.18823903690170277,1.477816865678876,0,0,0.02776759837634298,0.011820269631581743,33,18,9,0.2523250059671138,2022-05-27,2022-07-13,226.0,0.0,12,0.08389692824527324,0.059465790966458335,10,2,0,15,0.06333760895854137,0.04304849905777303,11,4,0,18,0.06180358807869392,0.04474931754237681,13,5,0,1.6660559025805788,0.2523250059671138,10,0.08389692824527324,0.3501567100389306,True,False
ma50_200,inverse_vol63_persistence2,ma50_200__inverse_vol63_persistence2,sp500,1,2.0,1.393198929711612,1.4499963964016014,0.05679746668998867,749,10102,1054,566,488,0.8398406374501992,1.0000000000000004,283.9873334499433,103,64,0.3050366250352805,0.04917285099624651,WDC,0.16466237840861392,1.2285365513029982,0,0,0.02321998216186021,0.006828894384229744,31,20,9,0.2664444327871314,2022-04-20,2022-07-13,226.0,0.0,12,0.07233792623725581,0.058677148588572765,9,3,0,15,0.052609722659447744,0.039196921309167174,10,5,0,18,0.05122219045081443,0.04584120083363204,12,6,0,1.6660559025805788,0.2523250059671138,10,0.08389692824527324,0.3501567100389306,False,False
triple_ma,base,triple_ma__base,sp500,1,2.0,0.7080903146732964,0.8415569813399627,0.13346666666666665,995,1994,1107,587,520,0.8820717131474104,1.0,667.3333333333333,103,106,0.4240608131010575,0.060807937101152607,SNDK,0.3539755793604998,0.35411473531279664,0,1,0.01180150524455494,0.0,29,24,7,0.5453284247341383,2023-07-18,2025-04-08,171.0,0.09064585738607793,12,0.07419972033299795,0.03575723411099947,11,1,0,15,0.04633943825459306,0.03953897210057031,13,2,0,18,0.0438515987201156,0.0338074548254063,14,4,0,0.7080903146732964,0.5453284247341383,11,0.07419972033299795,0.4240608131010575,True,False
triple_ma,inverse_vol63,triple_ma__inverse_vol63,sp500,1,2.0,0.337544492132963,0.4901652617688479,0.1526207696358849,995,4302,1107,580,527,0.8820717131474104,1.0000000000000002,763.1038481794244,99,110,0.3778429980767858,0.06086964498091366,WDC,0.27459780021891106,0.06294669191405194,0,1,0.005625741535549384,0.0,26,27,7,0.7010068174642279,2023-07-18,2025-04-08,187.0,0.10576792051876656,12,0.06438108746251076,0.04847700980218199,10,2,0,15,0.035296144896788485,0.039679433082131205,11,4,0,18,0.031397055964720456,0.025393347351574346,12,6,0,0.7080903146732964,0.5453284247341383,11,0.07419972033299795,0.4240608131010575,False,False
triple_ma,persistence2,triple_ma__persistence2,sp500,1,2.0,0.8850473867722058,1.0424473867722057,0.1574,591,2038,1073,566,538,0.8549800796812749,1.0,787.0,79,81,0.40439076809191044,0.06849328475574587,SNDK,0.5491453558291645,0.3359020309430414,0,1,0.014750789779536762,0.0,24,29,7,0.5068277067802386,2023-07-18,2025-04-09,186.0,0.0037272502600298784,12,0.09005963544453054,0.04960391041144159,7,5,0,15,0.060620334542608546,0.025861656539983176,9,6,0,18,0.057847050583317544,0.03685699688403844,11,7,0,0.7080903146732964,0.5453284247341383,11,0.07419972033299795,0.4240608131010575,False,False
triple_ma,persistence3,triple_ma__persistence3,sp500,1,2.0,1.1218771535640721,1.249077153564072,0.1272,397,1300,970,513,532,0.7729083665338645,1.0,636.0,57,76,0.4148182631803506,0.07227478133171687,SNDK,0.523181440961224,0.5986957126028482,0,1,0.0186979525594012,0.0,29,24,7,0.5030134594714591,2021-05-03,2022-10-14,152.0,0.04163859265617701,12,0.08549639814276556,0.06724325409158025,9,3,0,15,0.06135023499085739,0.05206010804819775,11,4,0,18,0.060654579397803214,0.05178061060575034,13,5,0,0.7080903146732964,0.5453284247341383,11,0.07419972033299795,0.4240608131010575,False,False
