variant,green_bp,rvol,target_bp,hold,cost_bp,trades,trades_per_session,net_return,mean_trade_bp,target_fill_proxy_rate,forced_exit_rate,green_trade_fraction,positive_months,max_drawdown
g20_rv1.5_t2_h5_c2,20,1.5,2,5,2,545,8.65079365079365,-0.13150971633668862,-2.413022318104378,0.9174311926605505,0.08256880733944955,0.9174311926605505,0,0.13258280930863836
g10_rv2_t2_h3_c2,10,2.0,2,3,2,506,8.031746031746032,-0.13339210582094252,-2.636207624919813,0.8952569169960475,0.10474308300395258,0.8952569169960475,0,0.13460366069596802
g20_rv1.5_t10_h5_c2,20,1.5,10,5,2,516,8.19047619047619,-0.13823715873797993,-2.679014704224417,0.7577519379844961,0.24224806201550386,0.7616279069767442,0,0.14167047683065692
g20_rv1.5_t2_h3_c2,20,1.5,2,3,2,554,8.793650793650794,-0.13987956745956032,-2.524901939703255,0.8989169675090253,0.10108303249097472,0.8989169675090253,0,0.1409423187747464
g20_rv1.5_t5_h5_c2,20,1.5,5,5,2,534,8.476190476190476,-0.1418869453946997,-2.6570589025224662,0.8520599250936329,0.14794007490636704,0.8520599250936329,0,0.15306772476676325
g10_rv2_t2_h1_c2,10,2.0,2,1,2,522,8.285714285714286,-0.14443751431735452,-2.7670021899876347,0.8026819923371648,0.19731800766283525,0.8026819923371648,0,0.14465477169261384
g10_rv2_t5_h3_c2,10,2.0,5,3,2,495,7.857142857142857,-0.14450787731265025,-2.919351056821217,0.8121212121212121,0.18787878787878787,0.8121212121212121,0,0.1464888503123653
g20_rv1.5_t15_h3_c2,20,1.5,15,3,2,527,8.365079365079366,-0.14830421325654386,-2.8141216936725586,0.6166982922201139,0.38330170777988615,0.6413662239089184,0,0.15345991471081538
g20_rv1.5_t2_h1_c2,20,1.5,2,1,2,565,8.968253968253968,-0.15330667746587123,-2.7133925215198444,0.8300884955752212,0.16991150442477876,0.8300884955752212,0,0.15479925474492462
g5_rv2_t15_h5_c2,5,2.0,15,5,2,565,8.968253968253968,-0.16458771704969677,-2.9130569389326864,0.6407079646017699,0.35929203539823007,0.6654867256637168,0,0.1748474504182713
g5_rv2_t5_h5_c2,5,2.0,5,5,2,603,9.571428571428571,-0.1688972909742119,-2.8009500990748246,0.8325041459369817,0.16749585406301823,0.8325041459369817,0,0.1688972909742119
g20_rv1.5_t5_h3_c2,20,1.5,5,3,2,545,8.65079365079365,-0.17048593267777978,-3.1281822509684365,0.8220183486238533,0.1779816513761468,0.8220183486238533,0,0.17215175989004952
g20_rv1.5_t15_h1_c2,20,1.5,15,1,2,565,8.968253968253968,-0.17333243608760585,-3.067830727214263,0.40530973451327434,0.5946902654867257,0.49380530973451325,0,0.1779015884960061
g10_rv2_t5_h1_c2,10,2.0,5,1,2,522,8.285714285714286,-0.17775899000731177,-3.4053446361553976,0.657088122605364,0.342911877394636,0.6685823754789272,0,0.1784822882861495
g10_rv2_t15_h3_c2,10,2.0,15,3,2,483,7.666666666666667,-0.17779241106004406,-3.681002299379794,0.5714285714285714,0.42857142857142855,0.6128364389233955,0,0.18297748588927273
g10_rv2_t15_h1_c2,10,2.0,15,1,2,522,8.285714285714286,-0.17796716720084715,-3.409332704997072,0.367816091954023,0.632183908045977,0.4731800766283525,0,0.17796716720084715
g20_rv1.5_t10_h10_c2,20,1.5,10,10,2,485,7.698412698412699,-0.17879305656251832,-3.6864547744849134,0.8309278350515464,0.16907216494845362,0.8329896907216495,1,0.18206479737302586
g5_rv2_t2_h5_c2,5,2.0,2,5,2,623,9.88888888888889,-0.1812982452626295,-2.9100841936216613,0.8972712680577849,0.10272873194221509,0.8972712680577849,0,0.1812982452626295
g20_rv1.5_t10_h3_c2,20,1.5,10,3,2,534,8.476190476190476,-0.1815518158291548,-3.3998467383736855,0.6985018726591761,0.301498127340824,0.7116104868913857,0,0.1848125655668869
g10_rv2_t2_h10_c2,10,2.0,2,10,2,491,7.7936507936507935,-0.18659591648466123,-3.800324164657052,0.9389002036659878,0.06109979633401222,0.9389002036659878,0,0.18773309015843928
g5_rv2_t10_h5_c2,5,2.0,10,5,2,584,9.26984126984127,-0.18669431761352973,-3.1968205070809885,0.7311643835616438,0.2688356164383562,0.738013698630137,0,0.19651646065702832
g10_rv2_t10_h1_c2,10,2.0,10,1,2,522,8.285714285714286,-0.18734132114475022,-3.5889141981752917,0.4789272030651341,0.5210727969348659,0.5402298850574713,0,0.19614047684715885
g20_rv1.5_t10_h1_c2,20,1.5,10,1,2,565,8.968253968253968,-0.1876391719560596,-3.3210472912576923,0.5292035398230088,0.47079646017699117,0.5681415929203539,0,0.19093948012218448
g20_rv1.5_t5_h1_c2,20,1.5,5,1,2,565,8.968253968253968,-0.19099860390754886,-3.380506263850422,0.7008849557522124,0.2991150442477876,0.7044247787610619,0,0.1926133771532422
g10_rv2_t15_h10_c2,10,2.0,15,10,2,433,6.873015873015873,-0.19106087447130815,-4.412491327281943,0.7390300230946882,0.26096997690531176,0.7505773672055427,0,0.19317750769318334
g10_rv2_t5_h10_c2,10,2.0,5,10,2,473,7.507936507936508,-0.20312884979453616,-4.2944788540071075,0.8858350951374208,0.11416490486257928,0.8858350951374208,0,0.20540793478993807
g5_rv2_t2_h1_c2,5,2.0,2,1,2,653,10.365079365079366,-0.2035794468583434,-3.1176025552579385,0.776416539050536,0.22358346094946402,0.776416539050536,0,0.2035794468583434
g10_rv2_t10_h3_c2,10,2.0,10,3,2,488,7.746031746031746,-0.20402674721509573,-4.180875967522454,0.6577868852459017,0.3422131147540984,0.6762295081967213,0,0.21456660368363697
g5_rv2_t5_h3_c2,5,2.0,5,3,2,618,9.80952380952381,-0.2044664507230245,-3.3085186201136647,0.7944983818770227,0.20550161812297735,0.7944983818770227,0,0.20601017667616894
g10_rv2_t10_h10_c2,10,2.0,10,10,2,447,7.095238095238095,-0.2072154149446609,-4.635691609500244,0.8008948545861297,0.19910514541387025,0.8076062639821029,0,0.21329327519525368
g5_rv2_t2_h3_c2,5,2.0,2,3,2,633,10.047619047619047,-0.20911310094420776,-3.303524501488274,0.8720379146919431,0.12796208530805686,0.8720379146919431,0,0.20911310094420776
g0_rv2_t5_h5_c2,0,2.0,5,5,2,711,11.285714285714286,-0.2199356025939605,-3.09332774393756,0.8255977496483825,0.17440225035161744,0.8255977496483825,0,0.2199356025939605
g0_rv2_t15_h5_c2,0,2.0,15,5,2,653,10.365079365079366,-0.22152138657815523,-3.3923642661279514,0.6248085758039816,0.37519142419601836,0.6600306278713629,0,0.2230588237885472
g20_rv1_t2_h10_c2,20,1.0,2,10,2,981,15.571428571428571,-0.22343184279945294,-2.277592689087186,0.9408766564729868,0.059123343527013254,0.9408766564729868,0,0.23085025848955223
g5_rv2_t5_h1_c2,5,2.0,5,1,2,653,10.365079365079366,-0.2262476862876326,-3.4647425158902387,0.6401225114854517,0.35987748851454826,0.6523736600306279,0,0.22680517726468274
g5_rv2_t15_h3_c2,5,2.0,15,3,2,598,9.492063492063492,-0.23338652161402518,-3.902784642375003,0.5535117056856187,0.44648829431438125,0.596989966555184,0,0.2464657390402961
g5_rv2_t15_h10_c2,5,2.0,15,10,2,525,8.333333333333334,-0.2383701045007346,-4.540382942871135,0.7257142857142858,0.2742857142857143,0.7409523809523809,0,0.2383701045007346
g5_rv2_t2_h10_c2,5,2.0,2,10,2,609,9.666666666666666,-0.2398269487169289,-3.938045134924941,0.9277504105090312,0.0722495894909688,0.9277504105090312,0,0.2398269487169289
g0_rv2_t2_h5_c2,0,2.0,2,5,2,733,11.634920634920634,-0.240243614650841,-3.277539081184734,0.8922237380627558,0.1077762619372442,0.8922237380627558,0,0.240243614650841
g0_rv2_t10_h5_c2,0,2.0,10,5,2,680,10.793650793650794,-0.2421378853858267,-3.560851255673922,0.725,0.275,0.736764705882353,0,0.2421378853858267
g5_rv2_t5_h10_c2,5,2.0,5,10,2,585,9.285714285714286,-0.24293381108026701,-4.152714719320803,0.8769230769230769,0.12307692307692308,0.8769230769230769,0,0.24293381108026701
g5_rv2_t10_h1_c2,5,2.0,10,1,2,653,10.365079365079366,-0.2460401575567105,-3.767843147882243,0.46401225114854516,0.5359877488514548,0.5237366003062787,0,0.25421441146622303
g20_rv1_t2_h3_c2,20,1.0,2,3,2,1026,16.285714285714285,-0.24687601421314243,-2.4061989689390098,0.8937621832358674,0.10623781676413255,0.8937621832358674,0,0.24912862832815771
g20_rv1_t2_h5_c2,20,1.0,2,5,2,1008,16.0,-0.24859751586230894,-2.4662451970467156,0.9136904761904762,0.08630952380952381,0.9136904761904762,0,0.25221463806199024
g5_rv2_t15_h1_c2,5,2.0,15,1,2,653,10.365079365079366,-0.24970197007247408,-3.8239199092262495,0.33996937212863704,0.6600306278713629,0.45176110260336905,0,0.253764653832792
g5_rv2_t10_h3_c2,5,2.0,10,3,2,605,9.603174603174603,-0.252039953387324,-4.1659496427656855,0.6446280991735537,0.35537190082644626,0.6644628099173554,0,0.26519640569204256
g5_rv2_t10_h10_c2,5,2.0,10,10,2,551,8.746031746031745,-0.25254397895408665,-4.583375298622262,0.79491833030853,0.20508166969147004,0.8003629764065335,0,0.25981200412810335
g0_rv2_t2_h1_c2,0,2.0,2,1,2,773,12.26984126984127,-0.2561252155639784,-3.313392180646551,0.7736093143596378,0.22639068564036222,0.7736093143596378,0,0.25641861849267955
g20_rv1_t15_h10_c2,20,1.0,15,10,2,826,13.11111111111111,-0.25787855415299366,-3.122016394104039,0.7627118644067796,0.23728813559322035,0.7723970944309927,1,0.25787855415299366
g10_rv1.5_t2_h1_c2,10,1.5,2,1,2,981,15.571428571428571,-0.2594131509051161,-2.6443746269634665,0.8053007135575942,0.1946992864424057,0.8053007135575942,0,0.2594131509051161
g0_rv2_t5_h3_c2,0,2.0,5,3,2,731,11.603174603174603,-0.2596241332422222,-3.551629729715762,0.7852257181942545,0.21477428180574556,0.786593707250342,0,0.26250418644940443
g20_rv1_t5_h10_c2,20,1.0,5,10,2,924,14.666666666666666,-0.2605834308566154,-2.820167000612721,0.8928571428571429,0.10714285714285714,0.8928571428571429,0,0.2672278272058006
g0_rv2_t5_h1_c2,0,2.0,5,1,2,773,12.26984126984127,-0.2656570862721377,-3.4367022803640066,0.6416558861578266,0.35834411384217335,0.6532988357050453,0,0.26728446407059636
g20_rv1_t15_h5_c2,20,1.0,15,5,2,906,14.380952380952381,-0.2670558057757967,-2.9476358253399195,0.6777041942604857,0.32229580573951433,0.6997792494481236,1,0.2670558057757967
g10_rv1.5_t2_h10_c2,10,1.5,2,10,2,901,14.301587301587302,-0.26949969072409075,-2.9911175441075555,0.9378468368479467,0.06215316315205328,0.9378468368479467,0,0.27298934188305174
g0_rv2_t2_h3_c2,0,2.0,2,3,2,747,11.857142857142858,-0.27250560497405074,-3.648000066587025,0.8647925033467202,0.13520749665327977,0.8647925033467202,0,0.27250560497405074
g10_rv1.5_t15_h10_c2,10,1.5,15,10,2,759,12.047619047619047,-0.2743517572114904,-3.6146476575953943,0.7391304347826086,0.2608695652173913,0.7536231884057971,0,0.28667649706114817
g20_rv1_t2_h1_c2,20,1.0,2,1,2,1052,16.6984126984127,-0.27539711240373255,-2.617843273799739,0.8203422053231939,0.1796577946768061,0.8203422053231939,0,0.27539711240373255
g0_rv2_t15_h3_c2,0,2.0,15,3,2,698,11.079365079365079,-0.283464157621932,-4.061091083408768,0.5401146131805158,0.45988538681948427,0.5945558739255015,0,0.28882926265893805
g0_rv2_t15_h1_c2,0,2.0,15,1,2,773,12.26984126984127,-0.28467121902308645,-3.6826807118122438,0.32858990944372574,0.6714100905562742,0.4553686934023286,0,0.28467121902308645
g0_rv2_t10_h1_c2,0,2.0,10,1,2,773,12.26984126984127,-0.2916120683003577,-3.772471776201264,0.4501940491591203,0.5498059508408797,0.5200517464424321,0,0.2916120683003577
g10_rv1.5_t15_h5_c2,10,1.5,15,5,2,836,13.26984126984127,-0.2928801470839648,-3.5033510416742204,0.6483253588516746,0.35167464114832536,0.666267942583732,0,0.2978042834886056
g10_rv1.5_t2_h5_c2,10,1.5,2,5,2,935,14.841269841269842,-0.2935567977166752,-3.1396448953655103,0.9058823529411765,0.09411764705882353,0.9058823529411765,0,0.29535053191560506
g20_rv0_t15_h5_c2,20,0.0,15,5,2,1714,27.206349206349206,-0.2941667177545677,-1.7162585633288663,0.6721120186697783,0.3278879813302217,0.6977829638273045,1,0.30043792741560676
g10_rv1.5_t2_h3_c2,10,1.5,2,3,2,951,15.095238095238095,-0.29443949163178806,-3.096104012952556,0.8843322818086226,0.1156677181913775,0.8843322818086226,0,0.29443949163178806
g20_rv0_t15_h10_c2,20,0.0,15,10,2,1524,24.19047619047619,-0.2954466173286483,-1.9386260979570098,0.7611548556430446,0.2388451443569554,0.7703412073490814,0,0.30486980796724733
g5_rv1.5_t15_h10_c2,5,1.5,15,10,2,911,14.46031746031746,-0.2956662924346035,-3.245513638140544,0.7244785949506037,0.27552140504939626,0.7420417124039517,0,0.30948856906168287
g0_rv2_t5_h10_c2,0,2.0,5,10,2,683,10.841269841269842,-0.29679733566338073,-4.345495397706892,0.8711566617862372,0.12884333821376281,0.8711566617862372,0,0.29679733566338073
g20_rv1_t10_h5_c2,20,1.0,10,5,2,936,14.857142857142858,-0.29951429496665904,-3.1999390487890924,0.7510683760683761,0.24893162393162394,0.7574786324786325,0,0.29951429496665904
g0_rv2_t10_h10_c2,0,2.0,10,10,2,632,10.031746031746032,-0.300587871754602,-4.756137211306994,0.7911392405063291,0.2088607594936709,0.7958860759493671,0,0.300587871754602
g20_rv1_t10_h10_c2,20,1.0,10,10,2,862,13.682539682539682,-0.3006879070936871,-3.4882587829894094,0.8248259860788864,0.1751740139211137,0.8283062645011601,0,0.3006879070936871
g10_rv1.5_t5_h5_c2,10,1.5,5,5,2,899,14.26984126984127,-0.3027360835687146,-3.3674759017654576,0.8320355951056729,0.16796440489432704,0.8331479421579533,0,0.30285999107373773
g5_rv1.5_t15_h5_c2,5,1.5,15,5,2,1014,16.095238095238095,-0.30284152942638665,-2.986602854303616,0.631163708086785,0.368836291913215,0.6577909270216963,0,0.3087259885633288
g20_rv1_t5_h5_c2,20,1.0,5,5,2,971,15.412698412698413,-0.30474914659146546,-3.138508203825597,0.8444902162718847,0.15550978372811536,0.8444902162718847,0,0.30474914659146546
g0_rv2_t2_h10_c2,0,2.0,2,10,2,711,11.285714285714286,-0.3081107547698295,-4.33348459591884,0.9226441631504922,0.07735583684950774,0.9226441631504922,0,0.3081107547698295
g20_rv1_t5_h3_c2,20,1.0,5,3,2,1005,15.952380952380953,-0.30940173321011877,-3.078624211045958,0.8159203980099502,0.18407960199004975,0.8159203980099502,0,0.3120602566457707
g0_rv2_t15_h10_c2,0,2.0,15,10,2,596,9.46031746031746,-0.3106002075402785,-5.211412878192593,0.7197986577181208,0.2802013422818792,0.7332214765100671,0,0.3106002075402785
g5_rv1.5_t2_h10_c2,5,1.5,2,10,2,1122,17.80952380952381,-0.311342115472966,-2.7748851646431905,0.928698752228164,0.07130124777183601,0.928698752228164,0,0.311342115472966
g10_rv1.5_t5_h1_c2,10,1.5,5,1,2,981,15.571428571428571,-0.31180280765490354,-3.1784180189082933,0.6615698267074414,0.3384301732925586,0.6676860346585117,0,0.31180280765490354
g10_rv1.5_t10_h5_c2,10,1.5,10,5,2,860,13.65079365079365,-0.3122987567633472,-3.63138089259706,0.7255813953488373,0.2744186046511628,0.7313953488372092,0,0.3171777683343789
g10_rv1.5_t15_h1_c2,10,1.5,15,1,2,981,15.571428571428571,-0.3171669811648834,-3.233098686696059,0.3577981651376147,0.6422018348623854,0.4597349643221203,0,0.3171669811648834
g0_rv2_t10_h3_c2,0,2.0,10,3,2,711,11.285714285714286,-0.3173410914753445,-4.463306490511174,0.6329113924050633,0.3670886075949367,0.6568213783403657,0,0.31767540629182733
g10_rv1.5_t5_h3_c2,10,1.5,5,3,2,926,14.698412698412698,-0.3210371967562189,-3.4669243710174826,0.8023758099352052,0.1976241900647948,0.8023758099352052,0,0.3250476015352901
g10_rv1.5_t10_h1_c2,10,1.5,10,1,2,981,15.571428571428571,-0.32856229627815303,-3.349258881530612,0.47604485219164117,0.5239551478083588,0.5290519877675841,0,0.33578688837742066
g20_rv1_t15_h3_c2,20,1.0,15,3,2,954,15.142857142857142,-0.3340350829271842,-3.501415963597319,0.59958071278826,0.40041928721174,0.6310272536687631,1,0.3340350829271842
g20_rv1_t10_h3_c2,20,1.0,10,3,2,978,15.523809523809524,-0.3365361018451217,-3.4410644360441895,0.6871165644171779,0.3128834355828221,0.7034764826175869,0,0.3365361018451217
g10_rv1.5_t5_h10_c2,10,1.5,5,10,2,854,13.555555555555555,-0.340413816239865,-3.9861102604199647,0.8782201405152225,0.12177985948477751,0.8782201405152225,0,0.34369533954215387
g5_rv1.5_t5_h5_c2,5,1.5,5,5,2,1115,17.6984126984127,-0.34788627761933044,-3.120056301518659,0.8251121076233184,0.17488789237668162,0.8260089686098655,0,0.34788627761933044
g5_rv1.5_t10_h5_c2,5,1.5,10,5,2,1055,16.746031746031747,-0.34969665951368345,-3.314660279750554,0.7165876777251184,0.2834123222748815,0.7222748815165877,0,0.35122761897756316
g20_rv1_t10_h1_c2,20,1.0,10,1,2,1052,16.6984126984127,-0.35398075430250686,-3.3648360675143234,0.5171102661596958,0.4828897338403042,0.5570342205323194,0,0.35398075430250686
g0_rv1.5_t15_h10_c2,0,1.5,15,10,2,1073,17.03174603174603,-0.3584796000163265,-3.3409095994065843,0.7241379310344828,0.27586206896551724,0.739049394221808,0,0.3796461462617327
g20_rv0_t2_h10_c2,20,0.0,2,10,2,1908,30.285714285714285,-0.35858075917465193,-1.8793540837245908,0.9433962264150944,0.05660377358490566,0.9433962264150944,0,0.3516908544847715
g5_rv1.5_t2_h1_c2,5,1.5,2,1,2,1238,19.650793650793652,-0.35949640146685835,-2.9038481540133954,0.7778675282714055,0.22213247172859452,0.7778675282714055,0,0.35949640146685835
g20_rv1_t15_h1_c2,20,1.0,15,1,2,1052,16.6984126984127,-0.3611313990653783,-3.4328079759066377,0.3773764258555133,0.6226235741444867,0.4762357414448669,0,0.3611313990653783
g5_rv1.5_t2_h5_c2,5,1.5,2,5,2,1164,18.476190476190474,-0.36404822826618066,-3.1275620985067065,0.8917525773195877,0.10824742268041238,0.8917525773195877,0,0.36404822826618066
g5_rv1.5_t5_h10_c2,5,1.5,5,10,2,1056,16.761904761904763,-0.3671742328771107,-3.477028720427185,0.8721590909090909,0.1278409090909091,0.8721590909090909,0,0.3671742328771107
g20_rv1_t5_h1_c2,20,1.0,5,1,2,1052,16.6984126984127,-0.36782571523093877,-3.4964421599899125,0.6844106463878327,0.3155893536121673,0.6901140684410646,0,0.3681858454915244
g10_rv1.5_t15_h3_c2,10,1.5,15,3,2,888,14.095238095238095,-0.369793512626994,-4.164341358412095,0.5585585585585585,0.44144144144144143,0.6002252252252253,0,0.3754690494663485
g20_rv0_t5_h10_c2,20,0.0,5,10,2,1795,28.49206349206349,-0.3811876716232083,-2.123608198457985,0.898050139275766,0.10194986072423398,0.898050139275766,0,0.38373616737079147
g0_rv1.5_t2_h10_c2,0,1.5,2,10,2,1351,21.444444444444443,-0.3960953849457819,-2.9318681343137074,0.924500370096225,0.07549962990377498,0.924500370096225,0,0.39656280502801045
g5_rv1.5_t5_h3_c2,5,1.5,5,3,2,1159,18.396825396825395,-0.3986448031772255,-3.4395582672754577,0.7886108714408974,0.21138912855910266,0.7894736842105263,0,0.3986448031772255
g0_rv1.5_t15_h5_c2,0,1.5,15,5,2,1213,19.253968253968253,-0.400887017698917,-3.3049218276909893,0.6100577081615829,0.38994229183841717,0.651277823577906,0,0.4112303481078425
g10_rv1.5_t10_h10_c2,10,1.5,10,10,2,793,12.587301587301587,-0.4010648722409009,-5.057564593201777,0.7868852459016393,0.21311475409836064,0.7944514501891551,0,0.40632890906494923
g5_rv1.5_t10_h10_c2,5,1.5,10,10,2,966,15.333333333333334,-0.401525822001761,-4.156582008299804,0.7846790890269151,0.2153209109730849,0.7919254658385093,0,0.4042507543634914
g10_rv1.5_t10_h3_c2,10,1.5,10,3,2,905,14.365079365079366,-0.4019374505366089,-4.441297795984629,0.6519337016574586,0.34806629834254144,0.6685082872928176,0,0.40409533378289036
g5_rv1.5_t5_h1_c2,5,1.5,5,1,2,1238,19.650793650793652,-0.40279891482661667,-3.253626129455708,0.6405492730210016,0.3594507269789984,0.6470113085621971,0,0.40279891482661667
g5_rv1.5_t15_h1_c2,5,1.5,15,1,2,1238,19.650793650793652,-0.40515283089919585,-3.2726399911082056,0.33117932148626816,0.6688206785137318,0.4499192245557351,0,0.40515283089919585
g5_rv1.5_t2_h3_c2,5,1.5,2,3,2,1196,18.984126984126984,-0.40537562467777455,-3.3894282999813923,0.8662207357859532,0.13377926421404682,0.8662207357859532,0,0.40537562467777455
g5_rv1.5_t10_h1_c2,5,1.5,10,1,2,1238,19.650793650793652,-0.4124527001149758,-3.331605009006267,0.4588045234248788,0.5411954765751211,0.5161550888529887,0,0.4124527001149758
g20_rv0_t5_h5_c2,20,0.0,5,5,2,1899,30.142857142857142,-0.41595405337782165,-2.1903846939327103,0.8551869404949973,0.14481305950500264,0.855713533438652,0,0.4157570598992214
g20_rv0_t5_h3_c2,20,0.0,5,3,2,1974,31.333333333333332,-0.4161228345607886,-2.1080184121620493,0.828774062816616,0.171225937183384,0.8302938196555217,0,0.42399028694060753
g0_rv1.5_t10_h5_c2,0,1.5,10,5,2,1268,20.126984126984127,-0.42309691706976604,-3.3367264753136125,0.7097791798107256,0.2902208201892745,0.7192429022082019,0,0.42714268586204274
g20_rv0_t10_h5_c2,20,0.0,10,5,2,1789,28.396825396825395,-0.42362108407438537,-2.367921095999918,0.7518166573504751,0.24818334264952488,0.7596422582448296,0,0.4196766640590522
g10_rv1_t15_h10_c2,10,1.0,15,10,2,1353,21.476190476190474,-0.4288431100962864,-3.1695721367057383,0.7368810051736882,0.2631189948263119,0.7524020694752402,0,0.4288431100962864
g5_rv1.5_t15_h3_c2,5,1.5,15,3,2,1093,17.349206349206348,-0.4314977448842413,-3.947829321905227,0.5379688929551693,0.46203110704483075,0.5892040256175664,0,0.43828754476520654
g20_rv0_t10_h10_c2,20,0.0,10,10,2,1622,25.746031746031747,-0.4333623420960089,-2.671777694796602,0.8212083847102343,0.17879161528976573,0.8242909987669543,0,0.4347441796918428
g0_rv1.5_t5_h5_c2,0,1.5,5,5,2,1352,21.46031746031746,-0.4356491279622341,-3.222256863625992,0.8180473372781065,0.1819526627218935,0.8187869822485208,0,0.43858168404094117
g0_rv1.5_t2_h5_c2,0,1.5,2,5,2,1409,22.365079365079364,-0.4396128492703515,-3.1200344163971008,0.8892831795599716,0.11071682044002838,0.8892831795599716,0,0.4404853970062313
g20_rv0_t2_h5_c2,20,0.0,2,5,2,1973,31.317460317460316,-0.4502703817978748,-2.2821610836182202,0.9173846933603649,0.08261530663963507,0.9173846933603649,0,0.4457549349958669
