candidate,variant,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months
ma200_uncapped,ma150_top5_histnative_p5,sp500,1,5.0,1.9682268259027207,2.0825434925693878,0.11431666666666668,225,1441,1097,590,508,0.8741035856573706,1.0,228.63333333333333,53,40,0.6180104246923502,0.04692602939361676,PLTR,0.6755702349497826,1.2926565909529382,0,0,0.03280378043171201,0.030943775668368964,32,21,7,0.37443624880599924,2021-12-27,2022-10-12,291.0,0.0,12,0.1111713519950354,0.07369099828668656,10,2,0,15,0.08842009721279069,0.07077995879203985,11,4,0,18,0.08871464982038418,0.06359309483506383,13,5,0
ma200_uncapped,ma150_top5_histnative_p5,sp500,1,10.0,1.853910159236054,2.0825434925693878,0.22863333333333336,225,1441,1097,588,510,0.8741035856573706,1.0,228.63333333333333,53,40,0.6256266240705747,0.04709254314749985,PLTR,0.6694035682831169,1.184506590952937,0,0,0.030898502653934234,0.028631035113173064,32,21,7,0.39738445650195914,2021-12-27,2022-10-12,317.0,0.0,12,0.10931440755059096,0.07119933162001989,10,2,0,15,0.08645454165723514,0.06827995879203985,11,4,0,18,0.08684890907964345,0.06169309483506383,13,5,0
ma200_uncapped,ma150_top5_hist252_p1,sp500,1,2.0,1.6586565297279021,1.7106165297279017,0.05196,652,1299,1002,546,456,0.798406374501992,1.0,259.80000000000007,75,51,0.4680813658852335,0.053551823277769056,PLTR,0.35635100535990644,1.3023055243679957,0,0,0.02764427549546503,0.009025091533880323,31,17,12,0.3162345929635801,2022-05-04,2022-10-12,278.0,0.0,12,0.09335179973764952,0.08922283176339799,10,2,0,15,0.0716248333753031,0.061789286486001536,12,3,0,18,0.07149821670436556,0.0544943528432405,14,4,0
ma200_uncapped,ma150_top5_hist252_p1,sp500,1,5.0,1.580716529727902,1.7106165297279017,0.12990000000000002,652,1299,1002,543,459,0.798406374501992,1.0,259.80000000000007,75,51,0.4748190892381492,0.05375312934468748,PLTR,0.3558710053599064,1.2248455243679957,0,0,0.026345275495465028,0.007105091533880327,31,17,12,0.32601656504924414,2022-05-04,2022-10-12,293.0,0.0,12,0.09197179973764953,0.08700283176339799,10,2,0,15,0.07008883337530311,0.06010928648600154,12,3,0,18,0.06997155003769888,0.053414352843240503,14,4,0
ma200_uncapped,ma150_top5_hist252_p1,sp500,1,10.0,1.4508165297279019,1.7106165297279017,0.25980000000000003,652,1299,1002,542,460,0.798406374501992,1.0,259.80000000000007,75,51,0.4866130209131254,0.054087650757352085,PLTR,0.3550710053599065,1.0957455243679954,0,0,0.024180275495465028,0.004205911377601902,30,18,12,0.3423363812098734,2022-05-04,2022-10-12,321.0,0.0,12,0.08967179973764954,0.08330283176339798,10,2,0,15,0.0675288333753031,0.05730928648600153,12,3,0,18,0.06742710559325443,0.051614352843240494,14,4,0
ma200_uncapped,ma150_top5_hist252_p2,sp500,1,2.0,1.783412972017352,1.8416063053506848,0.05819333333333334,397,2492,1001,542,459,0.797609561752988,1.0,290.96666666666664,66,46,0.47995457683243903,0.056145078795852565,PLTR,0.4501338782599271,1.3332790937574248,0,0,0.029723549533622533,0.004428504455241522,32,16,12,0.36325259825452594,2022-05-16,2022-10-12,190.0,0.0,12,0.09388252521113362,0.0860875793977347,10,2,0,15,0.08188844757385143,0.0709346270593673,12,3,0,18,0.08166583259151171,0.06973483329179883,14,4,0
ma200_uncapped,ma150_top5_hist252_p2,sp500,1,5.0,1.6961229720173514,1.8416063053506848,0.14548333333333333,397,2492,1001,541,460,0.797609561752988,1.0,290.96666666666664,66,46,0.48610395885086,0.05637366867682891,PLTR,0.4469438782599272,1.2491790937574243,0,0,0.02826871620028919,0.0035735044552415223,31,17,12,0.3754563300226018,2022-05-16,2022-10-12,273.0,0.0,12,0.09244169187780027,0.08433757939773469,10,2,0,15,0.08024378090718474,0.0682746270593673,12,3,0,18,0.08000472148040058,0.0674898332917988,14,4,0
ma200_uncapped,ma150_top5_hist252_p2,sp500,1,10.0,1.550639638684018,1.8416063053506848,0.29096666666666665,397,2492,1001,540,461,0.797609561752988,1.0,290.96666666666664,64,48,0.4967322056515548,0.05675730596240434,PLTR,0.4416272115932607,1.1090124270907573,0,0,0.02584399397806697,0.0019134915227331595,31,17,12,0.3958386118602211,2022-05-16,2022-10-12,342.0,0.0,12,0.0900403029889114,0.08142091273106804,10,2,0,15,0.07750266979607365,0.06384129372603396,12,3,0,18,0.07723620296188208,0.06374816662513215,14,4,0
ma200_uncapped,ma150_top5_hist252_p3,sp500,1,2.0,1.9201326743306573,1.9721926743306573,0.05206,304,1963,999,540,460,0.7960159362549801,1.0,260.29999999999995,53,49,0.5452860710652322,0.05470066997739175,PLTR,0.5598855829779642,1.3602470913526932,0,0,0.03200221123884429,0.004011730919286847,31,17,12,0.4142038681785403,2022-05-16,2022-10-12,186.0,0.0,12,0.09818199975038377,0.08046194418028935,10,2,0,15,0.08257192682922278,0.07097450494341152,11,4,0,18,0.0832747013825553,0.06703111425227454,13,5,0
ma200_uncapped,ma150_top5_hist252_p3,sp500,1,5.0,1.8420426743306573,1.9721926743306573,0.13015,304,1963,999,538,462,0.7960159362549801,1.0,260.29999999999995,53,49,0.5495304079610046,0.054899675545926736,PLTR,0.5560555829779642,1.285987091352693,0,0,0.030700711238844294,0.00270673091928685,31,17,12,0.42430341494178186,2022-05-16,2022-10-12,187.0,0.0,12,0.09683783308371711,0.07973194418028934,10,2,0,15,0.08110659349588943,0.07002450494341152,11,4,0,18,0.08178803471588864,0.06569111425227454,13,5,0
ma200_uncapped,ma150_top5_hist252_p3,sp500,1,10.0,1.7118926743306575,1.9721926743306573,0.2603,304,1963,999,537,463,0.7960159362549801,1.0,260.29999999999995,52,50,0.5567850388787197,0.05523306331946519,PLTR,0.5496722496446308,1.1622204246860268,0,0,0.028531544572177617,0.00053173091928685,31,17,12,0.44116813144432493,2022-05-16,2022-10-12,273.0,0.0,12,0.09459755530593933,0.07851527751362267,10,2,0,15,0.07866437127366721,0.06844117161007818,11,4,0,18,0.07931025693811085,0.0634577809189412,13,5,0
ma200_uncapped,ma150_top5_hist252_p5,sp500,1,2.0,2.0076033077934428,2.048876641126777,0.04127333333333333,204,1314,994,544,451,0.7920318725099602,1.0,206.36666666666667,46,43,0.6184581860821479,0.053493293302543155,PLTR,0.7189074865149575,1.2886958212784854,0,0,0.033460055129890726,0.009903544019939982,32,16,12,0.3640530074205065,2022-05-17,2022-10-12,190.0,0.0,12,0.0985018374585895,0.07848673996402496,11,1,0,15,0.08291388804685812,0.07809203778133325,13,2,0,18,0.08755911052555282,0.07518599828668655,16,2,0
ma200_uncapped,ma150_top5_hist252_p5,sp500,1,5.0,1.9456933077934428,2.048876641126777,0.10318333333333335,204,1314,994,541,454,0.7920318725099602,1.0,206.36666666666667,45,44,0.6218237557978616,0.0536106409575712,PLTR,0.7150074865149566,1.2306858212784864,0,0,0.03242822179655738,0.008783317358211992,30,18,12,0.3703919101261568,2022-05-17,2022-10-12,291.0,0.0,12,0.09741767079192282,0.07741173996402495,10,2,0,15,0.08174255471352478,0.07660203778133326,12,3,0,18,0.08638022163666391,0.07369099828668656,14,4,0
ma200_uncapped,ma150_top5_hist252_p5,sp500,1,10.0,1.84250997446011,2.048876641126777,0.2063666666666667,204,1314,994,541,454,0.7920318725099602,1.0,206.36666666666667,45,44,0.6276039644370315,0.05380578909773162,PLTR,0.7085074865149575,1.1340024879451525,0,0,0.030708499574335156,0.008158317358211991,30,18,12,0.3809688343778239,2022-05-17,2022-10-12,317.0,0.0,12,0.09561072634747837,0.07536004378186933,10,2,0,15,0.07979033249130255,0.07411870444799992,12,3,0,18,0.08441540682184909,0.07119933162001989,14,4,0
ma200_uncapped,ma150_top10_histnative_p1,sp500,1,2.0,1.3246275375540566,1.3810675375540569,0.056440000000000004,1416,2822,1105,600,505,0.8803984063745021,1.0000000000000002,282.20000000000005,112,84,0.3501027396489303,0.04413637472202177,SNDK,0.18823903690170277,1.1363885006523538,1,1,0.02207712562590095,0.007215260929052444,32,21,7,0.2844931253614935,2022-05-27,2022-07-13,356.0,0.0,12,0.08695570405043179,0.06872177782371575,10,2,0,15,0.05938276933652166,0.04466047423607704,11,4,0,18,0.059820153510489825,0.050097703354924,13,5,0
ma200_uncapped,ma150_top10_histnative_p1,sp500,1,5.0,1.2399675375540569,1.3810675375540569,0.1411,1416,2822,1105,596,509,0.8803984063745021,1.0000000000000002,282.20000000000005,109,87,0.35649400854350904,0.04431679061111824,SNDK,0.18820903690170276,1.0517585006523542,1,1,0.020666125625900946,0.005378448065259433,32,21,7,0.28991541222288075,2022-05-27,2022-07-13,361.0,0.0,12,0.08582570405043181,0.06779177782371575,10,2,0,15,0.05807876933652167,0.04298047423607705,11,4,0,18,0.05855015351048983,0.04907770335492401,13,5,0
ma200_uncapped,ma150_top10_histnative_p1,sp500,1,10.0,1.098867537554057,1.3810675375540569,0.2822,1416,2822,1105,588,517,0.8803984063745021,1.0000000000000002,282.20000000000005,105,91,0.36740314120672407,0.0446153290629244,SNDK,0.18815903690170277,0.9107085006523543,1,1,0.018314458959234278,0.0031284480652594418,31,22,7,0.3169681071619685,2025-02-18,2025-04-04,125.0,0.0,12,0.08394237071709847,0.06624177782371575,10,2,0,15,0.05590543600318833,0.04018047423607705,10,5,0,18,0.05643348684382316,0.047377703354924014,12,6,0
ma200_uncapped,ma150_top10_histnative_p2,sp500,1,2.0,1.4047400927965412,1.4629813626378112,0.058241269841269844,883,6830,1104,601,503,0.879581673306773,1.0000000000000002,291.2063492063492,105,75,0.3668443167371579,0.045946212132766284,PLTR,0.21638942215929202,1.188350670637249,1,1,0.02341233487994236,0.023250908572401682,32,21,7,0.2863568207082679,2025-02-18,2025-04-04,82.0,0.0,12,0.09125496721096475,0.06925640200234065,9,3,0,15,0.06658982863626092,0.05541876710747674,10,5,0,18,0.06543291720842125,0.05827266862567933,12,6,0
ma200_uncapped,ma150_top10_histnative_p2,sp500,1,5.0,1.317378188034636,1.4629813626378112,0.1456031746031746,883,6830,1104,597,507,0.879581673306773,1.0000000000000002,291.2063492063492,103,77,0.37383872766343257,0.04613739671016325,PLTR,0.21516608882595875,1.1022120992086772,1,1,0.0219563031339106,0.021545075239068342,32,21,7,0.3020837065050156,2025-02-14,2025-04-04,122.0,0.0,12,0.090007685464933,0.06839223533567398,9,3,0,15,0.06513435244578474,0.05486543377414339,10,5,0,18,0.0640227981608022,0.05746266862567932,12,6,0
ma200_uncapped,ma150_top10_histnative_p2,sp500,1,10.0,1.171775013431462,1.4629813626378112,0.2912063492063492,883,6830,1104,595,509,0.879581673306773,1.0000000000000002,291.2063492063492,103,77,0.3862158356209084,0.046458559730525435,PLTR,0.21312719993706955,0.9586478134943924,1,1,0.019529583557191026,0.01870201968351279,32,21,7,0.33266903793357083,2022-04-20,2023-03-17,244.0,0.0,12,0.08792888255488009,0.06695195755789621,9,3,0,15,0.06270855879499108,0.053943211551921194,10,5,0,18,0.061672599748103796,0.05611266862567933,12,6,0
ma200_uncapped,ma150_top10_histnative_p3,sp500,1,2.0,1.5797381482815698,1.6323814816149034,0.052643333333333334,669,5702,1103,601,502,0.8787250996015936,1.0000000000000002,263.2166666666667,98,68,0.3966794267157644,0.04732736244795029,PLTR,0.2638976471414224,1.3158405011401473,1,1,0.026328969138026164,0.03139399494998349,32,21,7,0.2722436243585588,2025-02-14,2025-04-04,82.0,0.0,12,0.0955812535307735,0.07451667273651646,9,3,0,15,0.0704189199257622,0.059491890958265625,10,5,0,18,0.0695252694032208,0.06786617882689011,12,6,0
ma200_uncapped,ma150_top10_histnative_p3,sp500,1,5.0,1.5007731482815698,1.6323814816149034,0.13160833333333333,669,5702,1103,600,503,0.8787250996015936,1.0000000000000002,263.2166666666667,96,70,0.4033214481232263,0.04751040592549218,PLTR,0.2626578852366605,1.2381152630449093,1,1,0.02501288580469283,0.029966798644452175,32,21,7,0.2848181572501866,2025-02-14,2025-04-04,85.0,0.0,12,0.09450383289585286,0.07364512511746883,9,3,0,15,0.06914661833846061,0.059231890958265615,10,5,0,18,0.0682647403026917,0.06717284549355679,12,6,0
ma200_uncapped,ma150_top10_histnative_p3,sp500,1,10.0,1.3691648149482365,1.6323814816149034,0.26321666666666665,669,5702,1103,596,507,0.8787250996015936,1.0000000000000002,263.2166666666667,94,72,0.41467406119255285,0.04781608584333982,PLTR,0.2605916153953905,1.108573199552846,1,1,0.022819413582470603,0.026949933565087097,32,21,7,0.3080545558636526,2025-02-14,2025-04-04,117.0,0.0,12,0.09270813183765181,0.07219254575238948,9,3,0,15,0.06702611569295795,0.058798557624932295,10,5,0,18,0.06616385846847654,0.06601728993800124,12,6,0
ma200_uncapped,ma150_top10_histnative_p5,sp500,1,2.0,1.6797157584328182,1.7238141711312305,0.0440984126984127,439,4012,1101,598,503,0.8771314741035856,1.0000000000000002,220.4920634920635,88,58,0.41010095630548526,0.04676607124441657,PLTR,0.3063622296663158,1.3733535287665024,1,1,0.02799526264054697,0.031195279926291772,32,21,7,0.3069342930355994,2022-05-27,2022-10-12,185.0,0.0,12,0.10108724101946408,0.06292583885686268,10,2,0,15,0.07771287092417231,0.06193072337521338,11,4,0,18,0.07483516644246183,0.06292583885686268,13,5,0
ma200_uncapped,ma150_top10_histnative_p5,sp500,1,5.0,1.613568139385199,1.7238141711312305,0.11024603174603176,439,4012,1101,596,505,0.8771314741035856,1.0000000000000002,220.4920634920635,87,59,0.4152281718713159,0.04690653058670197,PLTR,0.30494080109488736,1.3086273382903117,1,1,0.026892802323086655,0.029674089450101297,32,21,7,0.3152082593687354,2022-05-27,2022-10-12,186.0,0.0,12,0.10017777673374978,0.06221845790448172,10,2,0,15,0.07664283917814058,0.06159572337521339,11,4,0,18,0.07377654210383748,0.06221845790448172,13,5,0
ma200_uncapped,ma150_top10_histnative_p5,sp500,1,10.0,1.5033221076391672,1.7238141711312305,0.22049206349206352,439,4012,1101,592,509,0.8771314741035856,1.0000000000000002,220.4920634920635,83,63,0.4238973599760907,0.04713979917802536,PLTR,0.30257175347584037,1.2007503541633269,1,1,0.025055368460652785,0.027138771989783837,32,21,7,0.32919495738356613,2022-05-27,2022-10-12,196.0,0.0,12,0.09866200292422596,0.06103948965051348,10,2,0,15,0.07485945293475434,0.06103739004188009,11,4,0,18,0.07201216820613025,0.06103948965051348,13,5,0
ma200_uncapped,ma150_top10_hist252_p1,sp500,1,2.0,1.2682783459709568,1.320278345970957,0.052000000000000005,1305,2600,1002,546,456,0.798406374501992,1.0000000000000002,260.0,110,81,0.3499960951132967,0.050441960316691604,PLTR,0.17998919162498164,1.0882891543459752,0,0,0.02113797243284928,0.0010246829657082701,30,18,12,0.2824159715452655,2022-05-27,2022-09-23,309.0,0.0,12,0.0798148456794781,0.06470310572429305,10,2,0,15,0.05477983372268589,0.04466047423607704,11,4,0,18,0.05480509822785743,0.04607903125550132,13,5,0
ma200_uncapped,ma150_top10_hist252_p1,sp500,1,5.0,1.1902783459709572,1.320278345970957,0.13,1305,2600,1002,543,459,0.798406374501992,1.0000000000000002,260.0,109,82,0.3571363382217925,0.05067092660081447,PLTR,0.17980919162498163,1.0104691543459756,0,0,0.019837972432849283,0.0,29,19,12,0.28944758635464596,2022-05-27,2022-09-23,325.0,0.0,12,0.07869984567947812,0.06371310572429306,10,2,0,15,0.053467833722685904,0.04298047423607705,10,5,0,18,0.0535117648945241,0.04499903125550132,12,6,0
ma200_uncapped,ma150_top10_hist252_p1,sp500,1,10.0,1.0602783459709568,1.320278345970957,0.26,1305,2600,1002,534,468,0.798406374501992,1.0000000000000002,260.0,105,86,0.36959056678060864,0.051049636268541816,PLTR,0.1795091916249816,0.8807691543459752,0,0,0.01767130576618262,0.0,29,19,12,0.30262142181134377,2022-05-27,2022-10-12,346.0,0.0,12,0.07684151234614477,0.06206310572429306,10,2,0,15,0.051281167056019226,0.04018047423607705,10,5,0,18,0.051356209338968534,0.04319903125550133,12,6,0
ma200_uncapped,ma150_top10_hist252_p2,sp500,1,2.0,1.2749313998524927,1.328928542709636,0.05399714285714286,817,6309,1001,543,458,0.797609561752988,1.0000000000000002,269.98571428571427,100,73,0.359387849919812,0.052650974449739624,PLTR,0.2137527045848038,1.061178695267689,0,0,0.021248856664208216,0.0,29,19,12,0.30739396240561945,2022-05-27,2022-10-12,297.0,0.0,12,0.08361447700758544,0.06739295331857362,9,3,0,15,0.06197904904660975,0.051691869739942664,10,5,0,18,0.06191462575018621,0.05709137052738472,12,6,0
ma200_uncapped,ma150_top10_hist252_p2,sp500,1,5.0,1.1939356855667784,1.328928542709636,0.13499285714285714,817,6309,1001,540,461,0.797609561752988,1.0000000000000002,269.98571428571427,100,73,0.36547765757743267,0.05289412649287101,PLTR,0.21256889506099438,0.981366790505784,0,0,0.01989892809277964,0.0,29,19,12,0.32251833737754876,2022-05-27,2023-03-17,211.0,0.0,12,0.08236538970599815,0.0665221199852403,9,3,0,15,0.060564017300578,0.05112520307327602,10,5,0,18,0.0605279326284931,0.056304703860718064,12,6,0
ma200_uncapped,ma150_top10_hist252_p2,sp500,1,10.0,1.0589428284239215,1.328928542709636,0.2699857142857143,817,6309,1001,538,463,0.797609561752988,1.0000000000000002,269.98571428571427,99,74,0.37620832787198866,0.05330328491354349,PLTR,0.21059587918797815,0.8483469492359433,0,0,0.01764904714039869,0.0,29,19,12,0.3553348495017256,2022-05-27,2023-03-17,256.0,0.0,12,0.08028357753668598,0.06507073109635139,9,3,0,15,0.05820563105719176,0.05018075862883156,10,5,0,18,0.05821677742567122,0.05499359274960695,12,6,0
ma200_uncapped,ma150_top10_hist252_p3,sp500,1,2.0,1.374973770965009,1.4241956757269134,0.04922190476190476,628,5248,1000,541,459,0.796812749003984,1.0000000000000002,246.1095238095238,89,69,0.39180271591673865,0.054324406349049476,PLTR,0.261175414862293,1.1137983561027158,0,0,0.02291622951608348,0.0,28,20,12,0.31073656104514863,2022-05-27,2022-10-12,186.0,0.0,12,0.08473833255586107,0.07048917141437969,9,3,0,15,0.06393431476864068,0.05143688831399207,10,5,0,18,0.06306389745847858,0.05554837077476743,12,6,0
ma200_uncapped,ma150_top10_hist252_p3,sp500,1,5.0,1.3011409138221517,1.4241956757269134,0.12305476190476192,628,5248,1000,540,460,0.796812749003984,1.0000000000000002,246.1095238095238,88,70,0.3976669276910262,0.05455491686995402,PLTR,0.2599439862908646,1.0411969275312871,0,0,0.021685681897035857,0.0,28,20,12,0.31997235645919414,2022-05-27,2022-10-12,190.0,0.0,12,0.08362321350824202,0.06945762379533206,9,3,0,15,0.0626328385781645,0.05085688831399207,10,5,0,18,0.061771860421441546,0.054733370774767434,12,6,0
ma200_uncapped,ma150_top10_hist252_p3,sp500,1,10.0,1.1780861519173897,1.4241956757269134,0.24610952380952383,628,5248,1000,537,463,0.796812749003984,1.0000000000000002,246.1095238095238,85,73,0.407735781232718,0.05494153471732819,PLTR,0.25789160533848327,0.9201945465789065,0,0,0.019634769198623163,0.0,28,20,12,0.3354206830234929,2022-05-27,2022-10-12,297.0,0.0,12,0.08176468176221027,0.06773837776358603,9,3,0,15,0.06046371159403751,0.0498902216473254,10,5,0,18,0.05961846535971316,0.0533750374414341,12,6,0
ma200_uncapped,ma150_top10_hist252_p5,sp500,1,2.0,1.5443353545744802,1.5855158307649564,0.04118047619047619,410,3777,998,541,457,0.7952191235059761,1.0000000000000002,205.90238095238095,81,56,0.42398592718899863,0.05414098348205311,PLTR,0.30689297154320133,1.2374423830312788,0,0,0.025738922576241333,0.0008983074581118272,30,18,12,0.3137889999564614,2022-05-27,2022-10-12,185.0,0.0,12,0.08963407547446944,0.05784357434031821,10,2,0,15,0.0700210953046029,0.05176619434212447,11,4,0,18,0.0669858384625925,0.051412064683026636,13,5,0
ma200_uncapped,ma150_top10_hist252_p5,sp500,1,5.0,1.482564640288766,1.5855158307649564,0.10295119047619047,410,3777,998,539,459,0.7952191235059761,1.0000000000000002,205.90238095238095,80,57,0.42910064514120544,0.05432175286234172,PLTR,0.3054513048765349,1.1771133354122312,0,0,0.024709410671479436,0.0006624741247784893,30,18,12,0.3207110018301608,2022-05-27,2022-10-12,186.0,0.0,12,0.08869596039510436,0.05662524100698488,10,2,0,15,0.06891428578079337,0.05040928958021971,11,4,0,18,0.0658874257641798,0.050294921825883784,13,5,0
