candidate,variant,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,net_10bps,robust_score
ma200_uncapped,ma150_top10_histnative_p5,sp500,1,2.0,1.6797157584328182,1.7238141711312305,0.0440984126984127,439,4012,1101,598,503,0.8771314741035856,1.0000000000000002,220.4920634920635,88,58,0.41010095630548526,0.04676607124441657,PLTR,0.3063622296663158,1.3733535287665024,1,1,0.02799526264054697,0.031195279926291772,32,21,7,0.3069342930355994,2022-05-27,2022-10-12,185.0,0.0,12,0.10108724101946408,0.06292583885686268,10,2,0,15,0.07771287092417231,0.06193072337521338,11,4,0,18,0.07483516644246183,0.06292583885686268,13,5,0,1.5033221076391672,1.876043188455611
ma200_uncapped,ma150_top10_hist252_p1,sp500,1,2.0,1.2682783459709568,1.320278345970957,0.052000000000000005,1305,2600,1002,546,456,0.798406374501992,1.0000000000000002,260.0,110,81,0.3499960951132967,0.050441960316691604,PLTR,0.17998919162498164,1.0882891543459752,0,0,0.02113797243284928,0.0010246829657082701,30,18,12,0.2824159715452655,2022-05-27,2022-09-23,309.0,0.0,12,0.0798148456794781,0.06470310572429305,10,2,0,15,0.05477983372268589,0.04466047423607704,11,4,0,18,0.05480509822785743,0.04607903125550132,13,5,0,1.0602783459709568,1.4253069114641257
ma200_uncapped,ma150_top10_hist252_p2,sp500,1,2.0,1.2749313998524927,1.328928542709636,0.05399714285714286,817,6309,1001,543,458,0.797609561752988,1.0000000000000002,269.98571428571427,100,73,0.359387849919812,0.052650974449739624,PLTR,0.2137527045848038,1.061178695267689,0,0,0.021248856664208216,0.0,29,19,12,0.30739396240561945,2022-05-27,2022-10-12,297.0,0.0,12,0.08361447700758544,0.06739295331857362,9,3,0,15,0.06197904904660975,0.051691869739942664,10,5,0,18,0.06191462575018621,0.05709137052738472,12,6,0,1.0589428284239215,1.3983808684696295
ma200_uncapped,ma150_top10_hist252_p3,sp500,1,2.0,1.374973770965009,1.4241956757269134,0.04922190476190476,628,5248,1000,541,459,0.796812749003984,1.0000000000000002,246.1095238095238,89,69,0.39180271591673865,0.054324406349049476,PLTR,0.261175414862293,1.1137983561027158,0,0,0.02291622951608348,0.0,28,20,12,0.31073656104514863,2022-05-27,2022-10-12,186.0,0.0,12,0.08473833255586107,0.07048917141437969,9,3,0,15,0.06393431476864068,0.05143688831399207,10,5,0,18,0.06306389745847858,0.05554837077476743,12,6,0,1.1780861519173897,1.4984522075874434
ma200_uncapped,ma150_top10_hist252_p5,sp500,1,2.0,1.5443353545744802,1.5855158307649564,0.04118047619047619,410,3777,998,541,457,0.7952191235059761,1.0000000000000002,205.90238095238095,81,56,0.42398592718899863,0.05414098348205311,PLTR,0.30689297154320133,1.2374423830312788,0,0,0.025738922576241333,0.0008983074581118272,30,18,12,0.3137889999564614,2022-05-27,2022-10-12,185.0,0.0,12,0.08963407547446944,0.05784357434031821,10,2,0,15,0.0700210953046029,0.05176619434212447,11,4,0,18,0.0669858384625925,0.051412064683026636,13,5,0,1.3796134498125752,1.699448581041427
ma200_uncapped,ma150_top15_histnative_p1,sp500,1,2.0,0.9009942543273235,0.9511675876606566,0.050173333333333334,1889,3763,1105,609,496,0.8804249667994688,1.0,250.86666666666667,131,112,0.3029325909191234,0.04429127554531045,SNDK,0.12549269126780183,0.7755015630595217,1,2,0.015016570905455388,0.0004047706539105928,30,23,7,0.33039767226683686,2022-04-20,2022-10-12,347.0,0.0,12,0.07583124778693873,0.061622584672581235,9,3,0,15,0.046833274454109515,0.04819170882180299,9,6,0,18,0.0473011705135822,0.0503917072011654,11,7,0,0.7003009209939899,0.9780903254213027
ma200_uncapped,ma150_top15_histnative_p2,sp500,1,2.0,1.061536296055184,1.113776984255872,0.052240688200688196,1240,11436,1104,603,501,0.8796088373777617,1.0000000000000002,261.20344100344096,115,110,0.31443054364007167,0.04551558496434633,PLTR,0.13134655904825457,0.9301897370069294,1,2,0.01769227160091973,0.015287925213163323,31,22,7,0.32146015503302583,2022-04-20,2022-10-12,347.0,0.0,12,0.08083998203263902,0.07346203732312938,9,3,0,15,0.05619691663792803,0.04670301168634702,10,5,0,18,0.05385522654095368,0.048188940457511875,12,6,0,0.8525735432524311,1.1625960871200751
ma200_uncapped,ma150_top15_histnative_p3,sp500,1,2.0,1.2060327945476033,1.252039250314059,0.04600645576645576,939,9297,1103,604,499,0.8788120246287577,1.0000000000000002,230.0322788322788,119,94,0.30853546570714235,0.046145751303812724,PLTR,0.15606148977093834,1.049971304776665,1,2,0.020100546575793386,0.013807937940431043,31,22,7,0.3095755343449458,2022-05-27,2022-10-12,318.0,0.0,12,0.08405175433703203,0.07022800122149514,9,3,0,15,0.06095452809301893,0.05364806159953634,10,5,0,18,0.05794429725107656,0.05254726884716666,12,6,0,1.0220069714817805,1.3286125232137536
ma200_uncapped,ma150_top15_histnative_p5,sp500,1,2.0,1.3789852601756403,1.4193405615409416,0.04035530136530137,659,7533,1101,606,495,0.8772111553784862,1.0000000000000002,201.77650682650682,117,76,0.3192056346280918,0.04538674155521274,PLTR,0.19949378065612733,1.179491479519513,1,1,0.022983087669594,0.018503759591132103,31,22,7,0.3025532519870013,2022-05-27,2022-10-12,312.0,0.0,12,0.08901184616924458,0.07907682299903106,9,3,0,15,0.06736013902418977,0.069455683212423,10,5,0,18,0.06321100139633909,0.06403755898080138,12,6,0,1.2175640547144344,1.5234675466963725
ma200_uncapped,ma150_top15_hist252_p1,sp500,1,2.0,0.9077763526356727,0.9542963526356727,0.046520000000000006,1752,3489,1002,552,450,0.798406374501992,1.0,232.60000000000002,134,99,0.3026084149882794,0.04964010026146546,STX,0.11699010672313258,0.7907862459125401,0,1,0.015129605877261209,0.0,28,20,12,0.2918138649303065,2025-02-06,2025-04-04,116.0,0.0,12,0.06949049586710775,0.061622584672581235,9,3,0,15,0.04349866433264213,0.04088778988844968,9,6,0,18,0.04292244126521289,0.042268317073069994,11,7,0,0.7216963526356728,1.0044339753066893
ma200_uncapped,ma150_top15_hist252_p2,sp500,1,2.0,0.972734837623336,1.021013394621893,0.048278556998556994,1143,10457,1001,545,456,0.797609561752988,1.0000000000000002,241.39278499278493,114,101,0.30682850940136114,0.05135314478652827,PLTR,0.1309783236715307,0.8417565139518053,0,1,0.016212247293722264,0.0,28,20,12,0.31480614401339446,2022-05-27,2022-10-12,329.0,0.0,12,0.07412134072126854,0.07038499972784489,9,3,0,15,0.05198388066750023,0.04618455457214612,10,5,0,18,0.049837371485050165,0.04596338011168205,12,6,0,0.7796206096291078,1.0602927157737472
ma200_uncapped,ma150_top15_hist252_p3,sp500,1,2.0,1.0924683936130113,1.1351307112953286,0.04266231768231768,868,8527,1000,547,453,0.796812749003984,1.0000000000000002,213.3115884115884,113,93,0.3079242562057271,0.05213019264683064,PLTR,0.15325476843781477,0.9392136251751966,0,1,0.018207806560216856,0.0,28,20,12,0.32878346733467023,2022-05-27,2022-10-12,317.0,0.0,12,0.0780376852756255,0.0708628623249307,9,3,0,15,0.05648738707743856,0.051446476094796974,10,5,0,18,0.05441634046534378,0.04937200609300282,12,6,0,0.9218191228837406,1.1777979821052176
ma200_uncapped,ma150_top15_hist252_p5,sp500,1,2.0,1.3074130254293386,1.3443742364405498,0.03696121101121101,610,6699,998,550,448,0.7952191235059761,1.0000000000000002,184.80605505605504,112,70,0.3151321561052073,0.051401840737609866,PLTR,0.1941760666391792,1.1132369587901594,0,0,0.021790217090488975,0.0,29,19,12,0.2907752249104146,2022-05-27,2022-10-12,297.0,0.0,12,0.08064019127255335,0.07907682299903106,9,3,0,15,0.062464636711085396,0.069455683212423,10,5,0,18,0.06020369760011029,0.05993038673549772,12,6,0,1.1595681813844945,1.4385583743365842
ma200_uncapped,ma200_top5_histnative_p1,sp500,1,2.0,2.002855425480166,2.052655425480166,0.049800000000000004,625,1245,1055,569,486,0.8406374501992032,1.0,249.0,75,51,0.46364902800390795,0.0481391220748272,SNDK,0.37647807380340553,1.6263773516767606,0,0,0.033380923758002765,0.024071560749087964,33,18,9,0.26832507734417993,2022-05-27,2022-07-13,251.0,0.0,12,0.10760652206249055,0.08428401919881096,10,2,0,15,0.08505662569003926,0.06763616230835087,12,3,0,18,0.08149811168377674,0.06471272439717621,14,4,0,1.8036554254801656,2.257349914323458
ma200_uncapped,ma200_top5_histnative_p2,sp500,1,2.0,2.1177450125801442,2.174318345913477,0.05657333333333333,382,2511,1054,565,489,0.8398406374501992,1.0,282.8666666666667,66,47,0.49615728482742616,0.052407133458560795,PLTR,0.45908009730422317,1.6586649152759212,0,0,0.03529575020966906,0.01773385758315548,34,17,9,0.2681983260788952,2022-05-27,2022-07-13,250.0,0.0,12,0.1043583615145809,0.07035263442634337,10,2,0,15,0.08494399356292535,0.06977064179331943,11,4,0,18,0.08407713108672829,0.06915284065877489,13,5,0,1.8914516792468103,2.362621771044992
ma200_uncapped,ma200_top5_histnative_p3,sp500,1,2.0,2.3002112062261513,2.3518778728928176,0.051666666666666666,305,2042,1052,563,490,0.8382470119521912,1.0,258.3333333333333,63,41,0.5197871562446534,0.05119273194333753,PLTR,0.4760123120655454,1.824198894160606,0,0,0.03833685343710251,0.017449722553328575,34,17,9,0.3150475950867942,2022-05-16,2022-07-13,233.0,0.0,12,0.1070895351847036,0.06703111425227454,10,2,0,15,0.08809227545094371,0.06308772356113757,11,4,0,18,0.08616231676639481,0.06115764671155036,13,5,0,2.0935445395594843,2.5064322166934683
ma200_uncapped,ma200_top5_histnative_p5,sp500,1,2.0,2.329487938973987,2.370907938973987,0.04142,213,1396,1047,565,483,0.8342629482071713,1.0,207.09999999999997,52,39,0.5812535188271252,0.0492844933400025,PLTR,0.6206109261076836,1.7088770128663033,0,0,0.038824798982899776,0.024108066436119995,36,15,9,0.29917231962796587,2022-05-17,2022-07-13,233.0,0.0,12,0.1105060074463809,0.06663027032862893,11,1,0,15,0.08940840546906718,0.06098058186521802,12,3,0,18,0.0910842067440013,0.05908340637165292,15,3,0,2.163807938973987,2.5818336416851637
ma200_uncapped,ma200_top5_hist252_p1,sp500,1,2.0,1.6921790461353479,1.7412590461353483,0.04908,616,1227,1002,538,464,0.798406374501992,1.0,245.4,74,49,0.44440046183583076,0.053205740446497334,PLTR,0.35635100535990644,1.3358280407754415,0,0,0.028202984102255798,0.012030935422887235,31,17,12,0.3068846344880174,2022-05-27,2022-07-13,254.0,0.0,12,0.09327990576109557,0.08847172328840294,10,2,0,15,0.07430212142115425,0.08241760741637107,12,3,0,18,0.07380404559484877,0.0721034469511863,14,4,0,1.4958590461353478,1.8651341289306171
ma200_uncapped,ma200_top5_hist252_p2,sp500,1,2.0,1.806231843143249,1.8622785098099153,0.05604666666666666,381,2468,1001,536,465,0.797609561752988,1.0,280.23333333333335,63,49,0.4704277750187613,0.05767780393353285,PLTR,0.46317424926900563,1.3430575938742433,0,0,0.030103864052387484,0.009996125895444364,33,15,12,0.3226274964476939,2022-05-27,2022-07-13,251.0,0.0,12,0.09227977382994455,0.0860875793977347,10,2,0,15,0.0779913064006409,0.0709346270593673,12,3,0,18,0.07926131120947916,0.06973483329179883,14,4,0,1.5820451764765822,1.9604436681853887
ma200_uncapped,ma200_top5_hist252_p3,sp500,1,2.0,1.9389459225376573,1.9894792558709904,0.05053333333333333,300,1945,999,535,465,0.7960159362549801,1.0,252.66666666666666,61,43,0.508955850935476,0.056584478109743486,PLTR,0.4778201266819325,1.4611257958557249,0,0,0.03231576537562762,0.007151334553077514,31,17,12,0.3812097672471872,2022-05-16,2022-07-13,233.0,0.0,12,0.09582714909840478,0.08046194418028935,10,2,0,15,0.07495153150365623,0.07097450494341152,11,4,0,18,0.07709998620346206,0.06703111425227454,13,5,0,1.736812589204324,2.0452176025856845
ma200_uncapped,ma200_top5_hist252_p5,sp500,1,2.0,1.9832758984089174,2.0229892317422506,0.03971333333333334,201,1315,994,540,455,0.7920318725099602,1.0,198.56666666666666,48,40,0.5755283664712271,0.054002164712058084,PLTR,0.6102769949697336,1.3729989034391838,0,0,0.033054598306815286,0.0014036461194943065,32,16,12,0.36251664044312304,2022-05-17,2022-10-12,186.0,0.0,12,0.09672232624326832,0.07518599828668655,11,1,0,15,0.07735367061370393,0.07227995879203986,12,3,0,18,0.08317951689391606,0.06663027032862893,15,3,0,1.8244225650755839,2.130926236695599
ma200_uncapped,ma200_top10_histnative_p1,sp500,1,2.0,1.5943983018826742,1.6446383018826745,0.05024000000000001,1261,2512,1055,577,478,0.8406374501992032,1.0000000000000002,251.2,119,71,0.3417562399679711,0.048448369736407766,SNDK,0.18823903690170277,1.4061592649809713,0,0,0.026573305031377906,0.011060976777907482,32,19,9,0.25827154678511044,2022-05-27,2022-07-13,243.0,0.0,12,0.08708926255133981,0.06879029921876054,10,2,0,15,0.06125781622627866,0.05553493247377096,11,4,0,18,0.0598667943196568,0.05174414981128131,13,5,0,1.3934383018826748,1.7973945427515832
ma200_uncapped,ma200_top10_histnative_p2,sp500,1,2.0,1.6400656307141173,1.6915772180157043,0.051511587301587294,789,6265,1054,575,479,0.8398406374501992,1.0000000000000002,257.55793650793646,109,65,0.3603582002145128,0.04895842790912067,PLTR,0.21055898051534697,1.4295066501987703,0,0,0.027334427178568623,0.009681623077734024,31,20,9,0.27845216848899834,2022-05-27,2022-07-13,250.0,0.0,12,0.09042363620987996,0.06925640200234065,9,3,0,15,0.06793593952237745,0.05541876710747674,10,5,0,18,0.06638049144099264,0.0528574171003934,12,6,0,1.4340192815077681,1.8128843708547586
ma200_uncapped,ma200_top10_histnative_p3,sp500,1,2.0,1.7284484500396615,1.7747308309920424,0.04628238095238096,595,5459,1053,573,480,0.8390438247011952,1.0000000000000002,231.4119047619048,100,62,0.37403938861732033,0.049498155399600154,SNDK,0.23108746519250822,1.4973609848471532,0,0,0.028807474167327693,0.03186431288899852,31,20,9,0.28153067383267766,2022-04-20,2022-07-13,233.0,0.0,12,0.09580536422330056,0.07459845083942608,9,3,0,15,0.07384256348849923,0.05944744651382118,10,5,0,18,0.07022125462211372,0.05186487579717082,12,6,0,1.5433189262301377,1.9143338688768854
ma200_uncapped,ma200_top10_histnative_p5,sp500,1,2.0,1.8165403008531382,1.8549690310118683,0.038428730158730155,405,3822,1051,567,484,0.8374501992031872,1.0000000000000002,192.14365079365078,89,52,0.3761237925542377,0.049097339186764725,PLTR,0.24428380230289604,1.5722564985502423,0,0,0.03027567168088564,0.026532642882639613,32,19,9,0.2971819093385144,2022-05-27,2022-07-13,220.0,0.0,12,0.10138949778348498,0.06704672419689295,10,2,0,15,0.0795532581599347,0.06672971508322056,11,4,0,18,0.07347664018197271,0.06546101450132777,13,5,0,1.6628253802182176,2.023526884865079
ma200_uncapped,ma200_top10_hist252_p1,sp500,1,2.0,1.3772064827531956,1.4267664827531958,0.04956000000000001,1244,2478,1002,546,456,0.798406374501992,1.0000000000000002,247.8,114,75,0.32798860371543753,0.052996936378982375,PLTR,0.17998919162498164,1.197217291128214,0,0,0.02295344137921993,0.0025954986423254046,31,17,12,0.29298523824331113,2022-05-27,2022-07-13,242.0,0.0,12,0.07929308711690411,0.06499951655627088,10,2,0,15,0.05709811154140757,0.047953367148791656,11,4,0,18,0.05646394242918167,0.04777386971014311,13,5,0,1.1789664827531956,1.5221005058605968
ma200_uncapped,ma200_top10_hist252_p2,sp500,1,2.0,1.3696870146798894,1.420282570235445,0.05059555555555556,774,6123,1001,542,459,0.797609561752988,1.0000000000000002,252.9777777777778,102,69,0.34364351788564684,0.05396257176589054,PLTR,0.2060478478733524,1.163639166806537,0,0,0.022828116911331485,0.0,29,19,12,0.3250832170476117,2022-05-27,2022-07-13,251.0,0.0,12,0.08231209720139232,0.06737073109635139,9,3,0,15,0.0617098350377008,0.05164742529549822,10,5,0,18,0.06183290734771797,0.05673927299000673,12,6,0,1.1673047924576672,1.4715400892364545
ma200_uncapped,ma200_top10_hist252_p3,sp500,1,2.0,1.453695253398739,1.4993585867320725,0.04566333333333334,587,5295,1000,540,460,0.796812749003984,1.0000000000000002,228.31666666666666,92,66,0.3452385565391636,0.05435455777301085,PLTR,0.22598736943342343,1.2277078839653157,0,0,0.024228254223312318,0.0002321887646716085,30,18,12,0.33406313809102184,2022-05-27,2022-07-13,229.0,0.0,12,0.08500462414508198,0.07269129082512236,9,3,0,15,0.06507784830050903,0.05563312648521374,10,5,0,18,0.06421192026808654,0.05737040117291609,12,6,0,1.271041920065406,1.5546459877429633
ma200_uncapped,ma200_top10_hist252_p5,sp500,1,2.0,1.6002401006555793,1.6381872435127223,0.03794714285714286,398,3765,998,538,460,0.7952191235059761,1.0000000000000002,189.73571428571427,81,55,0.3461868081414316,0.05353693776217783,PLTR,0.2401001733562152,1.3601399272993642,0,0,0.02667066834425966,0.004327898066253489,31,17,12,0.3357206456108845,2022-05-27,2022-07-13,220.0,0.0,12,0.0895298002822832,0.06577802361500015,10,2,0,15,0.07025195918648637,0.06419231391943496,11,4,0,18,0.06727409478806189,0.05762512447168188,13,5,0,1.4484515292270077,1.7331088558915444
ma200_uncapped,ma200_top15_histnative_p1,sp500,1,2.0,1.149446507412865,1.194553174079532,0.04510666666666667,1699,3383,1055,578,477,0.8406374501992032,1.0,225.53333333333336,135,94,0.29612397360745263,0.04862791876322771,SNDK,0.12549269126780183,1.0239538161450632,0,1,0.019157441790214422,0.0031264922696624155,30,21,9,0.281700274615351,2022-04-20,2022-07-13,393.0,0.0,12,0.07563117416601357,0.06697475496600204,9,3,0,15,0.05209926542625153,0.051582966618028706,10,5,0,18,0.05003829398281481,0.0465107513945202,12,6,0,0.9690198407461985,1.2746397552955548
ma200_uncapped,ma200_top15_histnative_p2,sp500,1,2.0,1.2916581110235859,1.3387104120558866,0.04705230103230103,1137,10695,1054,574,480,0.8398406374501992,1.0000000000000002,235.2615051615051,120,95,0.2920380778769946,0.04902407120882177,SNDK,0.13163345345397856,1.1600246575696074,0,1,0.02152763518372643,0.0006113713975096149,31,20,9,0.26163004615761204,2025-02-06,2025-04-04,67.0,0.0,12,0.08046584469384237,0.07406389037325346,9,3,0,15,0.05838298970362189,0.06434936421597512,10,5,0,18,0.05490537050016621,0.06051931668029057,12,6,0,1.1034489068943816,1.451425598947501
ma200_uncapped,ma200_top15_histnative_p3,sp500,1,2.0,1.433267664794915,1.4752465292637793,0.041978864468864466,868,8985,1053,577,476,0.8390438247011952,1.0000000000000002,209.8943223443223,118,88,0.2936901044798218,0.04878287516064224,PLTR,0.14299526610941368,1.2902723986855014,0,1,0.02388779441324858,0.012879510800308174,31,20,9,0.2532305759473489,2022-04-20,2022-07-13,250.0,0.0,12,0.08352401573770969,0.07139366342172632,9,3,0,15,0.06251005824927187,0.0587257197865231,10,5,0,18,0.058750028267416994,0.055015168804871936,12,6,0,1.2653522069194574,1.6106091360606951
ma200_uncapped,ma200_top15_histnative_p5,sp500,1,2.0,1.570650888479097,1.606620734188943,0.03596984570984571,611,7117,1051,575,476,0.8374501992031872,1.0000000000000002,179.84922854922854,118,66,0.2997591909711294,0.04833375248426448,PLTR,0.1703964449655398,1.4002544435135573,0,0,0.02617751480798495,0.021285881850182903,32,19,9,0.25303589000112714,2022-05-27,2022-07-13,250.0,0.0,12,0.08817552953136303,0.08445563270714375,10,2,0,15,0.06747663103775471,0.08021330262864838,11,4,0,18,0.06318989099341178,0.06630683677146776,13,5,0,1.426771505639714,1.782141587072059
