stock_surprise,volume_threshold,stop,target,confirmed_events,portfolio_events,portfolio_clusters,net,max_drawdown,recovery_days,unresolved,stops,targets,time_exits,median_exit_offset,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months
10.0,5.0,,0.04,11,11,11,0.1870721005344086,0.023301205218495435,91,False,0,4,7,62.0,0.1870721005344086,0.01039289447413381,0.0,1,11,0.21037330575290403,0.014024887050193603,0.0,0,9,0.13819969643021546,0.011516641369184621,0.0,0,7
10.0,5.0,0.04,0.04,11,11,11,0.16476768608406323,0.0456056196688408,100,False,1,4,6,62.0,0.16476768608406323,0.009153760338003513,0.0,1,11,0.21037330575290403,0.014024887050193603,0.0,0,9,0.13819969643021546,0.011516641369184621,0.0,0,7
10.0,5.0,0.06,0.04,11,11,11,0.1447676860840632,0.06560561966884082,100,False,1,4,6,62.0,0.1447676860840632,0.0080426492268924,0.0,1,11,0.21037330575290403,0.014024887050193603,0.0,0,9,0.13819969643021546,0.011516641369184621,0.0,0,7
10.0,2.0,0.04,,12,12,12,0.1628326133083482,0.0456056196688408,100,False,1,0,11,62.0,0.1628326133083482,0.009046256294908232,0.0,1,10,0.208438232977189,0.013895882198479266,0.0,0,8,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,2.0,,0.06,12,12,12,0.18513702775869356,0.023301205218495435,91,False,0,0,12,62.0,0.18513702775869356,0.010285390431038531,0.0,1,10,0.208438232977189,0.013895882198479266,0.0,0,8,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,2.0,0.06,0.06,12,12,12,0.14283261330834818,0.06560561966884082,350,False,1,0,11,62.0,0.14283261330834818,0.007935145183797121,0.0,1,10,0.208438232977189,0.013895882198479266,0.0,0,8,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,2.0,0.06,,12,12,12,0.14283261330834818,0.06560561966884082,350,False,1,0,11,62.0,0.14283261330834818,0.007935145183797121,0.0,1,10,0.208438232977189,0.013895882198479266,0.0,0,8,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,2.0,0.04,0.06,12,12,12,0.1628326133083482,0.0456056196688408,100,False,1,0,11,62.0,0.1628326133083482,0.009046256294908232,0.0,1,10,0.208438232977189,0.013895882198479266,0.0,0,8,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,2.0,,,12,12,12,0.18513702775869356,0.023301205218495435,91,False,0,0,12,62.0,0.18513702775869356,0.010285390431038531,0.0,1,10,0.208438232977189,0.013895882198479266,0.0,0,8,0.15303121847534285,0.012752601539611904,0.0,0,7
8.0,5.0,,0.04,14,13,13,0.19034529093027264,0.047674219973708944,249,False,0,5,8,62.0,0.19034529093027264,0.010574738385015147,0.0,2,10,0.2071719530701558,0.013811463538010386,0.0,0,9,0.15649896565652321,0.013041580471376935,0.0,0,7
10.0,5.0,,,11,11,11,0.1754032103783817,0.023301205218495435,91,False,0,0,11,62.0,0.1754032103783817,0.009744622798798983,0.0,1,11,0.19870441559687713,0.013246961039791809,0.0,0,9,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,5.0,,0.06,11,11,11,0.1754032103783817,0.023301205218495435,91,False,0,0,11,62.0,0.1754032103783817,0.009744622798798983,0.0,1,11,0.19870441559687713,0.013246961039791809,0.0,0,9,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,5.0,0.04,0.06,11,11,11,0.15309879592803632,0.0456056196688408,100,False,1,0,10,62.0,0.15309879592803632,0.008505488662668684,0.0,1,11,0.19870441559687713,0.013246961039791809,0.0,0,9,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,5.0,0.04,,11,11,11,0.15309879592803632,0.0456056196688408,100,False,1,0,10,62.0,0.15309879592803632,0.008505488662668684,0.0,1,11,0.19870441559687713,0.013246961039791809,0.0,0,9,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,5.0,0.06,,11,11,11,0.1330987959280363,0.06560561966884082,350,False,1,0,10,62.0,0.1330987959280363,0.007394377551557573,0.0,1,11,0.19870441559687713,0.013246961039791809,0.0,0,9,0.15303121847534285,0.012752601539611904,0.0,0,7
10.0,5.0,0.06,0.06,11,11,11,0.1330987959280363,0.06560561966884082,350,False,1,0,10,62.0,0.1330987959280363,0.007394377551557573,0.0,1,11,0.19870441559687713,0.013246961039791809,0.0,0,9,0.15303121847534285,0.012752601539611904,0.0,0,7
8.0,0.0,,,15,14,14,0.17885934680653082,0.04891380784519771,249,False,0,0,14,62.0,0.17885934680653082,0.0099366303781406,0.0,2,9,0.19568600894641397,0.013045733929760932,0.0,0,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,0.0,,0.06,15,14,14,0.17885934680653082,0.04891380784519771,249,False,0,0,14,62.0,0.17885934680653082,0.0099366303781406,0.0,2,9,0.19568600894641397,0.013045733929760932,0.0,0,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,2.0,,0.06,15,14,14,0.17885934680653082,0.04891380784519771,249,False,0,0,14,62.0,0.17885934680653082,0.0099366303781406,0.0,2,9,0.19568600894641397,0.013045733929760932,0.0,0,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,2.0,,,15,14,14,0.17885934680653082,0.04891380784519771,249,False,0,0,14,62.0,0.17885934680653082,0.0099366303781406,0.0,2,9,0.19568600894641397,0.013045733929760932,0.0,0,8,0.1713304877016506,0.014277540641804217,0.0,0,7
6.0,0.0,,0.06,22,18,18,0.21502048124598805,0.045750861091418626,320,False,0,1,17,62.0,0.21502048124598805,0.01194558229144378,0.0,4,6,0.1866705651608025,0.0124447043440535,0.0,2,6,0.14928523979575636,0.012440436649646364,0.0,1,6
6.0,0.0,,,22,18,18,0.23152210462261136,0.04506835385760094,320,False,0,0,18,62.0,0.23152210462261136,0.01286233914570063,0.0,4,6,0.1866705651608025,0.0124447043440535,0.0,2,6,0.14928523979575636,0.012440436649646364,0.0,1,6
8.0,5.0,,,14,13,13,0.16912552942621895,0.04891380784519771,249,False,0,0,13,62.0,0.16912552942621895,0.009395862745901052,0.0,2,10,0.1859521915661021,0.012396812771073473,0.0,0,9,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,5.0,,0.06,14,13,13,0.16912552942621895,0.04891380784519771,249,False,0,0,13,62.0,0.16912552942621895,0.009395862745901052,0.0,2,10,0.1859521915661021,0.012396812771073473,0.0,0,9,0.1713304877016506,0.014277540641804217,0.0,0,7
6.0,0.0,,0.04,22,18,18,0.19095538083178576,0.04655338623129221,99,False,0,6,12,62.0,0.19095538083178576,0.010608632268432542,0.0,4,6,0.18260546474660022,0.012173697649773349,0.0,2,6,0.13445371775062898,0.01120447647921908,0.0,1,6
6.0,5.0,,0.06,16,14,14,0.14753303859563183,0.04832297720118107,320,False,0,0,14,62.0,0.14753303859563183,0.008196279921979546,0.0,4,9,0.17718312251044632,0.011812208167363088,0.0,1,9,0.13727655672773886,0.011439713060644905,0.0,1,7
6.0,5.0,,,16,14,14,0.14753303859563183,0.04832297720118107,320,False,0,0,14,62.0,0.14753303859563183,0.008196279921979546,0.0,4,9,0.17718312251044632,0.011812208167363088,0.0,1,9,0.13727655672773886,0.011439713060644905,0.0,1,7
6.0,2.0,,,21,17,17,0.21951342155459386,0.04506835385760094,320,False,0,0,17,62.0,0.21951342155459386,0.012195190086366325,0.0,4,7,0.174661882092785,0.011644125472852334,0.0,2,7,0.13727655672773886,0.011439713060644905,0.0,1,7
6.0,2.0,,0.06,21,17,17,0.20301179817797055,0.045750861091418626,320,False,0,1,16,62.0,0.20301179817797055,0.011278433232109475,0.0,4,7,0.174661882092785,0.011644125472852334,0.0,2,7,0.13727655672773886,0.011439713060644905,0.0,1,7
6.0,5.0,,0.04,16,14,14,0.14346793818142956,0.048266107818905446,320,False,0,5,9,62.0,0.14346793818142956,0.00797044101007942,0.0,4,9,0.17311802209624405,0.011541201473082937,0.0,1,9,0.12244503468261148,0.010203752890217624,0.0,1,7
6.0,2.0,,0.04,21,17,17,0.17894669776376826,0.04655338623129221,259,False,0,6,11,62.0,0.17894669776376826,0.009941483209098236,0.0,4,7,0.17059678167858272,0.011373118778572182,0.0,2,7,0.12244503468261148,0.010203752890217624,0.0,1,7
10.0,0.0,,0.02,13,13,13,0.1958474237029426,0.0,0,False,0,9,4,22.0,0.1958474237029426,0.010880412427941256,0.0,0,10,0.15984742370294258,0.010656494913529506,0.0,0,8,0.09619969643021542,0.008016641369184618,0.0,0,7
10.0,0.0,0.04,0.02,13,13,13,0.1958474237029426,0.0,0,False,0,9,4,22.0,0.1958474237029426,0.010880412427941256,0.0,0,10,0.15984742370294258,0.010656494913529506,0.0,0,8,0.09619969643021542,0.008016641369184618,0.0,0,7
10.0,0.0,0.06,0.02,13,13,13,0.1958474237029426,0.0,0,False,0,9,4,22.0,0.1958474237029426,0.010880412427941256,0.0,0,10,0.15984742370294258,0.010656494913529506,0.0,0,8,0.09619969643021542,0.008016641369184618,0.0,0,7
8.0,2.0,0.04,0.04,15,14,14,0.09915304541795567,0.0826023466218619,322,False,3,4,7,55.5,0.09915304541795567,0.005508502523219759,0.0,3,9,0.14475866508679647,0.009650577672453097,0.0,1,8,0.15649896565652321,0.013041580471376935,0.0,0,7
8.0,0.0,0.04,0.04,15,14,14,0.09915304541795567,0.0826023466218619,322,False,3,4,7,55.5,0.09915304541795567,0.005508502523219759,0.0,3,9,0.14475866508679647,0.009650577672453097,0.0,1,8,0.15649896565652321,0.013041580471376935,0.0,0,7
10.0,2.0,0.04,0.02,12,12,12,0.1778474237029426,0.0,0,False,0,8,4,23.5,0.1778474237029426,0.009880412427941255,0.0,0,10,0.14184742370294257,0.009456494913529505,0.0,0,8,0.0781996964302154,0.006516641369184617,0.0,0,7
10.0,2.0,0.06,0.02,12,12,12,0.1778474237029426,0.0,0,False,0,8,4,23.5,0.1778474237029426,0.009880412427941255,0.0,0,10,0.14184742370294257,0.009456494913529505,0.0,0,8,0.0781996964302154,0.006516641369184617,0.0,0,7
10.0,2.0,,0.02,12,12,12,0.1778474237029426,0.0,0,False,0,8,4,23.5,0.1778474237029426,0.009880412427941255,0.0,0,10,0.14184742370294257,0.009456494913529505,0.0,0,8,0.0781996964302154,0.006516641369184617,0.0,0,7
10.0,0.0,0.02,0.04,13,13,13,0.11179356110394334,0.047605619668840804,188,False,4,4,5,34.0,0.11179356110394334,0.006210753394663519,0.0,3,10,0.13739918077278412,0.009159945384852274,0.0,2,8,0.08713948134251082,0.007261623445209235,0.0,2,7
8.0,5.0,0.04,0.04,14,13,13,0.0894192280376438,0.0826023466218619,348,False,3,4,6,49.0,0.0894192280376438,0.004967734890980211,0.0,3,10,0.1350248477064846,0.00900165651376564,0.0,1,9,0.15649896565652321,0.013041580471376935,0.0,0,7
8.0,2.0,0.04,,15,14,14,0.08748415526192876,0.09358014982003371,423,False,3,0,11,62.0,0.08748415526192876,0.004860230847884932,0.0,3,9,0.13308977493076957,0.008872651662051305,0.0,1,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,0.0,0.04,0.06,15,14,14,0.08748415526192876,0.09358014982003371,423,False,3,0,11,62.0,0.08748415526192876,0.004860230847884932,0.0,3,9,0.13308977493076957,0.008872651662051305,0.0,1,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,2.0,0.04,0.06,15,14,14,0.08748415526192876,0.09358014982003371,423,False,3,0,11,62.0,0.08748415526192876,0.004860230847884932,0.0,3,9,0.13308977493076957,0.008872651662051305,0.0,1,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,0.0,0.04,,15,14,14,0.08748415526192876,0.09358014982003371,423,False,3,0,11,62.0,0.08748415526192876,0.004860230847884932,0.0,3,9,0.13308977493076957,0.008872651662051305,0.0,1,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,2.0,0.04,0.02,15,14,14,0.10219969643021543,0.0471512770137525,329,False,2,9,3,20.5,0.10219969643021543,0.005677760912789746,0.0,1,9,0.12619969643021545,0.008413313095347697,0.0,0,8,0.09619969643021542,0.008016641369184618,0.0,0,7
8.0,0.0,0.04,0.02,15,14,14,0.10219969643021543,0.0471512770137525,329,False,2,9,3,20.5,0.10219969643021543,0.005677760912789746,0.0,1,9,0.12619969643021545,0.008413313095347697,0.0,0,8,0.09619969643021542,0.008016641369184618,0.0,0,7
10.0,0.0,0.02,0.06,13,13,13,0.10012467094791644,0.047605619668840804,421,False,4,0,9,62.0,0.10012467094791644,0.005562481719328691,0.0,3,10,0.12573029061675722,0.008382019374450482,0.0,2,8,0.1019710033876382,0.008497583615636517,0.0,2,7
10.0,0.0,0.02,,13,13,13,0.10012467094791644,0.047605619668840804,421,False,4,0,9,62.0,0.10012467094791644,0.005562481719328691,0.0,3,10,0.12573029061675722,0.008382019374450482,0.0,2,8,0.1019710033876382,0.008497583615636517,0.0,2,7
10.0,5.0,,0.02,11,11,11,0.15984742370294258,0.0,0,False,0,7,4,25.0,0.15984742370294258,0.008880412427941254,0.0,0,11,0.12384742370294255,0.008256494913529503,0.0,0,9,0.0781996964302154,0.006516641369184617,0.0,0,7
10.0,5.0,0.04,0.02,11,11,11,0.15984742370294258,0.0,0,False,0,7,4,25.0,0.15984742370294258,0.008880412427941254,0.0,0,11,0.12384742370294255,0.008256494913529503,0.0,0,9,0.0781996964302154,0.006516641369184617,0.0,0,7
10.0,5.0,0.06,0.02,11,11,11,0.15984742370294258,0.0,0,False,0,7,4,25.0,0.15984742370294258,0.008880412427941254,0.0,0,11,0.12384742370294255,0.008256494913529503,0.0,0,9,0.0781996964302154,0.006516641369184617,0.0,0,7
8.0,5.0,0.04,0.06,14,13,13,0.0777503378816169,0.09358014982003371,449,False,3,0,10,62.0,0.0777503378816169,0.004319463215645383,0.0,3,10,0.1233559575504577,0.008223730503363846,0.0,1,9,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,5.0,0.04,,14,13,13,0.0777503378816169,0.09358014982003371,449,False,3,0,10,62.0,0.0777503378816169,0.004319463215645383,0.0,3,10,0.1233559575504577,0.008223730503363846,0.0,1,9,0.1713304877016506,0.014277540641804217,0.0,0,7
10.0,2.0,0.02,0.04,12,12,12,0.09495635180161766,0.047605619668840804,188,False,4,4,4,29.0,0.09495635180161766,0.005275352877867647,0.0,3,10,0.12056197147045844,0.008037464764697229,0.0,2,8,0.07030227204018513,0.005858522670015427,0.0,2,7
8.0,2.0,0.06,0.02,15,14,14,0.07434680179388653,0.07451168431859424,400,False,1,9,4,20.5,0.07434680179388653,0.0041303778774381406,0.0,1,9,0.11834680179388657,0.007889786786259104,0.0,0,8,0.09619969643021542,0.008016641369184618,0.0,0,7
8.0,0.0,0.06,0.02,15,14,14,0.07434680179388653,0.07451168431859424,400,False,1,9,4,20.5,0.07434680179388653,0.0041303778774381406,0.0,1,9,0.11834680179388657,0.007889786786259104,0.0,0,8,0.09619969643021542,0.008016641369184618,0.0,0,7
8.0,0.0,,0.02,15,14,14,0.1543468017938866,0.04650456589209797,249,False,0,10,4,23.5,0.1543468017938866,0.00857482232188259,0.00015113602009253577,0,9,0.11834680179388657,0.007889786786259104,0.0,0,8,0.09619969643021542,0.008016641369184618,0.0,0,7
8.0,2.0,,0.02,15,14,14,0.1543468017938866,0.04650456589209797,249,False,0,10,4,23.5,0.1543468017938866,0.00857482232188259,0.00015113602009253577,0,9,0.11834680179388657,0.007889786786259104,0.0,0,8,0.09619969643021542,0.008016641369184618,0.0,0,7
8.0,0.0,0.06,0.04,15,14,14,0.05130015078162675,0.11493263225520833,449,False,2,4,8,62.0,0.05130015078162675,0.0028500083767570416,0.0,3,9,0.11690577045046757,0.007793718030031172,0.0,1,8,0.15649896565652321,0.013041580471376935,0.0,0,7
8.0,2.0,0.06,0.04,15,14,14,0.05130015078162675,0.11493263225520833,449,False,2,4,8,62.0,0.05130015078162675,0.0028500083767570416,0.0,3,9,0.11690577045046757,0.007793718030031172,0.0,1,8,0.15649896565652321,0.013041580471376935,0.0,0,7
8.0,2.0,0.02,0.04,15,14,14,0.0912556210279254,0.07547946111108149,348,False,5,4,5,33.0,0.0912556210279254,0.005069756723773633,0.0,4,9,0.11686124069676618,0.007790749379784412,0.0,2,8,0.08860154126649289,0.0073834617722077405,0.0,2,7
8.0,0.0,0.02,0.04,15,14,14,0.0912556210279254,0.07547946111108149,348,False,5,4,5,33.0,0.0912556210279254,0.005069756723773633,0.0,4,9,0.11686124069676618,0.007790749379784412,0.0,2,8,0.08860154126649289,0.0073834617722077405,0.0,2,7
10.0,5.0,0.02,0.04,11,11,11,0.08522253442130578,0.047605619668840804,188,False,4,4,3,24.0,0.08522253442130578,0.004734585245628099,0.0,3,11,0.11082815409014657,0.007388543606009771,0.0,2,9,0.07030227204018513,0.005858522670015427,0.0,2,7
10.0,2.0,0.02,0.06,12,12,12,0.08328746164559075,0.047605619668840804,421,False,4,0,8,62.0,0.08328746164559075,0.004627081202532819,0.0,3,10,0.10889308131443154,0.007259538754295436,0.0,2,8,0.08513379408531252,0.00709448284044271,0.0,2,7
10.0,2.0,0.02,,12,12,12,0.08328746164559075,0.047605619668840804,421,False,4,0,8,62.0,0.08328746164559075,0.004627081202532819,0.0,3,10,0.10889308131443154,0.007259538754295436,0.0,2,8,0.08513379408531252,0.00709448284044271,0.0,2,7
8.0,5.0,0.04,0.02,14,13,13,0.08419969643021541,0.0471512770137525,400,False,2,8,3,22.0,0.08419969643021541,0.004677760912789745,0.0,1,10,0.10819969643021543,0.007213313095347696,0.0,0,9,0.09619969643021542,0.008016641369184618,0.0,0,7
8.0,5.0,0.06,0.04,14,13,13,0.04156633340131488,0.11493263225520833,449,False,2,4,7,62.0,0.04156633340131488,0.0023092407445174934,0.0,3,10,0.1071719530701557,0.0071447968713437135,0.0,1,9,0.15649896565652321,0.013041580471376935,0.0,0,7
8.0,5.0,0.02,0.04,14,13,13,0.08152180364761352,0.0848666991981835,348,False,5,4,4,32.0,0.08152180364761352,0.004528989091534085,0.0,4,10,0.1071274233164543,0.0071418282210969535,0.0,2,9,0.08860154126649289,0.0073834617722077405,0.0,2,7
8.0,2.0,0.06,0.06,15,14,14,0.03963126062559985,0.14143304445636262,449,False,2,0,12,62.0,0.03963126062559985,0.002201736701422214,0.0,3,9,0.10523688029444067,0.007015792019629378,0.0,1,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,0.0,0.06,,15,14,14,0.03963126062559985,0.14143304445636262,449,False,2,0,12,62.0,0.03963126062559985,0.002201736701422214,0.0,3,9,0.10523688029444067,0.007015792019629378,0.0,1,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,2.0,0.06,,15,14,14,0.03963126062559985,0.14143304445636262,449,False,2,0,12,62.0,0.03963126062559985,0.002201736701422214,0.0,3,9,0.10523688029444067,0.007015792019629378,0.0,1,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,0.0,0.06,0.06,15,14,14,0.03963126062559985,0.14143304445636262,449,False,2,0,12,62.0,0.03963126062559985,0.002201736701422214,0.0,3,9,0.10523688029444067,0.007015792019629378,0.0,1,8,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,0.0,0.02,0.06,15,14,14,0.07958673087189849,0.07745907070783316,348,False,5,0,9,62.0,0.07958673087189849,0.004421485048438805,0.0,5,9,0.10519235054073928,0.007012823369382619,0.0,3,8,0.10343306331162028,0.008619421942635022,0.0,2,7
8.0,2.0,0.02,,15,14,14,0.07958673087189849,0.07745907070783316,348,False,5,0,9,62.0,0.07958673087189849,0.004421485048438805,0.0,5,9,0.10519235054073928,0.007012823369382619,0.0,3,8,0.10343306331162028,0.008619421942635022,0.0,2,7
8.0,0.0,0.02,,15,14,14,0.07958673087189849,0.07745907070783316,348,False,5,0,9,62.0,0.07958673087189849,0.004421485048438805,0.0,5,9,0.10519235054073928,0.007012823369382619,0.0,3,8,0.10343306331162028,0.008619421942635022,0.0,2,7
8.0,2.0,0.02,0.06,15,14,14,0.07958673087189849,0.07745907070783316,348,False,5,0,9,62.0,0.07958673087189849,0.004421485048438805,0.0,5,9,0.10519235054073928,0.007012823369382619,0.0,3,8,0.10343306331162028,0.008619421942635022,0.0,2,7
8.0,5.0,,0.02,14,13,13,0.13634680179388659,0.04650456589209797,320,False,0,9,4,25.0,0.13634680179388659,0.0075748223218825884,0.0,0,10,0.10034680179388655,0.0066897867862591035,0.0,0,9,0.09619969643021542,0.008016641369184618,0.0,0,7
8.0,5.0,0.06,0.02,14,13,13,0.056346801793886514,0.07451168431859424,402,False,1,8,4,22.0,0.056346801793886514,0.0031303778774381397,0.0,1,10,0.10034680179388655,0.0066897867862591035,0.0,0,9,0.09619969643021542,0.008016641369184618,0.0,0,7
10.0,5.0,0.02,0.06,11,11,11,0.07355364426527888,0.055580149820033675,449,False,4,0,7,62.0,0.07355364426527888,0.004086313570293271,0.0,3,11,0.09915926393411967,0.006610617595607978,0.0,2,9,0.08513379408531252,0.00709448284044271,0.0,2,7
10.0,5.0,0.02,,11,11,11,0.07355364426527888,0.055580149820033675,449,False,4,0,7,62.0,0.07355364426527888,0.004086313570293271,0.0,3,11,0.09915926393411967,0.006610617595607978,0.0,2,9,0.08513379408531252,0.00709448284044271,0.0,2,7
6.0,0.0,0.04,,22,18,18,0.11390157482561325,0.09875647900566015,350,False,4,0,14,62.0,0.11390157482561325,0.006327865268089625,0.0,5,6,0.09782899289276203,0.006521932859517469,0.0,3,6,0.12303990154336031,0.010253325128613358,0.0,1,6
6.0,0.0,0.04,0.06,22,18,18,0.09739995144898994,0.10029260018850804,350,False,4,1,13,62.0,0.09739995144898994,0.005411108413832775,0.0,5,6,0.09782899289276203,0.006521932859517469,0.0,3,6,0.12303990154336031,0.010253325128613358,0.0,1,6
6.0,0.0,0.06,0.06,22,18,18,0.07579239506505708,0.12128974456568362,430,False,2,1,15,62.0,0.07579239506505708,0.004210688614725394,0.0,5,6,0.0962214365088292,0.006414762433921946,0.0,3,6,0.14928523979575636,0.012440436649646364,0.0,1,6
6.0,0.0,0.06,,22,18,18,0.09229401844168039,0.11942076972840716,430,False,2,0,16,62.0,0.09229401844168039,0.005127445468982244,0.0,5,6,0.0962214365088292,0.006414762433921946,0.0,3,6,0.14928523979575636,0.012440436649646364,0.0,1,6
8.0,5.0,0.06,0.06,14,13,13,0.02989744324528798,0.14143304445636262,451,False,2,0,11,62.0,0.02989744324528798,0.0016609690691826657,0.0,3,10,0.0955030629141288,0.00636687086094192,0.0,1,9,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,5.0,0.06,,14,13,13,0.02989744324528798,0.14143304445636262,451,False,2,0,11,62.0,0.02989744324528798,0.0016609690691826657,0.0,3,10,0.0955030629141288,0.00636687086094192,0.0,1,9,0.1713304877016506,0.014277540641804217,0.0,0,7
8.0,5.0,0.02,0.06,14,13,13,0.06985291349158662,0.08709250910334586,348,False,5,0,8,62.0,0.06985291349158662,0.0038807174161992566,0.0,5,10,0.0954585331604274,0.00636390221069516,0.0,3,9,0.10343306331162028,0.008619421942635022,0.0,2,7
8.0,5.0,0.02,,14,13,13,0.06985291349158662,0.08709250910334586,348,False,5,0,8,62.0,0.06985291349158662,0.0038807174161992566,0.0,5,10,0.0954585331604274,0.00636390221069516,0.0,3,9,0.10343306331162028,0.008619421942635022,0.0,2,7
6.0,5.0,0.04,,16,14,14,0.02991250879863372,0.11555304388105742,350,False,4,0,10,62.0,0.02991250879863372,0.00166180604436854,0.0,5,9,0.08834155024240586,0.0058894366828270575,0.0,2,9,0.11103121847534281,0.009252601539611901,0.0,1,7
