date,pair,symbol,signal_ts,entry_ts,exit_ts,gross_return,signal_strength,signal_et,time_bucket,impulse_bucket_bp
2020-02-27,QQQ_TQQQ_SQQQ,SQQQ,2020-02-27 15:36:00+00:00,2020-02-27 15:37:00+00:00,2020-02-27 15:52:00+00:00,-0.020104895104894993,0.004497570830727771,2020-02-27 10:36:00-05:00,1000_1200,40_60
2020-02-27,QQQ_TQQQ_SQQQ,TQQQ,2020-02-27 18:42:00+00:00,2020-02-27 18:43:00+00:00,2020-02-27 18:58:00+00:00,0.010350920245398632,0.004824976348155152,2020-02-27 13:42:00-05:00,1200_1400,40_60
2020-02-28,QQQ_TQQQ_SQQQ,TQQQ,2020-02-28 14:44:00+00:00,2020-02-28 14:45:00+00:00,2020-02-28 15:00:00+00:00,-0.01926469751294746,0.006187199920803854,2020-02-28 09:44:00-05:00,pre1000,60_100
2020-02-28,QQQ_TQQQ_SQQQ,SQQQ,2020-02-28 15:05:00+00:00,2020-02-28 15:06:00+00:00,2020-02-28 15:21:00+00:00,-0.016352713178294564,0.006881454985137703,2020-02-28 10:05:00-05:00,1000_1200,60_100
2020-02-28,QQQ_TQQQ_SQQQ,TQQQ,2020-02-28 15:29:00+00:00,2020-02-28 15:30:00+00:00,2020-02-28 15:45:00+00:00,0.0077147016011644975,0.005839234068016341,2020-02-28 10:29:00-05:00,1000_1200,40_60
2020-02-28,QQQ_TQQQ_SQQQ,TQQQ,2020-02-28 17:45:00+00:00,2020-02-28 17:46:00+00:00,2020-02-28 18:01:00+00:00,0.02983651226158024,0.004157089059519725,2020-02-28 12:45:00-05:00,1200_1400,40_60
2020-02-28,QQQ_TQQQ_SQQQ,TQQQ,2020-02-28 18:40:00+00:00,2020-02-28 18:41:00+00:00,2020-02-28 18:56:00+00:00,-0.0052053372639419004,0.004101601106938246,2020-02-28 13:40:00-05:00,1200_1400,40_60
2020-02-28,QQQ_TQQQ_SQQQ,SQQQ,2020-02-28 19:21:00+00:00,2020-02-28 19:22:00+00:00,2020-02-28 19:37:00+00:00,-0.00120481927710836,0.004912663755458402,2020-02-28 14:21:00-05:00,1400_1540,40_60
2020-03-03,QQQ_TQQQ_SQQQ,SQQQ,2020-03-03 15:00:00+00:00,2020-03-03 15:01:00+00:00,2020-03-03 15:16:00+00:00,0.050756562017498785,0.02190155972728136,2020-03-03 10:00:00-05:00,1000_1200,200_plus
2020-03-03,QQQ_TQQQ_SQQQ,SQQQ,2020-03-03 15:16:00+00:00,2020-03-03 15:17:00+00:00,2020-03-03 15:32:00+00:00,-0.012936784469885443,0.005479706510634452,2020-03-03 10:16:00-05:00,1000_1200,40_60
2020-03-03,QQQ_TQQQ_SQQQ,SQQQ,2020-03-03 16:15:00+00:00,2020-03-03 16:16:00+00:00,2020-03-03 16:31:00+00:00,0.03884634266077569,0.005083243949074223,2020-03-03 11:15:00-05:00,1000_1200,40_60
2020-03-03,QQQ_TQQQ_SQQQ,SQQQ,2020-03-03 19:11:00+00:00,2020-03-03 19:12:00+00:00,2020-03-03 19:27:00+00:00,0.0031517334533994745,0.004206831894997487,2020-03-03 14:11:00-05:00,1400_1540,40_60
2020-03-03,QQQ_TQQQ_SQQQ,SQQQ,2020-03-03 20:11:00+00:00,2020-03-03 20:12:00+00:00,2020-03-03 20:27:00+00:00,0.0009293680297397522,0.004038004750593904,2020-03-03 15:11:00-05:00,1400_1540,40_60
2020-03-06,QQQ_TQQQ_SQQQ,SQQQ,2020-03-06 14:58:00+00:00,2020-03-06 14:59:00+00:00,2020-03-06 15:14:00+00:00,-0.005676855895196509,0.00400723256609492,2020-03-06 09:58:00-05:00,pre1000,40_60
2020-03-06,QQQ_TQQQ_SQQQ,SQQQ,2020-03-06 20:30:00+00:00,2020-03-06 20:31:00+00:00,2020-03-06 20:46:00+00:00,-0.01958224543080933,0.004258235034995783,2020-03-06 15:30:00-05:00,1400_1540,40_60
2020-03-09,QQQ_TQQQ_SQQQ,SQQQ,2020-03-09 13:52:00+00:00,2020-03-09 13:53:00+00:00,2020-03-09 14:08:00+00:00,-0.04473085670962851,0.006042347556079353,2020-03-09 09:52:00-04:00,pre1000,60_100
2020-03-09,QQQ_TQQQ_SQQQ,TQQQ,2020-03-09 14:21:00+00:00,2020-03-09 14:22:00+00:00,2020-03-09 14:37:00+00:00,-0.0074740695546066105,0.004025771379674747,2020-03-09 10:21:00-04:00,1000_1200,40_60
2020-03-09,QQQ_TQQQ_SQQQ,SQQQ,2020-03-09 18:15:00+00:00,2020-03-09 18:16:00+00:00,2020-03-09 18:31:00+00:00,0.021803024428072915,0.004547544836748241,2020-03-09 14:15:00-04:00,1400_1540,40_60
2020-03-09,QQQ_TQQQ_SQQQ,SQQQ,2020-03-09 18:50:00+00:00,2020-03-09 18:51:00+00:00,2020-03-09 19:06:00+00:00,-0.01212202609363,0.005910256008297754,2020-03-09 14:50:00-04:00,1400_1540,40_60
2020-03-09,QQQ_TQQQ_SQQQ,TQQQ,2020-03-09 19:29:00+00:00,2020-03-09 19:30:00+00:00,2020-03-09 19:45:00+00:00,0.0065532844437510285,0.004052684903748771,2020-03-09 15:29:00-04:00,1400_1540,40_60
2020-03-10,QQQ_TQQQ_SQQQ,TQQQ,2020-03-10 13:35:00+00:00,2020-03-10 13:36:00+00:00,2020-03-10 13:51:00+00:00,-0.007930272269189187,0.004190912714228667,2020-03-10 09:35:00-04:00,pre1000,40_60
2020-03-10,QQQ_TQQQ_SQQQ,TQQQ,2020-03-10 15:29:00+00:00,2020-03-10 15:30:00+00:00,2020-03-10 15:45:00+00:00,0.014172974714124598,0.005611958573542131,2020-03-10 11:29:00-04:00,1000_1200,40_60
2020-03-10,QQQ_TQQQ_SQQQ,SQQQ,2020-03-10 16:00:00+00:00,2020-03-10 16:01:00+00:00,2020-03-10 16:16:00+00:00,-0.031282753226437254,0.0053730426773104245,2020-03-10 12:00:00-04:00,1200_1400,40_60
2020-03-10,QQQ_TQQQ_SQQQ,SQQQ,2020-03-10 17:17:00+00:00,2020-03-10 17:18:00+00:00,2020-03-10 17:33:00+00:00,0.010517799352750767,0.004703859187699111,2020-03-10 13:17:00-04:00,1200_1400,40_60
2020-03-10,QQQ_TQQQ_SQQQ,SQQQ,2020-03-10 18:41:00+00:00,2020-03-10 18:42:00+00:00,2020-03-10 18:57:00+00:00,-0.008863320216166537,0.00438132648436329,2020-03-10 14:41:00-04:00,1400_1540,40_60
2020-03-11,QQQ_TQQQ_SQQQ,SQQQ,2020-03-11 19:28:00+00:00,2020-03-11 19:29:00+00:00,2020-03-11 19:44:00+00:00,-0.021595330739299645,0.004866180048662017,2020-03-11 15:28:00-04:00,1400_1540,40_60
2020-03-12,QQQ_TQQQ_SQQQ,SQQQ,2020-03-12 13:54:00+00:00,2020-03-12 13:55:00+00:00,2020-03-12 14:10:00+00:00,-0.027410512737826576,0.00854271356783931,2020-03-12 09:54:00-04:00,pre1000,60_100
2020-03-12,QQQ_TQQQ_SQQQ,SQQQ,2020-03-12 14:15:00+00:00,2020-03-12 14:16:00+00:00,2020-03-12 14:31:00+00:00,-0.0024035617336745085,0.004767612924317488,2020-03-12 10:15:00-04:00,1000_1200,40_60
2020-03-12,QQQ_TQQQ_SQQQ,TQQQ,2020-03-12 14:32:00+00:00,2020-03-12 14:33:00+00:00,2020-03-12 14:48:00+00:00,0.00294290759270166,0.004003029319485041,2020-03-12 10:32:00-04:00,1000_1200,40_60
2020-03-12,QQQ_TQQQ_SQQQ,SQQQ,2020-03-12 15:15:00+00:00,2020-03-12 15:16:00+00:00,2020-03-12 15:31:00+00:00,0.011787557873450094,0.004001973576009954,2020-03-12 11:15:00-04:00,1000_1200,40_60
2020-03-12,QQQ_TQQQ_SQQQ,SQQQ,2020-03-12 16:53:00+00:00,2020-03-12 16:54:00+00:00,2020-03-12 17:09:00+00:00,-0.06289639192320429,0.007944827586206848,2020-03-12 12:53:00-04:00,1200_1400,60_100
2020-03-12,QQQ_TQQQ_SQQQ,TQQQ,2020-03-12 17:11:00+00:00,2020-03-12 17:12:00+00:00,2020-03-12 17:27:00+00:00,-0.019417475728155442,0.006577891865875318,2020-03-12 13:11:00-04:00,1200_1400,60_100
2020-03-12,QQQ_TQQQ_SQQQ,SQQQ,2020-03-12 17:28:00+00:00,2020-03-12 17:29:00+00:00,2020-03-12 17:44:00+00:00,0.04671024085183162,0.004432911666126138,2020-03-12 13:28:00-04:00,1200_1400,40_60
2020-03-12,QQQ_TQQQ_SQQQ,SQQQ,2020-03-12 17:48:00+00:00,2020-03-12 17:49:00+00:00,2020-03-12 18:04:00+00:00,0.009405441719852137,0.004589913119501743,2020-03-12 13:48:00-04:00,1200_1400,40_60
2020-03-12,QQQ_TQQQ_SQQQ,SQQQ,2020-03-12 18:48:00+00:00,2020-03-12 18:49:00+00:00,2020-03-12 19:04:00+00:00,0.026288964177203944,0.005123120145430482,2020-03-12 14:48:00-04:00,1400_1540,40_60
2020-03-12,QQQ_TQQQ_SQQQ,SQQQ,2020-03-12 19:10:00+00:00,2020-03-12 19:11:00+00:00,2020-03-12 19:26:00+00:00,0.027622492601118154,0.007351315498562938,2020-03-12 15:10:00-04:00,1400_1540,60_100
2020-03-12,QQQ_TQQQ_SQQQ,SQQQ,2020-03-12 19:32:00+00:00,2020-03-12 19:33:00+00:00,2020-03-12 19:48:00+00:00,0.004810776138550299,0.00471367109533638,2020-03-12 15:32:00-04:00,1400_1540,40_60
2020-03-13,QQQ_TQQQ_SQQQ,TQQQ,2020-03-13 13:39:00+00:00,2020-03-13 13:40:00+00:00,2020-03-13 13:55:00+00:00,-0.0316526442307693,0.006024420418482057,2020-03-13 09:39:00-04:00,pre1000,60_100
2020-03-13,QQQ_TQQQ_SQQQ,SQQQ,2020-03-13 13:58:00+00:00,2020-03-13 13:59:00+00:00,2020-03-13 14:14:00+00:00,-0.011627307503273787,0.00455068808596959,2020-03-13 09:58:00-04:00,pre1000,40_60
2020-03-13,QQQ_TQQQ_SQQQ,SQQQ,2020-03-13 14:17:00+00:00,2020-03-13 14:18:00+00:00,2020-03-13 14:33:00+00:00,-0.001776198934280493,0.004399543751018253,2020-03-13 10:17:00-04:00,1000_1200,40_60
2020-03-13,QQQ_TQQQ_SQQQ,TQQQ,2020-03-13 15:10:00+00:00,2020-03-13 15:11:00+00:00,2020-03-13 15:26:00+00:00,-0.00866183781064378,0.004143495801984476,2020-03-13 11:10:00-04:00,1000_1200,40_60
2020-03-13,QQQ_TQQQ_SQQQ,SQQQ,2020-03-13 15:35:00+00:00,2020-03-13 15:36:00+00:00,2020-03-13 15:51:00+00:00,0.03236351748937549,0.004679665738161587,2020-03-13 11:35:00-04:00,1000_1200,40_60
2020-03-13,QQQ_TQQQ_SQQQ,SQQQ,2020-03-13 15:56:00+00:00,2020-03-13 15:57:00+00:00,2020-03-13 16:12:00+00:00,0.010624169986719778,0.004435573297848716,2020-03-13 11:56:00-04:00,1000_1200,40_60
2020-03-13,QQQ_TQQQ_SQQQ,SQQQ,2020-03-13 16:33:00+00:00,2020-03-13 16:34:00+00:00,2020-03-13 16:49:00+00:00,-0.010899182561307952,0.004401166309071725,2020-03-13 12:33:00-04:00,1200_1400,40_60
2020-03-13,QQQ_TQQQ_SQQQ,SQQQ,2020-03-13 17:12:00+00:00,2020-03-13 17:13:00+00:00,2020-03-13 17:28:00+00:00,-0.02810681273536464,0.0045037622892294404,2020-03-13 13:12:00-04:00,1200_1400,40_60
2020-03-13,QQQ_TQQQ_SQQQ,SQQQ,2020-03-13 17:40:00+00:00,2020-03-13 17:41:00+00:00,2020-03-13 17:56:00+00:00,-0.0033670033670033517,0.004624088782504643,2020-03-13 13:40:00-04:00,1200_1400,40_60
2020-03-13,QQQ_TQQQ_SQQQ,TQQQ,2020-03-13 18:00:00+00:00,2020-03-13 18:01:00+00:00,2020-03-13 18:16:00+00:00,-0.01734220608993764,0.004434110203860864,2020-03-13 14:00:00-04:00,1400_1540,40_60
2020-03-13,QQQ_TQQQ_SQQQ,SQQQ,2020-03-13 19:00:00+00:00,2020-03-13 19:01:00+00:00,2020-03-13 19:16:00+00:00,-0.003142458100558687,0.004478916320734161,2020-03-13 15:00:00-04:00,1400_1540,40_60
2020-03-13,QQQ_TQQQ_SQQQ,TQQQ,2020-03-13 19:31:00+00:00,2020-03-13 19:32:00+00:00,2020-03-13 19:47:00+00:00,0.07487179487179474,0.008345978755690542,2020-03-13 15:31:00-04:00,1400_1540,60_100
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 13:45:00+00:00,2020-03-16 13:46:00+00:00,2020-03-16 14:01:00+00:00,-0.052145214521452155,0.008396501457725858,2020-03-16 09:45:00-04:00,pre1000,60_100
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 14:05:00+00:00,2020-03-16 14:06:00+00:00,2020-03-16 14:21:00+00:00,0.007442021460713155,0.007463111718794435,2020-03-16 10:05:00-04:00,1000_1200,60_100
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 14:31:00+00:00,2020-03-16 14:32:00+00:00,2020-03-16 14:47:00+00:00,-0.033735795454545414,0.005395380205698741,2020-03-16 10:31:00-04:00,1000_1200,40_60
2020-03-16,QQQ_TQQQ_SQQQ,TQQQ,2020-03-16 14:56:00+00:00,2020-03-16 14:57:00+00:00,2020-03-16 15:12:00+00:00,0.0504014272970561,0.005290422131599248,2020-03-16 10:56:00-04:00,1000_1200,40_60
2020-03-16,QQQ_TQQQ_SQQQ,TQQQ,2020-03-16 15:33:00+00:00,2020-03-16 15:34:00+00:00,2020-03-16 15:49:00+00:00,-0.027266582171525222,0.005426524853483827,2020-03-16 11:33:00-04:00,1000_1200,40_60
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 15:59:00+00:00,2020-03-16 16:00:00+00:00,2020-03-16 16:15:00+00:00,0.017293233082706694,0.00796615756510266,2020-03-16 11:59:00-04:00,1000_1200,60_100
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 16:35:00+00:00,2020-03-16 16:36:00+00:00,2020-03-16 16:51:00+00:00,0.027495040510225,0.006155670785525258,2020-03-16 12:35:00-04:00,1200_1400,60_100
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 17:55:00+00:00,2020-03-16 17:56:00+00:00,2020-03-16 18:11:00+00:00,0.01879120879120877,0.00444069702079819,2020-03-16 13:55:00-04:00,1200_1400,40_60
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 18:29:00+00:00,2020-03-16 18:30:00+00:00,2020-03-16 18:45:00+00:00,-0.0017507002801119276,0.004066418163334529,2020-03-16 14:29:00-04:00,1400_1540,40_60
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 18:51:00+00:00,2020-03-16 18:52:00+00:00,2020-03-16 19:07:00+00:00,-0.009883515707730273,0.004393376140588101,2020-03-16 14:51:00-04:00,1400_1540,40_60
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 19:16:00+00:00,2020-03-16 19:17:00+00:00,2020-03-16 19:32:00+00:00,0.03925531914893621,0.00415706982753794,2020-03-16 15:16:00-04:00,1400_1540,40_60
2020-03-16,QQQ_TQQQ_SQQQ,SQQQ,2020-03-16 19:39:00+00:00,2020-03-16 19:40:00+00:00,2020-03-16 19:55:00+00:00,0.012891075670173224,0.00418625989218957,2020-03-16 15:39:00-04:00,1400_1540,40_60
2020-03-17,QQQ_TQQQ_SQQQ,TQQQ,2020-03-17 13:35:00+00:00,2020-03-17 13:36:00+00:00,2020-03-17 13:51:00+00:00,-0.045128205128205034,0.005461061493827746,2020-03-17 09:35:00-04:00,pre1000,40_60
2020-03-17,QQQ_TQQQ_SQQQ,TQQQ,2020-03-17 13:54:00+00:00,2020-03-17 13:55:00+00:00,2020-03-17 14:10:00+00:00,0.030962921970116186,0.006471548507462788,2020-03-17 09:54:00-04:00,pre1000,60_100
2020-03-17,QQQ_TQQQ_SQQQ,SQQQ,2020-03-17 14:10:00+00:00,2020-03-17 14:11:00+00:00,2020-03-17 14:26:00+00:00,-0.0165744008295563,0.005113603347085771,2020-03-17 10:10:00-04:00,1000_1200,40_60
2020-03-17,QQQ_TQQQ_SQQQ,SQQQ,2020-03-17 14:28:00+00:00,2020-03-17 14:29:00+00:00,2020-03-17 14:44:00+00:00,-0.013233264320220872,0.004139358399448012,2020-03-17 10:28:00-04:00,1000_1200,40_60
2020-03-17,QQQ_TQQQ_SQQQ,SQQQ,2020-03-17 15:09:00+00:00,2020-03-17 15:10:00+00:00,2020-03-17 15:25:00+00:00,-0.0018230178416663856,0.005623664379709847,2020-03-17 11:09:00-04:00,1000_1200,40_60
2020-03-17,QQQ_TQQQ_SQQQ,SQQQ,2020-03-17 16:06:00+00:00,2020-03-17 16:07:00+00:00,2020-03-17 16:22:00+00:00,0.0212244897959184,0.004501290003842584,2020-03-17 12:06:00-04:00,1200_1400,40_60
2020-03-17,QQQ_TQQQ_SQQQ,TQQQ,2020-03-17 16:33:00+00:00,2020-03-17 16:34:00+00:00,2020-03-17 16:49:00+00:00,-0.015023474178403773,0.0040802823114248765,2020-03-17 12:33:00-04:00,1200_1400,40_60
2020-03-17,QQQ_TQQQ_SQQQ,SQQQ,2020-03-17 16:59:00+00:00,2020-03-17 17:00:00+00:00,2020-03-17 17:15:00+00:00,0.04653802497162318,0.00402909904868487,2020-03-17 12:59:00-04:00,1200_1400,40_60
2020-03-17,QQQ_TQQQ_SQQQ,SQQQ,2020-03-17 17:23:00+00:00,2020-03-17 17:24:00+00:00,2020-03-17 17:39:00+00:00,-0.019156467195332594,0.005362989725640865,2020-03-17 13:23:00-04:00,1200_1400,40_60
2020-03-17,QQQ_TQQQ_SQQQ,TQQQ,2020-03-17 18:01:00+00:00,2020-03-17 18:02:00+00:00,2020-03-17 18:17:00+00:00,0.040162078417351976,0.005098365198115795,2020-03-17 14:01:00-04:00,1400_1540,40_60
2020-03-17,QQQ_TQQQ_SQQQ,TQQQ,2020-03-17 18:21:00+00:00,2020-03-17 18:22:00+00:00,2020-03-17 18:37:00+00:00,0.020862308762169546,0.006625780308838092,2020-03-17 14:21:00-04:00,1400_1540,60_100
2020-03-17,QQQ_TQQQ_SQQQ,TQQQ,2020-03-17 18:44:00+00:00,2020-03-17 18:45:00+00:00,2020-03-17 19:00:00+00:00,-0.004880316058563761,0.00532235939643344,2020-03-17 14:44:00-04:00,1400_1540,40_60
2020-03-17,QQQ_TQQQ_SQQQ,TQQQ,2020-03-17 19:01:00+00:00,2020-03-17 19:02:00+00:00,2020-03-17 19:17:00+00:00,0.021476833976834087,0.007990234158251064,2020-03-17 15:01:00-04:00,1400_1540,60_100
2020-03-17,QQQ_TQQQ_SQQQ,TQQQ,2020-03-17 19:20:00+00:00,2020-03-17 19:21:00+00:00,2020-03-17 19:36:00+00:00,0.03961370560574484,0.005224834639541931,2020-03-17 15:20:00-04:00,1400_1540,40_60
2020-03-18,QQQ_TQQQ_SQQQ,SQQQ,2020-03-18 13:40:00+00:00,2020-03-18 13:41:00+00:00,2020-03-18 13:56:00+00:00,-0.022274603933179704,0.005805932398252445,2020-03-18 09:40:00-04:00,pre1000,40_60
2020-03-18,QQQ_TQQQ_SQQQ,SQQQ,2020-03-18 13:58:00+00:00,2020-03-18 13:59:00+00:00,2020-03-18 14:14:00+00:00,-0.002584933530280553,0.0042608794455174515,2020-03-18 09:58:00-04:00,pre1000,40_60
2020-03-18,QQQ_TQQQ_SQQQ,TQQQ,2020-03-18 14:17:00+00:00,2020-03-18 14:18:00+00:00,2020-03-18 14:33:00+00:00,-0.00027369992535442034,0.0040431266846361336,2020-03-18 10:17:00-04:00,1000_1200,40_60
2020-03-18,QQQ_TQQQ_SQQQ,TQQQ,2020-03-18 14:45:00+00:00,2020-03-18 14:46:00+00:00,2020-03-18 15:01:00+00:00,-0.02660747787290052,0.004885993485342022,2020-03-18 10:45:00-04:00,1000_1200,40_60
2020-03-18,QQQ_TQQQ_SQQQ,TQQQ,2020-03-18 15:03:00+00:00,2020-03-18 15:04:00+00:00,2020-03-18 15:19:00+00:00,-0.014014650854200505,0.004494053527072661,2020-03-18 11:03:00-04:00,1000_1200,40_60
2020-03-18,QQQ_TQQQ_SQQQ,SQQQ,2020-03-18 15:20:00+00:00,2020-03-18 15:21:00+00:00,2020-03-18 15:36:00+00:00,0.00832130362266148,0.004925544100801815,2020-03-18 11:20:00-04:00,1000_1200,40_60
2020-03-18,QQQ_TQQQ_SQQQ,TQQQ,2020-03-18 15:39:00+00:00,2020-03-18 15:40:00+00:00,2020-03-18 15:55:00+00:00,0.035966631355932144,0.004242528340776319,2020-03-18 11:39:00-04:00,1000_1200,40_60
2020-03-18,QQQ_TQQQ_SQQQ,SQQQ,2020-03-18 16:06:00+00:00,2020-03-18 16:07:00+00:00,2020-03-18 16:22:00+00:00,0.016654598117306296,0.004580589750930342,2020-03-18 12:06:00-04:00,1200_1400,40_60
2020-03-18,QQQ_TQQQ_SQQQ,SQQQ,2020-03-18 16:44:00+00:00,2020-03-18 16:45:00+00:00,2020-03-18 17:14:00+00:00,0.03984347207399508,0.005193628441161113,2020-03-18 12:44:00-04:00,1200_1400,40_60
2020-03-18,QQQ_TQQQ_SQQQ,SQQQ,2020-03-18 17:19:00+00:00,2020-03-18 17:20:00+00:00,2020-03-18 17:35:00+00:00,0.044596912521440935,0.004920625622400587,2020-03-18 13:19:00-04:00,1200_1400,40_60
2020-03-18,QQQ_TQQQ_SQQQ,SQQQ,2020-03-18 17:35:00+00:00,2020-03-18 17:36:00+00:00,2020-03-18 17:51:00+00:00,-0.0066489361702127825,0.004901523928348528,2020-03-18 13:35:00-04:00,1200_1400,40_60
2020-03-18,QQQ_TQQQ_SQQQ,SQQQ,2020-03-18 18:16:00+00:00,2020-03-18 18:17:00+00:00,2020-03-18 18:32:00+00:00,0.015511551155115377,0.004110674291160299,2020-03-18 14:16:00-04:00,1400_1540,40_60
2020-03-18,QQQ_TQQQ_SQQQ,SQQQ,2020-03-18 18:44:00+00:00,2020-03-18 18:45:00+00:00,2020-03-18 19:00:00+00:00,-0.03676470588235303,0.004265908282971909,2020-03-18 14:44:00-04:00,1400_1540,40_60
2020-03-18,QQQ_TQQQ_SQQQ,TQQQ,2020-03-18 19:02:00+00:00,2020-03-18 19:03:00+00:00,2020-03-18 19:18:00+00:00,-0.0008424599831508006,0.004772714044584125,2020-03-18 15:02:00-04:00,1400_1540,40_60
2020-03-18,QQQ_TQQQ_SQQQ,TQQQ,2020-03-18 19:20:00+00:00,2020-03-18 19:21:00+00:00,2020-03-18 19:36:00+00:00,-0.016234690971233312,0.006069448497227903,2020-03-18 15:20:00-04:00,1400_1540,60_100
2020-03-19,QQQ_TQQQ_SQQQ,TQQQ,2020-03-19 13:41:00+00:00,2020-03-19 13:42:00+00:00,2020-03-19 13:57:00+00:00,0.08356391809629216,0.004279221679224898,2020-03-19 09:41:00-04:00,pre1000,40_60
2020-03-19,QQQ_TQQQ_SQQQ,SQQQ,2020-03-19 13:59:00+00:00,2020-03-19 14:00:00+00:00,2020-03-19 14:15:00+00:00,-0.056053811659192876,0.006429587482219112,2020-03-19 09:59:00-04:00,pre1000,60_100
2020-03-19,QQQ_TQQQ_SQQQ,TQQQ,2020-03-19 14:17:00+00:00,2020-03-19 14:18:00+00:00,2020-03-19 14:33:00+00:00,0.0016855285335901637,0.004045217776792787,2020-03-19 10:17:00-04:00,1000_1200,40_60
2020-03-19,QQQ_TQQQ_SQQQ,TQQQ,2020-03-19 14:38:00+00:00,2020-03-19 14:39:00+00:00,2020-03-19 14:54:00+00:00,-0.03340757238307335,0.004252937884722918,2020-03-19 10:38:00-04:00,1000_1200,40_60
2020-03-19,QQQ_TQQQ_SQQQ,SQQQ,2020-03-19 15:00:00+00:00,2020-03-19 15:01:00+00:00,2020-03-19 15:16:00+00:00,-0.0079605761940863,0.004462389880280027,2020-03-19 11:00:00-04:00,1000_1200,40_60
2020-03-19,QQQ_TQQQ_SQQQ,TQQQ,2020-03-19 15:39:00+00:00,2020-03-19 15:40:00+00:00,2020-03-19 15:55:00+00:00,0.004502369668246464,0.004188481675392652,2020-03-19 11:39:00-04:00,1000_1200,40_60
2020-03-19,QQQ_TQQQ_SQQQ,TQQQ,2020-03-19 15:57:00+00:00,2020-03-19 15:58:00+00:00,2020-03-19 16:13:00+00:00,-0.034240038177045906,0.005188783395893126,2020-03-19 11:57:00-04:00,1000_1200,40_60
2020-03-19,QQQ_TQQQ_SQQQ,SQQQ,2020-03-19 16:20:00+00:00,2020-03-19 16:21:00+00:00,2020-03-19 16:36:00+00:00,0.01996161228406912,0.004046307744183464,2020-03-19 12:20:00-04:00,1200_1400,40_60
2020-03-19,QQQ_TQQQ_SQQQ,TQQQ,2020-03-19 17:14:00+00:00,2020-03-19 17:15:00+00:00,2020-03-19 17:30:00+00:00,-0.0012054001928639702,0.00509469487207892,2020-03-19 13:14:00-04:00,1200_1400,40_60
