family,rule,target,stop,hold,trades,net_return,mean_bp,target_rate,green_rate,top_abs_share,beta,cut
simple,green_ge_15,1,1,3,11,-0.0007003409377198677,-0.6366735797453342,0.45454545454545453,0.45454545454545453,0.12510622588521847,,
simple,rvol_ge_3,1,1,3,48,-0.004160800964154943,-0.8668335341989464,0.3958333333333333,0.3958333333333333,0.03168663519132415,,
simple,rvol_ge_4,1,1,3,30,-0.0021902532111540696,-0.7300844037180232,0.43333333333333335,0.43333333333333335,0.04704429090371728,,
simple,rvol_ge_5,1,1,3,14,-0.0013577754312318335,-0.9698395937370239,0.35714285714285715,0.35714285714285715,0.0965591649160625,,
simple,prior3_bp_ge_0,1,1,3,79,-0.00787637890265902,-0.997009987678357,0.35443037974683544,0.35443037974683544,0.018895320310110958,,
simple,prior3_bp_ge_5,1,1,3,74,-0.007119065741764352,-0.9620359110492368,0.36486486486486486,0.36486486486486486,0.020344854558200745,,
simple,prior3_bp_ge_10,1,1,3,48,-0.0047222503905891555,-0.9838021647060741,0.3541666666666667,0.3541666666666667,0.03145917015956167,,
simple,prior3_bp_le_0,1,1,3,12,-0.0006379605094257723,-0.5316337578548103,0.5,0.5,0.1249322271045954,,
simple,prior3_bp_le_-5,1,1,3,4,9.76320666425945e-05,0.24408016660648624,0.75,0.75,0.410698373528808,,
simple,prior5_bp_ge_0,1,1,3,75,-0.007309588385346344,-0.9746117847128458,0.36,0.36,0.020010044909672536,,
simple,prior5_bp_ge_5,1,1,3,71,-0.007427307893795088,-1.0460997033514208,0.3380281690140845,0.3380281690140845,0.020883748260009237,,
simple,prior5_bp_ge_10,1,1,3,55,-0.006542829860659349,-1.1896054292107907,0.2909090909090909,0.2909090909090909,0.02641966352759609,,
simple,prior5_bp_le_0,1,1,3,15,-0.001306569504755939,-0.8710463365039594,0.4,0.4,0.09290821174588305,,
simple,prior5_bp_le_-5,1,1,3,12,-0.0009687642702673749,-0.8073035585561457,0.4166666666666667,0.4166666666666667,0.11875063592487656,,
simple,range_ge_10,1,1,3,61,-0.005981406660062416,-0.9805584688626912,0.36065573770491804,0.36065573770491804,0.0247050483878974,,
simple,range_ge_15,1,1,3,26,-0.002887588985110101,-1.1106111481192695,0.3076923076923077,0.3076923076923077,0.053536130975637766,,
simple,range_ge_20,1,1,3,15,-0.0015471142554422945,-1.0314095036281965,0.3333333333333333,0.3333333333333333,0.09332617616607582,,
simple,close_loc_ge_0.75,1,1,3,69,-0.006639940110921061,-0.9623101610030523,0.36231884057971014,0.36231884057971014,0.020094617239088796,,
simple,close_loc_ge_0.9,1,1,3,43,-0.004323738203418581,-1.0055205124229258,0.3488372093023256,0.3488372093023256,0.03222152752847034,,
simple,early,1,1,3,22,-0.0021786505889087593,-0.9902957222312543,0.36363636363636365,0.36363636363636365,0.06238010625080689,,
simple,midday,1,1,3,40,-0.003378534189565352,-0.844633547391338,0.4,0.4,0.03849448837394547,,
simple,late,1,1,3,29,-0.0029571546336106813,-1.0197084943485109,0.3448275862068966,0.3448275862068966,0.04795297214341466,,
simple,green10_rvol3,1,1,3,15,-0.0018359059877757211,-1.2239373251838142,0.26666666666666666,0.26666666666666666,0.0807082042301748,,
simple,rvol3_prior3_pos,1,1,3,41,-0.004254623820448389,-1.0377131269386315,0.34146341463414637,0.34146341463414637,0.03597094524771777,,
simple,rvol3_prior3_neg,1,1,3,7,9.382285629344622e-05,0.13403265184778032,0.7142857142857143,0.7142857142857143,0.24692393958891523,,
simple,range15_close90,1,1,3,11,-0.0010134979906387676,-0.9213618096716069,0.36363636363636365,0.36363636363636365,0.11114154757363646,,
simple,all,1,2,1,91,-0.006348095719002189,-0.6975929361540867,0.5714285714285714,0.5714285714285714,0.018793943598151466,,
simple,green_ge_7.5,1,2,1,55,-0.004581135178151063,-0.8329336687547388,0.5454545454545454,0.5454545454545454,0.029944104540287363,,
simple,green_ge_10,1,2,1,31,-0.0013380236663925738,-0.4316205375459915,0.6451612903225806,0.6451612903225806,0.05962826853280477,,
simple,green_ge_15,1,2,1,11,0.0011621975504148008,1.0565432276498188,1.0,1.0,0.0998671727176343,,
simple,rvol_ge_3,1,2,1,48,-0.0032345787687620975,-0.673870576825437,0.5833333333333334,0.5833333333333334,0.03550100457527979,,
simple,rvol_ge_4,1,2,1,30,-0.0009721282679321375,-0.32404275597737914,0.6666666666666666,0.6666666666666666,0.062327187013152784,,
simple,rvol_ge_5,1,2,1,14,-0.0010130513682340414,-0.7236081201671725,0.5714285714285714,0.5714285714285714,0.11562563913543533,,
simple,prior3_bp_ge_0,1,2,1,79,-0.006382808317083932,-0.8079504198840421,0.5443037974683544,0.5443037974683544,0.02103835415153448,,
simple,prior3_bp_ge_5,1,2,1,74,-0.005678728476178452,-0.767395740024115,0.5540540540540541,0.5540540540540541,0.022738863016619662,,
simple,prior3_bp_ge_10,1,2,1,48,-0.0026443347422702157,-0.5509030713062949,0.6041666666666666,0.6041666666666666,0.037382439824955906,,
simple,prior3_bp_le_0,1,2,1,12,3.4712598081743096e-05,0.028927165068119244,0.75,0.75,0.17172066337758538,,
simple,prior3_bp_le_-5,1,2,1,4,1.4628704670172077e-05,0.03657176167543019,0.75,0.75,0.488383380543065,,
simple,prior5_bp_ge_0,1,2,1,75,-0.005972524351446462,-0.7963365801928616,0.5466666666666666,0.5466666666666666,0.02224797255136175,,
simple,prior5_bp_ge_5,1,2,1,71,-0.006421861208902091,-0.904487494211562,0.5211267605633803,0.5211267605633803,0.022944921947125514,,
simple,prior5_bp_ge_10,1,2,1,55,-0.0052305366069841375,-0.9510066558152978,0.509090909090909,0.509090909090909,0.029483473607912158,,
simple,prior5_bp_le_0,1,2,1,15,-0.0004773898455732173,-0.3182598970488115,0.6666666666666666,0.6666666666666666,0.1235891738980259,,
simple,prior5_bp_le_-5,1,2,1,12,-0.0003929742027481975,-0.3274785022901646,0.6666666666666666,0.6666666666666666,0.15565047950830982,,
simple,range_ge_10,1,2,1,61,-0.0039945370185373585,-0.6548421341864522,0.5901639344262295,0.5901639344262295,0.02848372276217087,,
simple,range_ge_15,1,2,1,26,-0.0010082087803694462,-0.38777260783440237,0.6538461538461539,0.6538461538461539,0.07221030997714392,,
simple,range_ge_20,1,2,1,15,-0.0004780731678220018,-0.3187154452146679,0.6666666666666666,0.6666666666666666,0.12021719646349549,,
simple,close_loc_ge_0.75,1,2,1,69,-0.004470754423064438,-0.6479354236325272,0.5797101449275363,0.5797101449275363,0.025022893924243794,,
simple,close_loc_ge_0.9,1,2,1,43,-0.003148231461070461,-0.7321468514117351,0.5581395348837209,0.5581395348837209,0.039773285208138484,,
simple,early,1,2,1,22,-0.001818854902335243,-0.8267522283342014,0.5454545454545454,0.5454545454545454,0.07170382051064676,,
simple,midday,1,2,1,40,-0.0021930064277643213,-0.5482516069410803,0.6,0.6,0.04412094310033408,,
simple,late,1,2,1,29,-0.002336234388902625,-0.8055980651388361,0.5517241379310345,0.5517241379310345,0.05696413982368391,,
simple,green10_rvol3,1,2,1,15,-0.0005248337296099859,-0.3498891530733239,0.6666666666666666,0.6666666666666666,0.12629229736712863,,
simple,rvol3_prior3_pos,1,2,1,41,-0.003981083071462055,-0.970995871088306,0.5121951219512195,0.5121951219512195,0.03861003779185209,,
simple,rvol3_prior3_neg,1,2,1,7,0.0007465043026999574,1.0664347181427962,1.0,1.0,0.1566298751991627,,
simple,range15_close90,1,2,1,11,-0.0001159737136913197,-0.10543064881029064,0.7272727272727273,0.7272727272727273,0.18610298926871235,,
simple,all,1,2,3,91,-0.0061461693098695536,-0.6754032208647862,0.5824175824175825,0.5824175824175825,0.01879188276146214,,
simple,green_ge_7.5,1,2,3,55,-0.004581135178151063,-0.8329336687547388,0.5454545454545454,0.5454545454545454,0.029944104540287363,,
simple,green_ge_10,1,2,3,31,-0.0013380236663925738,-0.4316205375459915,0.6451612903225806,0.6451612903225806,0.05962826853280477,,
simple,green_ge_15,1,2,3,11,0.0011621975504148008,1.0565432276498188,1.0,1.0,0.0998671727176343,,
simple,rvol_ge_3,1,2,3,48,-0.0032345787687620975,-0.673870576825437,0.5833333333333334,0.5833333333333334,0.03550100457527979,,
simple,rvol_ge_4,1,2,3,30,-0.0009721282679321375,-0.32404275597737914,0.6666666666666666,0.6666666666666666,0.062327187013152784,,
simple,rvol_ge_5,1,2,3,14,-0.0010130513682340414,-0.7236081201671725,0.5714285714285714,0.5714285714285714,0.11562563913543533,,
simple,prior3_bp_ge_0,1,2,3,79,-0.006180881907951297,-0.7823901149305439,0.5569620253164557,0.5569620253164557,0.021035763728150646,,
simple,prior3_bp_ge_5,1,2,3,74,-0.005476802067045816,-0.7401083874386238,0.5675675675675675,0.5675675675675675,0.02273583693667533,,
simple,prior3_bp_ge_10,1,2,3,48,-0.00244240833313758,-0.5088350694036625,0.625,0.625,0.037374261940428574,,
simple,prior3_bp_le_0,1,2,3,12,3.4712598081743096e-05,0.028927165068119244,0.75,0.75,0.17172066337758538,,
simple,prior3_bp_le_-5,1,2,3,4,1.4628704670172077e-05,0.03657176167543019,0.75,0.75,0.488383380543065,,
simple,prior5_bp_ge_0,1,2,3,75,-0.0057705979423138265,-0.7694130589751769,0.56,0.56,0.02224507570785617,,
simple,prior5_bp_ge_5,1,2,3,71,-0.006219934799769455,-0.8760471548971064,0.5352112676056338,0.5352112676056338,0.022941840777896374,,
simple,prior5_bp_ge_10,1,2,3,55,-0.005028610197851502,-0.9142927632457276,0.5272727272727272,0.5272727272727272,0.029478386358134857,,
simple,prior5_bp_le_0,1,2,3,15,-0.0004773898455732173,-0.3182598970488115,0.6666666666666666,0.6666666666666666,0.1235891738980259,,
simple,prior5_bp_le_-5,1,2,3,12,-0.0003929742027481975,-0.3274785022901646,0.6666666666666666,0.6666666666666666,0.15565047950830982,,
simple,range_ge_10,1,2,3,61,-0.0039945370185373585,-0.6548421341864522,0.5901639344262295,0.5901639344262295,0.02848372276217087,,
simple,range_ge_15,1,2,3,26,-0.0010082087803694462,-0.38777260783440237,0.6538461538461539,0.6538461538461539,0.07221030997714392,,
simple,range_ge_20,1,2,3,15,-0.0004780731678220018,-0.3187154452146679,0.6666666666666666,0.6666666666666666,0.12021719646349549,,
simple,close_loc_ge_0.75,1,2,3,69,-0.0042688280139318024,-0.6186707266567829,0.5942028985507246,0.5942028985507246,0.02501924077827548,,
simple,close_loc_ge_0.9,1,2,3,43,-0.0029463050519378253,-0.6851872213808896,0.5813953488372093,0.5813953488372093,0.039764056572247894,,
simple,early,1,2,3,22,-0.001818854902335243,-0.8267522283342014,0.5454545454545454,0.5454545454545454,0.07170382051064676,,
simple,midday,1,2,3,40,-0.0019910800186316857,-0.4977700046579214,0.625,0.625,0.04410936345039805,,
simple,late,1,2,3,29,-0.002336234388902625,-0.8055980651388361,0.5517241379310345,0.5517241379310345,0.05696413982368391,,
simple,green10_rvol3,1,2,3,15,-0.0005248337296099859,-0.3498891530733239,0.6666666666666666,0.6666666666666666,0.12629229736712863,,
simple,rvol3_prior3_pos,1,2,3,41,-0.003981083071462055,-0.970995871088306,0.5121951219512195,0.5121951219512195,0.03861003779185209,,
simple,rvol3_prior3_neg,1,2,3,7,0.0007465043026999574,1.0664347181427962,1.0,1.0,0.1566298751991627,,
simple,range15_close90,1,2,3,11,-0.0001159737136913197,-0.10543064881029064,0.7272727272727273,0.7272727272727273,0.18610298926871235,,
simple,all,1,3,1,91,-0.00572553841579726,-0.6291800456920066,0.6593406593406593,0.6593406593406593,0.023203388313953976,,
simple,green_ge_7.5,1,3,1,55,-0.0039489683505145035,-0.7179942455480915,0.6545454545454545,0.6545454545454545,0.03686492672381625,,
simple,green_ge_10,1,3,1,31,-0.000864608314790738,-0.27890590799701226,0.7419354838709677,0.7419354838709677,0.0752660982627524,,
simple,green_ge_15,1,3,1,11,0.0011621975504148008,1.0565432276498188,1.0,1.0,0.0998671727176343,,
simple,rvol_ge_3,1,3,1,48,-0.003112552196502305,-0.6484483742713136,0.6666666666666666,0.6666666666666666,0.043231649915547066,,
simple,rvol_ge_4,1,3,1,30,-0.0014501937001317744,-0.4833979000439248,0.7,0.7,0.0726567363396128,,
simple,rvol_ge_5,1,3,1,14,-0.0016055132422471141,-1.146795173033653,0.5714285714285714,0.5714285714285714,0.12426902135963544,,
simple,prior3_bp_ge_0,1,3,1,79,-0.005967495749484186,-0.7553792087954667,0.6329113924050633,0.6329113924050633,0.025867876868587665,,
simple,prior3_bp_ge_5,1,3,1,74,-0.005196696620399233,-0.7022563000539503,0.6486486486486487,0.6486486486486487,0.027928628055173446,,
simple,prior3_bp_ge_10,1,3,1,48,-0.001276022565554591,-0.2658380344905398,0.7291666666666666,0.7291666666666666,0.04703814804830347,,
simple,prior3_bp_le_0,1,3,1,12,0.0002419573336869263,0.2016311114057719,0.8333333333333334,0.8333333333333334,0.22344059743908165,,
simple,prior3_bp_le_-5,1,3,1,4,-8.912549779516166e-05,-0.22281374448790414,0.75,0.75,0.5607618845014275,,
simple,prior5_bp_ge_0,1,3,1,75,-0.005382171721471152,-0.7176228961961535,0.64,0.64,0.027554027519902997,,
simple,prior5_bp_ge_5,1,3,1,71,-0.005831508578926781,-0.8213392364685607,0.6197183098591549,0.6197183098591549,0.028364068904411753,,
simple,prior5_bp_ge_10,1,3,1,55,-0.0041665538717090556,-0.7575552494016464,0.6363636363636364,0.6363636363636364,0.036975087041581964,,
simple,prior5_bp_le_0,1,3,1,15,-0.00044518517234359845,-0.2967901148957323,0.7333333333333333,0.7333333333333333,0.146090506391454,,
simple,prior5_bp_le_-5,1,3,1,12,-0.00026198665623011763,-0.218322213525098,0.75,0.75,0.18700061527310338,,
simple,range_ge_10,1,3,1,61,-0.0039017615526917293,-0.6396330414248736,0.6721311475409836,0.6721311475409836,0.034510438036687414,,
simple,range_ge_15,1,3,1,26,-0.0008991778242373183,-0.3458376247066609,0.7307692307692307,0.7307692307692307,0.08812320346984696,,
simple,range_ge_20,1,3,1,15,-0.0010086285940449358,-0.6724190626966239,0.6666666666666666,0.6666666666666666,0.13734701260741727,,
simple,close_loc_ge_0.75,1,3,1,69,-0.0038876603183159997,-0.5634290316399999,0.6666666666666666,0.6666666666666666,0.031111503151685385,,
simple,close_loc_ge_0.9,1,3,1,43,-0.0020929068749098168,-0.48672252904879454,0.6744186046511628,0.6744186046511628,0.051841531297541474,,
simple,early,1,3,1,22,-0.0017542824265137646,-0.7974011029608021,0.6363636363636364,0.6363636363636364,0.08573594244014178,,
simple,midday,1,3,1,40,-0.002395396938071226,-0.5988492345178065,0.65,0.65,0.051628341730692986,,
simple,late,1,3,1,29,-0.0015758590512122694,-0.543399672831817,0.6896551724137931,0.6896551724137931,0.07358781045026241,,
simple,green10_rvol3,1,3,1,15,3.5984776374231586e-05,0.02398985091615439,0.8,0.8,0.1651641990496302,,
simple,rvol3_prior3_pos,1,3,1,41,-0.0038590564992022625,-0.9412332924883566,0.6097560975609756,0.6097560975609756,0.046708721656000006,,
simple,rvol3_prior3_neg,1,3,1,7,0.0007465043026999574,1.0664347181427962,1.0,1.0,0.1566298751991627,,
simple,range15_close90,1,3,1,11,0.00011136909996689592,0.10124463633354175,0.8181818181818182,0.8181818181818182,0.2346686040370203,,
simple,all,1,3,3,91,-0.005230083847191147,-0.5747344887023238,0.6813186813186813,0.6813186813186813,0.023277340406269376,,
simple,green_ge_7.5,1,3,3,55,-0.0039489683505145035,-0.7179942455480915,0.6545454545454545,0.6545454545454545,0.03686492672381625,,
simple,green_ge_10,1,3,3,31,-0.000864608314790738,-0.27890590799701226,0.7419354838709677,0.7419354838709677,0.0752660982627524,,
simple,green_ge_15,1,3,3,11,0.0011621975504148008,1.0565432276498188,1.0,1.0,0.0998671727176343,,
simple,rvol_ge_3,1,3,3,48,-0.003112552196502305,-0.6484483742713136,0.6666666666666666,0.6666666666666666,0.043231649915547066,,
simple,rvol_ge_4,1,3,3,30,-0.0014501937001317744,-0.4833979000439248,0.7,0.7,0.0726567363396128,,
simple,rvol_ge_5,1,3,3,14,-0.0016055132422471141,-1.146795173033653,0.5714285714285714,0.5714285714285714,0.12426902135963544,,
simple,prior3_bp_ge_0,1,3,3,79,-0.005472041180878073,-0.6926634406174775,0.6582278481012658,0.6582278481012658,0.025959821884753775,,
simple,prior3_bp_ge_5,1,3,3,74,-0.004994770211266597,-0.674968947468459,0.6621621621621622,0.6621621621621622,0.027925162479523265,,
simple,prior3_bp_ge_10,1,3,3,48,-0.0010740961564219553,-0.22377003258790734,0.75,0.75,0.04702777749159967,,
simple,prior3_bp_le_0,1,3,3,12,0.0002419573336869263,0.2016311114057719,0.8333333333333334,0.8333333333333334,0.22344059743908165,,
simple,prior3_bp_le_-5,1,3,3,4,-8.912549779516166e-05,-0.22281374448790414,0.75,0.75,0.5607618845014275,,
simple,prior5_bp_ge_0,1,3,3,75,-0.004886717152865039,-0.6515622870486719,0.6666666666666666,0.6666666666666666,0.027658373910566723,,
simple,prior5_bp_ge_5,1,3,3,71,-0.005336054010320668,-0.7515569028620659,0.647887323943662,0.647887323943662,0.028474653000451485,,
simple,prior5_bp_ge_10,1,3,3,55,-0.00396462746257642,-0.7208413568320764,0.6545454545454545,0.6545454545454545,0.036968963357176705,,
simple,prior5_bp_le_0,1,3,3,15,-0.00044518517234359845,-0.2967901148957323,0.7333333333333333,0.7333333333333333,0.146090506391454,,
simple,prior5_bp_le_-5,1,3,3,12,-0.00026198665623011763,-0.218322213525098,0.75,0.75,0.18700061527310338,,
simple,range_ge_10,1,3,3,61,-0.0039017615526917293,-0.6396330414248736,0.6721311475409836,0.6721311475409836,0.034510438036687414,,
simple,range_ge_15,1,3,3,26,-0.0008991778242373183,-0.3458376247066609,0.7307692307692307,0.7307692307692307,0.08812320346984696,,
simple,range_ge_20,1,3,3,15,-0.0010086285940449358,-0.6724190626966239,0.6666666666666666,0.6666666666666666,0.13734701260741727,,
simple,close_loc_ge_0.75,1,3,3,69,-0.0033922057497098868,-0.4916240216970851,0.6956521739130435,0.6956521739130435,0.031244598120135202,,
simple,close_loc_ge_0.9,1,3,3,43,-0.0015974523063037038,-0.37150053634969854,0.7209302325581395,0.7209302325581395,0.052212139486222976,,
simple,early,1,3,3,22,-0.0017542824265137646,-0.7974011029608021,0.6363636363636364,0.6363636363636364,0.08573594244014178,,
simple,midday,1,3,3,40,-0.001899942369465113,-0.47498559236627824,0.7,0.7,0.05201525345227639,,
simple,late,1,3,3,29,-0.0015758590512122694,-0.543399672831817,0.6896551724137931,0.6896551724137931,0.07358781045026241,,
simple,green10_rvol3,1,3,3,15,3.5984776374231586e-05,0.02398985091615439,0.8,0.8,0.1651641990496302,,
simple,rvol3_prior3_pos,1,3,3,41,-0.0038590564992022625,-0.9412332924883566,0.6097560975609756,0.6097560975609756,0.046708721656000006,,
simple,rvol3_prior3_neg,1,3,3,7,0.0007465043026999574,1.0664347181427962,1.0,1.0,0.1566298751991627,,
simple,range15_close90,1,3,3,11,0.00011136909996689592,0.10124463633354175,0.8181818181818182,0.8181818181818182,0.2346686040370203,,
simple,all,1,5,1,91,-0.005007185309335194,-0.5502401438829884,0.7252747252747253,0.7252747252747253,0.034272520319311134,,
simple,green_ge_7.5,1,5,1,55,-0.0038779916165888606,-0.7050893848343383,0.7272727272727273,0.7272727272727273,0.05305407710205218,,
simple,green_ge_10,1,5,1,31,-0.001039950503643472,-0.33546790440112,0.8064516129032258,0.8064516129032258,0.09929475685000086,,
simple,green_ge_15,1,5,1,11,0.0011621975504148008,1.0565432276498188,1.0,1.0,0.0998671727176343,,
simple,rvol_ge_3,1,5,1,48,-0.0029974632102562904,-0.6244715021367271,0.7083333333333334,0.7083333333333334,0.060767067880688204,,
simple,rvol_ge_4,1,5,1,30,-0.0008486370283935507,-0.28287900946451694,0.7666666666666667,0.7666666666666667,0.1061478331026689,,
simple,rvol_ge_5,1,5,1,14,-0.001168367831826167,-0.834548451304405,0.6428571428571429,0.6428571428571429,0.20051282848714905,,
simple,prior3_bp_ge_0,1,5,1,79,-0.004856001579978231,-0.6146837443010419,0.7088607594936709,0.7088607594936709,0.03894784868307965,,
simple,prior3_bp_ge_5,1,5,1,74,-0.0036808407082873362,-0.4974109065253157,0.7297297297297297,0.7297297297297297,0.043111909735354066,,
simple,prior3_bp_ge_10,1,5,1,48,-0.0012992848008137603,-0.27068433350286675,0.7708333333333334,0.7708333333333334,0.06819530981183208,,
simple,prior3_bp_le_0,1,5,1,12,-0.0001511837293569629,-0.1259864411308024,0.8333333333333334,0.8333333333333334,0.2669819808701609,,
simple,prior3_bp_le_-5,1,5,1,4,-0.00029663390272605117,-0.7415847568151279,0.75,0.75,0.6576317048460084,,
simple,prior5_bp_ge_0,1,5,1,75,-0.0038587198745104745,-0.5144959832680632,0.72,0.72,0.04254795726494269,,
simple,prior5_bp_ge_5,1,5,1,71,-0.004308056731966103,-0.6067685537980427,0.704225352112676,0.704225352112676,0.04381384958021014,,
simple,prior5_bp_ge_10,1,5,1,55,-0.002886048992809087,-0.5247361805107431,0.7272727272727273,0.7272727272727273,0.05774509359011318,,
simple,prior5_bp_le_0,1,5,1,15,-0.0012502839128422094,-0.833522608561473,0.7333333333333333,0.7333333333333333,0.1693699898166257,,
simple,prior5_bp_le_-5,1,5,1,12,-0.0008695196501519176,-0.7245997084599314,0.75,0.75,0.22045496224651873,,
simple,range_ge_10,1,5,1,61,-0.004730570067165263,-0.7755032896992233,0.7213114754098361,0.7213114754098361,0.0471458724097714,,
simple,range_ge_15,1,5,1,26,-0.0009162619147323747,-0.35240842874322104,0.8076923076923077,0.8076923076923077,0.12463629392130451,,
simple,range_ge_20,1,5,1,15,-0.0006125858245172866,-0.40839054967819105,0.8,0.8,0.21025635900548278,,
simple,close_loc_ge_0.75,1,5,1,69,-0.003085463331579885,-0.4471685987796935,0.7246376811594203,0.7246376811594203,0.0447373914303164,,
simple,close_loc_ge_0.9,1,5,1,43,-0.0013514885691460199,-0.31429966724326047,0.7441860465116279,0.7441860465116279,0.0744076417910355,,
simple,early,1,5,1,22,-0.00203204266627266,-0.9236557573966635,0.6818181818181818,0.6818181818181818,0.11620552876414994,,
simple,midday,1,5,1,40,-0.0019600288125353194,-0.49000720313382984,0.7,0.7,0.07879951863236265,,
simple,late,1,5,1,29,-0.0010151138305272145,-0.350039251905936,0.7931034482758621,0.7931034482758621,0.11025813353221242,,
simple,green10_rvol3,1,5,1,15,0.0001450446491778612,0.0966964327852408,0.8666666666666667,0.8666666666666667,0.2376264003970013,,
simple,rvol3_prior3_pos,1,5,1,41,-0.0037439675129562477,-0.9131628080381092,0.6585365853658537,0.6585365853658537,0.06549098934553577,,
simple,rvol3_prior3_neg,1,5,1,7,0.0007465043026999574,1.0664347181427962,1.0,1.0,0.1566298751991627,,
simple,range15_close90,1,5,1,11,0.0004206364335261892,0.38239675775108106,0.9090909090909091,0.9090909090909091,0.3728900456774847,,
simple,all,1,5,3,91,-0.004192068502068436,-0.4606668683591687,0.7802197802197802,0.7802197802197802,0.03375740572320867,,
simple,green_ge_7.5,1,5,3,55,-0.0031348288548873615,-0.569968882706793,0.7636363636363637,0.7636363636363637,0.05426155134905057,,
simple,green_ge_10,1,5,3,31,-0.001039950503643472,-0.33546790440112,0.8064516129032258,0.8064516129032258,0.09929475685000086,,
simple,green_ge_15,1,5,3,11,0.0011621975504148008,1.0565432276498188,1.0,1.0,0.0998671727176343,,
