clock,execution,extra_slippage_bps_per_side,net_simple_return,maximum_drawdown,orders,filled_orders,fill_rate,active_sessions,calendar_sessions,active_session_fraction,trades_per_active_session,green_sessions,red_sessions,positive_months,negative_months,inactive_months,monthly_average,monthly_median,worst_month,best_month
0930,marketable_target_limit,2,-0.9812304080974201,0.983493334788776,2503,2503,1.0,251,251,1.0,9.97211155378486,63,188,0,12,0,-0.081769200674785,-0.086133496178531,-0.11221419515065578,-0.05592586952350648
0930,marketable_target_limit,5,-1.1318304080974197,1.134583814294805,2503,2503,1.0,251,251,1.0,9.97211155378486,50,201,0,12,0,-0.094319200674785,-0.09873349617853099,-0.12541419515065577,-0.06732586952350647
0930,midpoint_touch_15m,0,0.037460132075020774,0.07098821478980373,2503,2308,0.9220934878146224,251,251,1.0,9.195219123505977,145,106,7,5,0,0.0031216776729183983,0.006782204849056089,-0.021586533454839053,0.0318459975450979
0930,midpoint_touch_15m,1,-0.008839867924979317,0.08557399078849857,2503,2308,0.9220934878146224,251,251,1.0,9.195219123505977,141,110,7,5,0,-0.0007366556604149421,0.0030122048490560842,-0.02554653345483906,0.027925997545097888
0930,midpoint_touch_15m,2,-0.05513986792497932,0.11322789308994624,2503,2308,0.9220934878146224,251,251,1.0,9.195219123505977,140,111,6,6,0,-0.004594988993748276,-0.000757795150943917,-0.029506533454839057,0.024005997545097885
0930,midpoint_touch_15m,5,-0.19403986792497926,0.21751379055568681,2503,2308,0.9220934878146224,251,251,1.0,9.195219123505977,127,124,3,9,0,-0.01616998899374827,-0.012067795150943913,-0.04138653345483906,0.012245997545097894
0930,midpoint_touch_5m,0,0.03182772635856379,0.07055602944968559,2503,2271,0.9073112265281662,251,251,1.0,9.047808764940239,145,106,7,5,0,0.002652310529880316,0.005214701232446873,-0.02077605802206184,0.0283722607318502
0930,midpoint_touch_5m,1,-0.0137322736414363,0.08262079065427341,2503,2271,0.9073112265281662,251,251,1.0,9.047808764940239,141,110,6,6,0,-0.001144356136786358,0.0015047012324468662,-0.024676058022061853,0.024532260731850192
0930,midpoint_touch_5m,2,-0.05929227364143629,0.11007308105727041,2503,2271,0.9073112265281662,251,251,1.0,9.047808764940239,140,111,6,6,0,-0.004941022803453024,-0.002205298767553133,-0.028576058022061847,0.02069226073185019
0930,midpoint_touch_5m,5,-0.1959722736414362,0.21307178332509055,2503,2271,0.9073112265281662,251,251,1.0,9.047808764940239,127,124,3,9,0,-0.01633102280345302,-0.013335298767553131,-0.04027605802206184,0.009172260731850197
0940,bid_touch_5m,0,0.01200085509948641,0.09784569221269707,2503,1992,0.7958449860167799,251,251,1.0,7.936254980079681,144,107,5,7,0,0.0010000712582905337,-0.004956718729355725,-0.0267583045020251,0.04534279951768612
0940,bid_touch_5m,1,-0.02794700204337079,0.11844736687759147,2503,1992,0.7958449860167799,251,251,1.0,7.936254980079681,140,111,5,7,0,-0.002328916836947566,-0.008344218729355729,-0.0302783045020251,0.04175279951768611
0940,bid_touch_5m,2,-0.06789485918622792,0.14767587601631899,2503,1992,0.7958449860167799,251,251,1.0,7.936254980079681,134,117,4,8,0,-0.00565790493218566,-0.011731718729355732,-0.0337983045020251,0.03816279951768611
0940,bid_touch_5m,5,-0.18773843061479933,0.23863078085354178,2503,1992,0.7958449860167799,251,251,1.0,7.936254980079681,117,134,3,9,0,-0.015644869217899947,-0.02189421872935573,-0.0443583045020251,0.02739279951768611
0940,marketable_post_cross,0,-0.1711247952472404,0.23319587757765697,2503,2503,1.0,251,251,1.0,9.97211155378486,125,126,3,9,0,-0.0142603996039367,-0.022698864586042693,-0.04719809139276557,0.026404691874186655
0940,marketable_post_cross,1,-0.22132479524724047,0.2712230812734145,2503,2503,1.0,251,251,1.0,9.97211155378486,119,132,3,9,0,-0.018443732937270037,-0.026798864586042703,-0.051798091392765575,0.022204691874186645
0940,marketable_post_cross,2,-0.27152479524724044,0.3111870006569121,2503,2503,1.0,251,251,1.0,9.97211155378486,112,139,2,10,0,-0.022627066270603374,-0.0308988645860427,-0.05639809139276558,0.018004691874186643
0940,marketable_post_cross,5,-0.42212479524724045,0.44097063521164476,2503,2503,1.0,251,251,1.0,9.97211155378486,99,152,1,11,0,-0.03517706627060337,-0.042299421571263096,-0.07019809139276557,0.005404691874186648
0940,marketable_target_limit,0,-0.19104797077271396,0.24685236913588543,2503,2503,1.0,251,251,1.0,9.97211155378486,126,125,3,9,0,-0.015920664231059495,-0.024307875401919605,-0.0455835941722004,0.027697119665391127
0940,marketable_target_limit,1,-0.24124797077271404,0.2858123680180296,2503,2503,1.0,251,251,1.0,9.97211155378486,118,133,3,9,0,-0.020103997564392833,-0.02840787540191961,-0.050183594172200405,0.02349711966539112
0940,marketable_target_limit,2,-0.291447970772714,0.3284063322529834,2503,2503,1.0,251,251,1.0,9.97211155378486,110,141,2,10,0,-0.024287330897726167,-0.03250787540191961,-0.054783594172200405,0.01929711966539112
0940,marketable_target_limit,5,-0.442047970772714,0.45844386829849293,2503,2503,1.0,251,251,1.0,9.97211155378486,94,157,1,11,0,-0.036837330897726166,-0.044807875401919606,-0.06858359417220039,0.006697119665391122
0940,midpoint_touch_15m,0,-0.02732481055332319,0.12790943062012317,2503,2424,0.9684378745505393,251,251,1.0,9.657370517928287,138,113,5,7,0,-0.0022770675461102675,-0.009677416216170355,-0.028594411837115405,0.042153283529127145
0940,midpoint_touch_15m,1,-0.07594481055332325,0.16336787565611607,2503,2424,0.9684378745505393,251,251,1.0,9.657370517928287,133,118,3,9,0,-0.0063287342127769375,-0.013687416216170362,-0.033014411837115405,0.03809328352912714
0940,midpoint_touch_15m,2,-0.12456481055332323,0.1994056949323216,2503,2424,0.9684378745505393,251,251,1.0,9.657370517928287,128,123,3,9,0,-0.010380400879443606,-0.01769741621617036,-0.037434411837115406,0.034033283529127135
0940,midpoint_touch_15m,5,-0.27042481055332324,0.31215609814687045,2503,2424,0.9684378745505393,251,251,1.0,9.657370517928287,115,136,3,9,0,-0.022535400879443602,-0.02972741621617036,-0.0506944118371154,0.02185328352912714
0940,midpoint_touch_5m,0,-0.023579019906419495,0.1254386404236988,2503,2362,0.9436675988813424,251,251,1.0,9.410358565737052,139,112,4,8,0,-0.001964918325534958,-0.009670762022461931,-0.025096385645177785,0.042116473057586236
0940,midpoint_touch_5m,1,-0.07095901990641953,0.1600573066929743,2503,2362,0.9436675988813424,251,251,1.0,9.410358565737052,135,116,3,9,0,-0.005913251658868297,-0.01359076202246194,-0.029276385645177795,0.03815647305758624
0940,midpoint_touch_5m,2,-0.11833901990641954,0.19522040384101555,2503,2362,0.9436675988813424,251,251,1.0,9.410358565737052,130,121,3,9,0,-0.00986158499220163,-0.017510762022461938,-0.0334563856451778,0.03419647305758623
0940,midpoint_touch_5m,5,-0.26047901990641953,0.30397647654247,2503,2362,0.9436675988813424,251,251,1.0,9.410358565737052,118,133,3,9,0,-0.021706584992201627,-0.029270762022461934,-0.045996385645177794,0.022316473057586234
