campaign_id,run_id,variant_id,clock,extra_slippage_bps_per_side,net_simple_return,maximum_drawdown,trade_roles,complete_trade_roles,role_coverage,active_sessions,green_sessions,red_sessions,positive_months,negative_months,monthly_average,monthly_median,worst_month,best_month,mean_spread_bps,holdout_rows_loaded,broker_margin,direct_short
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0930,5.0,0.20347703249056276,0.09184479049610705,12,12,1.0,250,144,106,9,3,0.016956419374213563,0.007693451454165554,-0.031033595072066378,0.07579582399671467,0.8824215232531339,0,False,False
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0930,10.0,0.2012742128883319,0.09195741048836878,12,12,1.0,250,144,106,9,3,0.016772851074027657,0.007693451454165554,-0.031033595072066378,0.07516758222089337,0.8824215232531339,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0930,0.0,0.7614147732472907,0.09601277459816177,74,74,1.0,251,146,105,9,3,0.0634512311039409,0.04719882853222049,-0.035985530210133426,0.28144059288828777,46.9994111620668,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0930,2.0,0.7598247081010144,0.09621621323794938,74,74,1.0,251,146,105,9,3,0.06331872567508455,0.04702418231979835,-0.03606792286626072,0.2812804376378305,46.9994111620668,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0930,5.0,0.7574396103816001,0.0965218620035497,74,74,1.0,251,146,105,9,3,0.0631199675318,0.046762213001165134,-0.03619151185045166,0.2810402047621446,46.9994111620668,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0930,10.0,0.7534644475159097,0.09703258964556136,74,74,1.0,251,146,105,9,3,0.06278870395965913,0.046325597470109774,-0.0363974934907699,0.2806398166360014,46.9994111620668,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0930,0.0,0.17404372859853107,0.03733106459383914,74,74,1.0,251,146,105,9,3,0.01450364404987759,0.010759335508136732,-0.008222159681696019,0.05929465383603904,46.9994111620668,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0930,2.0,0.1736459080895269,0.03739364541140881,74,74,1.0,251,146,105,9,3,0.014470492340793908,0.010720612542681876,-0.008242111617340949,0.05925742241817591,46.9994111620668,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0930,5.0,0.17304917732602065,0.03748755723290387,74,74,1.0,251,146,105,9,3,0.014420764777168388,0.010662528094499591,-0.008272039520808346,0.05920157529138121,46.9994111620668,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0930,10.0,0.1720546260535103,0.03764418528277486,74,74,1.0,251,146,105,9,3,0.014337885504459191,0.01056572068086245,-0.00832191935992067,0.05910849674672339,46.9994111620668,0,False,False
CAM-0600,RUN-0009,sp500__mom63_skip0__top3__liquid__panic1,0940,0.0,1.2448058526531676,0.13354153413040354,66,66,1.0,235,135,100,11,1,0.10373382105443062,0.08194627220631177,-0.13497910909372904,0.40120504516285443,17.693472442443756,0,False,False
CAM-0600,RUN-0009,sp500__mom63_skip0__top3__liquid__panic1,0940,2.0,1.2408405870875663,0.13366958666133158,66,66,1.0,235,135,100,11,1,0.10340338225729721,0.08174627220631177,-0.13537910909372902,0.40088936018821175,17.693472442443756,0,False,False
CAM-0600,RUN-0009,sp500__mom63_skip0__top3__liquid__panic1,0940,5.0,1.2348926887391647,0.13386212658026705,66,66,1.0,235,135,100,11,1,0.1029077240615971,0.08144627220631177,-0.13597910909372904,0.40041583272624776,17.693472442443756,0,False,False
CAM-0600,RUN-0009,sp500__mom63_skip0__top3__liquid__panic1,0940,10.0,1.2249795248251623,0.1341842620235607,66,66,1.0,235,135,100,11,1,0.10208162706876354,0.08094627220631177,-0.13697910909372904,0.39962662028964113,17.693472442443756,0,False,False
CAM-0601,RUN-0009,qqq__sue__hold3__top5__price20,0940,0.0,0.4230323977354936,0.14332379218441943,94,94,1.0,251,151,100,8,4,0.03525269981129114,0.03689911350419066,-0.07380718847875331,0.13407084027700428,14.763705249059514,0,False,False
CAM-0601,RUN-0009,qqq__sue__hold3__top5__price20,0940,2.0,0.4220332215449174,0.1436519423669015,94,94,1.0,251,151,100,8,4,0.03516943512874312,0.036803469910937595,-0.07387034086642102,0.13393750694367096,14.763705249059514,0,False,False
CAM-0601,RUN-0009,qqq__sue__hold3__top5__price20,0940,5.0,0.42053445725905336,0.14414470509837787,94,94,1.0,251,151,100,8,4,0.03504453810492111,0.036660004521058,-0.0739650694479226,0.13373750694367095,14.763705249059514,0,False,False
CAM-0601,RUN-0009,qqq__sue__hold3__top5__price20,0940,10.0,0.41803651678261294,0.14496741267145175,94,94,1.0,251,151,100,8,4,0.034836376398551076,0.036420895537925324,-0.07412295041709188,0.13340417361033763,14.763705249059514,0,False,False
CAM-0602,RUN-0009,qqq__value_quality__top5__trend0,0940,0.0,0.8223555796671004,0.1029143292773308,70,70,1.0,251,156,95,10,2,0.06852963163892502,0.06321634281265213,-0.04170177257527603,0.28725227718074653,14.47572916342922,0,False,False
CAM-0602,RUN-0009,qqq__value_quality__top5__trend0,0940,2.0,0.821318549886251,0.10309112406798214,70,70,1.0,251,156,95,10,2,0.0684432124905209,0.06312154800707331,-0.04182168316487089,0.28714512907735956,14.47572916342922,0,False,False
CAM-0602,RUN-0009,qqq__value_quality__top5__trend0,0940,5.0,0.8197630052149769,0.10335659941574457,70,70,1.0,251,156,95,10,2,0.06831358376791473,0.06297935579870506,-0.042001549049263176,0.28698440692227917,14.47572916342922,0,False,False
CAM-0602,RUN-0009,qqq__value_quality__top5__trend0,0940,10.0,0.8171704307628533,0.10379981504102823,70,70,1.0,251,156,95,10,2,0.06809753589690444,0.06274236878475797,-0.042301325523250305,0.2867165366638118,14.47572916342922,0,False,False
CAM-0603,RUN-0009,qqq__lowvol_quality__top20__trend1,0940,0.0,0.26048359182635317,0.0698292522402441,280,279,0.9964285714285714,251,141,110,8,4,0.02170696598552943,0.01815750858733861,-0.04130783336407963,0.12950708615972198,13.10279349895053,0,False,False
CAM-0603,RUN-0009,qqq__lowvol_quality__top20__trend1,0940,2.0,0.2593666825586102,0.06994013991280512,280,279,0.9964285714285714,251,141,110,8,4,0.021613890213217513,0.018087980847731375,-0.0413698796790013,0.12945824825984936,13.10279349895053,0,False,False
