campaign_id,run_id,variant_id,clock,extra_slippage_bps_per_side,net_simple_return,maximum_drawdown,trade_roles,role_coverage,active_sessions,green_sessions,red_sessions,positive_months,negative_months,monthly_average,monthly_median,worst_month,best_month,reference_price,holdout_rows_loaded,broker_margin,direct_short
CAM-0602,RUN-0022,qqq__value_quality__top10__trend1,0930,5.0,0.6192200858391191,0.06916460804903413,147,1.0,251,144,107,9,3,0.051601673819926586,0.038117091502240893,-0.03525421500022938,0.21198173631831876,09:30 SIP midpoint,0,False,False
CAM-0602,RUN-0022,qqq__value_quality__top10__trend1,0930,10.0,0.6157810300229191,0.06968556608201927,147,1.0,251,144,107,9,3,0.051315085835243246,0.037880095096340965,-0.035415759593621685,0.21186548332967425,09:30 SIP midpoint,0,False,False
CAM-0603,RUN-0022,qqq__lowvol_quality__top20__trend1,0930,0.0,0.23568885416383678,0.07196019356312977,283,1.0,251,142,109,8,4,0.019640737846986403,0.01834883553709843,-0.04204841233871923,0.130521204463766,09:30 SIP midpoint,0,False,False
CAM-0603,RUN-0022,qqq__lowvol_quality__top20__trend1,0930,2.0,0.234555382719722,0.0720763186473454,283,1.0,251,142,109,8,4,0.019546281893310164,0.01827992149447496,-0.042110458653640895,0.13047236656389335,09:30 SIP midpoint,0,False,False
CAM-0603,RUN-0022,qqq__lowvol_quality__top20__trend1,0930,5.0,0.2328551755535498,0.07225088803560643,283,1.0,251,142,109,8,4,0.019404597962795814,0.018176550430539756,-0.0422035281260234,0.13039910971408442,09:30 SIP midpoint,0,False,False
CAM-0603,RUN-0022,qqq__lowvol_quality__top20__trend1,0930,10.0,0.23002149694326274,0.07254285952005818,283,1.0,251,142,109,8,4,0.01916845807860523,0.01800426532398108,-0.042358643913327575,0.13027701496440283,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0022,qqq__mom_quality__top5__trend1,0930,0.0,0.38004459723089234,0.14600766139102603,75,1.0,251,140,111,8,4,0.031670383102574355,0.027125493364836262,-0.06653222647771494,0.23847067162592106,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0022,qqq__mom_quality__top5__trend1,0930,2.0,0.3787502398404544,0.14624624039152745,75,1.0,251,140,111,8,4,0.03156251998670453,0.026992306729034344,-0.06666531425735826,0.2383562163139297,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0022,qqq__mom_quality__top5__trend1,0930,5.0,0.3768087037547975,0.14660482849392698,75,1.0,251,140,111,8,4,0.0314007253128998,0.026792526775331456,-0.06686494592682324,0.2381845333459426,09:30 SIP midpoint,0,False,False
CAM-0604,RUN-0022,qqq__mom_quality__top5__trend1,0930,10.0,0.37357281027870276,0.14720440200173224,75,1.0,251,140,111,8,4,0.03113106752322523,0.026459560185826646,-0.06719766537593154,0.23789839506596416,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0022,sp500__resmom__top10__liquid_trend,0930,0.0,0.3254398805646925,0.09536786684187183,169,1.0,251,144,107,8,4,0.0271199900470577,0.03536856580992423,-0.07402365136534687,0.15622150523605766,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0022,sp500__resmom__top10__liquid_trend,0930,2.0,0.3231025630222718,0.0957360707042387,169,1.0,251,144,107,8,4,0.026925213585189314,0.035199857262561425,-0.07429802414370452,0.15611720516324995,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0022,sp500__resmom__top10__liquid_trend,0930,5.0,0.31959658670864083,0.09629054084849582,169,1.0,251,144,107,8,4,0.02663304889238673,0.034946794441517215,-0.074709583311241,0.1559607550540384,09:30 SIP midpoint,0,False,False
CAM-0605,RUN-0022,sp500__resmom__top10__liquid_trend,0930,10.0,0.31375329285258924,0.09722047477041908,169,1.0,251,144,107,8,4,0.026146107737715762,0.03452502307311021,-0.07539551525713513,0.15570000487201913,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0022,etf__long_cheap_r2__top1__z1__trend0,0930,0.0,0.7807584429782913,0.24067692833347787,478,1.0,237,126,111,8,4,0.06506320358152427,0.10656757005368128,-0.18255693429990305,0.26342752550815285,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0022,etf__long_cheap_r2__top1__z1__trend0,0930,2.0,0.6851584429782911,0.25461449378735423,478,1.0,239,126,113,8,4,0.05709653691485763,0.0993675700536813,-0.19095693429990304,0.25622752550815286,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0022,etf__long_cheap_r2__top1__z1__trend0,0930,5.0,0.5417584429782911,0.27713989405865186,478,1.0,239,124,115,8,4,0.04514653691485759,0.08856757005368127,-0.20355693429990307,0.24542752550815283,09:30 SIP midpoint,0,False,False
CAM-0607,RUN-0022,etf__long_cheap_r2__top1__z1__trend0,0930,10.0,0.3027584429782909,0.319724551555036,478,1.0,239,122,117,8,4,0.025229870248190917,0.07056757005368126,-0.22455693429990306,0.22742752550815282,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0022,qqq__slow_residual_r10__top10__monthly,0930,0.0,0.4113381766101021,0.21833010379841497,221,1.0,251,139,112,8,4,0.034278181384175176,0.014563404763050456,-0.07980996033908593,0.25315839015008723,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0022,qqq__slow_residual_r10__top10__monthly,0930,2.0,0.4072538381901767,0.21950238578690062,221,1.0,251,139,112,8,4,0.03393781984918139,0.01419271235427555,-0.08005715689283122,0.2527824282762423,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0022,qqq__slow_residual_r10__top10__monthly,0930,5.0,0.4011273305602886,0.2212679576164388,221,1.0,251,138,113,8,4,0.03342727754669071,0.013636673741113187,-0.08042795172344916,0.252218485465475,09:30 SIP midpoint,0,False,False
CAM-0608,RUN-0022,qqq__slow_residual_r10__top10__monthly,0930,10.0,0.3909164845104751,0.22422979656216407,221,1.0,251,138,113,8,4,0.03257637370920626,0.012709942719175919,-0.0810459431078124,0.2512785807808628,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0022,qqq__slow_residual_r10__top10__monthly,0930,0.0,0.27809586971025607,0.10448253099860623,211,1.0,251,137,114,8,4,0.02317465580918801,0.013414820754028504,-0.03860329236966251,0.1519863234737538,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0022,qqq__slow_residual_r10__top10__monthly,0930,2.0,0.2742849748300982,0.10566971855981669,211,1.0,251,137,114,8,4,0.022857081235841525,0.013160537918420354,-0.03895431166386996,0.15171244515370885,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0022,qqq__slow_residual_r10__top10__monthly,0930,5.0,0.2685686325098614,0.10745795486541568,211,1.0,251,137,114,8,4,0.022380719375821787,0.012779113665008127,-0.039480840605181124,0.15130162767364141,09:30 SIP midpoint,0,False,False
CAM-0609,RUN-0022,qqq__slow_residual_r10__top10__monthly,0930,10.0,0.25904139530946674,0.11045839575948126,211,1.0,251,136,115,8,4,0.021586782942455567,0.012143406575987746,-0.04035838884069974,0.150616931873529,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0022,qqq__ma150__weekly__top3__momentum,0930,0.0,1.119430057719292,0.13203405063166526,52,1.0,251,133,118,9,3,0.0932858381432743,0.05224572553549155,-0.12159512983141382,0.4309712439701766,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0022,qqq__ma150__weekly__top3__momentum,0930,2.0,1.1159633910526252,0.1324237334503985,52,1.0,251,133,118,9,3,0.09299694925438544,0.05197905886882488,-0.12199512983141382,0.43057124397017665,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0022,qqq__ma150__weekly__top3__momentum,0930,5.0,1.1107633910526253,0.1330104781841474,52,1.0,251,133,118,9,3,0.0925636159210521,0.05157905886882489,-0.12259512983141384,0.4299712439701766,09:30 SIP midpoint,0,False,False
CAM-0610,RUN-0022,qqq__ma150__weekly__top3__momentum,0930,10.0,1.1020967243859585,0.13399435258202144,52,1.0,251,133,118,9,3,0.09184139369882988,0.05091239220215822,-0.12359512983141381,0.4289712439701766,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0022,sp500__ma50_200__weekly__top3__momentum,0930,0.0,1.538709573924224,0.12524650267510531,68,1.0,251,139,112,11,1,0.12822579782701868,0.088503099810188,-0.081205977699209,0.4596216918910412,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0022,sp500__ma50_200__weekly__top3__momentum,0930,2.0,1.534176240590891,0.12554635511238946,68,1.0,251,139,112,11,1,0.12784802004924092,0.08823643314352134,-0.08173931103254234,0.45948835855770787,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0022,sp500__ma50_200__weekly__top3__momentum,0930,5.0,1.5273762405908908,0.1259988355064281,68,1.0,251,139,112,11,1,0.12728135338257424,0.08783643314352133,-0.08253931103254233,0.45928835855770783,09:30 SIP midpoint,0,False,False
CAM-0611,RUN-0022,sp500__ma50_200__weekly__top3__momentum,0930,10.0,1.5160429072575576,0.12676026120836156,68,1.0,251,139,112,11,1,0.1263369089381298,0.08716976647685468,-0.08387264436587566,0.4589550252243745,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0022,sp500__ma10_50_200__monthly__top3__momentum,0930,0.0,1.6681254959528833,0.1283590997747524,32,1.0,251,146,105,11,1,0.13901045799607364,0.07122257270252307,-0.019729444964623512,0.5559709767748087,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0022,sp500__ma10_50_200__monthly__top3__momentum,0930,2.0,1.66599216261955,0.12848670711199242,32,1.0,251,146,105,11,1,0.13883268021829587,0.07108923936918973,-0.019862778297956844,0.5559709767748087,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0022,sp500__ma10_50_200__monthly__top3__momentum,0930,5.0,1.6627921626195503,0.12867859455323585,32,1.0,251,146,105,11,1,0.1385660135516292,0.07088923936918973,-0.02006277829795685,0.5559709767748087,09:30 SIP midpoint,0,False,False
CAM-0612,RUN-0022,sp500__ma10_50_200__monthly__top3__momentum,0930,10.0,1.6574588292862171,0.1289996837901446,32,1.0,251,146,105,11,1,0.13812156910718473,0.0705559060358564,-0.02039611163129018,0.5559709767748087,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0022,sp500__donchian100__reversal,0930,0.0,0.09727016840785954,0.07138678697648591,45237,0.9998452594115437,251,120,131,8,4,0.00810584736732163,0.013566206372248275,-0.046241676221554145,0.040092341950997666,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0022,sp500__donchian100__reversal,0930,2.0,0.0959362915398214,0.07166411787909743,45237,0.9998452594115437,251,120,131,8,4,0.007994690961651783,0.013433120495899724,-0.046398935288021165,0.040031673805369504,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0022,sp500__donchian100__reversal,0930,5.0,0.0939354762377642,0.07223062668478324,45237,0.9998452594115437,251,120,131,8,4,0.007827956353147016,0.01323349168137689,-0.04663482388772168,0.039940671586927275,09:30 SIP midpoint,0,False,False
CAM-0614,RUN-0022,sp500__donchian100__reversal,0930,10.0,0.09060078406766885,0.07427319140966387,45237,0.9998452594115437,251,120,131,8,4,0.007550065338972403,0.012900776990505507,-0.047027971553889214,0.03978900122285688,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0930,0.0,0.14096521572791634,0.13758787334091171,114,1.0,251,123,128,7,5,0.011747101310659695,0.013683858505889324,-0.06948440221697473,0.06145898789788314,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0930,2.0,0.13801442265407254,0.13846360887037007,114,1.0,251,123,128,7,5,0.01150120188783938,0.01339671700965201,-0.0695863258016439,0.061262565330952486,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0930,5.0,0.13358823304330683,0.13977936986560857,114,1.0,251,123,128,6,6,0.011132352753608903,0.012966004765296038,-0.06973921117864765,0.060967931480556486,09:30 SIP midpoint,0,False,False
CAM-0615,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0930,10.0,0.1262112503586973,0.141978077660646,114,1.0,251,122,129,6,6,0.010517604196558105,0.012248151024702749,-0.06999402014032058,0.060476875063229824,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0930,0.0,0.13444766672095498,0.14571747563123114,120,1.0,251,125,126,7,5,0.011203972226746248,0.01508747827391826,-0.07111272735677458,0.06577553783147443,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0930,2.0,0.13139746613353612,0.14668660604406927,120,1.0,251,125,126,7,5,0.010949788844461345,0.014800119093133444,-0.07121846258919204,0.06558031530526227,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0930,5.0,0.12682216525240783,0.14814271069691798,120,1.0,251,125,126,6,6,0.01056851377103399,0.01436908032195622,-0.07137706543781822,0.06528748151594403,09:30 SIP midpoint,0,False,False
CAM-0616,RUN-0022,qqq__fullcov_s50__mom60__positive_top5,0930,10.0,0.11919666378386085,0.15057599720164885,120,1.0,251,125,126,6,6,0.009933055315321735,0.013650682369994182,-0.07164140351886185,0.06479942520041365,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0022,etf__alpha_M20_E5__top5__monthly__trend0,0930,0.0,0.5878536336518421,0.18787226512660726,102,1.0,250,130,120,9,3,0.04898780280432017,0.01589760052362652,-0.14442640730702022,0.28952214434541623,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0022,etf__alpha_M20_E5__top5__monthly__trend0,0930,2.0,0.5840549973142684,0.18808636853177235,102,1.0,250,130,120,9,3,0.04867124977618902,0.015584016362474338,-0.14470513354275658,0.2891530290887036,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0022,etf__alpha_M20_E5__top5__monthly__trend0,0930,5.0,0.578357042807908,0.18840755455011993,102,1.0,250,129,121,9,3,0.048196420233992336,0.015113640120746074,-0.14512322289636112,0.2885993562036346,09:30 SIP midpoint,0,False,False
CAM-0617,RUN-0022,etf__alpha_M20_E5__top5__monthly__trend0,0930,10.0,0.568860451963974,0.1889429470248339,102,1.0,250,129,121,9,3,0.047405037663664495,0.014329679717865633,-0.14582003848570202,0.28767656806185293,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0022,sector11__mom252_skip21__weekly__top3,0930,0.0,0.2485802540015357,0.05749049504086254,175,1.0,250,140,110,10,2,0.02071502116679464,0.009770964260108997,-0.027103896967329642,0.07564329270534209,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0022,sector11__mom252_skip21__weekly__top3,0930,2.0,0.2457022208518757,0.05771638757635114,175,1.0,250,140,110,10,2,0.020475185070989645,0.009481847675137399,-0.02741839472900153,0.07548903082279079,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0022,sector11__mom252_skip21__weekly__top3,0930,5.0,0.2413851711273858,0.05805650801208915,175,1.0,250,137,113,10,2,0.02011543092728215,0.009048172797680002,-0.027890141371509372,0.07525763799896387,09:30 SIP midpoint,0,False,False
CAM-0618,RUN-0022,sector11__mom252_skip21__weekly__top3,0930,10.0,0.2341900882532359,0.05862681904411937,175,1.0,250,137,113,10,2,0.019515840687769657,0.00867613132691397,-0.028676385775689102,0.07487198329258564,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0022,sector11__mom63_skip0__monthly__top1,0930,0.0,0.36628097450413444,0.10203515158994708,10,1.0,250,149,101,8,4,0.030523414542011202,0.0282287418728544,-0.06438080618015551,0.14397868456382001,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0022,sector11__mom63_skip0__monthly__top1,0930,2.0,0.36428097450413444,0.10217923686613438,10,1.0,250,149,101,8,4,0.030356747875344536,0.027828741872854404,-0.06438080618015551,0.14357868456382,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0022,sector11__mom63_skip0__monthly__top1,0930,5.0,0.36128097450413443,0.10239612939318335,10,1.0,250,149,101,8,4,0.030106747875344536,0.0272287418728544,-0.06438080618015551,0.14297868456382,09:30 SIP midpoint,0,False,False
CAM-0619,RUN-0022,sector11__mom63_skip0__monthly__top1,0930,10.0,0.35628097450413443,0.10275967038369851,10,1.0,250,148,102,8,4,0.02969008120867787,0.0262287418728544,-0.06438080618015551,0.14197868456382,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0022,sector11__mom63_skip0__monthly__top1,0930,0.0,0.34360022130899337,0.09079520990186585,10,1.0,239,153,86,8,4,0.02863335177574945,0.016717346580529535,-0.06438080618015551,0.14397868456382001,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0022,sector11__mom63_skip0__monthly__top1,0930,2.0,0.34160022130899337,0.09117865867046498,10,1.0,239,152,87,8,4,0.02846668510908278,0.016517346580529536,-0.06438080618015551,0.14357868456382,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0022,sector11__mom63_skip0__monthly__top1,0930,5.0,0.33860022130899337,0.09175476600647965,10,1.0,239,152,87,8,4,0.02821668510908278,0.016217346580529535,-0.06438080618015551,0.14297868456382,09:30 SIP midpoint,0,False,False
CAM-0620,RUN-0022,sector11__mom63_skip0__monthly__top1,0930,10.0,0.33360022130899336,0.09271744416013195,10,1.0,239,151,88,8,4,0.027800018442416113,0.015717346580529534,-0.06438080618015551,0.14197868456382,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0022,etf__ibs30__top5__hold3__trend1,0930,0.0,0.21815814923059518,0.05938349606194649,988,1.0,249,127,122,8,4,0.018179845769216264,0.012705093929342819,-0.03141273906231621,0.06554477214591313,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0022,etf__ibs30__top5__hold3__trend1,0930,2.0,0.19665592700837298,0.06303077358982019,988,1.0,249,126,123,8,4,0.016387993917364414,0.011129538373787266,-0.032986072395649546,0.06340921659035757,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0022,etf__ibs30__top5__hold3__trend1,0930,5.0,0.16440259367503965,0.06868049091769982,988,1.0,249,121,128,8,4,0.013700216139586637,0.008766205040453933,-0.03534607239564955,0.06020588325702424,09:30 SIP midpoint,0,False,False
CAM-0621,RUN-0022,etf__ibs30__top5__hold3__trend1,0930,10.0,0.11064703811948412,0.07860570803703176,988,1.0,249,116,133,7,5,0.009220586509957008,0.0048273161515650425,-0.03927940572898288,0.05486699436813536,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0022,QQQ__target15__vol20__monthly__thr20__def1,0930,0.0,0.18402006173304192,0.0939535792781364,12,1.0,250,143,107,8,4,0.015335005144420155,0.010933712526407156,-0.031033595072066378,0.06360806917722284,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0022,QQQ__target15__vol20__monthly__thr20__def1,0930,2.0,0.18313893389214955,0.09400068553264328,12,1.0,250,143,107,8,4,0.015261577824345791,0.010903059109384617,-0.031033595072066378,0.06360806917722284,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0022,QQQ__target15__vol20__monthly__thr20__def1,0930,5.0,0.18181724213081105,0.09407143354870534,12,1.0,250,143,107,8,4,0.015151436844234251,0.010857078983850809,-0.031033595072066378,0.06360806917722284,09:30 SIP midpoint,0,False,False
CAM-0622,RUN-0022,QQQ__target15__vol20__monthly__thr20__def1,0930,10.0,0.17961442252858018,0.09418958386066131,12,1.0,250,143,107,8,4,0.014967868544048345,0.010780445441294464,-0.031033595072066378,0.06360806917722284,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0022,qqq__chs_safe__top5__liquid__raw,0930,0.0,0.7596147947449624,0.09581250507892,74,1.0,251,146,105,9,3,0.06330123289541352,0.04638920897235345,-0.03597343701012636,0.2814026026888591,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0022,qqq__chs_safe__top5__liquid__raw,0930,2.0,0.7580247295986863,0.09601608702322907,74,1.0,251,146,105,9,3,0.06316872746655718,0.046214562759931306,-0.036055829666253654,0.2812424474384018,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0022,qqq__chs_safe__top5__liquid__raw,0930,5.0,0.755639631879272,0.09632195174912324,74,1.0,251,146,105,9,3,0.06296996932327266,0.045952593441298095,-0.0361794186504446,0.2810022145627159,09:30 SIP midpoint,0,False,False
CAM-0623,RUN-0022,qqq__chs_safe__top5__liquid__raw,0930,10.0,0.7516644690135814,0.09683304201527905,74,1.0,251,146,105,9,3,0.06263870575113178,0.04551597791024274,-0.036385400290762836,0.2806018264365727,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0022,qqq__chs_safe__top5__liquid__target15,0930,0.0,0.3255600867230336,0.066238929831847,74,1.0,251,146,105,9,3,0.027130007226919467,0.019854760643774238,-0.015413046200322193,0.11116450229377807,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0022,qqq__chs_safe__top5__liquid__target15,0930,2.0,0.3248141732686508,0.06635923736333114,74,1.0,251,146,105,9,3,0.027067847772387566,0.01978215508354638,-0.015450456079656432,0.1110946933852847,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0022,qqq__chs_safe__top5__liquid__target15,0930,5.0,0.32369530308707667,0.06653983761990129,74,1.0,251,146,105,9,3,0.026974608590589717,0.019673246743204593,-0.015506570898657805,0.11098998002254465,09:30 SIP midpoint,0,False,False
CAM-0624,RUN-0022,qqq__chs_safe__top5__liquid__target15,0930,10.0,0.32183051945111973,0.06684120917688557,74,1.0,251,146,105,9,3,0.026819209954259977,0.019491732842634953,-0.015600095596993414,0.11081545775131124,09:30 SIP midpoint,0,False,False
CAM-0600,RUN-0022,qqq__mom252_skip21__top3__liquid_trend__panic1,0940,0.0,0.7277530640652269,0.13528541877904712,45,0.9333333333333333,237,134,103,9,3,0.06064608867210224,0.02254856529608081,-0.10148180946266566,0.26558189638671137,09:30 SIP midpoint,0,False,False
CAM-0600,RUN-0022,qqq__mom252_skip21__top3__liquid_trend__panic1,0940,2.0,0.7261835740732439,0.13533601152144356,45,0.9333333333333333,237,134,103,9,3,0.06051529783943699,0.02244027152042085,-0.10164177625515476,0.26544681263033815,09:30 SIP midpoint,0,False,False
CAM-0600,RUN-0022,qqq__mom252_skip21__top3__liquid_trend__panic1,0940,5.0,0.7238293390852691,0.13541197162556648,45,0.9333333333333333,237,134,103,9,3,0.0603191115904391,0.02227783085693091,-0.1018817264438884,0.2652441869957783,09:30 SIP midpoint,0,False,False
CAM-0600,RUN-0022,qqq__mom252_skip21__top3__liquid_trend__panic1,0940,10.0,0.7199056141053113,0.13553876146168842,45,0.9333333333333333,237,134,103,9,3,0.05999213450877595,0.02200709641778101,-0.10228164342511116,0.26490647760484526,09:30 SIP midpoint,0,False,False
CAM-0601,RUN-0022,qqq__sue__hold6__top5__price20,0940,0.0,0.3547756387652262,0.15733218797553922,103,0.941747572815534,251,151,100,8,4,0.029564636563768853,0.016790068668882573,-0.09629887367465309,0.19582826439456147,09:30 SIP midpoint,0,False,False
CAM-0601,RUN-0022,qqq__sue__hold6__top5__price20,0940,2.0,0.3541995424125498,0.15749114144127607,103,0.941747572815534,251,151,100,8,4,0.029516628534379145,0.01674492449339102,-0.09632999480857606,0.19576847541059694,09:30 SIP midpoint,0,False,False
CAM-0601,RUN-0022,qqq__sue__hold6__top5__price20,0940,5.0,0.3533353978835351,0.15772973270199403,103,0.941747572815534,251,151,100,8,4,0.02944461649029459,0.01667720823015369,-0.0963766765094605,0.19567879193465013,09:30 SIP midpoint,0,False,False
CAM-0601,RUN-0022,qqq__sue__hold6__top5__price20,0940,10.0,0.35189515700184393,0.15812781488281263,103,0.941747572815534,251,151,100,8,4,0.029324596416820323,0.01656434779142481,-0.0964544793442679,0.19552931947473878,09:30 SIP midpoint,0,False,False
CAM-0602,RUN-0022,qqq__value_quality__top10__trend1,0940,0.0,0.6444760997863366,0.06321230236155435,147,0.9931972789115646,251,144,107,9,3,0.05370634164886138,0.039249932287134776,-0.03420412080083657,0.21129623612603501,09:30 SIP midpoint,0,False,False
CAM-0602,RUN-0022,qqq__value_quality__top10__trend1,0940,2.0,0.6431027415567018,0.06341347377688152,147,0.9931972789115646,251,144,107,9,3,0.05359189512972514,0.039127786029473345,-0.03426873863819349,0.21124973493057722,09:30 SIP midpoint,0,False,False
CAM-0602,RUN-0022,qqq__value_quality__top10__trend1,0940,5.0,0.6410427042122494,0.06371578171029214,147,0.9931972789115646,251,144,107,9,3,0.053420225351020784,0.03894456664298121,-0.034365665394228875,0.2111799831373905,09:30 SIP midpoint,0,False,False
CAM-0602,RUN-0022,qqq__value_quality__top10__trend1,0940,10.0,0.6376093086381622,0.06422110246579892,147,0.9931972789115646,251,144,107,9,3,0.053134109053180174,0.03863920099882764,-0.03452720998762118,0.211063730148746,09:30 SIP midpoint,0,False,False
CAM-0603,RUN-0022,qqq__lowvol_quality__top20__trend1,0940,0.0,0.25332378123722904,0.07027748371103643,283,0.9964664310954063,251,142,109,8,4,0.021110315103102423,0.019593585528458423,-0.04134606074240262,0.12945737256100798,09:30 SIP midpoint,0,False,False
