rule,a,b,target,stop,hold,trades,net_return,mean_bp,target_rate,green_rate,top_abs_share
prior3_bp_ge_5&close_loc_ge_0.9,prior3_bp_ge_5,close_loc_ge_0.9,2,5,3,33,0.001171684712842458,0.3550559735886236,0.7878787878787878,0.7878787878787878,0.06387950256075525
prior5_bp_ge_10&close_loc_ge_0.9,prior5_bp_ge_10,close_loc_ge_0.9,3,5,1,24,0.0011537417020980323,0.48072570920751345,0.625,0.625,0.07592974276403659
prior5_bp_ge_10&close_loc_ge_0.9,prior5_bp_ge_10,close_loc_ge_0.9,5,5,3,24,0.0011387517464602759,0.4744798943584483,0.5416666666666666,0.5833333333333334,0.048150022615927
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,2,2,3,23,0.0011294214226943433,0.4910527924758014,0.6956521739130435,0.6956521739130435,0.05989769010624233
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,2,2,1,23,0.0011294214226943433,0.4910527924758014,0.6956521739130435,0.6956521739130435,0.05989769010624233
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,2,5,1,27,0.0011190460031830218,0.4144614826603784,0.7777777777777778,0.7777777777777778,0.0828932819206056
prior5_bp_ge_0&close_loc_ge_0.9,prior5_bp_ge_0,close_loc_ge_0.9,5,5,3,33,0.0011100981084457562,0.33639336619568366,0.48484848484848486,0.5757575757575758,0.037623674255636355
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,2,5,1,23,0.0011016457828900705,0.478976427343509,0.782608695652174,0.782608695652174,0.09887559857649367
rvol_ge_4&prior5_bp_ge_0,rvol_ge_4,prior5_bp_ge_0,5,5,3,28,0.001076491008511593,0.38446107446842614,0.4642857142857143,0.5714285714285714,0.04935109874428152
range_ge_10&close_loc_ge_0.9,range_ge_10,close_loc_ge_0.9,5,5,1,28,0.001024870973092118,0.3660253475328993,0.5,0.5714285714285714,0.045598362232696144
prior3_bp_ge_5&close_loc_ge_0.9,prior3_bp_ge_5,close_loc_ge_0.9,5,5,1,33,0.000987248680318853,0.2991662667632888,0.42424242424242425,0.5151515151515151,0.04470798875699175
prior5_bp_ge_5&close_loc_ge_0.9,prior5_bp_ge_5,close_loc_ge_0.9,2,5,3,32,0.0009686107282258494,0.30269085257057793,0.78125,0.78125,0.0652503988788079
rvol_ge_3&rvol_ge_4,rvol_ge_3,rvol_ge_4,5,5,3,30,0.0009576031002835883,0.31920103342786277,0.4666666666666667,0.5666666666666667,0.045360153227060745
prior5_bp_ge_10&close_loc_ge_0.9,prior5_bp_ge_10,close_loc_ge_0.9,2,5,3,24,0.0009039030764632638,0.37662628185969327,0.7916666666666666,0.7916666666666666,0.08833057997004021
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,1,3,3,23,0.0008913419499104736,0.38753997822194497,0.8695652173913043,0.8695652173913043,0.12301394919949231
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,1,3,1,23,0.0008913419499104736,0.38753997822194497,0.8695652173913043,0.8695652173913043,0.12301394919949231
green_ge_10&prior5_bp_ge_0,green_ge_10,prior5_bp_ge_0,5,5,3,28,0.0008769922676303832,0.31321152415370823,0.5714285714285714,0.5714285714285714,0.041970442023734796
green_ge_10&prior3_bp_ge_0,green_ge_10,prior3_bp_ge_0,5,5,3,28,0.0008756485500935884,0.31273162503342444,0.5714285714285714,0.5714285714285714,0.04196682080621147
rvol_ge_4&prior5_bp_ge_5,rvol_ge_4,prior5_bp_ge_5,5,5,3,27,0.0008676833184312338,0.321364192011568,0.48148148148148145,0.5555555555555556,0.05017359164961522
close_loc_ge_0.75&close_loc_ge_0.9,close_loc_ge_0.75,close_loc_ge_0.9,2,5,3,43,0.0008102666758558197,0.1884341106641441,0.7674418604651163,0.7674418604651163,0.04752036186806457
rvol_ge_4&prior3_bp_ge_10,rvol_ge_4,prior3_bp_ge_10,5,5,3,20,0.0007918057074567386,0.3959028537283693,0.5,0.6,0.06594474496718886
prior5_bp_ge_10&close_loc_ge_0.9,prior5_bp_ge_10,close_loc_ge_0.9,2,5,1,24,0.0007858573264369895,0.32744055268207894,0.7083333333333334,0.7083333333333334,0.09824947430485388
green_ge_10&prior5_bp_ge_0,green_ge_10,prior5_bp_ge_0,5,5,1,28,0.0007449991388186472,0.2660711210066597,0.5357142857142857,0.5357142857142857,0.0445738619350378
green_ge_10&prior3_bp_ge_0,green_ge_10,prior3_bp_ge_0,5,5,1,28,0.0007436554212818525,0.2655912218863759,0.5357142857142857,0.5357142857142857,0.04456977755890444
prior5_bp_ge_0&close_loc_ge_0.9,prior5_bp_ge_0,close_loc_ge_0.9,5,5,1,33,0.0007062254690516356,0.21400771789443504,0.42424242424242425,0.48484848484848486,0.04447038172993953
rvol_ge_4&prior5_bp_ge_10,rvol_ge_4,prior5_bp_ge_10,5,5,3,22,0.0007006200730382828,0.3184636695628558,0.5,0.5909090909090909,0.05905238225321034
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,2,5,3,27,0.00069275683394876,0.2565766051662074,0.7777777777777778,0.7777777777777778,0.07847759233181038
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,2,5,1,25,0.0006816513482881259,0.27266053931525036,0.76,0.76,0.087676523787987
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,2,5,3,23,0.0006753566136558087,0.29363331028513423,0.782608695652174,0.782608695652174,0.09265688771248318
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,2,3,1,23,0.0006602955239540798,0.28708501041481727,0.6956521739130435,0.6956521739130435,0.07210574554837977
prior5_bp_ge_10&close_loc_ge_0.75,prior5_bp_ge_10,close_loc_ge_0.75,5,5,1,38,0.0006448888972870881,0.16970760454923373,0.42105263157894735,0.47368421052631576,0.04004021822256546
prior5_bp_ge_5&close_loc_ge_0.9,prior5_bp_ge_5,close_loc_ge_0.9,5,5,3,32,0.0006082354257967992,0.19007357056149976,0.46875,0.5625,0.03881053950015541
prior3_bp_ge_10&close_loc_ge_0.9,prior3_bp_ge_10,close_loc_ge_0.9,5,5,1,22,0.0006067281731132468,0.27578553323329397,0.4090909090909091,0.5,0.06793982150511439
prior3_bp_ge_5&close_loc_ge_0.9,prior3_bp_ge_5,close_loc_ge_0.9,2,5,1,33,0.0005844069976420618,0.1770930295885036,0.696969696969697,0.696969696969697,0.06859159417337798
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,5,5,3,23,0.0005727088817196746,0.2490038616172498,0.5652173913043478,0.5652173913043478,0.050943064475152594
prior3_bp_ge_10&close_loc_ge_0.9,prior3_bp_ge_10,close_loc_ge_0.9,3,5,1,22,0.0005229897047049903,0.23772259304772286,0.5909090909090909,0.5909090909090909,0.08209879759176972
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,2,2,3,25,0.0005102716890220682,0.20410867560882728,0.64,0.64,0.05398417402320711
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,2,2,1,25,0.0005102716890220682,0.20410867560882728,0.64,0.64,0.05398417402320711
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,5,2,3,25,0.0005047927772394711,0.20191711089578845,0.4,0.4,0.05311129632127965
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,5,2,1,25,0.0005047927772394711,0.20191711089578845,0.4,0.4,0.05311129632127965
green_ge_10&prior5_bp_ge_0,green_ge_10,prior5_bp_ge_0,2,5,1,28,0.0005033997306470583,0.17978561808823512,0.75,0.75,0.07666355810907849
green_ge_10&prior3_bp_ge_0,green_ge_10,prior3_bp_ge_0,2,5,1,28,0.0005020560131102636,0.17930571896795128,0.75,0.75,0.07665098496393137
prior3_bp_ge_10&close_loc_ge_0.9,prior3_bp_ge_10,close_loc_ge_0.9,2,5,3,22,0.0004893152876646045,0.22241603984754751,0.7727272727272727,0.7727272727272727,0.09389984774345035
rvol_ge_4&rvol3_prior3_pos,rvol_ge_4,rvol3_prior3_pos,5,5,3,29,0.00045669520472291225,0.1574811050768663,0.4482758620689655,0.5517241379310345,0.047061170685602824
rvol_ge_4&prior3_bp_ge_0,rvol_ge_4,prior3_bp_ge_0,5,5,3,29,0.00045669520472291225,0.1574811050768663,0.4482758620689655,0.5517241379310345,0.047061170685602824
rvol_ge_4&prior3_bp_ge_5,rvol_ge_4,prior3_bp_ge_5,5,5,3,29,0.00045669520472291225,0.1574811050768663,0.4482758620689655,0.5517241379310345,0.047061170685602824
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,5,5,1,23,0.00044071575290793863,0.191615544742582,0.5217391304347826,0.5217391304347826,0.05483015789483037
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,2,3,3,23,0.0004277741589171491,0.18598876474658657,0.6956521739130435,0.6956521739130435,0.06939990302256123
prior5_bp_ge_10&close_loc_ge_0.9,prior5_bp_ge_10,close_loc_ge_0.9,1,5,3,24,0.00041018970104200747,0.17091237543416976,0.875,0.875,0.15130304565730565
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,2,2,1,27,0.0004036991475996343,0.14951820281467937,0.6296296296296297,0.6296296296296297,0.049650348464109394
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,2,2,3,27,0.0004036991475996343,0.14951820281467937,0.6296296296296297,0.6296296296296297,0.049650348464109394
rvol_ge_4&range_ge_10,rvol_ge_4,range_ge_10,5,5,3,24,0.0003882100378720388,0.16175418244668283,0.5,0.5416666666666666,0.0527199128765665
prior3_bp_ge_0&close_loc_ge_0.9,prior3_bp_ge_0,close_loc_ge_0.9,2,5,3,37,0.00036785029738961583,0.09941899929449076,0.7567567567567568,0.7567567567567568,0.05452881664375467
prior3_bp_ge_10&close_loc_ge_0.9,prior3_bp_ge_10,close_loc_ge_0.9,2,5,1,22,0.00035565186739050514,0.1616599397229569,0.6818181818181818,0.6818181818181818,0.10511542322733804
prior3_bp_ge_5&close_loc_ge_0.9,prior3_bp_ge_5,close_loc_ge_0.9,3,5,1,33,0.00033971116300435256,0.10294277666798562,0.5757575757575758,0.6060606060606061,0.05397928042455301
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,1,2,1,23,0.00032993434028183444,0.14344971316601499,0.782608695652174,0.782608695652174,0.09516422996381486
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,1,2,3,23,0.00032993434028183444,0.14344971316601499,0.782608695652174,0.782608695652174,0.09516422996381486
green_ge_10&range_ge_10,green_ge_10,range_ge_10,2,5,1,31,0.0003017120034257692,0.09732645271799008,0.7419354838709677,0.7419354838709677,0.06808398218909392
green_ge_7.5&green_ge_10,green_ge_7.5,green_ge_10,2,5,1,31,0.0003017120034257692,0.09732645271799008,0.7419354838709677,0.7419354838709677,0.06808398218909392
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,5,2,3,23,0.000292155773286229,0.12702424925488218,0.391304347826087,0.391304347826087,0.05789394503376583
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,5,2,1,23,0.000292155773286229,0.12702424925488218,0.391304347826087,0.391304347826087,0.05789394503376583
green_ge_10&prior5_bp_ge_5,green_ge_10,prior5_bp_ge_5,2,5,1,27,0.00029061319423184795,0.1076345163821659,0.7407407407407407,0.7407407407407407,0.07870803119955552
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,1,5,3,23,0.00026847755329817424,0.11672937099920619,0.8695652173913043,0.8695652173913043,0.1585619064382523
green_ge_10&prior3_bp_ge_10,green_ge_10,prior3_bp_ge_10,1,5,1,23,0.00026847755329817424,0.11672937099920619,0.8695652173913043,0.8695652173913043,0.1585619064382523
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,2,5,3,25,0.00025536217905386405,0.10214487162154562,0.76,0.76,0.0827516670146273
prior5_bp_ge_5&close_loc_ge_0.9,prior5_bp_ge_5,close_loc_ge_0.9,5,5,1,32,0.0002043627864026787,0.06386337075083709,0.40625,0.46875,0.046138093640512176
prior5_bp_ge_0&close_loc_ge_0.9,prior5_bp_ge_0,close_loc_ge_0.9,2,5,1,33,0.00020336342267945895,0.06162527959983605,0.6666666666666666,0.6666666666666666,0.06879204998108149
prior3_bp_ge_10&close_loc_ge_0.9,prior3_bp_ge_10,close_loc_ge_0.9,1,5,3,22,0.000202986539672656,0.09226660894211637,0.8636363636363636,0.8636363636363636,0.15945298823517437
prior3_bp_ge_10&close_loc_ge_0.75,prior3_bp_ge_10,close_loc_ge_0.75,1,5,3,35,0.00018606497717077453,0.05316142204879272,0.8571428571428571,0.8571428571428571,0.0998301982794174
green_ge_7.5&close_loc_ge_0.9,green_ge_7.5,close_loc_ge_0.9,5,5,3,28,0.00015797285408014616,0.05641887645719505,0.5,0.5357142857142857,0.041841880392365825
green_ge_7.5&green_ge_10,green_ge_7.5,green_ge_10,5,5,3,31,0.0001470528814975225,0.047436413386297574,0.5483870967741935,0.5483870967741935,0.037764692858130645
green_ge_10&range_ge_10,green_ge_10,range_ge_10,5,5,3,31,0.0001470528814975225,0.047436413386297574,0.5483870967741935,0.5483870967741935,0.037764692858130645
prior3_bp_ge_10&close_loc_ge_0.9,prior3_bp_ge_10,close_loc_ge_0.9,5,5,3,22,0.00010201007537413709,0.04636821607915322,0.5,0.5454545454545454,0.05238530265085924
prior5_bp_ge_10&close_loc_ge_0.9,prior5_bp_ge_10,close_loc_ge_0.9,3,5,3,24,0.0001005855606610595,0.041910650275441455,0.6666666666666666,0.6666666666666666,0.06294668230431757
range_ge_10&close_loc_ge_0.9,range_ge_10,close_loc_ge_0.9,3,5,3,28,9.854706336231978e-05,0.03519537977225706,0.6428571428571429,0.6428571428571429,0.055848975333060435
green_ge_10&prior5_bp_ge_0,green_ge_10,prior5_bp_ge_0,2,2,1,28,9.744063858529994e-05,0.03480022806617855,0.6071428571428571,0.6071428571428571,0.04745769845637923
green_ge_10&prior5_bp_ge_0,green_ge_10,prior5_bp_ge_0,2,2,3,28,9.744063858529994e-05,0.03480022806617855,0.6071428571428571,0.6071428571428571,0.04745769845637923
green_ge_10&prior3_bp_ge_0,green_ge_10,prior3_bp_ge_0,2,2,1,28,9.690315157062646e-05,0.03460826841808088,0.6071428571428571,0.6071428571428571,0.04745402055702501
green_ge_10&prior3_bp_ge_0,green_ge_10,prior3_bp_ge_0,2,2,3,28,9.690315157062646e-05,0.03460826841808088,0.6071428571428571,0.6071428571428571,0.04745402055702501
green_ge_10&prior5_bp_ge_0,green_ge_10,prior5_bp_ge_0,2,5,3,28,7.711056141279649e-05,0.027539486218855887,0.75,0.75,0.0728714566079443
green_ge_10&prior3_bp_ge_0,green_ge_10,prior3_bp_ge_0,2,5,3,28,7.576684387600174e-05,0.02705958709857205,0.75,0.75,0.07286009644894706
prior5_bp_ge_10&close_loc_ge_0.9,prior5_bp_ge_10,close_loc_ge_0.9,1,5,1,24,7.178967800636205e-05,0.029912365835984188,0.7916666666666666,0.7916666666666666,0.15409574925568933
close_loc_ge_0.75&close_loc_ge_0.9,close_loc_ge_0.75,close_loc_ge_0.9,5,5,3,43,6.987192661100927e-05,0.01624928525837425,0.46511627906976744,0.5348837209302325,0.02874051963219741
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,1,3,3,25,4.094929065823205e-05,0.01637971626329282,0.8,0.8,0.10336235208849284
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,1,3,1,25,4.094929065823205e-05,0.01637971626329282,0.8,0.8,0.10336235208849284
green_ge_7.5&green_ge_10,green_ge_7.5,green_ge_10,5,5,1,31,1.505975268578652e-05,0.004857984737350491,0.5161290322580645,0.5161290322580645,0.03985947033487252
green_ge_10&range_ge_10,green_ge_10,range_ge_10,5,5,1,31,1.505975268578652e-05,0.004857984737350491,0.5161290322580645,0.5161290322580645,0.03985947033487252
prior5_bp_ge_0&close_loc_ge_0.9,prior5_bp_ge_0,close_loc_ge_0.9,1,5,3,33,4.774189214185043e-06,0.0014467240042984977,0.8484848484848485,0.8484848484848485,0.10127779236512933
prior3_bp_ge_5&range_ge_15,prior3_bp_ge_5,range_ge_15,1,5,3,21,4.367404875416092e-06,0.002079716607340996,0.8571428571428571,0.8571428571428571,0.17577743608993943
prior3_bp_ge_5&range_ge_15,prior3_bp_ge_5,range_ge_15,1,5,1,21,4.367404875416092e-06,0.002079716607340996,0.8571428571428571,0.8571428571428571,0.17577743608993943
rvol_ge_4&prior3_bp_ge_10,rvol_ge_4,prior3_bp_ge_10,1,5,3,20,3.820810292376464e-06,0.001910405146188232,0.85,0.85,0.168491465815824
prior5_bp_ge_5&close_loc_ge_0.9,prior5_bp_ge_5,close_loc_ge_0.9,2,5,1,32,-8.963096902681045e-06,-0.0028009677820878265,0.65625,0.65625,0.07045885066581171
prior3_bp_ge_5&close_loc_ge_0.9,prior3_bp_ge_5,close_loc_ge_0.9,1,5,3,33,-9.528873313957575e-06,-0.002887537367865932,0.8484848484848485,0.8484848484848485,0.10151754434702376
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,1,5,3,27,-1.4965372460484794e-05,-0.005542730540920294,0.8518518518518519,0.8518518518518519,0.12857382692722671
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,1,5,1,27,-1.4965372460484794e-05,-0.005542730540920294,0.8518518518518519,0.8518518518518519,0.12857382692722671
range_ge_10&close_loc_ge_0.9,range_ge_10,close_loc_ge_0.9,3,5,1,28,-2.221522487477756e-05,-0.007934008883849129,0.6071428571428571,0.6428571428571429,0.05832272042328608
green_ge_7.5&close_loc_ge_0.9,green_ge_7.5,close_loc_ge_0.9,5,5,1,28,-9.04333953746228e-05,-0.03229764120522243,0.4642857142857143,0.5357142857142857,0.04521936894646733
rvol_ge_4&prior5_bp_ge_10,rvol_ge_4,prior5_bp_ge_10,5,5,1,22,-9.780187118468842e-05,-0.044455395993040187,0.4090909090909091,0.5,0.0628188032127461
prior5_bp_ge_5&close_loc_ge_0.9,prior5_bp_ge_5,close_loc_ge_0.9,1,5,3,32,-0.00011104027601249733,-0.034700086253905416,0.84375,0.84375,0.10325228047788247
green_ge_10&prior5_bp_ge_5,green_ge_10,prior5_bp_ge_5,2,2,1,27,-0.00011534589782991045,-0.042720702899966836,0.5925925925925926,0.5925925925925926,0.048959954647166605
green_ge_10&prior5_bp_ge_5,green_ge_10,prior5_bp_ge_5,2,2,3,27,-0.00011534589782991045,-0.042720702899966836,0.5925925925925926,0.5925925925925926,0.048959954647166605
prior3_bp_ge_10&close_loc_ge_0.9,prior3_bp_ge_10,close_loc_ge_0.9,2,2,3,22,-0.0001187894070527884,-0.053995185023994724,0.5909090909090909,0.5909090909090909,0.05795019516410865
green_ge_10&prior5_bp_ge_5,green_ge_10,prior5_bp_ge_5,5,2,1,27,-0.00012082480961250752,-0.0447499294861139,0.37037037037037035,0.37037037037037035,0.04991888211316262
green_ge_10&prior5_bp_ge_5,green_ge_10,prior5_bp_ge_5,5,2,3,27,-0.00012082480961250752,-0.0447499294861139,0.37037037037037035,0.37037037037037035,0.04991888211316262
green_ge_10&range_ge_10,green_ge_10,range_ge_10,2,5,3,31,-0.00012457716580849265,-0.040186182518868595,0.7419354838709677,0.7419354838709677,0.06507650262405536
green_ge_7.5&green_ge_10,green_ge_7.5,green_ge_10,2,5,3,31,-0.00012457716580849265,-0.040186182518868595,0.7419354838709677,0.7419354838709677,0.06507650262405536
prior5_bp_ge_10&range_ge_15,prior5_bp_ge_10,range_ge_15,1,5,1,20,-0.00012483337844315656,-0.06241668922157828,0.85,0.85,0.1807187545792147
prior5_bp_ge_10&range_ge_15,prior5_bp_ge_10,range_ge_15,1,5,3,20,-0.00012483337844315656,-0.06241668922157828,0.85,0.85,0.1807187545792147
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,5,2,1,27,-0.0001273315583600887,-0.047159836429662476,0.37037037037037035,0.37037037037037035,0.04988769459207916
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,5,2,3,27,-0.0001273315583600887,-0.047159836429662476,0.37037037037037035,0.37037037037037035,0.04988769459207916
green_ge_10&prior5_bp_ge_5,green_ge_10,prior5_bp_ge_5,2,5,3,27,-0.0001356759750024139,-0.05025036111200515,0.7407407407407407,0.7407407407407407,0.07471624198880181
prior5_bp_ge_0&close_loc_ge_0.9,prior5_bp_ge_0,close_loc_ge_0.9,3,5,1,33,-0.00014315088997574055,-0.043379057568406224,0.5454545454545454,0.5757575757575758,0.054590397665263135
prior3_bp_ge_10&close_loc_ge_0.9,prior3_bp_ge_10,close_loc_ge_0.9,1,5,1,22,-0.00015786924269334257,-0.07175874667879208,0.7727272727272727,0.7727272727272727,0.1626757063349669
rvol_ge_3&rvol_ge_4,rvol_ge_3,rvol_ge_4,3,5,3,30,-0.00015893654781584665,-0.05297884927194888,0.6,0.6333333333333333,0.05542991718751712
prior5_bp_ge_0&close_loc_ge_0.9,prior5_bp_ge_0,close_loc_ge_0.9,3,5,3,33,-0.00016219151355811867,-0.0491489435024602,0.6363636363636364,0.6363636363636364,0.04690901548711727
prior3_bp_ge_5&close_loc_ge_0.9,prior3_bp_ge_5,close_loc_ge_0.9,3,5,3,33,-0.00016639352096126103,-0.050422279079170004,0.6363636363636364,0.6363636363636364,0.04692399555355597
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,3,5,1,25,-0.00017263204190787196,-0.06905281676314878,0.64,0.64,0.06499597272192689
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,2,3,1,25,-0.0001847399737311406,-0.07389598949245624,0.64,0.64,0.06331723290666302
prior5_bp_ge_10&close_loc_ge_0.75,prior5_bp_ge_10,close_loc_ge_0.75,1,5,3,38,-0.00020576264991878368,-0.05414806576810097,0.8421052631578947,0.8421052631578947,0.08846011724466404
prior3_bp_ge_0&close_loc_ge_0.9,prior3_bp_ge_0,close_loc_ge_0.9,5,5,3,37,-0.00021708919686158623,-0.058672755908536815,0.4594594594594595,0.5405405405405406,0.0329190411766064
green_ge_10&close_loc_ge_0.75,green_ge_10,close_loc_ge_0.75,2,2,1,24,-0.000218143150715,-0.09089297946458333,0.5833333333333334,0.5833333333333334,0.054895291246937046
green_ge_10&close_loc_ge_0.75,green_ge_10,close_loc_ge_0.75,2,2,3,24,-0.000218143150715,-0.09089297946458333,0.5833333333333334,0.5833333333333334,0.054895291246937046
rvol_ge_4&prior3_bp_ge_10,rvol_ge_4,prior3_bp_ge_10,5,5,1,20,-0.00021895431279095323,-0.10947715639547662,0.4,0.5,0.06902893234771425
rvol_ge_3&rvol_ge_4,rvol_ge_3,rvol_ge_4,5,5,1,30,-0.00022317518759940036,-0.07439172919980011,0.36666666666666664,0.5333333333333333,0.05015128883958393
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,1,3,3,27,-0.00023205183774988036,-0.08594512509254829,0.7777777777777778,0.7777777777777778,0.08800993636926377
green_ge_10&prior3_bp_ge_5,green_ge_10,prior3_bp_ge_5,1,3,1,27,-0.00023205183774988036,-0.08594512509254829,0.7777777777777778,0.7777777777777778,0.08800993636926377
prior3_bp_ge_10&close_loc_ge_0.9,prior3_bp_ge_10,close_loc_ge_0.9,1,3,3,22,-0.0002546092516519938,-0.11573147802363354,0.7727272727272727,0.7727272727272727,0.10700371868548501
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,1,5,1,25,-0.00025901491556257206,-0.10360596622502882,0.84,0.84,0.1346373939249228
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,1,5,3,25,-0.00025901491556257206,-0.10360596622502882,0.84,0.84,0.1346373939249228
prior3_bp_ge_5&range_ge_15,prior3_bp_ge_5,range_ge_15,1,2,1,21,-0.00027240717484788846,-0.1297177023085183,0.7142857142857143,0.7142857142857143,0.09136923766171307
prior3_bp_ge_5&range_ge_15,prior3_bp_ge_5,range_ge_15,1,2,3,21,-0.00027240717484788846,-0.1297177023085183,0.7142857142857143,0.7142857142857143,0.09136923766171307
prior3_bp_ge_10&close_loc_ge_0.75,prior3_bp_ge_10,close_loc_ge_0.75,2,5,3,35,-0.00027298887932381,-0.07799682266394571,0.7142857142857143,0.7428571428571429,0.05856215150293945
rvol_ge_4&prior5_bp_ge_0,rvol_ge_4,prior5_bp_ge_0,5,5,1,28,-0.00029141376873531577,-0.1040763459768985,0.35714285714285715,0.5357142857142857,0.054187211113149836
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,1,2,3,25,-0.0002945725549574618,-0.11782902198298473,0.72,0.72,0.08116431658869556
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,1,2,1,25,-0.0002945725549574618,-0.11782902198298473,0.72,0.72,0.08116431658869556
rvol_ge_4&prior5_bp_ge_5,rvol_ge_4,prior5_bp_ge_5,5,5,1,27,-0.0003072166525153186,-0.11378394537604393,0.37037037037037035,0.5185185185185185,0.05426112662809754
green_ge_10&close_loc_ge_0.75,green_ge_10,close_loc_ge_0.75,2,5,1,24,-0.00031958388275776795,-0.13315995114906998,0.7083333333333334,0.7083333333333334,0.08519457568210684
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,3,2,3,25,-0.00032169241670887416,-0.12867696668354967,0.48,0.48,0.042611231897982875
green_ge_10&prior5_bp_ge_10,green_ge_10,prior5_bp_ge_10,3,2,1,25,-0.00032169241670887416,-0.12867696668354967,0.48,0.48,0.042611231897982875
