feature,bucket,n,net_pnl,average_position_return,win_rate,recent12_net,early_net,late_net
intraday_residual,"(-9.001, -0.02]",726,-0.2210370318798402,-0.0009133761647927283,0.49449035812672176,0.3474337282702753,-0.41187766808275383,0.19084063620291347
intraday_residual,"(-0.02, 0.0]",1620,0.4795929235179994,0.0008881350435518511,0.5012345679012346,0.07668295523356615,0.5219090532379036,-0.042316129719904116
intraday_residual,"(0.0, 0.02]",1518,0.5621612189059915,0.0011109905511976117,0.502635046113307,0.05353234728063721,0.16762913406924504,0.3945320848367465
intraday_residual,"(0.02, 0.05]",541,0.4668046002658583,0.002588565251012153,0.5138632162661737,0.21623778610711125,0.19945221507957625,0.2673523851862821
intraday_residual,"(0.05, 9.0]",155,0.1834958120671062,0.0035515318464601204,0.5032258064516129,-0.03747985189822822,0.11960190567354043,0.06389390639356579
qqq_open_to_entry,"(-9.001, -0.01]",693,-0.2613435121044354,-0.0011313571952572964,0.5021645021645021,-0.03640352988002467,-0.21825450784012068,-0.04308900426431485
qqq_open_to_entry,"(-0.01, 0.0]",1386,0.2479564528580866,0.0005367022789136073,0.5137085137085137,0.42879599991826095,0.06033444405875833,0.18762200879932825
qqq_open_to_entry,"(0.0, 0.01]",1752,1.2130310467830863,0.0020771079568203533,0.5131278538812786,0.28096617955865877,0.6566801594002183,0.5563508873828682
qqq_open_to_entry,"(0.01, 9.0]",729,0.2713735353403779,0.0011167635199192507,0.4540466392318244,-0.016951684603533444,0.09795454435865564,0.17341899098172225
prior_day_return,"(-9.001, -0.02]",934,1.2449016358580463,0.003998613391407,0.5481798715203426,0.5224800583102986,0.5233115937874584,0.7215900420705876
prior_day_return,"(-0.02, 0.0]",1257,-0.04121447504826428,-9.836390226316042e-05,0.4781225139220366,0.014198053829185438,-0.10119908130237458,0.05998460625411039
prior_day_return,"(0.0, 0.02]",1279,0.2139133044889538,0.0005017513005995787,0.49726348709929635,0.1150795411734891,0.10460862047164286,0.10930468401731089
prior_day_return,"(0.02, 0.05]",730,0.04292155219067595,0.00017638994050962704,0.4904109589041096,0.11086179911810072,-0.04118811100526415,0.0841096631959401
prior_day_return,"(0.05, 9.0]",360,0.010495505387703871,8.746254489753222e-05,0.5083333333333333,-0.1062124874377122,0.11118161802604912,-0.10068611263834526
prior5_return,"(-9.001, -0.05]",827,0.6798082862888639,0.0024660518245061573,0.5405078597339782,0.1455397483268684,0.4327822614646486,0.24702602482421543
prior5_return,"(-0.05, 0.0]",1239,0.03712683211475365,8.989547727543256e-05,0.48184019370460046,0.058012961365708354,0.06700297018753353,-0.029876138072779945
prior5_return,"(0.0, 0.05]",1324,-0.014060533377060924,-3.185921460059122e-05,0.48867069486404835,0.10645968344493247,-0.19087074443587262,0.17681021105881173
prior5_return,"(0.05, 0.15]",908,0.6453940027673519,0.002132359039980238,0.5066079295154186,0.28316144533797016,0.15904703360994432,0.4863469691574077
prior5_return,"(0.15, 9.0]",262,0.12274893508320653,0.0014055221574412967,0.5305343511450382,0.06323312651788233,0.12875311915125753,-0.006004184068051054
distance_sma200,"(-9.001, 0.0]",200,-0.11683232806636484,-0.001752484920995473,0.485,0.0,-0.061884120514016996,-0.05494820755234783
distance_sma200,"(0.0, 0.1]",378,0.14031988969330714,0.0011136499182008502,0.4894179894179894,-0.004096577744792329,0.027881990355402023,0.1124378993379051
distance_sma200,"(0.1, 0.25]",884,0.04645694777988557,0.0001576593250448606,0.4807692307692308,0.027791792672718064,-0.07816041140562752,0.12461735918551309
distance_sma200,"(0.25, 0.5]",1379,0.05943571188946062,0.00012930176625698458,0.5003625815808557,0.18431649561942517,-0.07114726400410692,0.1305829758935675
distance_sma200,"(0.5, 9.0]",1719,1.341637301580827,0.0023414263552894014,0.5194880744618965,0.4483952544460108,0.780024445545861,0.5616128560349659
