symbol,component,morning,hold,state,cost,signal_days,net,positive_fraction,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,18m_trades,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,15m_trades,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months,12m_trades
EEM,open_session,15,15,high_opening_volume,5.0,60,-0.05278973276574894,0.18333333333333332,0.05278973276574894,35,True,-0.05278973276574894,-0.0029327629314304967,-0.0022883882256492516,15,2,60,-0.046696937055854204,-0.003113129137056947,-0.002459709086611306,12,2,55,-0.03579580582067676,-0.0029829838183897304,-0.0024119043183664646,10,2,42
VWO,combined_previous_close,15,60,high_opening_volume,5.0,69,-0.07261067613968952,0.14492753623188406,0.0765267405723622,38,True,-0.07261067613968952,-0.004033926452204973,-0.00391374832395841,16,0,69,-0.04677063932345826,-0.0031180426215638843,-0.0025630812045079887,13,0,54,-0.0402188725814322,-0.0033515727151193497,-0.0031070258586625155,11,0,42
IYR,open_session,30,30,high_opening_volume,5.0,58,-0.07809666917578528,0.3793103448275862,0.07950981360399101,29,True,-0.07809666917578528,-0.004338703843099183,-0.0021720885145395386,14,0,58,-0.04685507706150904,-0.0031236718041006027,-0.0016905869558971887,11,0,48,-0.046798104590575984,-0.0038998420492146655,-0.001985890186690098,9,0,40
FXI,open_session,60,30,high_opening_volatility,5.0,62,-0.056607585332735355,0.3225806451612903,0.056607585332735355,35,True,-0.056607585332735355,-0.003144865851818631,-0.0022819052132937445,11,4,62,-0.04688370613835258,-0.003125580409223505,-0.0024621819657982824,9,4,58,-0.030484589178605304,-0.002540382431550442,-0.0012310909828991412,6,4,43
FXI,combined_previous_close,15,15,high_opening_volatility,5.0,54,-0.04792051256036689,0.18518518518518517,0.04906588579753768,24,True,-0.04792051256036689,-0.0026622506977981605,-0.002304878575790259,14,2,54,-0.047329783377187185,-0.003155318891812479,-0.0025249582019164496,12,2,46,-0.03734102423666519,-0.003111752019722099,-0.0029985797324855734,10,2,31
FXI,open_session,60,60,high_opening_volume,5.0,59,-0.059286440556558406,0.3050847457627119,0.059286440556558406,38,True,-0.059286440556558406,-0.0032936911420310224,-0.0023905932898373172,14,2,59,-0.0475513074710997,-0.00317008716473998,-0.0018551674410752783,11,2,55,-0.04002727809844364,-0.003335606508203637,-0.0017677319985861528,9,2,37
IYR,open_session,60,30,high_opening_volume,5.0,52,-0.056816293960595066,0.36538461538461536,0.058159344955859615,29,True,-0.056816293960595066,-0.003156460775588615,-0.002872629683666028,16,0,52,-0.04762076572987717,-0.0031747177153251447,-0.0025782820542528118,13,0,44,-0.04181267197161653,-0.0034843893309680443,-0.0031627825446311486,10,0,36
FXI,combined_previous_close,30,15,high_opening_volume,5.0,60,-0.05185622455372074,0.16666666666666666,0.054562065720663244,22,True,-0.05185622455372074,-0.002880901364095597,-0.002424007908451875,16,0,60,-0.0476342079729426,-0.00317561386486284,-0.002662523679711648,14,0,52,-0.03697681263333885,-0.0030814010527782376,-0.002424007908451875,12,0,34
EFA,open_session,30,30,high_opening_volume,5.0,73,-0.06586237289888652,0.2054794520547945,0.06586237289888652,38,True,-0.06586237289888652,-0.003659020716604807,-0.003392120601279802,14,1,73,-0.04767798887463148,-0.003178532591642099,-0.002130186352145569,11,1,58,-0.041616540298516025,-0.0034680450248763353,-0.002692353349873833,9,1,45
EEM,open_session,15,30,high_opening_volatility,5.0,77,-0.05764676997814877,0.2857142857142857,0.06562638046859626,35,True,-0.05764676997814877,-0.0032025983321193763,-0.0011120369720275525,12,4,77,-0.0483757793957279,-0.0032250519597151936,-0.0007978227261059567,10,3,71,-0.02731392966551982,-0.002276160805459985,-0.0006700759180650051,7,3,52
IYR,open_session,60,60,high_opening_volatility,5.0,58,-0.05183999369373149,0.3620689655172414,0.06434897046182408,3,True,-0.05183999369373149,-0.0028799996496517493,-0.003678412614427251,13,1,58,-0.048712965129414365,-0.0032475310086276243,-0.0037292966758869506,12,1,49,-0.053959243198363316,-0.004496603599863609,-0.003678412614427251,10,1,28
VWO,open_session,60,60,high_opening_volume,5.0,63,-0.06096766252986696,0.2222222222222222,0.05932217300820786,2,True,-0.06096766252986696,-0.0033870923627703866,-0.00304345483025642,15,0,63,-0.049032017752516976,-0.003268801183501132,-0.0027130517074224203,12,0,56,-0.048987979471249554,-0.0040823316226041295,-0.002853147997924521,10,0,47
EFA,open_session,60,15,high_opening_volatility,5.0,71,-0.0566730717850622,0.22535211267605634,0.0566730717850622,29,True,-0.0566730717850622,-0.0031485039880590113,-0.001881383304178308,15,2,71,-0.04919560189494909,-0.003279706792996606,-0.0019609047727565665,12,2,64,-0.03614268749144922,-0.0030118906242874353,-0.0022430585012042648,10,2,49
VWO,combined_previous_close,30,60,high_opening_volatility,5.0,67,-0.06282932074656411,0.2835820895522388,0.07452958024157363,36,True,-0.06282932074656411,-0.0034905178192535615,-0.0025209685296438966,13,2,67,-0.049398915013726064,-0.003293261000915071,-0.0020382862535666124,10,2,61,-0.03179603357134242,-0.002649669464278535,-0.002162119333907253,9,2,43
EEM,open_session,60,15,high_opening_volume,5.0,75,-0.057354251379044374,0.22666666666666666,0.05806583218995531,57,True,-0.057354251379044374,-0.0031863472988357985,-0.0035939625536136055,14,3,75,-0.049703350746088115,-0.0033135567164058743,-0.0038006476969514313,11,3,66,-0.04173400064224375,-0.003477833386853646,-0.0042169804255802745,9,3,53
EFA,open_session,15,30,high_opening_volatility,5.0,66,-0.058533421544212816,0.2878787878787879,0.05870670736661654,35,True,-0.058533421544212816,-0.0032518567524562675,-0.002948748366674969,14,1,66,-0.049784154025952376,-0.0033189436017301583,-0.002810277822749563,12,1,61,-0.035384508399236014,-0.0029487090332696677,-0.002761562922732219,10,1,46
VWO,open_session,30,15,high_opening_volume,5.0,58,-0.0559948326335824,0.1206896551724138,0.05484757633378501,2,True,-0.0559948326335824,-0.0031108240351990224,-0.00212438431459655,17,1,58,-0.04987996962347607,-0.0033253313082317383,-0.002920579816030444,14,1,50,-0.039406643361206695,-0.0032838869467672247,-0.0025146023513363813,11,1,40
VWO,combined_previous_close,30,60,high_opening_volume,5.0,70,-0.07438948634045628,0.14285714285714285,0.07830866782610957,38,True,-0.07438948634045628,-0.0041327492411364596,-0.0032781829465167167,14,0,70,-0.05021109052628203,-0.0033474060350854686,-0.0026333440681688414,11,0,57,-0.03940687728534886,-0.0032839064404457385,-0.0031104045900460786,10,0,42
EFA,open_session,30,15,high_opening_volume,5.0,73,-0.06510759951793788,0.1643835616438356,0.06510759951793788,38,True,-0.06510759951793788,-0.0036170888621076596,-0.003301057534283225,16,1,73,-0.05089804510907869,-0.0033932030072719127,-0.0023625469064459947,13,1,58,-0.044719767821724155,-0.003726647318477013,-0.0023500375205073865,11,1,45
FXI,open_session,60,60,high_opening_volatility,5.0,62,-0.06367318979871028,0.3387096774193548,0.06367318979871028,35,True,-0.06367318979871028,-0.0035373994332616823,-0.002291892703013665,11,4,62,-0.05092303348964533,-0.003394868899309689,-0.0005335321707532481,8,4,58,-0.03902047581489465,-0.0032517063179078876,-0.00026676608537662405,6,4,43
IYR,open_session,30,15,high_opening_volatility,5.0,57,-0.0669184794169001,0.2807017543859649,0.07143277763997424,21,True,-0.0669184794169001,-0.0037176933009388947,-0.002705646582213339,14,2,57,-0.051365388584854066,-0.0034243592389902712,-0.002625924729365181,12,2,46,-0.042002862089039805,-0.0035002385074199838,-0.002705646582213339,10,2,30
FXI,open_session,60,15,high_opening_volatility,5.0,62,-0.04880359201021345,0.25806451612903225,0.05188896952116806,35,True,-0.04880359201021345,-0.0027113106672340802,-0.001652405097094245,12,4,62,-0.05205782849915763,-0.003470521899943842,-0.003095097621296672,11,4,58,-0.03563703109028826,-0.002969752590857355,-0.002070515475367296,8,4,43
FXI,open_session,15,15,high_opening_volume,5.0,68,-0.05172889938090863,0.23529411764705882,0.05331243442885081,3,True,-0.05172889938090863,-0.002873827743383813,-0.0022517693146925644,15,1,68,-0.05223782822121148,-0.0034825218814140985,-0.0034134498982457684,13,1,64,-0.03843504715462187,-0.0032029205962184892,-0.0030337359337184733,11,1,47
FXI,open_session,30,15,high_opening_volume,5.0,65,-0.05216385345603791,0.2153846153846154,0.053359792458664734,29,True,-0.05216385345603791,-0.0028979918586687727,-0.0019987582779296686,16,1,65,-0.05226342209178414,-0.003484228139452276,-0.002034851663809789,14,1,62,-0.031147244940141205,-0.0025956037450117673,-0.0019987582779296686,11,1,42
EEM,combined_previous_close,15,15,high_opening_volume,5.0,73,-0.05908079310128167,0.2054794520547945,0.060815556473514776,29,True,-0.05908079310128167,-0.003282266283404537,-0.0030495075463515264,17,0,73,-0.05245049193088136,-0.0034966994620587574,-0.004523895221873908,14,0,67,-0.04783420110653758,-0.003986183425544798,-0.004548634043805677,12,0,54
EEM,combined_previous_close,30,30,high_opening_volume,5.0,78,-0.06384162674836835,0.19230769230769232,0.06874353555767132,29,True,-0.06384162674836835,-0.0035467570415760197,-0.00244929361313051,15,0,78,-0.052494274869942736,-0.003499618324662849,-0.001999029579273559,12,0,69,-0.040797621836318965,-0.003399801819693247,-0.00222950832689911,10,0,57
VWO,combined_previous_close,60,15,high_opening_volume,5.0,66,-0.06591595433659314,0.09090909090909091,0.06564230702704843,29,True,-0.06591595433659314,-0.003661997463144063,-0.0037862748560136272,17,0,66,-0.05323566764973797,-0.0035490445099825314,-0.0038159760982776625,14,0,52,-0.04548578433047368,-0.0037904820275394733,-0.003846205469983488,12,0,40
EEM,combined_previous_close,30,15,high_opening_volume,5.0,78,-0.06213889533307748,0.21794871794871795,0.06387365870531059,29,True,-0.06213889533307748,-0.003452160851837638,-0.0026666874972453014,17,0,78,-0.05370934707007036,-0.0035806231380046904,-0.0030017360883066724,14,0,69,-0.0511235981073358,-0.004260299842277983,-0.0034229483034584063,12,0,57
EEM,combined_previous_close,15,30,high_opening_volatility,5.0,64,-0.061561592176922364,0.25,0.06558327319827295,36,True,-0.061561592176922364,-0.0034200884542734647,-0.00196332936419924,15,2,64,-0.05378048576652117,-0.003585365717768078,-0.001496608836876634,12,2,60,-0.027929172009314218,-0.0023274310007761847,-0.0011756546090059272,9,2,46
FXI,combined_previous_close,60,30,high_opening_volume,5.0,59,-0.06650797388480023,0.1864406779661017,0.067573377520312,38,True,-0.06650797388480023,-0.0036948874380444575,-0.0020851315078107557,14,1,59,-0.05413858633092161,-0.0036092390887281075,-0.0019138574018430221,12,1,52,-0.037167341902718865,-0.0030972784918932386,-0.0020851315078107557,10,1,30
EEM,open_session,60,30,high_opening_volatility,5.0,72,-0.06362893847484474,0.2638888888888889,0.06422034409027133,35,True,-0.06362893847484474,-0.0035349410263802636,-0.003066539413374758,13,3,72,-0.05449949137110255,-0.00363329942474017,-0.0026466975698179462,10,3,66,-0.04285020307431131,-0.003570850256192609,-0.002060873959207843,7,3,50
VWO,combined_previous_close,15,15,high_opening_volume,5.0,69,-0.07025521289729875,0.11594202898550725,0.06998683912003145,29,True,-0.07025521289729875,-0.003903067383183264,-0.0033929665814344534,17,0,69,-0.05469949691529363,-0.003646633127686242,-0.002775026961522542,14,0,54,-0.04818402809886657,-0.004015335674905547,-0.003348489252087916,12,0,42
FXI,open_session,30,15,high_opening_volatility,5.0,63,-0.05292647509143111,0.2222222222222222,0.05702653976558292,35,True,-0.05292647509143111,-0.0029403597273017284,-0.0023654673340923194,12,2,63,-0.05534153880598569,-0.003689435920399046,-0.0030895074618418894,11,2,58,-0.03916063650336843,-0.0032633863752807024,-0.002780782632637979,9,2,43
EFA,open_session,15,15,high_opening_volatility,5.0,66,-0.06185091067068116,0.18181818181818182,0.06314624569455252,35,True,-0.06185091067068116,-0.0034361617039267312,-0.0030556656054153697,16,1,66,-0.05535374104261637,-0.0036902494028410913,-0.0030259737805101716,14,1,61,-0.040876044399523304,-0.0034063370332936085,-0.002579997030734249,11,1,46
EEM,combined_previous_close,30,15,high_opening_volatility,5.0,62,-0.061627252155758816,0.22580645161290322,0.06340723446395191,29,True,-0.061627252155758816,-0.00342373623087549,-0.0023029513463017626,14,2,62,-0.05543058473512008,-0.003695372315674672,-0.002556010213636939,12,2,57,-0.04202749832224706,-0.0035022915268539214,-0.002855577330182324,9,2,42
VWO,combined_previous_close,30,15,high_opening_volume,5.0,70,-0.06890207462300468,0.11428571428571428,0.06863205636701708,29,True,-0.06890207462300468,-0.0038278930346113712,-0.002743558110516464,17,0,70,-0.055875541452247046,-0.00372503609681647,-0.0027120892595103863,14,0,57,-0.04535439386145068,-0.003779532821787557,-0.002743558110516464,12,0,42
EEM,combined_previous_close,60,30,high_opening_volatility,5.0,65,-0.06810913299784882,0.2,0.06810913299784882,36,True,-0.06810913299784882,-0.0037838407221027124,-0.002639568657935465,13,5,65,-0.0562341183647691,-0.00374894122431794,-0.002383711080342299,10,5,59,-0.03285542659868579,-0.002737952216557149,-0.0009287004517719577,7,5,41
IYR,open_session,60,30,high_opening_volatility,5.0,58,-0.06365827888557807,0.3620689655172414,0.0703148585639014,3,True,-0.06365827888557807,-0.0035365710491987814,-0.003692825921092824,14,1,58,-0.05635182970986474,-0.003756788647324316,-0.003993949177592548,13,1,49,-0.03871689592816974,-0.0032264079940141446,-0.0032462410193805358,10,1,28
EEM,combined_previous_close,60,15,high_opening_volatility,5.0,65,-0.06517347244784744,0.2153846153846154,0.06521860393043077,36,True,-0.06517347244784744,-0.0036207484693248576,-0.00320998699521835,12,5,65,-0.05645176754903347,-0.003763451169935565,-0.0032588052526244526,10,5,59,-0.04130314802331714,-0.003441929001943095,-0.002121609200658958,7,5,41
EEM,combined_previous_close,15,30,high_opening_volume,5.0,73,-0.0655687879941923,0.1917808219178082,0.07047069680349527,29,True,-0.0655687879941923,-0.0036427104441217944,-0.0025975072566820634,16,0,73,-0.05675146961824251,-0.003783431307882834,-0.0025796089140540657,13,0,67,-0.03833210141527743,-0.0031943417846064526,-0.0037414590203245224,10,0,54
IYR,open_session,15,15,high_opening_volume,5.0,63,-0.08598902292639987,0.2698412698412698,0.08694088609043271,1,True,-0.08598902292639987,-0.004777167940355548,-0.0030361035915932866,15,0,63,-0.05711776202622354,-0.003807850801748236,-0.002678612363510968,12,0,52,-0.04826952604585277,-0.004022460503821064,-0.0029370131035535985,10,0,43
FXI,open_session,15,15,high_opening_volatility,5.0,61,-0.05277629723563548,0.22950819672131148,0.05799518975153417,29,True,-0.05277629723563548,-0.00293201651309086,-0.00237255463865943,14,2,61,-0.05745023781494063,-0.0038300158543293755,-0.0033437662323621,14,1,57,-0.03970875633933313,-0.003309063028277761,-0.0028472875183725987,11,1,42
IYR,open_session,15,30,high_opening_volume,5.0,63,-0.08856252162993183,0.36507936507936506,0.09235385246215111,29,True,-0.08856252162993183,-0.004920140090551768,-0.002958024352951838,14,0,63,-0.05764121908556408,-0.003842747939037605,-0.0026624224300666466,11,0,52,-0.04640267517078933,-0.0038668895975657778,-0.0023085980498159797,9,0,43
VWO,open_session,15,30,high_opening_volume,5.0,60,-0.0737761018867481,0.05,0.07215305690923246,2,True,-0.0737761018867481,-0.004098672327041562,-0.003814080277745713,18,0,60,-0.05781219062654441,-0.0038541460417696274,-0.002288533152778327,15,0,50,-0.0419413677313486,-0.003495113977612383,-0.0028379235142388937,12,0,40
EEM,combined_previous_close,15,60,high_opening_volatility,5.0,64,-0.06547600557499367,0.28125,0.07389540185567722,36,True,-0.06547600557499367,-0.003637555865277426,-0.0026601276236719595,14,2,64,-0.058405432000177226,-0.003893695466678482,-0.0028965774253747467,11,2,60,-0.0410010577936718,-0.003416754816139317,-0.003470855710175247,9,2,46
IYR,open_session,60,15,high_opening_volume,5.0,52,-0.07030379477770432,0.23076923076923078,0.07125565794173716,29,True,-0.07030379477770432,-0.003905766376539129,-0.004121198647143831,16,0,52,-0.05850061090405245,-0.00390004072693683,-0.00397835886897524,13,0,44,-0.045729765788486754,-0.0038108138157072293,-0.00360499257326391,10,0,36
EEM,open_session,60,60,high_opening_volatility,5.0,72,-0.07073099534781557,0.3194444444444444,0.07105689820215522,35,True,-0.07073099534781557,-0.00392949974154531,-0.002073892088646667,11,3,72,-0.058686704117205446,-0.00391244694114703,-0.0011814675540188224,8,3,66,-0.05345245314139213,-0.004454371095116011,-0.001961916856830226,7,3,50
EEM,combined_previous_close,15,15,high_opening_volatility,5.0,64,-0.06354954708669003,0.25,0.06359475696901595,24,True,-0.06354954708669003,-0.0035305303937050014,-0.002674900795558932,15,2,64,-0.058706509834306364,-0.0039137673222870905,-0.0029636149900813535,13,2,60,-0.04541036226402395,-0.003784196855335329,-0.003523788997566779,10,2,46
VWO,combined_previous_close,60,30,high_opening_volume,5.0,66,-0.08252449906859316,0.10606060606060606,0.08436331497088068,29,True,-0.08252449906859316,-0.00458469439269962,-0.003963755059342822,17,0,66,-0.0592442761762193,-0.003949618411747954,-0.003933158666125758,14,0,52,-0.040942297857503696,-0.0034118581547919746,-0.003963755059342822,11,0,40
EFA,open_session,15,30,high_opening_volume,5.0,78,-0.07588402209169531,0.20512820512820512,0.07495944382465358,37,True,-0.07588402209169531,-0.004215779005094184,-0.0028615191965791764,16,1,78,-0.05969974475238704,-0.00397998298349247,-0.00268884395717528,13,1,67,-0.048037060282951405,-0.004003088356912617,-0.0023745717740853434,10,1,51
EEM,combined_previous_close,60,60,high_opening_volatility,5.0,65,-0.07325756954712048,0.23076923076923078,0.07325756954712048,36,True,-0.07325756954712048,-0.004069864974840027,-0.0017027850491204144,13,5,65,-0.05972471487103226,-0.003981647658068817,-0.0013886056456134943,10,5,59,-0.043484273158896025,-0.0036236894299080022,-0.001076464561147017,7,5,41
EEM,open_session,60,15,high_opening_volatility,5.0,72,-0.06783852285537173,0.20833333333333334,0.06967080717383789,35,True,-0.06783852285537173,-0.0037688068252984294,-0.00376620352882312,13,3,72,-0.05997956350367217,-0.003998637566911478,-0.004403489294788732,10,3,66,-0.04762947050511834,-0.003969122542093195,-0.004387363807311362,8,3,50
VWO,open_session,30,60,high_opening_volatility,5.0,74,-0.07100901113023617,0.28378378378378377,0.07654968732286316,35,True,-0.07100901113023617,-0.003944945062790898,-0.0036285575836428885,13,4,74,-0.060101255559047106,-0.00400675037060314,-0.0032234023607765616,11,3,68,-0.053884600019676654,-0.004490383334973054,-0.0036285575836428885,9,3,51
VWO,combined_previous_close,30,30,high_opening_volatility,5.0,67,-0.07353741636801536,0.19402985074626866,0.0794576820635442,36,True,-0.07353741636801536,-0.004085412020445298,-0.003315459396522946,14,2,67,-0.06055284125688709,-0.004036856083792473,-0.00327157664351041,11,2,61,-0.030404436789773115,-0.0025337030658144264,-0.0030660530701559496,8,2,43
EEM,open_session,30,15,high_opening_volatility,5.0,71,-0.06701813488339492,0.2112676056338028,0.07138282809022245,35,True,-0.06701813488339492,-0.003723229715744162,-0.0036656594556865874,12,4,71,-0.0605719355702552,-0.004038129038017013,-0.004461394659806328,10,3,65,-0.04287938318393547,-0.0035732819319946227,-0.004089450360866109,8,3,48
VWO,open_session,15,15,high_opening_volume,5.0,60,-0.06768537325471602,0.08333333333333333,0.066552324553393,2,True,-0.06768537325471602,-0.00376029851415089,-0.003421198131779435,18,0,60,-0.06071953052277734,-0.00404796870151849,-0.003592047454112013,15,0,50,-0.04562710945357862,-0.0038022591211315515,-0.0030271282725822246,12,0,40
IYR,combined_previous_close,30,15,high_opening_volume,5.0,64,-0.0938717768970817,0.234375,0.09187721429952089,29,True,-0.0938717768970817,-0.005215098716504539,-0.005405792446517732,15,1,64,-0.06136903445825226,-0.004091268963883484,-0.005105078652189787,12,1,53,-0.05705738858187326,-0.004754782381822771,-0.005405792446517732,10,1,45
EFA,open_session,60,15,high_opening_volume,5.0,88,-0.07467136630659632,0.1590909090909091,0.07467136630659632,29,True,-0.07467136630659632,-0.004148409239255351,-0.003361047524673255,17,0,88,-0.06178023710624714,-0.00411868247374981,-0.0032949035929127346,14,0,73,-0.05188936812508005,-0.004324114010423337,-0.003361047524673255,11,0,56
VWO,combined_previous_close,15,15,high_opening_volatility,5.0,60,-0.07130531213249103,0.11666666666666667,0.07130531213249103,24,True,-0.07130531213249103,-0.003961406229582835,-0.003462811790463982,15,3,60,-0.06181376586171872,-0.004120917724114581,-0.0040212994030399685,12,3,52,-0.04581540277432061,-0.0038179502311933844,-0.003462811790463982,9,3,39
VWO,combined_previous_close,15,30,high_opening_volume,5.0,69,-0.08929352897736875,0.08695652173913043,0.09114420641769094,29,True,-0.08929352897736875,-0.00496075160985382,-0.004247396569190931,17,0,69,-0.06285711151735096,-0.004190474101156731,-0.003327080522126491,14,0,54,-0.04583595067816637,-0.003819662556513864,-0.0035372274816317106,11,0,42
VWO,combined_previous_close,30,30,high_opening_volume,5.0,70,-0.08600386452649111,0.1,0.0878487774066723,29,True,-0.08600386452649111,-0.00477799247369395,-0.0034244041319168583,17,0,70,-0.06314090383614912,-0.004209393589076608,-0.003327080522126491,14,0,57,-0.042813902886223665,-0.0035678252405186386,-0.0031649060251175976,11,0,42
VWO,open_session,60,30,high_opening_volume,5.0,63,-0.07516270588578555,0.12698412698412698,0.07354209068865136,2,True,-0.07516270588578555,-0.0041757058825436415,-0.003916730695940618,17,0,63,-0.06344518023059298,-0.004229678682039532,-0.0043623658473714855,14,0,56,-0.05296025794770243,-0.004413354828975202,-0.004616917852612479,11,0,47
VWO,combined_previous_close,15,30,high_opening_volatility,5.0,60,-0.08133976976689761,0.15,0.08133976976689761,24,True,-0.08133976976689761,-0.004518876098160978,-0.004165216253618986,14,3,60,-0.06344886313908638,-0.004229924209272425,-0.0027308209985665854,11,3,52,-0.03517208631318103,-0.002931007192765086,-0.002232295567224818,8,3,39
EEM,open_session,15,15,high_opening_volatility,5.0,77,-0.0712296379078321,0.2077922077922078,0.07647219297956609,35,True,-0.0712296379078321,-0.003957202105990672,-0.0037357349878975876,12,4,77,-0.06383939893277102,-0.004255959928851401,-0.003987242938598312,10,3,71,-0.041400268687968866,-0.0034500223906640723,-0.0037357349878975876,8,3,52
FXI,combined_previous_close,60,30,high_opening_volatility,5.0,59,-0.07660840572320815,0.2033898305084746,0.07665634675527766,38,True,-0.07660840572320815,-0.00425602254017823,-0.0020435974194020767,11,6,59,-0.06416420480435359,-0.004277613653623572,-0.0023215273195537067,10,5,54,-0.03542675501137693,-0.002952229584281411,-0.0017267959004293454,7,5,33
VWO,open_session,60,60,high_opening_volatility,5.0,76,-0.07717502405313537,0.2631578947368421,0.07720870823891146,35,True,-0.07717502405313537,-0.004287501336285298,-0.003466819745846117,11,3,76,-0.06634605811361927,-0.004423070540907951,-0.0021992093784272138,8,3,70,-0.06403196683013224,-0.005335997235844353,-0.0037418071465857294,7,3,56
VWO,combined_previous_close,30,15,high_opening_volatility,5.0,67,-0.07729526055085745,0.11940298507462686,0.07815576655107126,29,True,-0.07729526055085745,-0.004294181141714303,-0.003207477871694564,16,2,67,-0.06697168158242028,-0.004464778772161352,-0.003372418364067431,13,2,61,-0.04656900419054,-0.0038807503492116666,-0.003207477871694564,10,2,43
VWO,combined_previous_close,15,60,high_opening_volatility,5.0,60,-0.08327162022594936,0.23333333333333334,0.08327162022594936,24,True,-0.08327162022594936,-0.004626201123663853,-0.004073301822027309,14,3,60,-0.06718654342911956,-0.004479102895274637,-0.002681810723299094,11,3,52,-0.04802562624181761,-0.0040021355201514675,-0.0035371743112463383,9,3,39
IYR,combined_previous_close,30,15,high_opening_volatility,5.0,65,-0.08998583176540464,0.27692307692307694,0.09383255224405918,21,True,-0.08998583176540464,-0.0049992128758558135,-0.0028583827268834905,15,1,65,-0.06766503613813224,-0.004511002409208816,-0.0026074436627090414,13,1,52,-0.05431616888898949,-0.004526347407415791,-0.0028583827268834905,10,1,37
VWO,open_session,60,15,high_opening_volume,5.0,63,-0.07296975289817764,0.09523809523809523,0.07184312634161194,2,True,-0.07296975289817764,-0.004053875161009869,-0.0040447834994018494,18,0,63,-0.06822227332971009,-0.004548151555314006,-0.004381984990507681,15,0,56,-0.05380913898083195,-0.0044840949150693294,-0.004290699800585163,12,0,47
IYR,combined_previous_close,15,15,high_opening_volume,5.0,63,-0.10225045061251414,0.2222222222222222,0.10028712977132681,29,True,-0.10225045061251414,-0.005680580589584119,-0.005630610979739881,17,0,63,-0.06930519324701201,-0.004620346216467467,-0.004934457106082091,14,0,53,-0.061869924102864404,-0.005155827008572034,-0.005630610979739881,12,0,45
VWO,open_session,15,30,high_opening_volatility,5.0,65,-0.08098509142830279,0.13846153846153847,0.08098509142830279,24,True,-0.08098509142830279,-0.004499171746016822,-0.0034593375148551098,16,2,65,-0.06982133964535508,-0.004654755976357006,-0.00319423310456568,13,2,59,-0.042370125637051226,-0.003530843803087602,-0.0029782023546687797,10,2,42
IYR,combined_previous_close,30,30,high_opening_volume,5.0,64,-0.10955461925186805,0.28125,0.10669176984916195,29,True,-0.10955461925186805,-0.006086367736214892,-0.004655284275200899,16,1,64,-0.0700947584724988,-0.004672983898166587,-0.002592181634799351,13,1,53,-0.054785811734472945,-0.004565484311206079,-0.0025034011592016125,10,1,45
EFA,open_session,15,15,high_opening_volume,5.0,78,-0.08621909903590486,0.1282051282051282,0.08530148546422267,37,True,-0.08621909903590486,-0.004789949946439159,-0.004262873160997327,16,1,78,-0.07184254408640156,-0.004789502939093438,-0.004175967305051209,13,1,67,-0.057598112598354456,-0.004799842716529538,-0.003508468091130701,10,1,51
IYR,open_session,15,15,high_opening_volatility,5.0,71,-0.10195685983235436,0.23943661971830985,0.10619063366818104,1,True,-0.10195685983235436,-0.005664269990686354,-0.00324754257047849,14,3,71,-0.07238592067480865,-0.004825728044987243,-0.0031125740105760746,12,3,51,-0.0418754474851476,-0.0034896206237622998,-0.002892002235652613,9,3,33
VWO,open_session,15,15,high_opening_volatility,5.0,65,-0.0759407623944992,0.12307692307692308,0.0759407623944992,24,True,-0.0759407623944992,-0.004218931244138845,-0.0036633576625856312,15,2,65,-0.07247789467078669,-0.004831859644719113,-0.004786482810848813,13,2,59,-0.04780151336295413,-0.003983459446912844,-0.004480918581808879,10,2,42
VWO,open_session,30,30,high_opening_volatility,5.0,74,-0.0839169077758175,0.14864864864864866,0.08861179406420772,35,True,-0.0839169077758175,-0.0046620504319898615,-0.004671645298779559,14,4,74,-0.07350426591789527,-0.004900284394526351,-0.004674094769713921,12,3,68,-0.05311474248008308,-0.004426228540006923,-0.0039717142520669935,9,3,51
VWO,open_session,60,30,high_opening_volatility,5.0,76,-0.08429863686631434,0.17105263157894737,0.08429863686631434,28,True,-0.08429863686631434,-0.00468325760368413,-0.004632766968396151,15,3,76,-0.07392726947051975,-0.004928484631367983,-0.0053120564038305895,12,3,70,-0.0595639666464679,-0.004963663887205659,-0.0040200622145010745,9,3,56
IYR,combined_previous_close,30,60,high_opening_volume,5.0,64,-0.10979761773369612,0.375,0.11102066287802126,29,True,-0.10979761773369612,-0.006099867651872006,-0.005220606666186678,14,1,64,-0.07418036458074384,-0.004945357638716256,-0.004859545204329185,11,1,53,-0.05467708161555129,-0.0045564234679626075,-0.003645212655637442,9,1,45
IYR,combined_previous_close,15,15,high_opening_volatility,5.0,75,-0.10241239520037182,0.29333333333333333,0.10678798202199202,30,True,-0.10241239520037182,-0.0056895775111317675,-0.0036022659331629847,15,1,75,-0.07427692915157269,-0.004951795276771513,-0.0031125740105760746,13,1,59,-0.046825580651411736,-0.003902131720950978,-0.0036022659331629847,10,1,41
FXI,open_session,15,60,all,5.0,176,-0.12641300763943586,0.3068181818181818,0.1402614315985924,34,True,-0.12641300763943586,-0.007022944868857548,-0.009502050452672828,14,0,176,-0.07432465967548041,-0.004954977311698694,-0.005259641435007123,11,0,150,-0.08619737310224518,-0.007183114425187098,-0.009502050452672828,10,0,119
