symbol,component,morning,hold,state,cost,signal_days,net,positive_fraction,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,18m_trades,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,15m_trades,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months,12m_trades
EEM,combined_previous_close,60,15,all,5.0,199,-0.1898724243513109,0.16080402010050251,0.18887978099756586,0,True,-0.1898724243513109,-0.010548468019517273,-0.010327939749402826,18,0,199,-0.15988672878385835,-0.010659115252257222,-0.010506923277998292,15,0,168,-0.13010919729930737,-0.010842433108275614,-0.010917895614687367,12,0,135
FXI,combined_previous_close,60,30,all,5.0,187,-0.21045138706160416,0.1497326203208556,0.20958307993422265,36,True,-0.21045138706160416,-0.011691743725644676,-0.01168798849915581,18,0,187,-0.16100162518906813,-0.010733441679271209,-0.010082301776218161,15,0,156,-0.12458296912811695,-0.010381914094009745,-0.009860635360222969,12,0,124
VWO,combined_previous_close,15,60,all,5.0,194,-0.20030366543497935,0.14948453608247422,0.20591257833344034,36,True,-0.20030366543497935,-0.011127981413054409,-0.011001601897963287,17,0,194,-0.1630756959302696,-0.010871713062017974,-0.01135283239284579,14,0,166,-0.13447136532658355,-0.011205947110548628,-0.011832839381683835,11,0,132
EFA,open_session,15,15,all,5.0,189,-0.1821450563499517,0.14814814814814814,0.18122367182990995,2,True,-0.1821450563499517,-0.01011916979721954,-0.009469577162697529,18,0,189,-0.16370707170221965,-0.010913804780147977,-0.010412166105353338,15,0,165,-0.13198843518309145,-0.01099903626525762,-0.01002374417480123,12,0,133
IYR,open_session,15,30,all,5.0,176,-0.21461533585638326,0.3181818181818182,0.22260650780287883,3,True,-0.21461533585638326,-0.011923074214243514,-0.009092989536040597,17,0,176,-0.1638365345205538,-0.010922435634703586,-0.00871734513466449,14,0,141,-0.12586087899473308,-0.010488406582894424,-0.009092989536040597,11,0,111
IYR,combined_previous_close,30,15,all,5.0,188,-0.20157109432750142,0.2925531914893617,0.20325296385726976,13,True,-0.20157109432750142,-0.011198394129305634,-0.011986088165627962,16,0,188,-0.16429774154014665,-0.01095318276934311,-0.011513924711745505,14,0,154,-0.1412978049629503,-0.011774817080245858,-0.011986088165627962,11,0,126
IYR,combined_previous_close,60,30,all,5.0,189,-0.2263920211370556,0.31746031746031744,0.22988860515766152,6,True,-0.2263920211370556,-0.0125773345076142,-0.012733720454872255,17,0,189,-0.168457507118706,-0.0112305004745804,-0.012330690355381702,14,0,159,-0.1364301437026887,-0.011369178641890723,-0.012009040955961725,11,0,129
VWO,combined_previous_close,30,30,all,5.0,188,-0.21147234622261568,0.11702127659574468,0.21051110157232955,36,True,-0.21147234622261568,-0.011748463679034205,-0.012738981756554357,17,0,188,-0.1686103944083902,-0.011240692960559347,-0.013094839554096294,14,0,160,-0.12808879545201957,-0.010674066287668297,-0.012336217924521053,11,0,127
IYR,open_session,60,15,all,5.0,186,-0.1886123530710302,0.27956989247311825,0.19333029687640113,21,True,-0.1886123530710302,-0.010478464059501678,-0.010370773784646348,17,0,186,-0.16869376266973324,-0.011246250844648883,-0.009532390159250892,15,0,155,-0.12189517016587437,-0.010157930847156197,-0.009141079203552449,12,0,121
VWO,open_session,30,15,all,5.0,172,-0.18964254991980756,0.10465116279069768,0.18865771665635644,2,True,-0.18964254991980756,-0.010535697217767086,-0.010173733009359975,18,0,172,-0.1688961871260818,-0.011259745808405452,-0.010665941758065123,15,0,149,-0.130247085488718,-0.0108539237907265,-0.010687798794114134,12,0,118
VWO,open_session,15,15,all,5.0,173,-0.1860281987008372,0.09826589595375723,0.18503897289023796,2,True,-0.1860281987008372,-0.01033489992782429,-0.010312616052103596,18,0,173,-0.16920958148510856,-0.011280638765673904,-0.012010470732691902,15,0,152,-0.12819530254545175,-0.010682941878787646,-0.011352331311214603,12,0,120
VWO,open_session,60,15,all,5.0,182,-0.19137694110173475,0.1043956043956044,0.190394215656417,2,True,-0.19137694110173475,-0.010632052283429708,-0.011945094268633494,18,0,182,-0.1692537314386683,-0.011283582095911219,-0.012155660560419612,15,0,160,-0.13374719080845,-0.011145599234037499,-0.011963626404212335,12,0,130
VWO,combined_previous_close,60,30,all,5.0,190,-0.21278767787925923,0.12631578947368421,0.21140822631440637,0,True,-0.21278767787925923,-0.011821537659958846,-0.012231627804330514,18,0,190,-0.16972685164380885,-0.01131512344292059,-0.012317305419782043,15,0,162,-0.12898005727658057,-0.010748338106381714,-0.011803280727870347,12,0,129
IYR,combined_previous_close,30,30,all,5.0,188,-0.24294709010227933,0.30319148936170215,0.2448232467124346,6,True,-0.24294709010227933,-0.01349706056123774,-0.013176596273048125,17,0,188,-0.16985356909342741,-0.01132357127289516,-0.012533449749134618,14,0,154,-0.1377415933858126,-0.011478466115484384,-0.012012637744161891,11,0,126
VWO,combined_previous_close,15,30,all,5.0,194,-0.2125345501058672,0.12371134020618557,0.21320124402240648,36,True,-0.2125345501058672,-0.01180747500588151,-0.012075870739687466,17,0,194,-0.170108972749494,-0.0113405981832996,-0.012317305419782043,14,0,166,-0.12771366614902369,-0.01064280551241864,-0.011947450857363928,11,0,132
IYR,combined_previous_close,30,60,all,5.0,188,-0.24219035113799625,0.3404255319148936,0.24972791035158115,24,True,-0.24219035113799625,-0.013455019507666458,-0.013773221789358414,17,0,188,-0.17070651690678085,-0.011380434460452057,-0.010159248768158546,14,0,154,-0.1448785845246604,-0.012073215377055033,-0.011469127686467184,11,0,126
EFA,open_session,60,15,all,5.0,213,-0.1938851432386438,0.15023474178403756,0.19297698494460602,0,True,-0.1938851432386438,-0.010771396846591322,-0.00974759408587439,18,0,213,-0.1725243208128635,-0.011501621387524233,-0.010262660594575923,15,0,185,-0.14209423804623544,-0.011841186503852954,-0.010324215373447798,12,0,149
IYR,combined_previous_close,60,60,all,5.0,189,-0.22778196052972233,0.3492063492063492,0.23761260631905556,24,True,-0.22778196052972233,-0.012654553362762352,-0.015032874889154002,15,0,189,-0.17525679855099563,-0.011683786570066376,-0.011673970701008063,12,0,159,-0.14799452034554617,-0.01233287669546218,-0.01348614175268753,9,0,129
IYR,combined_previous_close,60,15,all,5.0,189,-0.21177019473183223,0.2751322751322751,0.21496885376091734,13,True,-0.21177019473183223,-0.011765010818435125,-0.012412819886333859,18,0,189,-0.17767727647863518,-0.011845151765242345,-0.012923056729990945,15,0,159,-0.147121030644083,-0.012260085887006916,-0.013519183537701429,12,0,129
VWO,combined_previous_close,30,15,all,5.0,188,-0.2081664165921454,0.07446808510638298,0.20720409551768548,0,True,-0.2081664165921454,-0.011564800921785856,-0.011692786335587957,18,0,188,-0.1804344652108978,-0.012028964347393185,-0.013031248465948941,15,0,160,-0.14411967594962571,-0.012009972995802143,-0.01330218041301423,12,0,127
IYR,combined_previous_close,15,15,all,5.0,190,-0.21723832702343482,0.29473684210526313,0.22002433120755283,29,True,-0.21723832702343482,-0.012068795945746379,-0.012169013078654645,17,0,190,-0.1813531243858223,-0.012090208292388153,-0.010765966172692099,14,0,157,-0.14660003838451552,-0.012216669865376293,-0.012169013078654645,11,0,125
VWO,combined_previous_close,60,15,all,5.0,190,-0.21112059446964404,0.07368421052631578,0.21016186362890088,0,True,-0.21112059446964404,-0.011728921914980225,-0.012240582701743163,18,0,190,-0.18288536538962197,-0.012192357692641464,-0.012365383930123874,15,0,162,-0.1448636264584029,-0.012071968871533575,-0.012564706977273243,12,0,129
VWO,combined_previous_close,15,15,all,5.0,194,-0.21256846012448916,0.07731958762886598,0.21161148888533632,0,True,-0.21256846012448916,-0.011809358895804953,-0.011710668314377226,18,0,194,-0.1839723077843769,-0.01226482051895846,-0.012296496853685834,15,0,166,-0.1470956964768444,-0.012257974706403699,-0.012663872659817388,12,0,132
IYR,open_session,15,60,all,5.0,176,-0.24149526087343043,0.3125,0.24963216136312538,1,True,-0.24149526087343043,-0.013416403381857246,-0.009810974955710372,16,0,176,-0.18518286271591056,-0.012345524181060703,-0.007302859225671088,14,0,141,-0.14446627820423485,-0.012038856517019572,-0.009810974955710372,11,0,111
IYR,combined_previous_close,15,30,all,5.0,190,-0.2519956917601146,0.30526315789473685,0.25400872801541097,29,True,-0.2519956917601146,-0.0139997606533397,-0.01556210922107798,17,0,190,-0.19320318826302674,-0.012880212550868448,-0.01455989419071313,14,0,157,-0.14999187041844142,-0.012499322534870119,-0.01472250237280004,11,0,125
IYR,combined_previous_close,15,60,all,5.0,190,-0.26017195474143595,0.34210526315789475,0.2665272237806978,31,True,-0.26017195474143595,-0.01445399748563533,-0.0174206581237889,16,0,190,-0.20520395684573,-0.013680263789715335,-0.016992656107552406,13,0,157,-0.15660930910890858,-0.013050775759075714,-0.0164606023349243,10,0,125
