variant,period,month,net_pnl
q67_edge25_c5,older,2023-08,-0.07881028743600649
q67_edge25_c5,older,2023-09,-0.03435555807902091
q67_edge25_c5,older,2023-10,0.0049745683615513014
q67_edge25_c5,older,2023-11,-0.037263831287170035
q67_edge25_c5,older,2023-12,0.04870382959862063
q67_edge25_c5,older,2024-01,-0.16684241623778362
q67_edge25_c5,older,2024-02,-0.15828839298278052
q67_edge25_c5,older,2024-03,-0.05806779687834074
q67_edge25_c5,older,2024-04,0.03148066376686054
q67_edge25_c5,older,2024-05,-0.08091708738096559
q67_edge25_c5,older,2024-06,0.053591638489110194
q67_edge25_c5,older,2024-07,0.0036916088095997335
q67_edge25_c5,older,2024-08,0.2535317499369403
q67_edge25_c5,older,2024-09,0.17152982118926796
q67_edge25_c5,older,2024-10,0.06358225343129065
q67_edge25_c5,recent,2024-11,0.04828219142540746
q67_edge25_c5,recent,2024-12,0.023345066673223558
q67_edge25_c5,recent,2025-01,-0.01801167861820674
q67_edge25_c5,recent,2025-02,-0.10397236837915924
q67_edge25_c5,recent,2025-03,0.4022166213474183
q67_edge25_c5,recent,2025-04,0.31078058378641904
q67_edge25_c5,recent,2025-05,0.054878894767783515
q67_edge25_c5,recent,2025-06,0.026484617068327054
q67_edge25_c5,recent,2025-07,-0.02052830836711439
q67_edge25_c5,recent,2025-08,0.0028992712459673387
q67_edge25_c5,recent,2025-09,0.03376879251748999
q67_edge25_c5,recent,2025-10,0.132618578567809
q67_edge25_c5,recent,2025-11,0.10057738387224235
q67_edge25_c5,recent,2025-12,-0.006437718672557711
q67_edge25_c5,recent,2026-01,0.013847016911225807
q67_edge25_c5,recent,2026-02,0.13823968328239133
q67_edge25_c5,recent,2026-03,0.1109687819304177
q67_edge25_c5,recent,2026-04,-0.3013891084311935
q67_edge25_c10,older,2023-03,0.08810280729675868
q67_edge25_c10,older,2023-04,0.0185830041874534
q67_edge25_c10,older,2023-05,-0.037764247040065195
q67_edge25_c10,older,2023-06,-0.007885502384564199
q67_edge25_c10,older,2023-07,-0.00401014312376391
q67_edge25_c10,older,2023-08,-0.08381028743600649
q67_edge25_c10,older,2023-09,-0.03635555807902091
q67_edge25_c10,older,2023-10,-0.0010254316384487004
q67_edge25_c10,older,2023-11,-0.04026383128717004
q67_edge25_c10,older,2023-12,0.043703829598620625
q67_edge25_c10,older,2024-01,-0.17184241623778362
q67_edge25_c10,older,2024-02,-0.16328839298278053
q67_edge25_c10,older,2024-03,-0.06706779687834075
q67_edge25_c10,older,2024-04,0.028480663766860537
q67_edge25_c10,older,2024-05,-0.0859170873809656
q67_edge25_c10,older,2024-06,0.04859163848911019
q67_edge25_c10,older,2024-07,-0.001308391190400271
q67_edge25_c10,older,2024-08,0.24753174993694027
q67_edge25_c10,older,2024-09,0.16652982118926796
q67_edge25_c10,older,2024-10,0.05958225343129065
q67_edge25_c10,recent,2024-11,0.04328219142540746
q67_edge25_c10,recent,2024-12,0.020345066673223555
q67_edge25_c10,recent,2025-01,-0.022011678618206743
q67_edge25_c10,recent,2025-02,-0.11197236837915925
q67_edge25_c10,recent,2025-03,0.3962166213474183
q67_edge25_c10,recent,2025-04,0.30378058378641903
q67_edge25_c10,recent,2025-05,0.053878894767783514
q67_edge25_c10,recent,2025-06,0.024484617068327053
q67_edge25_c10,recent,2025-07,-0.023528308367114392
q67_edge25_c10,recent,2025-08,-0.003100728754032663
q67_edge25_c10,recent,2025-09,0.027768792517489985
q67_edge25_c10,recent,2025-10,0.125618578567809
q67_edge25_c10,recent,2025-11,0.08957738387224234
q67_edge25_c10,recent,2025-12,-0.008437718672557711
q67_edge25_c10,recent,2026-01,0.009847016911225803
q67_edge25_c10,recent,2026-02,0.13023968328239133
q67_edge25_c10,recent,2026-03,0.1059687819304177
q67_edge25_c10,recent,2026-04,-0.3103891084311935
q60_edge25_volume_high50_c5,older,2023-03,0.1380736697196262
q60_edge25_volume_high50_c5,older,2023-04,0.0
q60_edge25_volume_high50_c5,older,2023-05,-0.029118615972103967
q60_edge25_volume_high50_c5,older,2023-06,0.030922857883570187
q60_edge25_volume_high50_c5,older,2023-07,0.02112778374866031
q60_edge25_volume_high50_c5,older,2023-08,-0.012785847353674828
q60_edge25_volume_high50_c5,older,2023-09,-0.027529507309149936
q60_edge25_volume_high50_c5,older,2023-10,0.15872607024787244
q60_edge25_volume_high50_c5,older,2023-11,0.030365472656475045
q60_edge25_volume_high50_c5,older,2023-12,0.06301137980085347
q60_edge25_volume_high50_c5,older,2024-01,-0.10135708117450803
q60_edge25_volume_high50_c5,older,2024-02,-0.21149618155068417
q60_edge25_volume_high50_c5,older,2024-03,-0.08870051703415482
q60_edge25_volume_high50_c5,older,2024-04,0.017753124999999925
q60_edge25_volume_high50_c5,older,2024-05,-0.08659463597868045
q60_edge25_volume_high50_c5,older,2024-06,0.04424897561051444
q60_edge25_volume_high50_c5,older,2024-07,0.04431841536659353
q60_edge25_volume_high50_c5,older,2024-08,0.20932138350049934
q60_edge25_volume_high50_c5,older,2024-09,0.12358223794635248
q60_edge25_volume_high50_c5,older,2024-10,0.0
q60_edge25_volume_high50_c5,recent,2024-11,0.008763860254058065
q60_edge25_volume_high50_c5,recent,2024-12,0.023345066673223558
q60_edge25_volume_high50_c5,recent,2025-01,0.0
q60_edge25_volume_high50_c5,recent,2025-02,-0.04834972714503172
q60_edge25_volume_high50_c5,recent,2025-03,0.25324301021312023
q60_edge25_volume_high50_c5,recent,2025-04,0.10199404829885117
q60_edge25_volume_high50_c5,recent,2025-05,0.054878894767783515
q60_edge25_volume_high50_c5,recent,2025-06,0.026484617068327054
q60_edge25_volume_high50_c5,recent,2025-07,-0.02052830836711439
q60_edge25_volume_high50_c5,recent,2025-08,0.0001052840662025831
q60_edge25_volume_high50_c5,recent,2025-09,0.011445919484979417
q60_edge25_volume_high50_c5,recent,2025-10,0.13628684779857836
q60_edge25_volume_high50_c5,recent,2025-11,0.1149713260460582
q60_edge25_volume_high50_c5,recent,2025-12,0.0
q60_edge25_volume_high50_c5,recent,2026-01,-0.010794008729799964
q60_edge25_volume_high50_c5,recent,2026-02,0.16073699474898606
q60_edge25_volume_high50_c5,recent,2026-03,0.1109687819304177
q60_edge25_volume_high50_c5,recent,2026-04,0.11896524701530564
q60_edge25_volume_high50_c10,older,2023-03,0.1330736697196262
q60_edge25_volume_high50_c10,older,2023-04,0.0
q60_edge25_volume_high50_c10,older,2023-05,-0.03411861597210397
q60_edge25_volume_high50_c10,older,2023-06,0.02692285788357019
q60_edge25_volume_high50_c10,older,2023-07,0.01912778374866031
q60_edge25_volume_high50_c10,older,2023-08,-0.017785847353674833
q60_edge25_volume_high50_c10,older,2023-09,-0.028529507309149937
q60_edge25_volume_high50_c10,older,2023-10,0.15272607024787244
q60_edge25_volume_high50_c10,older,2023-11,0.025365472656475044
q60_edge25_volume_high50_c10,older,2023-12,0.06201137980085347
q60_edge25_volume_high50_c10,older,2024-01,-0.10535708117450804
q60_edge25_volume_high50_c10,older,2024-02,-0.21449618155068417
q60_edge25_volume_high50_c10,older,2024-03,-0.09570051703415483
q60_edge25_volume_high50_c10,older,2024-04,0.016753124999999924
q60_edge25_volume_high50_c10,older,2024-05,-0.09059463597868045
q60_edge25_volume_high50_c10,older,2024-06,0.04124897561051444
q60_edge25_volume_high50_c10,older,2024-07,0.03931841536659353
q60_edge25_volume_high50_c10,older,2024-08,0.20632138350049933
q60_edge25_volume_high50_c10,older,2024-09,0.12158223794635248
q60_edge25_volume_high50_c10,older,2024-10,0.0
q60_edge25_volume_high50_c10,recent,2024-11,0.005763860254058064
q60_edge25_volume_high50_c10,recent,2024-12,0.020345066673223555
q60_edge25_volume_high50_c10,recent,2025-01,0.0
q60_edge25_volume_high50_c10,recent,2025-02,-0.05434972714503172
q60_edge25_volume_high50_c10,recent,2025-03,0.24924301021312023
q60_edge25_volume_high50_c10,recent,2025-04,0.09899404829885117
q60_edge25_volume_high50_c10,recent,2025-05,0.053878894767783514
q60_edge25_volume_high50_c10,recent,2025-06,0.024484617068327053
q60_edge25_volume_high50_c10,recent,2025-07,-0.023528308367114392
q60_edge25_volume_high50_c10,recent,2025-08,-0.0038947159337974196
q60_edge25_volume_high50_c10,recent,2025-09,0.007445919484979415
q60_edge25_volume_high50_c10,recent,2025-10,0.13028684779857835
q60_edge25_volume_high50_c10,recent,2025-11,0.10597132604605819
q60_edge25_volume_high50_c10,recent,2025-12,0.0
q60_edge25_volume_high50_c10,recent,2026-01,-0.013794008729799967
q60_edge25_volume_high50_c10,recent,2026-02,0.15273699474898605
q60_edge25_volume_high50_c10,recent,2026-03,0.1059687819304177
q60_edge25_volume_high50_c10,recent,2026-04,0.11496524701530564
