variant,threshold,pressure_state,activation_state,exit,leg,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,trade_count,win_rate,early_half_net,late_half_net,top_5_day_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
q40_all_always_next_open_both_reversal_c10,q40,all,always,next_open,both_reversal,10,0.4447756867997321,0.5537376820124885,102.0,False,221,0.5248868778280543,-0.049825811581211576,0.4946014983809437,1.4247256912317583,0.024709760377762888,8,0,0.05670716479474662,5,0,0.0463120317617301,4,0
q40_edge25_always_next_open_both_reversal_c10,q40,edge25,always,next_open,both_reversal,10,0.7547555562915021,0.2646286700689582,13.0,False,148,0.5472972972972973,0.29181179830958714,0.462943757981915,0.8184352635033165,0.04193086423841678,9,0,0.05665091316104703,7,0,0.033165798438346494,6,0
q50_all_edge40_next_open_both_reversal_c10,q50,all,edge40,next_open,both_reversal,10,0.5792489766885868,0.36089236026389443,23.0,False,130,0.5461538461538461,0.14122834825420216,0.4380206284343846,0.9788591236728851,0.032180498704921484,6,0,0.05664983930599141,3,0,0.0466635932126919,2,0
q60_edge33_always_next_0934_close_both_reversal_c10,q60,edge33,always,next_0934_close,both_reversal,10,0.8858819798002964,0.22528326545269967,,True,123,0.5691056910569106,0.5441282446375434,0.341753735162753,0.6422478630032724,0.04921566554446091,6,0,0.05654034035904076,5,0,0.039291968763009756,4,0
q60_edge25_edge20_next_open_both_reversal_c5,q60,edge25,edge20,next_open,both_reversal,5,0.8400317359314392,0.11945706114897485,,True,62,0.6129032258064516,0.6481196748950908,0.19191206103634872,0.618952382497759,0.046668429773968866,5,1,0.05591521274490854,4,0,0.03845582941885187,3,0
q50_all_edge10_next_0934_close_both_reversal_c5,q50,all,edge10,next_0934_close,both_reversal,5,0.6256478501728766,0.27139858362890157,47.0,False,107,0.5607476635514018,0.37776793250412033,0.24787991766875628,0.8417396206079445,0.034758213898493144,6,1,0.055375441026901194,4,1,0.029513030094945252,3,1
q60_edge20_always_next_0934_close_both_reversal_c10,q60,edge20,always,next_0934_close,both_reversal,10,0.8905240726317702,0.19910638789477728,,True,98,0.5816326530612245,0.6938036641576805,0.19672040847408978,0.638899975739466,0.04947355959065391,6,0,0.05533995644154453,6,0,0.022918940575441138,5,0
q50_edge25_always_next_0934_close_negative_signal_bull_c5,q50,edge25,always,next_0934_close,negative_signal_bull,5,0.9296705181617212,0.05881411330420174,28.0,False,57,0.631578947368421,0.24972192169114127,0.6799485964705799,0.46555253499417687,0.051648362120095624,6,1,0.05525254366733402,5,1,0.06455646056984886,4,0
q40_edge33_always_next_open_both_reversal_c5,q40,edge33,always,next_open,both_reversal,5,0.8305732632321821,0.2586175898992614,,True,173,0.5549132947976878,0.2679252133112957,0.5626480499208864,0.7497454952627706,0.04614295906845455,7,0,0.05520459953500108,6,0,0.04813016384389634,5,0
q50_edge20_edge20_next_open_both_reversal_c5,q50,edge20,edge20,next_open,both_reversal,5,0.8196500908593756,0.13786860939664355,,True,69,0.6376811594202898,0.5420740931570132,0.2775759977023625,0.6343434230372053,0.045536116158854195,5,1,0.05455643640677095,4,0,0.03789452573675899,3,0
q40_all_edge20_next_0934_close_both_reversal_c5,q40,all,edge20,next_0934_close,both_reversal,5,0.6848654347182603,0.3017549358535074,47.0,False,141,0.5673758865248227,0.2939873559935555,0.3908780787247048,0.8135839757645574,0.038048079706570016,7,0,0.05439655383228941,5,0,0.05577060981550581,4,0
q60_edge25_edge10_next_0934_close_both_reversal_c10,q60,edge25,edge10,next_0934_close,both_reversal,10,0.8121900220319841,0.1267240259326736,,True,57,0.5789473684210527,0.7703258707182136,0.041864151313770526,0.634673758691164,0.045121667890665774,7,2,0.054146009253097795,6,1,0.0198804823426032,5,1
q50_edge25_always_next_open_negative_signal_bull_c10,q50,edge25,always,next_open,negative_signal_bull,10,0.8650312594481726,0.05673950934607719,28.0,False,57,0.631578947368421,0.24794426775269973,0.6170869916954729,0.4527303697430042,0.04805729219156515,5,1,0.05411906540301016,4,1,0.05959093773821761,3,0
q50_edge25_edge20_next_0934_close_both_reversal_c10,q50,edge25,edge20,next_0934_close,both_reversal,10,0.8565885621071652,0.13985054381314094,,True,80,0.6125,0.6403504480748272,0.21623811403233795,0.6017774657023836,0.04758825345039806,5,1,0.053942064730528795,4,0,0.04027449843875674,3,0
q50_all_edge40_next_0934_close_both_reversal_c10,q50,all,edge40,next_0934_close,both_reversal,10,0.5847503188507498,0.3198942996551661,50.0,False,130,0.5769230769230769,0.24726053726371167,0.33748978158703813,0.912540358531585,0.03248612882504166,6,0,0.05393237201211181,3,0,0.03998536331639663,2,0
q50_edge33_always_next_0934_close_both_reversal_c10,q50,edge33,always,next_0934_close,both_reversal,10,0.8035151470598789,0.24887406035489137,,True,153,0.5686274509803921,0.3086425158096854,0.49487263125019354,0.7080834885088348,0.04463973039221549,7,0,0.05378251558656422,5,0,0.04721220422758989,4,0
q50_edge20_edge10_next_open_both_reversal_c10,q50,edge20,edge10,next_open,both_reversal,10,0.7402936659746722,0.14886457184407795,,True,67,0.6119402985074627,0.5891898110120888,0.15110385496258338,0.6886915602663944,0.041127425887481785,8,2,0.05344923907654512,6,1,0.026197450057071404,5,1
q40_edge25_always_next_0934_close_both_reversal_c5,q40,edge25,always,next_0934_close,both_reversal,5,0.8382997629723693,0.2623089599023718,,True,148,0.5472972972972973,0.5272530952050498,0.3110466677673195,0.6846665521707493,0.046572209054020514,9,0,0.053205323078785186,7,0,0.02598232987466138,6,0
q60_edge20_edge10_next_open_both_reversal_c5,q60,edge20,edge10,next_open,both_reversal,5,0.7393168166164171,0.12829537058737817,,True,51,0.6274509803921569,0.6265594615611729,0.1127573550552442,0.6963645196542845,0.04107315647868984,9,2,0.053050782452661455,7,1,0.02382301245508109,6,1
q40_edge25_edge10_next_open_both_reversal_c5,q40,edge25,edge10,next_open,both_reversal,5,0.7454650241269869,0.18127334652993038,,True,83,0.6144578313253012,0.5441329703847905,0.20133205374219643,0.6906212675481957,0.04141472356261039,8,2,0.05293770767684918,6,1,0.026134202815075253,5,1
q50_edge25_edge40_next_open_both_reversal_c5,q50,edge25,edge40,next_open,both_reversal,5,0.7443069279375042,0.16191424916085248,,True,90,0.5777777777777777,0.5024573654319657,0.24184956250553846,0.682562589584317,0.041350384885416896,6,1,0.05282363260790411,4,0,0.036886624475588596,3,0
q60_edge25_edge20_next_open_both_reversal_c10,q60,edge25,edge20,next_open,both_reversal,10,0.7780317359314397,0.12483617560262683,,True,62,0.5967741935483871,0.6171196748950908,0.1609120610363487,0.6618491515799417,0.043223985329524414,6,1,0.05211521274490854,5,0,0.034955829418851864,4,0
q50_edge25_edge10_next_0934_close_both_reversal_c10,q50,edge25,edge10,next_0934_close,both_reversal,10,0.7803581267112464,0.14732813257982758,,True,76,0.5789473684210527,0.6852295313324606,0.09512859537878582,0.6605629856472791,0.04335322926173591,6,2,0.05202388289838194,5,1,0.025756259283127036,4,1
q50_edge25_always_next_0934_close_negative_signal_bull_c10,q50,edge25,always,next_0934_close,negative_signal_bull,10,0.8726705181617211,0.06333660386907566,49.0,False,57,0.631578947368421,0.22172192169114124,0.6509485964705799,0.4902313731655805,0.04848169545342895,6,1,0.05191921033400069,5,1,0.06113979390318219,4,0
q40_all_always_next_0934_close_both_reversal_c10,q40,all,always,next_0934_close,both_reversal,10,0.5371404137879985,0.4397503752638014,30.0,False,221,0.5384615384615384,0.1657579444394235,0.371382469348575,1.0715525432391544,0.02984113409933324,8,0,0.05191623969140753,5,0,0.04320877828860226,4,0
q40_edge20_always_next_open_both_reversal_c10,q40,edge20,always,next_open,both_reversal,10,0.7061501791452633,0.2624334263166153,,True,133,0.5488721804511278,0.3061390604431399,0.40001111870212347,0.8747693916069317,0.039230565508070185,10,0,0.051860705377819775,8,0,0.021474742747917386,7,0
q50_all_edge20_next_0934_close_negative_signal_bull_c5,q50,all,edge20,next_0934_close,negative_signal_bull,5,0.6683721110833138,0.21279901740932433,67.0,False,56,0.625,0.1328445975320377,0.5355275135512761,0.628701494347922,0.03713178394907299,7,3,0.05169131321619171,5,2,0.06305878186818921,3,2
q60_edge25_edge20_next_0934_close_both_reversal_c5,q60,edge25,edge20,next_0934_close,both_reversal,5,0.8275882429522341,0.12208028978655106,,True,62,0.5967741935483871,0.7586702102278633,0.0689180327243708,0.6289065830585259,0.04597712460845745,6,1,0.05167537678686672,5,0,0.028621426366693514,4,0
q40_all_always_next_open_negative_signal_bull_c5,q40,all,always,next_open,negative_signal_bull,5,0.649760811772399,0.26491939637278406,194.0,False,108,0.6018518518518519,-0.0694634662544994,0.7192242780268984,0.6320987491937824,0.036097822876244384,8,0,0.051658895271400926,6,0,0.06664491791481963,5,0
q40_all_always_next_0934_close_negative_signal_bull_c10,q40,all,always,next_0934_close,negative_signal_bull,10,0.6590038320662783,0.3957379934965701,208.0,False,108,0.5740740740740741,-0.17348255221513098,0.8324863842814093,0.7340843876312171,0.03661132400368213,9,0,0.05144014331907855,6,0,0.0784068179047297,3,0
q50_edge33_always_next_open_negative_signal_bull_c5,q50,edge33,always,next_open,negative_signal_bull,5,0.8309067467164599,0.1286719924604143,97.0,False,65,0.6461538461538462,0.11889051598731071,0.7120162307291492,0.48093834784817097,0.046161485928692216,6,0,0.05137743122089598,5,0,0.06632754422327398,3,0
q40_all_edge20_next_open_both_reversal_c5,q40,all,edge20,next_open,both_reversal,5,0.5379677027087609,0.34230050838922577,54.0,False,141,0.5531914893617021,0.06687720075435089,0.47109050195441005,1.0552283465528334,0.029887094594931163,8,0,0.05104421201802321,5,0,0.05041036792060798,4,0
q50_all_edge10_next_open_both_reversal_c10,q50,all,edge10,next_open,both_reversal,10,0.4828135148428837,0.32326616551690457,54.0,False,107,0.5700934579439252,0.1955598450452133,0.2872536697976704,1.065856303759286,0.026822973046826872,11,1,0.050565424414674404,8,1,0.025738242760098468,7,1
q50_edge20_always_next_0934_close_both_reversal_c10,q50,edge20,always,next_0934_close,both_reversal,10,0.7756033831076675,0.2263944713252588,,True,120,0.5666666666666667,0.5345864340007062,0.24101694910696136,0.7335654031319089,0.043089076839314865,7,0,0.05041187455015563,6,0,0.021179258977279403,5,0
q50_edge20_edge20_next_open_both_reversal_c10,q50,edge20,edge20,next_open,both_reversal,10,0.7506500908593756,0.14504062855174193,,True,69,0.6231884057971014,0.5080740931570131,0.2425759977023625,0.6859915832941127,0.04170278282552087,6,1,0.05028976974010428,5,0,0.03381119240342565,4,0
q50_edge33_edge10_next_open_both_reversal_c5,q50,edge33,edge10,next_open,both_reversal,5,0.6790162556158867,0.15102575229243193,,True,87,0.6091954022988506,0.3405759965169307,0.33844025909895603,0.7582057065901274,0.037723125311993705,8,1,0.050038482747748955,5,1,0.036232904503166775,4,1
q60_edge20_edge10_next_open_both_reversal_c10,q60,edge20,edge10,next_open,both_reversal,10,0.6883168166164171,0.13350755840704193,,True,51,0.6078431372549019,0.6015594615611729,0.08675735505524418,0.7406967076318646,0.038239823145356504,10,2,0.049984115785994786,8,1,0.02073967912174775,7,1
q50_edge33_always_next_0934_close_negative_signal_bull_c5,q50,edge33,always,next_0934_close,negative_signal_bull,5,0.8437833753953684,0.1629200295166949,194.0,False,65,0.6153846153846154,0.06296610464867669,0.7808172707466917,0.5305069646962736,0.04687685418863158,7,0,0.04952673414957717,6,0,0.07021975777502017,4,0
