date,signal_ts,entry_quote_ts,exit_quote_ts,entry_ask,raw_entry_ask,entry_ask_size_raw,limit,effective_target_bp,target_hit,exit,exit_bid_size_raw,shares_2000,net_return,config
2025-05-21,2025-05-21 19:39:00+00:00,2025-05-21 19:40:00.000194463+00:00,2025-05-21 19:40:44.842069236+00:00,17.07,17.07,162,17.08,5.858230814292931,True,17.08,163,117,0.0005858230814292931,t1_h5
2025-05-22,2025-05-22 13:57:00+00:00,2025-05-22 13:58:00.008569530+00:00,2025-05-22 13:59:23.832489602+00:00,17.18,17.18,139,17.19,5.8207217695005475,True,17.19,4,116,0.0005820721769500548,t1_h5
2025-05-22,2025-05-22 14:27:00+00:00,2025-05-22 14:28:00.055938321+00:00,2025-05-22 14:28:02.987026877+00:00,16.84,16.84,92,16.85,5.9382422802856105,True,16.85,231,118,0.000593824228028561,t1_h5
2025-05-22,2025-05-22 14:30:00+00:00,2025-05-22 14:31:00.013264215+00:00,2025-05-22 14:36:00.030413171+00:00,16.85,16.85,106,16.86,5.934718100888414,False,16.8,62,118,-0.0029673590504450953,t1_h5
2025-05-22,2025-05-22 14:59:00+00:00,2025-05-22 15:00:00.001139413+00:00,2025-05-22 15:00:00.934728965+00:00,16.85,16.85,55,16.86,5.934718100888414,True,16.86,244,118,0.0005934718100888414,t1_h5
2025-05-22,2025-05-22 15:07:00+00:00,2025-05-22 15:08:00.020290242+00:00,2025-05-22 15:08:09.743777759+00:00,16.89,16.89,166,16.9,5.9206631142671995,True,16.9,25,118,0.00059206631142672,t1_h5
2025-05-22,2025-05-22 15:59:00+00:00,2025-05-22 16:00:00.004533273+00:00,2025-05-22 16:00:20.806039310+00:00,16.85,16.85,160,16.86,5.934718100888414,True,16.86,338,118,0.0005934718100888414,t1_h5
2025-05-22,2025-05-22 17:44:00+00:00,2025-05-22 17:45:00.001870860+00:00,2025-05-22 17:45:13.135210615+00:00,17.01,17.01,142,17.02,5.878894767783471,True,17.02,344,117,0.0005878894767783471,t1_h5
2025-05-23,2025-05-23 14:12:00+00:00,2025-05-23 14:13:00.025094139+00:00,2025-05-23 14:18:00.023587366+00:00,15.62,15.62,63,15.63,6.4020486555715905,False,15.45,15,128,-0.010883482714468595,t1_h5
2025-05-23,2025-05-23 15:18:00+00:00,2025-05-23 15:19:00.015499743+00:00,2025-05-23 15:19:03.211182909+00:00,15.31,15.31,42,15.32,6.5316786414104655,True,15.32,169,130,0.0006531678641410466,t1_h5
2025-05-23,2025-05-23 15:20:00+00:00,2025-05-23 15:21:00.079145334+00:00,2025-05-23 15:21:11.108011752+00:00,15.32,15.32,142,15.33,6.527415143602333,True,15.33,214,130,0.0006527415143602333,t1_h5
2025-05-23,2025-05-23 15:37:00+00:00,2025-05-23 15:38:00.080668847+00:00,2025-05-23 15:43:00.839000704+00:00,15.54,15.54,57,15.55,6.4350064350082725,False,15.49,112,128,-0.003217503217503137,t1_h5
2025-05-23,2025-05-23 17:06:00+00:00,2025-05-23 17:07:00.002091664+00:00,2025-05-23 17:09:22.386448879+00:00,15.67,15.67,68,15.68,6.381620931716903,True,15.68,36,127,0.0006381620931716903,t1_h5
2025-05-23,2025-05-23 17:09:00+00:00,2025-05-23 17:10:00.002255112+00:00,2025-05-23 17:11:44.384337346+00:00,15.71,15.71,309,15.72,6.3653723742840285,True,15.72,14,127,0.0006365372374284028,t1_h5
2025-05-23,2025-05-23 18:15:00+00:00,2025-05-23 18:16:00.005492313+00:00,2025-05-23 18:16:38.852385901+00:00,15.97,15.97,233,15.98,6.261740763933155,True,15.98,52,125,0.0006261740763933155,t1_h5
2025-05-23,2025-05-23 18:24:00+00:00,2025-05-23 18:25:00.005963971+00:00,2025-05-23 18:26:08.795454881+00:00,15.83,15.83,57,15.84,6.317119393557391,True,15.84,18,126,0.0006317119393557391,t1_h5
2025-05-27,2025-05-27 15:28:00+00:00,2025-05-27 15:29:00.040473558+00:00,2025-05-27 15:31:34.935172964+00:00,17.37,17.37,109,17.38,5.757052389174788,True,17.38,705,115,0.0005757052389174788,t1_h5
2025-05-27,2025-05-27 16:39:00+00:00,2025-05-27 16:40:00.009457213+00:00,2025-05-27 16:45:00.011958594+00:00,17.47,17.47,429,17.48,5.724098454493731,False,17.44,290,114,-0.0017172295363478973,t1_h5
2025-05-28,2025-05-28 18:10:00+00:00,2025-05-28 18:11:00.002463345+00:00,2025-05-28 18:11:24.788281254+00:00,17.52,17.52,32,17.53,5.707762557078944,True,17.53,138,114,0.0005707762557078944,t1_h5
2025-05-28,2025-05-28 19:20:00+00:00,2025-05-28 19:21:00.005404675+00:00,2025-05-28 19:26:00.005617420+00:00,17.38,17.38,328,17.39,5.753739930955959,False,17.32,333,115,-0.0034522439585730202,t1_h5
2025-05-28,2025-05-28 19:28:00+00:00,2025-05-28 19:29:00.005793615+00:00,2025-05-28 19:34:00.005980923+00:00,17.37,17.37,280,17.38,5.757052389174788,False,17.3,135,115,-0.004029936672423684,t1_h5
2025-05-29,2025-05-29 14:08:00+00:00,2025-05-29 14:09:00.041147517+00:00,2025-05-29 14:10:20.742978625+00:00,17.18,17.18,42,17.19,5.8207217695005475,True,17.19,98,116,0.0005820721769500548,t1_h5
2025-05-29,2025-05-29 14:14:00+00:00,2025-05-29 14:15:00.008231550+00:00,2025-05-29 14:15:31.049767093+00:00,17.22,17.22,94,17.23,5.807200929153211,True,17.23,24,116,0.0005807200929153211,t1_h5
2025-05-29,2025-05-29 14:53:00+00:00,2025-05-29 14:54:00.015929747+00:00,2025-05-29 14:55:35.588510082+00:00,17.53,17.53,154,17.54,5.7045065601823985,True,17.54,21,114,0.0005704506560182399,t1_h5
2025-05-29,2025-05-29 16:01:00+00:00,2025-05-29 16:02:00.009847894+00:00,2025-05-29 16:03:28.195446873+00:00,17.1,17.1,34,17.11,5.847953216373547,True,17.11,320,116,0.0005847953216373547,t1_h5
2025-05-29,2025-05-29 16:03:00+00:00,2025-05-29 16:04:00.006606983+00:00,2025-05-29 16:04:12.003574496+00:00,17.12,17.12,117,17.13,5.841121495326895,True,17.13,228,116,0.0005841121495326895,t1_h5
2025-05-29,2025-05-29 17:40:00+00:00,2025-05-29 17:41:00.002213722+00:00,2025-05-29 17:41:27.658155003+00:00,17.21,17.21,119,17.22,5.8105752469472804,True,17.22,372,116,0.000581057524694728,t1_h5
2025-05-30,2025-05-30 14:05:00+00:00,2025-05-30 14:06:00.002828261+00:00,2025-05-30 14:06:07.151198484+00:00,16.41,16.41,104,16.42,6.093845216332827,True,16.42,250,121,0.0006093845216332827,t1_h5
2025-05-30,2025-05-30 14:37:00+00:00,2025-05-30 14:38:00.006734182+00:00,2025-05-30 14:38:47.367012388+00:00,16.62,16.62,177,16.63,6.0168471720811745,True,16.63,208,120,0.0006016847172081174,t1_h5
2025-05-30,2025-05-30 15:20:00+00:00,2025-05-30 15:21:00.005968457+00:00,2025-05-30 15:21:11.461844436+00:00,16.35,16.35,104,16.36,6.116207951070152,True,16.36,419,122,0.0006116207951070152,t1_h5
2025-05-30,2025-05-30 16:34:00+00:00,2025-05-30 16:35:00.000331032+00:00,2025-05-30 16:35:03.292147660+00:00,15.44,15.44,184,15.45,6.476683937823857,True,15.45,86,129,0.0006476683937823857,t1_h5
2025-05-30,2025-05-30 16:36:00+00:00,2025-05-30 16:37:00.000314565+00:00,2025-05-30 16:37:00.233218292+00:00,15.47,15.47,22,15.48,6.464124111182912,True,15.48,35,129,0.0006464124111182912,t1_h5
2025-05-30,2025-05-30 16:37:00+00:00,2025-05-30 16:38:00.000489133+00:00,2025-05-30 16:39:11.896105361+00:00,15.52,15.52,25,15.53,6.443298969072142,True,15.53,3,128,0.0006443298969072142,t1_h5
2025-05-30,2025-05-30 16:39:00+00:00,2025-05-30 16:40:00.000602617+00:00,2025-05-30 16:40:09.839013386+00:00,15.57,15.57,176,15.58,6.4226075786777415,True,15.58,17,128,0.0006422607578677741,t1_h5
2025-05-30,2025-05-30 17:05:00+00:00,2025-05-30 17:06:00.000254742+00:00,2025-05-30 17:06:17.445330616+00:00,15.54,15.54,169,15.55,6.4350064350082725,True,15.55,187,128,0.0006435006435008273,t1_h5
2025-05-30,2025-05-30 17:06:00+00:00,2025-05-30 17:07:00.001933669+00:00,2025-05-30 17:07:02.029153009+00:00,15.6,15.6,252,15.61,6.4102564102563875,True,15.61,170,128,0.0006410256410256387,t1_h5
2025-05-30,2025-05-30 17:09:00+00:00,2025-05-30 17:10:00.002087444+00:00,2025-05-30 17:15:00.002363443+00:00,15.65,15.65,104,15.66,6.389776357826893,False,15.54,235,127,-0.007028753993610248,t1_h5
2025-05-30,2025-05-30 18:18:00+00:00,2025-05-30 18:19:00.005617654+00:00,2025-05-30 18:19:29.525956011+00:00,15.75,15.75,20,15.76,6.3492063492054385,True,15.76,26,126,0.0006349206349205438,t1_h5
2025-05-30,2025-05-30 18:19:00+00:00,2025-05-30 18:20:00.005660409+00:00,2025-05-30 18:20:02.192234098+00:00,15.81,15.81,21,15.82,6.325110689437974,True,15.82,124,126,0.0006325110689437974,t1_h5
2025-05-30,2025-05-30 18:53:00+00:00,2025-05-30 18:54:00.007547719+00:00,2025-05-30 18:57:30.050311980+00:00,15.97,15.97,203,15.98,6.261740763933155,True,15.98,311,125,0.0006261740763933155,t1_h5
2025-05-30,2025-05-30 18:57:00+00:00,2025-05-30 18:58:00.007781072+00:00,2025-05-30 19:00:28.610436843+00:00,16.0,16.0,54,16.01,6.250000000000977,True,16.01,148,125,0.0006250000000000977,t1_h5
2025-05-30,2025-05-30 19:01:00+00:00,2025-05-30 19:02:00.007998785+00:00,2025-05-30 19:03:01.789026786+00:00,16.07,16.07,132,16.08,6.22277535780924,True,16.08,32,124,0.000622277535780924,t1_h5
2025-05-30,2025-05-30 19:25:00+00:00,2025-05-30 19:26:00.009306569+00:00,2025-05-30 19:26:13.894493358+00:00,16.31,16.31,81,16.32,6.1312078479480725,True,16.32,118,122,0.0006131207847948072,t1_h5
2025-05-30,2025-05-30 19:37:00+00:00,2025-05-30 19:38:00.009968558+00:00,2025-05-30 19:43:00.010227611+00:00,16.35,16.35,36,16.36,6.116207951070152,False,16.19,328,122,-0.009785932721712576,t1_h5
