extra_bps,month,net_pnl
0.0,2025-12,0.14809757728705017
0.0,2026-01,0.45154540514485314
0.0,2026-02,0.09284334647604814
0.0,2026-03,0.0281859087332907
0.0,2026-04,0.4124336103218569
1.0,2019-06,0.0
1.0,2019-07,0.0
1.0,2019-08,0.0
1.0,2019-09,0.0
1.0,2019-10,0.0
1.0,2019-11,0.0
1.0,2019-12,0.0
1.0,2020-01,0.0
1.0,2020-02,0.0
1.0,2020-03,0.0
1.0,2020-04,0.007129827505391383
1.0,2020-05,0.03907108596331142
1.0,2020-06,0.05305537748196519
1.0,2020-07,0.06841595747122771
1.0,2020-08,0.05861910004077231
1.0,2020-09,0.005358353200367403
1.0,2020-10,0.03868348424605862
1.0,2020-11,0.27574830893454605
1.0,2020-12,0.058185254740046564
1.0,2021-01,0.023290040377059906
1.0,2021-02,0.027485868408397885
1.0,2021-03,-0.22133785636609818
1.0,2021-04,-0.0751395066258993
1.0,2021-05,0.1155203842141849
1.0,2021-06,0.0822111964450862
1.0,2021-07,-0.09030402976812288
1.0,2021-08,0.042360492588155746
1.0,2021-09,-0.09819636734695328
1.0,2021-10,0.09264623227226836
1.0,2021-11,0.015062441363375173
1.0,2021-12,-0.09879271398391423
1.0,2022-01,-0.16616124744134741
1.0,2022-02,0.08203785165332109
1.0,2022-03,0.08438903387190295
1.0,2022-04,-0.07252558640305179
1.0,2022-05,0.21254750979282472
1.0,2022-06,-0.2358847352131768
1.0,2022-07,0.06453850968794526
1.0,2022-08,0.0019686637195003194
1.0,2022-09,-0.06613719660970505
1.0,2022-10,0.13701423346284192
1.0,2022-11,0.12831635061227198
1.0,2022-12,-0.08453448518248925
1.0,2023-01,-0.020342929268233396
1.0,2023-02,0.02118141921727528
1.0,2023-03,-0.01666496393636161
1.0,2023-04,0.02030897455157782
1.0,2023-05,0.03364472350019398
1.0,2023-06,0.10111745761374566
1.0,2023-07,0.07127245743123713
1.0,2023-08,-0.0023163464272553252
1.0,2023-09,-0.062235078790871236
1.0,2023-10,0.014077296013505436
1.0,2023-11,0.11127134808319797
1.0,2023-12,0.015046899713174718
1.0,2024-01,0.11034747888718696
1.0,2024-02,0.13334370956274438
1.0,2024-03,0.011435254200461929
1.0,2024-04,-0.11080218813755394
1.0,2024-05,0.13080352591654135
1.0,2024-06,-0.022734524361512944
1.0,2024-07,-0.03714196741509377
1.0,2024-08,-0.11395063984780379
1.0,2024-09,0.021024556094309373
1.0,2024-10,-0.09906861374733969
1.0,2024-11,0.2578147581916916
1.0,2024-12,-0.020677209102378774
1.0,2025-01,0.04524065979633285
1.0,2025-02,0.01743385843239316
1.0,2025-03,-0.13256995571856084
1.0,2025-04,0.15136035358816308
1.0,2025-05,0.13586446000361177
1.0,2025-06,0.09054923618865705
1.0,2025-07,0.04842783506221829
1.0,2025-08,-0.06793993501066718
1.0,2025-09,0.13463078382247928
1.0,2025-10,0.11087235979056359
1.0,2025-11,0.03239948105050633
1.0,2025-12,0.14783091062038348
1.0,2026-01,0.4514787384781865
1.0,2026-02,0.09277667980938148
1.0,2026-03,0.028119242066624042
1.0,2026-04,0.4123669436551902
2.0,2019-06,0.0
2.0,2019-07,0.0
2.0,2019-08,0.0
2.0,2019-09,0.0
2.0,2019-10,0.0
2.0,2019-11,0.0
2.0,2019-12,0.0
2.0,2020-01,0.0
2.0,2020-02,0.0
2.0,2020-03,0.0
2.0,2020-04,0.0067631608387247084
2.0,2020-05,0.03893775262997809
2.0,2020-06,0.05298871081529853
2.0,2020-07,0.06834929080456104
2.0,2020-08,0.05828576670743898
2.0,2020-09,0.005091686533700738
2.0,2020-10,0.038216817579391965
2.0,2020-11,0.27534830893454604
2.0,2020-12,0.05805192140671323
2.0,2021-01,0.023156707043726573
2.0,2021-02,0.027485868408397885
2.0,2021-03,-0.22160452303276487
2.0,2021-04,-0.07527283995923262
2.0,2021-05,0.11525371754751824
2.0,2021-06,0.08194452977841954
2.0,2021-07,-0.0904373631014562
2.0,2021-08,0.04216049258815574
2.0,2021-09,-0.09819636734695328
2.0,2021-10,0.09251289893893502
2.0,2021-11,0.014862441363375167
2.0,2021-12,-0.09912604731724758
2.0,2022-01,-0.16636124744134742
2.0,2022-02,0.08177118498665442
2.0,2022-03,0.08438903387190295
2.0,2022-04,-0.07279225306971845
2.0,2022-05,0.2121475097928247
2.0,2022-06,-0.23621806854651012
2.0,2022-07,0.0644718430212786
2.0,2022-08,0.001635330386166988
2.0,2022-09,-0.06627052994303838
2.0,2022-10,0.13674756679617525
2.0,2022-11,0.12791635061227197
2.0,2022-12,-0.08473448518248924
2.0,2023-01,-0.020609595934900072
2.0,2023-02,0.020848085883941943
2.0,2023-03,-0.01686496393636161
2.0,2023-04,0.020108974551577813
2.0,2023-05,0.03344472350019397
2.0,2023-06,0.10091745761374565
2.0,2023-07,0.0711391240979038
2.0,2023-08,-0.0024496797605886578
2.0,2023-09,-0.062235078790871236
2.0,2023-10,0.013877296013505435
2.0,2023-11,0.11127134808319797
2.0,2023-12,0.01484689971317472
2.0,2024-01,0.10981414555385362
2.0,2024-02,0.13301037622941103
2.0,2024-03,0.011101920867128598
2.0,2024-04,-0.11093552147088726
2.0,2024-05,0.13053685924987468
2.0,2024-06,-0.02280119102817961
2.0,2024-07,-0.03734196741509376
2.0,2024-08,-0.11395063984780379
2.0,2024-09,0.020691222760976048
2.0,2024-10,-0.09933528041400635
2.0,2024-11,0.2576147581916916
2.0,2024-12,-0.020943875769045453
2.0,2025-01,0.04524065979633285
2.0,2025-02,0.017300525099059827
2.0,2025-03,-0.13270328905189416
2.0,2025-04,0.1511603535881631
2.0,2025-05,0.1355977933369451
2.0,2025-06,0.09008256952199038
2.0,2025-07,0.04836116839555162
2.0,2025-08,-0.06820660167733385
2.0,2025-09,0.13429745048914593
2.0,2025-10,0.11067235979056356
2.0,2025-11,0.03226614771717301
2.0,2025-12,0.14756424395371684
2.0,2026-01,0.45141207181151977
2.0,2026-02,0.0927100131427148
2.0,2026-03,0.02805257539995737
2.0,2026-04,0.41230027698852356
5.0,2019-06,0.0
5.0,2019-07,0.0
5.0,2019-08,0.0
5.0,2019-09,0.0
5.0,2019-10,0.0
5.0,2019-11,0.0
5.0,2019-12,0.0
5.0,2020-01,0.0
5.0,2020-02,0.0
5.0,2020-03,0.0
5.0,2020-04,0.005663160838724712
5.0,2020-05,0.03853775262997809
5.0,2020-06,0.052788710815298526
5.0,2020-07,0.06814929080456103
5.0,2020-08,0.05728576670743898
5.0,2020-09,0.004291686533700736
5.0,2020-10,0.03681681757939196
5.0,2020-11,0.27414830893454606
5.0,2020-12,0.057651921406713234
5.0,2021-01,0.022756707043726575
5.0,2021-02,0.027485868408397885
5.0,2021-03,-0.22240452303276487
5.0,2021-04,-0.07567283995923263
5.0,2021-05,0.11445371754751824
5.0,2021-06,0.08114452977841954
5.0,2021-07,-0.09083736310145621
5.0,2021-08,0.04156049258815575
5.0,2021-09,-0.09819636734695328
5.0,2021-10,0.09211289893893503
5.0,2021-11,0.014262441363375178
5.0,2021-12,-0.10012604731724759
5.0,2022-01,-0.16696124744134744
5.0,2022-02,0.0809711849866544
5.0,2022-03,0.08438903387190295
5.0,2022-04,-0.07359225306971846
5.0,2022-05,0.21094750979282473
5.0,2022-06,-0.23721806854651015
5.0,2022-07,0.0642718430212786
5.0,2022-08,0.0006353303861669941
5.0,2022-09,-0.06667052994303838
5.0,2022-10,0.13594756679617526
5.0,2022-11,0.12671635061227196
5.0,2022-12,-0.08533448518248925
5.0,2023-01,-0.02140959593490007
5.0,2023-02,0.01984808588394194
5.0,2023-03,-0.017464963936361606
5.0,2023-04,0.019508974551577817
5.0,2023-05,0.032844723500193976
5.0,2023-06,0.10031745761374566
5.0,2023-07,0.0707391240979038
5.0,2023-08,-0.0028496797605886692
5.0,2023-09,-0.062235078790871236
5.0,2023-10,0.013277296013505436
5.0,2023-11,0.11127134808319797
5.0,2023-12,0.014246899713174721
5.0,2024-01,0.10821414555385363
5.0,2024-02,0.13201037622941103
5.0,2024-03,0.010101920867128597
5.0,2024-04,-0.11133552147088727
5.0,2024-05,0.1297368592498747
5.0,2024-06,-0.02300119102817961
5.0,2024-07,-0.037941967415093765
5.0,2024-08,-0.11395063984780379
5.0,2024-09,0.019691222760976037
5.0,2024-10,-0.10013528041400635
5.0,2024-11,0.25701475819169156
5.0,2024-12,-0.021743875769045462
5.0,2025-01,0.04524065979633285
5.0,2025-02,0.016900525099059815
5.0,2025-03,-0.13310328905189417
5.0,2025-04,0.1505603535881631
5.0,2025-05,0.1347977933369451
5.0,2025-06,0.08868256952199038
5.0,2025-07,0.04816116839555162
5.0,2025-08,-0.06900660167733384
5.0,2025-09,0.13329745048914593
5.0,2025-10,0.11007235979056357
5.0,2025-11,0.031866147717173
5.0,2025-12,0.14676424395371682
5.0,2026-01,0.4512120718115198
5.0,2026-02,0.09251001314271481
5.0,2026-03,0.027852575399957377
5.0,2026-04,0.41210027698852353
10.0,2019-06,0.0
10.0,2019-07,0.0
10.0,2019-08,0.0
10.0,2019-09,0.0
10.0,2019-10,0.0
10.0,2019-11,0.0
10.0,2019-12,0.0
10.0,2020-01,0.0
10.0,2020-02,0.0
10.0,2020-03,0.0
10.0,2020-04,0.0038298275053913755
10.0,2020-05,0.03787108596331143
10.0,2020-06,0.0524553774819652
10.0,2020-07,0.0678159574712277
10.0,2020-08,0.055619100040772314
10.0,2020-09,0.002958353200367407
10.0,2020-10,0.03448348424605862
10.0,2020-11,0.27214830893454606
10.0,2020-12,0.056985254740046565
10.0,2021-01,0.0220900403770599
10.0,2021-02,0.027485868408397885
10.0,2021-03,-0.2237378563660982
10.0,2021-04,-0.0763395066258993
10.0,2021-05,0.11312038421418491
10.0,2021-06,0.07981119644508619
10.0,2021-07,-0.09150402976812289
10.0,2021-08,0.04056049258815575
10.0,2021-09,-0.09819636734695328
10.0,2021-10,0.09144623227226835
10.0,2021-11,0.01326244136337517
10.0,2021-12,-0.10179271398391423
10.0,2022-01,-0.1679612474413474
10.0,2022-02,0.07963785165332107
10.0,2022-03,0.08438903387190295
10.0,2022-04,-0.0749255864030518
10.0,2022-05,0.20894750979282473
10.0,2022-06,-0.2388847352131768
10.0,2022-07,0.06393850968794526
10.0,2022-08,-0.0010313362804996833
10.0,2022-09,-0.06733719660970504
10.0,2022-10,0.1346142334628419
10.0,2022-11,0.12471635061227196
10.0,2022-12,-0.08633448518248925
10.0,2023-01,-0.022742929268233403
10.0,2023-02,0.018181419217275275
10.0,2023-03,-0.01846496393636162
10.0,2023-04,0.018508974551577823
10.0,2023-05,0.031844723500193975
10.0,2023-06,0.09931745761374566
10.0,2023-07,0.07007245743123713
10.0,2023-08,-0.003516346427255332
10.0,2023-09,-0.062235078790871236
10.0,2023-10,0.012277296013505435
10.0,2023-11,0.11127134808319797
10.0,2023-12,0.01324689971317472
10.0,2024-01,0.10554747888718696
10.0,2024-02,0.13034370956274435
10.0,2024-03,0.008435254200461933
10.0,2024-04,-0.11200218813755394
10.0,2024-05,0.12840352591654136
10.0,2024-06,-0.02333452436151294
10.0,2024-07,-0.03894196741509376
10.0,2024-08,-0.11395063984780379
10.0,2024-09,0.018024556094309363
10.0,2024-10,-0.10146861374733969
10.0,2024-11,0.25601475819169156
10.0,2024-12,-0.023077209102378787
10.0,2025-01,0.04524065979633285
10.0,2025-02,0.016233858432393167
10.0,2025-03,-0.13376995571856085
10.0,2025-04,0.1495603535881631
10.0,2025-05,0.13346446000361178
10.0,2025-06,0.08634923618865706
10.0,2025-07,0.04782783506221829
10.0,2025-08,-0.07033993501066717
10.0,2025-09,0.13163078382247928
10.0,2025-10,0.10907235979056357
10.0,2025-11,0.03119948105050634
10.0,2025-12,0.14543091062038346
10.0,2026-01,0.4508787384781865
10.0,2026-02,0.09217667980938148
10.0,2026-03,0.027519242066624025
10.0,2026-04,0.41176694365519023
