variant_id,expression,lookback,z_window,entry_z,min_corr,short_stop,cost2_net_simple_return,cost2_maximum_drawdown,cost2_positive_months,cost2_negative_months,cost2_inactive_months,cost2_recent12_positive_months,cost2_recent12_net,cost2_active_pair_days,cost2_short_stop_hits,cost2_top5_positive_day_share,cost2_2019_2021,cost2_2022_2023,cost2_2024_2026apr,cost2_worst_fold,cost10_net_simple_return,cost10_maximum_drawdown,cost10_positive_months,cost10_negative_months,cost10_inactive_months,cost10_recent12_positive_months,cost10_recent12_net,cost10_active_pair_days,cost10_short_stop_hits,cost10_top5_positive_day_share,cost10_2019_2021,cost10_2022_2023,cost10_2024_2026apr,cost10_worst_fold
pair_QQQ_SPY__r20__zw63__z1.5__corr0.5__stop2,pair_QQQ_SPY,20,63,1.5,0.5,0.02,-0.17942421825585744,0.18235511783371242,23,44,21,5,-0.017556246948585656,382,22,0.12848145247327383,-0.045405815627136206,-0.05652467701937803,-0.07749372560934317,-0.07749372560934317,-0.7906242182558574,0.7906242182558559,6,61,21,1,-0.13595624694858566,382,22,0.25863246029238235,-0.2390058156271362,-0.216524677019378,-0.33509372560934314,-0.33509372560934314
pair_SMH_XLK__r20__zw63__z1.5__corr0.5__stop2,pair_SMH_XLK,20,63,1.5,0.5,0.02,0.21135604363027907,0.03322235683851677,43,24,21,5,0.02618092868065433,364,37,0.11842352592668248,0.11743789737566009,0.06443183063058863,0.02948631562403036,0.02948631562403036,-0.37104395636972093,0.3786391778946346,21,46,21,1,-0.07941907131934567,364,37,0.1698936696096838,-0.08256210262433991,-0.08756816936941139,-0.20091368437596963,-0.20091368437596963
pair_IWM_SPY__r20__zw63__z1.5__corr0.5__stop2,pair_IWM_SPY,20,63,1.5,0.5,0.02,-0.24573229742864117,0.2881198503868775,30,28,30,7,0.019859406129704445,377,30,0.10534060478295526,-0.14069043157350147,-0.0710655027779907,-0.033976363077149,-0.14069043157350147,-0.8489322974286413,0.8494156170875337,9,49,30,3,-0.06974059387029556,377,30,0.16207093254546312,-0.3662904315735015,-0.2662655027779907,-0.21637636307714897,-0.3662904315735015
pair_XLY_XLP__r20__zw63__z1.5__corr0.5__stop2,pair_XLY_XLP,20,63,1.5,0.5,0.02,-0.10645278194669217,0.11628725938119515,6,16,66,0,0.0,116,17,0.3457219308354689,-0.026381131057861655,-0.08007165088883053,0.0,-0.08007165088883053,-0.29205278194669215,0.2952763557573101,3,19,66,0,0.0,116,17,0.4424482528342011,-0.13518113105786167,-0.1568716508888305,0.0,-0.1568716508888305
pair_XLE_USO__r20__zw63__z1.5__corr0.5__stop2,pair_XLE_USO,20,63,1.5,0.5,0.02,-0.11611006767081566,0.24766604179371676,33,30,25,5,-0.0330166199874778,330,60,0.16404574691756668,-0.04832217956617221,-0.013880655835053365,-0.053907232269590065,-0.053907232269590065,-0.6441100676708157,0.6839181351474972,23,40,25,4,-0.1034166199874778,330,60,0.19782332344558,-0.2563221795661723,-0.1546806558350534,-0.23310723226959007,-0.2563221795661723
pair_TLT_SHY__r20__zw63__z1.5__corr0.5__stop2,pair_TLT_SHY,20,63,1.5,0.5,0.02,0.01060265599753743,0.07679361941227086,30,28,30,3,-0.022718769986789174,314,3,0.23792093185656543,0.0623450321761522,-0.054931967544445515,0.0031895913658307046,-0.054931967544445515,-0.4917973440024626,0.4918107410555283,9,49,30,0,-0.10111876998678918,314,3,0.3711031052713034,-0.07365496782384778,-0.24053196754444553,-0.17761040863416927,-0.24053196754444553
equal_active_pairs__r20__zw63__z1.5__corr0.5__stop2,equal_active_pairs,20,63,1.5,0.5,0.02,-0.3598654629755731,0.4018242382842022,31,53,4,5,-0.030978561820315775,1883,169,0.05864537469249901,-0.11023290768894524,-0.14950863054073338,-0.10012392474589442,-0.14950863054073338,-2.193465462975573,2.1934654629755523,6,78,4,0,-0.3109785618203158,1883,169,0.09211936151258068,-0.7438329076889454,-0.7239086305407334,-0.7257239247458944,-0.7438329076889454
largest_dislocation_pair__r20__zw63__z1.5__corr0.5__stop2,largest_dislocation_pair,20,63,1.5,0.5,0.02,-0.4720938390684385,0.5157814043128707,33,51,4,6,-0.06608504503728041,1146,109,0.09319405335165183,-0.16284705596130036,-0.16657627916090612,-0.14267050394623196,-0.16657627916090612,-2.3056938390684385,2.319158124787329,6,78,4,0,-0.34608504503728044,1146,109,0.1376560346885894,-0.7964470559613005,-0.7409762791609062,-0.768270503946232,-0.7964470559613005
pair_QQQ_SPY__r20__zw63__z1.5__corr0.5__stop4,pair_QQQ_SPY,20,63,1.5,0.5,0.04,-0.16726551630148384,0.1690584220613736,25,42,21,5,-0.01869503065845983,382,2,0.12289121794071386,-0.05210944878632132,-0.052113877315309504,-0.06304219019985302,-0.06304219019985302,-0.7784655163014838,0.7784655163014828,6,61,21,1,-0.13709503065845982,382,2,0.2503595573146158,-0.24570944878632134,-0.2121138773153095,-0.32064219019985296,-0.32064219019985296
pair_SMH_XLK__r20__zw63__z1.5__corr0.5__stop4,pair_SMH_XLK,20,63,1.5,0.5,0.04,0.1609394513502489,0.03584160412916974,40,27,21,6,0.02732515688877083,364,5,0.10784721342136254,0.1201844600393921,0.00811657740614306,0.03263841390471375,0.00811657740614306,-0.42146054864975113,0.42899540409395837,21,46,21,1,-0.07827484311122918,364,5,0.1561692359235904,-0.07981553996060792,-0.14388342259385695,-0.19776158609528627,-0.19776158609528627
pair_IWM_SPY__r20__zw63__z1.5__corr0.5__stop4,pair_IWM_SPY,20,63,1.5,0.5,0.04,-0.28553888422027196,0.32822017115007157,28,30,30,7,0.02119570694454262,377,7,0.11745491302610882,-0.19544981345950674,-0.075191250410655,-0.014897820350110204,-0.19544981345950674,-0.8887388842202719,0.8890948483582791,9,49,30,3,-0.06840429305545738,377,7,0.1861836858667193,-0.42104981345950676,-0.270391250410655,-0.19729782035011018,-0.42104981345950676
pair_XLY_XLP__r20__zw63__z1.5__corr0.5__stop4,pair_XLY_XLP,20,63,1.5,0.5,0.04,-0.15393128977111692,0.163421483097909,6,16,66,0,0.0,116,5,0.3463841376473824,-0.08253097557924118,-0.07140031419187577,0.0,-0.08253097557924118,-0.33953128977111696,0.3425851597791085,3,19,66,0,0.0,116,5,0.4451772056291492,-0.19133097557924117,-0.14820031419187576,0.0,-0.19133097557924117
pair_XLE_USO__r20__zw63__z1.5__corr0.5__stop4,pair_XLE_USO,20,63,1.5,0.5,0.04,-0.0681652082302079,0.24892161273733493,33,30,25,6,0.026299322955360215,330,15,0.1754035140928631,-0.0881346486550023,0.0021713580764658805,0.01779808234832852,-0.0881346486550023,-0.5961652082302079,0.6404674706099873,22,41,25,4,-0.04410067704463978,330,15,0.2111708079711303,-0.2961346486550024,-0.1386286419235341,-0.1614019176516715,-0.2961346486550024
pair_TLT_SHY__r20__zw63__z1.5__corr0.5__stop4,pair_TLT_SHY,20,63,1.5,0.5,0.04,0.011819690166242597,0.08000576873544973,30,28,30,3,-0.022718769986789174,314,0,0.23792093185656543,0.06744774535444681,-0.058817646554034944,0.0031895913658307046,-0.058817646554034944,-0.49058030983375744,0.49059373896983405,9,49,30,0,-0.10111876998678918,314,0,0.3711031052713034,-0.06855225464555317,-0.24441764655403495,-0.17761040863416927,-0.24441764655403495
equal_active_pairs__r20__zw63__z1.5__corr0.5__stop4,equal_active_pairs,20,63,1.5,0.5,0.04,-0.39457765271266465,0.4209943313523457,33,51,4,6,-0.020494006418454294,1883,34,0.056149693816410655,-0.15288256092050034,-0.17199593993763762,-0.06969915185452674,-0.17199593993763762,-2.228177652712665,2.2281776527126405,6,78,4,0,-0.30049400641845425,1883,34,0.08786114904804007,-0.7864825609205005,-0.7463959399376378,-0.6952991518545267,-0.7864825609205005
largest_dislocation_pair__r20__zw63__z1.5__corr0.5__stop4,largest_dislocation_pair,20,63,1.5,0.5,0.04,-0.43262003291630313,0.5029963468135296,38,46,4,8,0.00011224573124409259,1146,18,0.10162181947725052,-0.19934571120870131,-0.18958527071889764,-0.04368905098870413,-0.19934571120870131,-2.266220032916303,2.2958210035133435,6,78,4,0,-0.2798877542687559,1146,18,0.14889297228777673,-0.8329457112087015,-0.7639852707188977,-0.6692890509887042,-0.8329457112087015
pair_QQQ_SPY__r20__zw63__z1.5__corr0.7__stop2,pair_QQQ_SPY,20,63,1.5,0.7,0.02,-0.17942421825585744,0.18235511783371242,23,44,21,5,-0.017556246948585656,382,22,0.12848145247327383,-0.045405815627136206,-0.05652467701937803,-0.07749372560934317,-0.07749372560934317,-0.7906242182558574,0.7906242182558559,6,61,21,1,-0.13595624694858566,382,22,0.25863246029238235,-0.2390058156271362,-0.216524677019378,-0.33509372560934314,-0.33509372560934314
pair_SMH_XLK__r20__zw63__z1.5__corr0.7__stop2,pair_SMH_XLK,20,63,1.5,0.7,0.02,0.21135604363027907,0.03322235683851677,43,24,21,5,0.02618092868065433,364,37,0.11842352592668248,0.11743789737566009,0.06443183063058863,0.02948631562403036,0.02948631562403036,-0.37104395636972093,0.3786391778946346,21,46,21,1,-0.07941907131934567,364,37,0.1698936696096838,-0.08256210262433991,-0.08756816936941139,-0.20091368437596963,-0.20091368437596963
pair_IWM_SPY__r20__zw63__z1.5__corr0.7__stop2,pair_IWM_SPY,20,63,1.5,0.7,0.02,-0.2026484601194314,0.24623997622869956,29,28,31,7,0.019859406129704445,363,26,0.10865911001570609,-0.14069043157350147,-0.0710655027779907,0.00910747423206075,-0.14069043157350147,-0.7834484601194315,0.7841412860154134,8,49,31,3,-0.06974059387029556,363,26,0.16789476426294603,-0.3662904315735015,-0.2662655027779907,-0.15089252576793924,-0.3662904315735015
pair_XLY_XLP__r20__zw63__z1.5__corr0.7__stop2,pair_XLY_XLP,20,63,1.5,0.7,0.02,-0.052343520421262404,0.06481241618591682,3,9,76,0,0.0,48,12,0.5958320522029477,-0.013541906008553317,-0.03880161441270909,0.0,-0.03880161441270909,-0.12914352042126243,0.12914352042126243,3,9,76,0,0.0,48,12,0.6897082562496177,-0.08234190600855333,-0.046801614412709094,0.0,-0.08234190600855333
pair_XLE_USO__r20__zw63__z1.5__corr0.7__stop2,pair_XLE_USO,20,63,1.5,0.7,0.02,0.10126490628711436,0.027307274840874314,11,9,68,3,0.010623086127943356,76,11,0.47540122956930975,0.0908181177388507,0.007899273270549474,0.002547515277714173,0.002547515277714173,-0.020335093712885666,0.10426996138255108,7,13,68,2,-0.022976913872056644,76,11,0.5476434476036792,0.058818117738850685,-0.04650072672945052,-0.03265248472228583,-0.04650072672945052
pair_TLT_SHY__r20__zw63__z1.5__corr0.7__stop2,pair_TLT_SHY,20,63,1.5,0.7,0.02,0.0868951511373383,0.04083156854168854,11,5,72,0,0.0,87,1,0.5701818173876761,0.05586118669865237,0.0,0.0310339644386859,0.0,-0.05230484886266172,0.10489521018447827,2,14,72,0,0.0,87,1,0.7661846356350036,-0.027338813301347617,0.0,-0.024966035561314097,-0.027338813301347617
equal_active_pairs__r20__zw63__z1.5__corr0.7__stop2,equal_active_pairs,20,63,1.5,0.7,0.02,-0.12618695159966506,0.22895895565118232,39,44,5,7,0.011238487684343563,1320,109,0.08021730369365382,0.009996081273502384,-0.10618522403283959,-0.029997808840327864,-0.10618522403283959,-1.673386951599665,1.673386951599651,7,76,5,0,-0.22876151231565645,1320,109,0.13186976444905413,-0.5468039187264977,-0.5733852240328396,-0.5531978088403279,-0.5733852240328396
largest_dislocation_pair__r20__zw63__z1.5__corr0.7__stop2,largest_dislocation_pair,20,63,1.5,0.7,0.02,-0.20263460501335803,0.2904641092754697,38,45,5,8,0.01990965561295787,967,72,0.1111305945040806,-0.027159932697072835,-0.12762114798518,-0.047853524331105235,-0.12762114798518,-1.7498346050133584,1.74983460501334,5,78,5,0,-0.22009034438704211,967,72,0.17784919048487638,-0.5839599326970729,-0.5948211479851799,-0.5710535243311052,-0.5948211479851799
pair_QQQ_SPY__r20__zw63__z1.5__corr0.7__stop4,pair_QQQ_SPY,20,63,1.5,0.7,0.04,-0.16726551630148384,0.1690584220613736,25,42,21,5,-0.01869503065845983,382,2,0.12289121794071386,-0.05210944878632132,-0.052113877315309504,-0.06304219019985302,-0.06304219019985302,-0.7784655163014838,0.7784655163014828,6,61,21,1,-0.13709503065845982,382,2,0.2503595573146158,-0.24570944878632134,-0.2121138773153095,-0.32064219019985296,-0.32064219019985296
pair_SMH_XLK__r20__zw63__z1.5__corr0.7__stop4,pair_SMH_XLK,20,63,1.5,0.7,0.04,0.1609394513502489,0.03584160412916974,40,27,21,6,0.02732515688877083,364,5,0.10784721342136254,0.1201844600393921,0.00811657740614306,0.03263841390471375,0.00811657740614306,-0.42146054864975113,0.42899540409395837,21,46,21,1,-0.07827484311122918,364,5,0.1561692359235904,-0.07981553996060792,-0.14388342259385695,-0.19776158609528627,-0.19776158609528627
pair_IWM_SPY__r20__zw63__z1.5__corr0.7__stop4,pair_IWM_SPY,20,63,1.5,0.7,0.04,-0.2580088939249353,0.3013523399218008,27,30,31,7,0.02119570694454262,363,7,0.12154792581624102,-0.19544981345950674,-0.075191250410655,0.012632169945226396,-0.19544981345950674,-0.8388088939249354,0.8393246019755557,8,49,31,3,-0.06840429305545738,363,7,0.19327060080363068,-0.42104981345950676,-0.270391250410655,-0.1473678300547736,-0.42104981345950676
pair_XLY_XLP__r20__zw63__z1.5__corr0.7__stop4,pair_XLY_XLP,20,63,1.5,0.7,0.04,-0.10438221379097681,0.12232442053111259,3,9,76,0,0.0,48,5,0.5958320522029477,-0.06969175052993284,-0.03469046326104397,0.0,-0.06969175052993284,-0.18118221379097682,0.18118221379097688,3,9,76,0,0.0,48,5,0.6897082562496177,-0.13849175052993284,-0.04269046326104396,0.0,-0.13849175052993284
pair_XLE_USO__r20__zw63__z1.5__corr0.7__stop4,pair_XLE_USO,20,63,1.5,0.7,0.04,0.055912908468618454,0.035484432672611005,11,9,68,3,-0.0006883261047766487,76,5,0.4745712901394213,0.056732979311580146,0.007943826112044135,-0.008763896955005828,-0.008763896955005828,-0.06568709153138157,0.11176349503041666,7,13,68,2,-0.03428832610477664,76,5,0.5490119741285806,0.024732979311580118,-0.046456173887955865,-0.043963896955005834,-0.046456173887955865
pair_TLT_SHY__r20__zw63__z1.5__corr0.7__stop4,pair_TLT_SHY,20,63,1.5,0.7,0.04,0.0919978643156329,0.04083156854168854,11,5,72,0,0.0,87,0,0.5701818173876761,0.06096389987694697,0.0,0.0310339644386859,0.0,-0.047202135684367125,0.10489521018447827,2,14,72,0,0.0,87,0,0.7661846356350036,-0.022236100123053007,0.0,-0.024966035561314097,-0.024966035561314097
equal_active_pairs__r20__zw63__z1.5__corr0.7__stop4,equal_active_pairs,20,63,1.5,0.7,0.04,-0.22922265353467652,0.27070545429247395,41,42,5,8,-0.0008731474582949197,1320,24,0.07767507677409125,-0.041825840270670545,-0.15453732757964295,-0.03285948568436302,-0.15453732757964295,-1.7764226535346765,1.7764226535346597,7,76,5,0,-0.2408731474582949,1320,24,0.12914387409586225,-0.5986258402706706,-0.6217373275796431,-0.556059485684363,-0.6217373275796431
largest_dislocation_pair__r20__zw63__z1.5__corr0.7__stop4,largest_dislocation_pair,20,63,1.5,0.7,0.04,-0.28576973681350215,0.30964647490845204,39,44,5,8,0.011792693360811492,967,11,0.10658201505357946,-0.08081303443768693,-0.16594002701578714,-0.03901667536002807,-0.16594002701578714,-1.8329697368135023,1.8329697368134807,5,78,5,0,-0.22820730663918848,967,11,0.17119592978216938,-0.637613034437687,-0.6331400270157872,-0.5622166753600281,-0.637613034437687
pair_QQQ_SPY__r20__zw126__z1__corr0.5__stop2,pair_QQQ_SPY,20,126,1.0,0.5,0.02,-0.25485493547394644,0.2589298889020029,29,42,17,6,-0.01356409253777673,610,35,0.07978424997688999,-0.06433381889396086,-0.13021266421531397,-0.0603084523646716,-0.13021266421531397,-1.2308549354739464,1.2308549354739389,6,65,17,1,-0.1575640925377767,610,35,0.16354293883839055,-0.4115338188939609,-0.421412664215314,-0.3979084523646716,-0.421412664215314
pair_SMH_XLK__r20__zw126__z1__corr0.5__stop2,pair_SMH_XLK,20,126,1.0,0.5,0.02,0.003811624109438818,0.12133531600229898,34,38,16,5,0.008626931143487424,644,81,0.08611223320317594,-0.003711750197841023,0.00355673076100415,0.003966643546275676,-0.003711750197841023,-1.0265883758905612,1.026588375890556,14,58,16,2,-0.15617306885651255,644,81,0.12787357487005524,-0.38451175019784106,-0.2572432692389959,-0.38483335645372435,-0.38483335645372435
pair_IWM_SPY__r20__zw126__z1__corr0.5__stop2,pair_IWM_SPY,20,126,1.0,0.5,0.02,-0.3788990916194377,0.4111379342987961,27,43,18,9,0.014175695787977088,594,42,0.07801576770407313,-0.21634467107132124,-0.1063056146998988,-0.05624880584821762,-0.21634467107132124,-1.3292990916194376,1.329710092447828,7,63,18,2,-0.1378243042120229,594,42,0.1253030094038149,-0.6227446710713214,-0.3447056146998988,-0.36184880584821766,-0.6227446710713214
pair_XLY_XLP__r20__zw126__z1__corr0.5__stop2,pair_XLY_XLP,20,126,1.0,0.5,0.02,-0.17318063622321186,0.19053555995994187,9,16,63,0,0.0,209,23,0.22222939209278897,-0.07694620389706794,-0.09623443232614393,0.0,-0.09623443232614393,-0.5075806362232119,0.5201355599599422,2,23,63,0,0.0,209,23,0.29659484076320825,-0.3041462038970679,-0.20343443232614394,0.0,-0.3041462038970679
pair_XLE_USO__r20__zw126__z1__corr0.5__stop2,pair_XLE_USO,20,126,1.0,0.5,0.02,-0.08702259354637953,0.26545840600676,36,39,13,7,-0.009652567153924117,579,96,0.10713198575108926,-0.04879960601917245,-0.01953479194676816,-0.018688195580438847,-0.04879960601917245,-1.0134225935463796,1.02037315187226,24,51,13,5,-0.11205256715392412,579,96,0.13208192346322484,-0.3799996060191726,-0.3475347919467683,-0.2858881955804389,-0.3799996060191726
pair_TLT_SHY__r20__zw126__z1__corr0.5__stop2,pair_TLT_SHY,20,126,1.0,0.5,0.02,-0.18166636473010778,0.22042557995718406,18,44,26,3,-0.037443671621325655,532,7,0.182258727797732,0.008872477575968853,-0.11918669357819645,-0.0713521487278802,-0.11918669357819645,-1.0328663647301077,1.032866364730104,4,58,26,0,-0.18624367162132568,532,7,0.29938749505133033,-0.22952752242403118,-0.4279866935781965,-0.37535214872788025,-0.4279866935781965
equal_active_pairs__r20__zw126__z1__corr0.5__stop2,equal_active_pairs,20,126,1.0,0.5,0.02,-0.5323960910566914,0.5347905663627683,25,56,7,6,-0.038429969000419874,3168,284,0.04326936738367439,-0.2161461796323621,-0.15793419867918843,-0.15831571274514078,-0.2161461796323621,-2.8491960910566916,2.849990566362748,1,80,7,0,-0.4016299690004199,3168,284,0.07379140030749477,-1.0161461796323623,-0.8683341986791885,-0.9647157127451409,-1.0161461796323623
largest_dislocation_pair__r20__zw126__z1__corr0.5__stop2,largest_dislocation_pair,20,126,1.0,0.5,0.02,-0.33810454309116883,0.43177393471205355,34,47,7,6,-0.004767860002235829,1448,116,0.07659992532245312,-0.14862049386637854,-0.06289386520235021,-0.12659018402244007,-0.14862049386637854,-2.6549045430911695,2.6549045430911327,3,78,7,0,-0.36796786000223586,1448,116,0.11436868745384614,-0.9486204938663787,-0.7732938652023503,-0.9329901840224402,-0.9486204938663787
pair_QQQ_SPY__r20__zw126__z1__corr0.5__stop4,pair_QQQ_SPY,20,126,1.0,0.5,0.04,-0.2981276464884893,0.30101485381756804,27,44,17,5,-0.014702876247650903,610,7,0.07454789045346003,-0.11961541699716427,-0.12437454954181873,-0.054137679949506294,-0.12437454954181873,-1.2741276464884894,1.2741276464884805,6,65,17,1,-0.1587028762476509,610,7,0.1535905824229521,-0.46681541699716433,-0.41557454954181877,-0.3917376799495063,-0.46681541699716433
pair_SMH_XLK__r20__zw126__z1__corr0.5__stop4,pair_SMH_XLK,20,126,1.0,0.5,0.04,-0.07593311277694281,0.1573219906893595,32,40,16,5,0.0012328140977537821,644,12,0.0710416440903046,-0.023290720166882883,-0.03419565446272524,-0.018446738147334676,-0.03419565446272524,-1.1063331127769427,1.1063331127769358,12,60,16,2,-0.16356718590224623,644,12,0.10572692674355959,-0.40409072016688297,-0.29499565446272524,-0.4072467381473347,-0.4072467381473347
pair_IWM_SPY__r20__zw126__z1__corr0.5__stop4,pair_IWM_SPY,20,126,1.0,0.5,0.04,-0.3797995620480692,0.4298106871909603,26,44,18,9,0.029829966049611495,594,8,0.08679498173266538,-0.2655943186542705,-0.09756540027936803,-0.016639843114430668,-0.2655943186542705,-1.3301995620480693,1.3306104454729122,6,64,18,2,-0.12217003395038853,594,8,0.14320018731165318,-0.6719943186542706,-0.33596540027936805,-0.32223984311443066,-0.6719943186542706
pair_XLY_XLP__r20__zw126__z1__corr0.5__stop4,pair_XLY_XLP,20,126,1.0,0.5,0.04,-0.23307616837001421,0.25043109210674586,7,18,63,0,0.0,209,6,0.22222939209278897,-0.14633658712149974,-0.08673958124851443,0.0,-0.14633658712149974,-0.5674761683700142,0.5800310921067446,2,23,63,0,0.0,209,6,0.29659484076320825,-0.3735365871214998,-0.19393958124851446,0.0,-0.3735365871214998
pair_XLE_USO__r20__zw126__z1__corr0.5__stop4,pair_XLE_USO,20,126,1.0,0.5,0.04,-0.06719559732160685,0.2913072697498534,40,35,13,8,0.050411194427886746,579,24,0.11183615336369797,-0.12378399532416434,0.003473812904481524,0.05311458509807602,-0.12378399532416434,-0.993595597321607,1.0046898330101472,23,52,13,5,-0.05198880557211326,579,24,0.13736703474300035,-0.45498399532416445,-0.3245261870955185,-0.214085414901924,-0.45498399532416445
pair_TLT_SHY__r20__zw126__z1__corr0.5__stop4,pair_TLT_SHY,20,126,1.0,0.5,0.04,-0.1754770136820567,0.22527984929759926,18,44,26,3,-0.037443671621325655,532,1,0.18103548196231478,0.01894750763360937,-0.12307237258778587,-0.0713521487278802,-0.12307237258778587,-1.0266770136820567,1.026677013682053,4,58,26,0,-0.18624367162132568,532,1,0.2971625743904154,-0.21945249236639064,-0.4318723725877859,-0.37535214872788025,-0.4318723725877859
equal_active_pairs__r20__zw126__z1__corr0.5__stop4,equal_active_pairs,20,126,1.0,0.5,0.04,-0.5797136934223899,0.5891597501633619,27,54,7,7,-0.019995724867530332,3168,58,0.047251505588870604,-0.2741134387540219,-0.16788435306028562,-0.13771590160808245,-0.2741134387540219,-2.8965136934223903,2.897308168728442,2,79,7,0,-0.38319572486753034,3168,58,0.08226962193118884,-1.074113438754022,-0.8782843530602857,-0.9441159016080825,-1.074113438754022
largest_dislocation_pair__r20__zw126__z1__corr0.5__stop4,largest_dislocation_pair,20,126,1.0,0.5,0.04,-0.39107260718479075,0.47995674744179573,33,48,7,7,0.050001928214229226,1448,23,0.08379764336820816,-0.2262784786116974,-0.10503923482778678,-0.05975489374530649,-0.2262784786116974,-2.7078726071847914,2.7175048081352804,4,77,7,0,-0.31319807178577075,1448,23,0.12491323634350679,-1.0262784786116976,-0.8154392348277869,-0.8661548937453065,-1.0262784786116976
pair_QQQ_SPY__r20__zw126__z1__corr0.7__stop2,pair_QQQ_SPY,20,126,1.0,0.7,0.02,-0.25485493547394644,0.2589298889020029,29,42,17,6,-0.01356409253777673,610,35,0.07978424997688999,-0.06433381889396086,-0.13021266421531397,-0.0603084523646716,-0.13021266421531397,-1.2308549354739464,1.2308549354739389,6,65,17,1,-0.1575640925377767,610,35,0.16354293883839055,-0.4115338188939609,-0.421412664215314,-0.3979084523646716,-0.421412664215314
pair_SMH_XLK__r20__zw126__z1__corr0.7__stop2,pair_SMH_XLK,20,126,1.0,0.7,0.02,0.003811624109438818,0.12133531600229898,34,38,16,5,0.008626931143487424,644,81,0.08611223320317594,-0.003711750197841023,0.00355673076100415,0.003966643546275676,-0.003711750197841023,-1.0265883758905612,1.026588375890556,14,58,16,2,-0.15617306885651255,644,81,0.12787357487005524,-0.38451175019784106,-0.2572432692389959,-0.38483335645372435,-0.38483335645372435
pair_IWM_SPY__r20__zw126__z1__corr0.7__stop2,pair_IWM_SPY,20,126,1.0,0.7,0.02,-0.32214417999732003,0.3521482570880484,27,43,18,9,0.014175695787977088,574,36,0.08023181136424522,-0.21634467107132124,-0.1063056146998988,0.0005061057739000167,-0.21634467107132124,-1.24054417999732,1.2409667527118822,7,63,18,2,-0.1378243042120229,574,36,0.12923356623658236,-0.6227446710713214,-0.3447056146998988,-0.2730938942261,-0.6227446710713214
pair_XLY_XLP__r20__zw126__z1__corr0.7__stop2,pair_XLY_XLP,20,126,1.0,0.7,0.02,-0.10439459582896977,0.11238514481256862,6,7,75,0,0.0,86,18,0.48366823831093314,-0.06902893531964284,-0.035365660509326935,0.0,-0.06902893531964284,-0.24199459582896976,0.24199459582896998,1,12,75,0,0.0,86,18,0.5876491914149078,-0.19702893531964286,-0.044965660509326946,0.0,-0.19702893531964286
pair_XLE_USO__r20__zw126__z1__corr0.7__stop2,pair_XLE_USO,20,126,1.0,0.7,0.02,0.09997580183156304,0.061965151565194665,11,11,66,3,0.010051988558217073,134,21,0.3456829886419323,0.0802131652116966,0.009710648061649379,0.010051988558217075,0.009710648061649379,-0.11442419816843699,0.17950139892800965,8,14,66,2,-0.026748011441782925,134,21,0.4084695741301059,0.027413165211696545,-0.11508935193835064,-0.02674801144178292,-0.11508935193835064
pair_TLT_SHY__r20__zw126__z1__corr0.7__stop2,pair_TLT_SHY,20,126,1.0,0.7,0.02,0.00894288783203839,0.04786059359567851,5,12,71,0,0.0,144,5,0.4780503254855855,0.035552009929224304,-0.0029999617883826536,-0.023609160308803275,-0.023609160308803275,-0.22145711216796163,0.22145711216796182,2,15,71,0,0.0,144,5,0.6529388377641828,-0.1036479900707757,-0.007799961788382654,-0.11000916030880327,-0.11000916030880327
equal_active_pairs__r20__zw126__z1__corr0.7__stop2,equal_active_pairs,20,126,1.0,0.7,0.02,-0.45799002033079883,0.49115432773766193,29,52,7,7,-0.01332132897252955,2192,196,0.04588651774455359,-0.19111250693781764,-0.1610194721052749,-0.10585804128770629,-0.19111250693781764,-2.544390020330799,2.544390020330781,3,78,7,0,-0.33012132897252955,2192,196,0.07918647122629946,-0.9575125069378176,-0.7642194721052751,-0.8226580412877064,-0.9575125069378176
largest_dislocation_pair__r20__zw126__z1__corr0.7__stop2,largest_dislocation_pair,20,126,1.0,0.7,0.02,-0.3075165601868074,0.3981402115691573,38,43,7,9,0.010753513530282137,1304,93,0.08836356863437755,-0.06155255062936707,-0.15533553640809283,-0.09062847314934741,-0.15533553640809283,-2.393916560186808,2.3939165601867787,4,77,7,0,-0.3060464864697179,1304,93,0.14189990500817132,-0.8279525506293673,-0.758535536408093,-0.8074284731493474,-0.8279525506293673
pair_QQQ_SPY__r20__zw126__z1__corr0.7__stop4,pair_QQQ_SPY,20,126,1.0,0.7,0.04,-0.2981276464884893,0.30101485381756804,27,44,17,5,-0.014702876247650903,610,7,0.07454789045346003,-0.11961541699716427,-0.12437454954181873,-0.054137679949506294,-0.12437454954181873,-1.2741276464884894,1.2741276464884805,6,65,17,1,-0.1587028762476509,610,7,0.1535905824229521,-0.46681541699716433,-0.41557454954181877,-0.3917376799495063,-0.46681541699716433
pair_SMH_XLK__r20__zw126__z1__corr0.7__stop4,pair_SMH_XLK,20,126,1.0,0.7,0.04,-0.07593311277694281,0.1573219906893595,32,40,16,5,0.0012328140977537821,644,12,0.0710416440903046,-0.023290720166882883,-0.03419565446272524,-0.018446738147334676,-0.03419565446272524,-1.1063331127769427,1.1063331127769358,12,60,16,2,-0.16356718590224623,644,12,0.10572692674355959,-0.40409072016688297,-0.29499565446272524,-0.4072467381473347,-0.4072467381473347
