variant,pair,mechanism,threshold_bp,hold_min,time_bucket,cost_bp_side,trades,trades_per_session,net_return,mean_net_trade_bp,green_active_days,green_all_days,positive_month_fraction,half_returns,max_drawdown,recovery_sessions,recent12_return,worst_day,dev_gate
SMH_SOXL_SOXS_impulse_continuation_t10_h5_afternoon,SMH_SOXL_SOXS,impulse_continuation,10,5,afternoon,2,2612,2.4230055658627085,-1.6705018032445373,-6.3954892926666815,0.42589928057553955,0.274582560296846,0.2545454545454545,"[-0.6368611572737278, -1.0336406459708096]",1.6728710841759098,,0.0,-0.11697789945211919,False
SMH_SOXL_SOXS_impulse_continuation_t10_h5_close,SMH_SOXL_SOXS,impulse_continuation,10,5,close,2,2084,1.9332096474953617,-1.076062065657385,-5.1634456125594275,0.41025641025641024,0.26716141001855287,0.32727272727272727,"[-0.49525610627643446, -0.5808059593809505]",1.081486458679853,,0.0,-0.08618404788050524,False
SMH_SOXL_SOXS_impulse_reversal_t10_h5_open,SMH_SOXL_SOXS,impulse_reversal,10,5,open,2,3458,3.207792207792208,-2.224781408144918,-6.433722984803116,0.4347417840375587,0.4294990723562152,0.2545454545454545,"[-1.0617232093280715, -1.1630581988168467]",2.284888614105626,,0.0,-0.08414461476937041,False
SMH_SOXL_SOXS_impulse_reversal_t10_h5_morning,SMH_SOXL_SOXS,impulse_reversal,10,5,morning,2,5693,5.2810760667903525,-2.1676473238627203,-3.807566000110171,0.4514889529298751,0.4359925788497217,0.3090909090909091,"[-0.8321555605373472, -1.3354917633253733]",2.1505754864272104,,0.0,-0.12307868103269065,False
SMH_SOXL_SOXS_impulse_reversal_t10_h5_midday,SMH_SOXL_SOXS,impulse_reversal,10,5,midday,2,8844,8.204081632653061,-5.415516381487668,-6.123378993088725,0.4057672502574665,0.3654916512059369,0.09090909090909091,"[-2.818304158090721, -2.597212223396947]",5.412461315547007,,0.0,-0.1642939647377834,False
SMH_SOXL_SOXS_impulse_reversal_t10_h5_afternoon,SMH_SOXL_SOXS,impulse_reversal,10,5,afternoon,2,2612,2.4230055658627085,-0.358756794801463,-1.3734946202199958,0.4633093525179856,0.2987012987012987,0.4727272727272727,"[-0.17129213575373503, -0.18746465904772797]",0.49215599739622573,,0.0,-0.07780394354088428,False
SMH_SOXL_SOXS_impulse_reversal_t10_h5_close,SMH_SOXL_SOXS,impulse_reversal,10,5,close,2,2084,1.9332096474953617,-0.9174599846707243,-4.402399158688696,0.4829059829059829,0.3144712430426716,0.36363636363636365,"[-0.31873824731950623, -0.5987217373512181]",0.9666547684353022,,0.0,-0.13601832326246663,False
SMH_SOXL_SOXS_impulse_continuation_t10_h10_open,SMH_SOXL_SOXS,impulse_continuation,10,10,open,2,2316,2.1484230055658626,-0.2980825746377232,-1.2870577488675419,0.4892018779342723,0.48330241187384043,0.38181818181818183,"[-0.15596334278442314, -0.14211923185330017]",0.7502383897455385,,0.0,-0.10076396424768598,False
SMH_SOXL_SOXS_impulse_continuation_t10_h10_morning,SMH_SOXL_SOXS,impulse_continuation,10,10,morning,2,3779,3.50556586270872,-1.7781596416689787,-4.705370843262707,0.44508670520231214,0.42857142857142855,0.36363636363636365,"[-0.7051755888511901, -1.0729840528177885]",1.7537011979535184,,0.0,-0.12518806584325148,False
SMH_SOXL_SOXS_impulse_continuation_t10_h10_midday,SMH_SOXL_SOXS,impulse_continuation,10,10,midday,2,6355,5.89517625231911,-1.6579246920952952,-2.608850813682603,0.4436401240951396,0.3979591836734694,0.45454545454545453,"[-0.4175178353699832, -1.2404068567253121]",1.467058777952172,,0.0,-0.25175231050323005,False
SMH_SOXL_SOXS_impulse_continuation_t10_h10_afternoon,SMH_SOXL_SOXS,impulse_continuation,10,10,afternoon,2,1882,1.74582560296846,-0.5486793385827837,-2.915405624775681,0.46474820143884893,0.29962894248608535,0.32727272727272727,"[-0.3558261634875594, -0.19285317509522432]",0.7027718275448721,,0.0,-0.1468099882685212,False
SMH_SOXL_SOXS_impulse_continuation_t10_h10_close,SMH_SOXL_SOXS,impulse_continuation,10,10,close,2,1458,1.3525046382189239,-1.3136413576819006,-9.009885855157068,0.4267241379310345,0.2755102040816326,0.3090909090909091,"[-0.6723183757761544, -0.6413229819057461]",1.3700968367414221,,0.0,-0.08911110175780307,False
SMH_SOXL_SOXS_impulse_reversal_t10_h10_open,SMH_SOXL_SOXS,impulse_reversal,10,10,open,2,2316,2.1484230055658626,-1.4422489724919605,-6.227327169654404,0.47136150234741786,0.46567717996289426,0.36363636363636365,"[-0.5138374407039045, -0.9284115317880561]",1.4458833257464452,,0.0,-0.13897258977003538,False
SMH_SOXL_SOXS_impulse_reversal_t10_h10_morning,SMH_SOXL_SOXS,impulse_reversal,10,10,morning,2,3779,3.50556586270872,-1.3616773626954037,-3.603274312504372,0.4653179190751445,0.44805194805194803,0.41818181818181815,"[-0.6793675831289137, -0.6823097795664899]",1.5659493225655157,,0.0,-0.06877445068024268,False
SMH_SOXL_SOXS_impulse_reversal_t10_h10_midday,SMH_SOXL_SOXS,impulse_reversal,10,10,midday,2,6355,5.89517625231911,-3.6089507931098743,-5.678915488764554,0.4301964839710445,0.38589981447124305,0.2909090909090909,"[-1.725711252868063, -1.8832395402418116]",3.591717235820935,,0.0,-0.23527606518824062,False
SMH_SOXL_SOXS_impulse_reversal_t10_h10_afternoon,SMH_SOXL_SOXS,impulse_reversal,10,10,afternoon,2,1882,1.74582560296846,-1.052188701211699,-5.590800750327833,0.45323741007194246,0.2922077922077922,0.4,"[-0.35551907690008816, -0.6966696243116111]",1.0469509501548355,,0.0,-0.0911134581242367,False
SMH_SOXL_SOXS_impulse_reversal_t10_h10_close,SMH_SOXL_SOXS,impulse_reversal,10,10,close,2,1458,1.3525046382189239,-0.16091871321517925,-1.1036948780190612,0.5028735632183908,0.3246753246753247,0.36363636363636365,"[0.07168696424318349, -0.23260567745836275]",0.44962958164077604,,0.0,-0.060847621253985365,False
SMH_SOXL_SOXS_impulse_continuation_t20_h1_open,SMH_SOXL_SOXS,impulse_continuation,20,1,open,2,2338,2.168831168831169,0.016258252264905126,0.06953914570104809,0.4734848484848485,0.34786641929499074,0.38181818181818183,"[0.14268168975954865, -0.12642343749464352]",0.2459477152331235,,0.0,-0.04071333364869951,False
SMH_SOXL_SOXS_impulse_continuation_t20_h1_morning,SMH_SOXL_SOXS,impulse_continuation,20,1,morning,2,2423,2.2476808905380334,-0.2998682131599994,-1.2375906444902993,0.46254071661237783,0.2634508348794063,0.4727272727272727,"[0.022736992996040428, -0.32260520615604005]",0.44768086987157724,,0.0,-0.0644347424054529,False
SMH_SOXL_SOXS_impulse_continuation_t20_h1_midday,SMH_SOXL_SOXS,impulse_continuation,20,1,midday,2,2285,2.1196660482374767,-0.0660408115366321,-0.28901886886928685,0.44222222222222224,0.18460111317254174,0.2,"[0.2532237116398997, -0.3192645231765318]",0.3370614933084623,,0.0,-0.05443520742075342,False
SMH_SOXL_SOXS_impulse_continuation_t20_h1_afternoon,SMH_SOXL_SOXS,impulse_continuation,20,1,afternoon,2,936,0.8682745825602969,0.25425015096138814,2.7163477666814986,0.5133079847908745,0.12523191094619665,0.45454545454545453,"[0.19662074025311205, 0.05762941070827611]",0.08421993568126854,,0.0,-0.05566018456367312,True
SMH_SOXL_SOXS_impulse_continuation_t20_h1_close,SMH_SOXL_SOXS,impulse_continuation,20,1,close,2,595,0.551948051948052,-0.048462402201406796,-0.8144941546454924,0.5045871559633027,0.10204081632653061,0.32727272727272727,"[-0.08235367822075794, 0.03389127601935116]",0.1155645180535829,,0.0,-0.03568606549746038,False
SMH_SOXL_SOXS_impulse_reversal_t20_h1_open,SMH_SOXL_SOXS,impulse_reversal,20,1,open,2,2338,2.168831168831169,-1.7815687219836502,-7.620054413959155,0.4255050505050505,0.31261595547309834,0.14545454545454545,"[-0.7921838113018789, -0.9893849106817711]",1.7851128464233144,,0.0,-0.07413776327628163,False
SMH_SOXL_SOXS_impulse_reversal_t20_h1_morning,SMH_SOXL_SOXS,impulse_reversal,20,1,morning,2,2423,2.2476808905380334,-1.6102020091771199,-6.645489101019892,0.3729641693811075,0.212430426716141,0.2545454545454545,"[-0.7957635668885512, -0.8144384422885688]",1.6374947587515285,,0.0,-0.054810259065488726,False
SMH_SOXL_SOXS_impulse_reversal_t20_h1_midday,SMH_SOXL_SOXS,impulse_reversal,20,1,midday,2,2285,2.1196660482374767,-1.7133922356612867,-7.498434291734297,0.4111111111111111,0.17161410018552875,0.2909090909090909,"[-1.2320433780941693, -0.48134885756711754]",1.7217389213301657,,0.0,-0.15706808691728116,False
SMH_SOXL_SOXS_impulse_reversal_t20_h1_afternoon,SMH_SOXL_SOXS,impulse_reversal,20,1,afternoon,2,936,0.8682745825602969,-1.028165145452066,-10.98467035739387,0.3916349809885932,0.09554730983302412,0.2909090909090909,"[-0.5992196279831996, -0.4289455174688664]",1.0437840846210709,,0.0,-0.09534617520190342,False
SMH_SOXL_SOXS_impulse_reversal_t20_h1_close,SMH_SOXL_SOXS,impulse_reversal,20,1,close,2,595,0.551948051948052,-0.572723577962153,-9.625606352305095,0.3394495412844037,0.0686456400742115,0.21818181818181817,"[-0.2676656526418113, -0.3050579253203417]",0.5756194784723464,,0.0,-0.0869668566361965,False
SMH_SOXL_SOXS_impulse_continuation_t20_h2_open,SMH_SOXL_SOXS,impulse_continuation,20,2,open,2,2056,1.9072356215213357,-0.17245992708087116,-0.8388128749069598,0.4621212121212121,0.3395176252319109,0.3090909090909091,"[0.2791756952106471, -0.4516356222915182]",0.4308476809513398,,0.0,-0.06152026389429248,False
SMH_SOXL_SOXS_impulse_continuation_t20_h2_morning,SMH_SOXL_SOXS,impulse_continuation,20,2,morning,2,2174,2.0166975881261595,-0.636921638052619,-2.9297223461482016,0.4437194127243067,0.2523191094619666,0.36363636363636365,"[-0.16954044784340272, -0.4673811902092163]",0.6723304398963456,,0.0,-0.07648266939228311,False
SMH_SOXL_SOXS_impulse_continuation_t20_h2_midday,SMH_SOXL_SOXS,impulse_continuation,20,2,midday,2,2079,1.9285714285714286,0.46093689026927365,2.217108659303866,0.48775055679287305,0.20315398886827457,0.34545454545454546,"[0.5605533841422136, -0.09961649387293994]",0.14777070254781965,,0.0,-0.06471611094692455,False
SMH_SOXL_SOXS_impulse_continuation_t20_h2_afternoon,SMH_SOXL_SOXS,impulse_continuation,20,2,afternoon,2,832,0.7717996289424861,0.18383359109934372,2.2095383545594203,0.44866920152091255,0.10946196660482375,0.4,"[0.21337129733075752, -0.029537706231413816]",0.13486663597271614,,0.0,-0.07315063715681344,False
SMH_SOXL_SOXS_impulse_continuation_t20_h2_close,SMH_SOXL_SOXS,impulse_continuation,20,2,close,2,547,0.5074211502782932,-0.04819323258328444,-0.8810462995115994,0.481651376146789,0.09740259740259741,0.38181818181818183,"[-0.13469958071595245, 0.08650634813266801]",0.167783088449996,,0.0,-0.05129358865849258,False
SMH_SOXL_SOXS_impulse_reversal_t20_h2_open,SMH_SOXL_SOXS,impulse_reversal,20,2,open,2,2056,1.9072356215213357,-1.4283568454235311,-6.9472609213206775,0.4457070707070707,0.3274582560296846,0.3090909090909091,"[-0.8732102289149816, -0.5551466165085496]",1.4410515671830175,,0.0,-0.09255773890755738,False
SMH_SOXL_SOXS_impulse_reversal_t20_h2_morning,SMH_SOXL_SOXS,impulse_reversal,20,2,morning,2,2174,2.0166975881261595,-1.117996272365512,-5.142577149795362,0.45187601957585644,0.2569573283858998,0.32727272727272727,"[-0.503798015195135, -0.6141982571703769]",1.1324525263195442,,0.0,-0.08293281241874888,False
SMH_SOXL_SOXS_impulse_reversal_t20_h2_midday,SMH_SOXL_SOXS,impulse_reversal,20,2,midday,2,2079,1.9285714285714286,-2.0894046578611603,-10.050046454358638,0.39420935412026725,0.16419294990723562,0.2727272727272727,"[-1.4139368446038934, -0.675467813257267]",2.100158910505068,,0.0,-0.10704533349529458,False
SMH_SOXL_SOXS_impulse_reversal_t20_h2_afternoon,SMH_SOXL_SOXS,impulse_reversal,20,2,afternoon,2,832,0.7717996289424861,-0.744200691321793,-8.944719847617703,0.4600760456273764,0.11224489795918367,0.4,"[-0.4738582533350203, -0.2703424379867727]",0.7571181890329287,,0.0,-0.0825692283346963,False
SMH_SOXL_SOXS_impulse_reversal_t20_h2_close,SMH_SOXL_SOXS,impulse_reversal,20,2,close,2,547,0.5074211502782932,-0.5333543917677054,-9.750537326649093,0.38990825688073394,0.07884972170686456,0.3090909090909091,"[-0.18863370426116796, -0.3447206875065374]",0.5391248336153913,,0.0,-0.08114081180744416,False
SMH_SOXL_SOXS_impulse_continuation_t20_h3_open,SMH_SOXL_SOXS,impulse_continuation,20,3,open,2,1874,1.738404452690167,-0.35365366851793434,-1.8871593837669896,0.4671717171717172,0.3432282003710575,0.4,"[0.13750859728335135, -0.4911622658012856]",0.5167377405041629,,0.0,-0.11690350178304387,False
SMH_SOXL_SOXS_impulse_continuation_t20_h3_morning,SMH_SOXL_SOXS,impulse_continuation,20,3,morning,2,1992,1.8478664192949907,-0.7036574583966767,-3.5324169598226716,0.4500818330605565,0.25510204081632654,0.36363636363636365,"[-0.13030450854630557, -0.573352949850371]",0.7435358220694808,,0.0,-0.06900449501346972,False
SMH_SOXL_SOXS_impulse_continuation_t20_h3_midday,SMH_SOXL_SOXS,impulse_continuation,20,3,midday,2,1917,1.7782931354359925,-0.11304852885266853,-0.5897158521265954,0.48775055679287305,0.20315398886827457,0.36363636363636365,"[0.09769143643081957, -0.2107399652834881]",0.29782120017983377,,0.0,-0.08111719615912624,False
SMH_SOXL_SOXS_impulse_continuation_t20_h3_afternoon,SMH_SOXL_SOXS,impulse_continuation,20,3,afternoon,2,758,0.7031539888682746,-0.2629808316017952,-3.469404110841624,0.4448669201520912,0.10853432282003711,0.36363636363636365,"[-0.07162104142579087, -0.19135979017600435]",0.35126503071129744,,0.0,-0.10376744629052664,False
SMH_SOXL_SOXS_impulse_continuation_t20_h3_close,SMH_SOXL_SOXS,impulse_continuation,20,3,close,2,503,0.46660482374768086,0.02270511938792623,0.45139402361682585,0.46296296296296297,0.09276437847866419,0.32727272727272727,"[-0.08131905769409452, 0.10402417708202076]",0.14139966954853117,664.0,0.0,-0.058671152964070925,False
SMH_SOXL_SOXS_impulse_reversal_t20_h3_open,SMH_SOXL_SOXS,impulse_reversal,20,3,open,2,1874,1.738404452690167,-1.12745264185325,-6.016289444254268,0.4722222222222222,0.3469387755102041,0.34545454545454546,"[-0.7312170462621553, -0.39623559559109467]",1.1863809511992047,,0.0,-0.07691863130858471,False
SMH_SOXL_SOXS_impulse_reversal_t20_h3_morning,SMH_SOXL_SOXS,impulse_reversal,20,3,morning,2,1992,1.8478664192949907,-0.8048798415131744,-4.040561453379387,0.4713584288052373,0.26716141001855287,0.34545454545454546,"[-0.4619643796156511, -0.34291546189752314]",0.8183322807729835,,0.0,-0.0819454698619423,False
SMH_SOXL_SOXS_impulse_reversal_t20_h3_midday,SMH_SOXL_SOXS,impulse_reversal,20,3,midday,2,1917,1.7782931354359925,-1.4504779240624148,-7.566395013366793,0.41202672605790647,0.17161410018552875,0.3090909090909091,"[-0.9000206600619892, -0.5504572640004254]",1.4688600782416876,,0.0,-0.10093997884417302,False
SMH_SOXL_SOXS_impulse_reversal_t20_h3_afternoon,SMH_SOXL_SOXS,impulse_reversal,20,3,afternoon,2,758,0.7031539888682746,-0.3564547181258273,-4.702568840710121,0.49809885931558934,0.12152133580705009,0.43636363636363634,"[-0.2726658682575911, -0.08378884986823622]",0.4488546094881677,,0.0,-0.13093503614906074,False
SMH_SOXL_SOXS_impulse_reversal_t20_h3_close,SMH_SOXL_SOXS,impulse_reversal,20,3,close,2,503,0.46660482374768086,-0.5622487977604941,-11.177908504184767,0.42592592592592593,0.08534322820037106,0.2545454545454545,"[-0.22102426975007616, -0.3412245280104179]",0.5795604554287629,,0.0,-0.08267622113705944,False
SMH_SOXL_SOXS_impulse_continuation_t20_h5_open,SMH_SOXL_SOXS,impulse_continuation,20,5,open,2,1550,1.437847866419295,-0.029470640774929904,-0.19013316628986918,0.4898989898989899,0.35992578849721707,0.45454545454545453,"[-0.10837539637668321, 0.07890475560175317]",0.4523088210304661,,0.0,-0.08310869994400058,False
SMH_SOXL_SOXS_impulse_continuation_t20_h5_morning,SMH_SOXL_SOXS,impulse_continuation,20,5,morning,2,1710,1.5862708719851577,-0.975392717772197,-5.704050981123957,0.44991789819376027,0.2541743970315399,0.509090909090909,"[-0.6207581641165517, -0.35463455365564545]",1.0242171002211142,,0.0,-0.12371681645247888,False
SMH_SOXL_SOXS_impulse_continuation_t20_h5_midday,SMH_SOXL_SOXS,impulse_continuation,20,5,midday,2,1689,1.5667903525046383,0.12510196981344923,0.7406866181968603,0.46770601336302897,0.19480519480519481,0.45454545454545453,"[0.26597482055730726, -0.14087285074385802]",0.3265746443333029,,0.0,-0.09049586038207706,False
SMH_SOXL_SOXS_impulse_continuation_t20_h5_afternoon,SMH_SOXL_SOXS,impulse_continuation,20,5,afternoon,2,649,0.6020408163265306,-0.32033179342367735,-4.935774937190711,0.4220532319391635,0.10296846011131726,0.38181818181818183,"[-0.29866128634699124, -0.021670507076686087]",0.40076139128486893,,0.0,-0.1323327913717324,False
SMH_SOXL_SOXS_impulse_continuation_t20_h5_close,SMH_SOXL_SOXS,impulse_continuation,20,5,close,2,433,0.40166975881261596,0.012275203022413621,0.2834919866608259,0.46296296296296297,0.09276437847866419,0.43636363636363634,"[-0.024024551988844987, 0.036299755011258594]",0.18997308463731166,14.0,0.0,-0.06612345854499117,False
SMH_SOXL_SOXS_impulse_reversal_t20_h5_open,SMH_SOXL_SOXS,impulse_reversal,20,5,open,2,1550,1.437847866419295,-1.1032276334842788,-7.117597635382444,0.4595959595959596,0.33766233766233766,0.45454545454545453,"[-0.28337793780796694, -0.8198496956763122]",1.1086786203758279,,0.0,-0.08745950010650988,False
SMH_SOXL_SOXS_impulse_reversal_t20_h5_morning,SMH_SOXL_SOXS,impulse_reversal,20,5,morning,2,1710,1.5862708719851577,-0.438995971117062,-2.567227901269367,0.4876847290640394,0.2755102040816326,0.4,"[0.09582495032085656, -0.5348209214379187]",0.5133269369482873,,0.0,-0.07427480000089297,False
SMH_SOXL_SOXS_impulse_reversal_t20_h5_midday,SMH_SOXL_SOXS,impulse_reversal,20,5,midday,2,1689,1.5667903525046383,-1.5785615935714783,-9.346131400660022,0.44543429844098,0.18552875695732837,0.3090909090909091,"[-1.0473727808427404, -0.5311888127287379]",1.5883454373139374,,0.0,-0.24113593927004062,False
SMH_SOXL_SOXS_impulse_reversal_t20_h5_afternoon,SMH_SOXL_SOXS,impulse_reversal,20,5,afternoon,2,649,0.6020408163265306,-0.2105076875321483,-3.2435699157495863,0.49809885931558934,0.12152133580705009,0.4,"[0.0010095133969675665, -0.21151720092911588]",0.31471741349145377,,0.0,-0.13010873752291122,False
SMH_SOXL_SOXS_impulse_reversal_t20_h5_close,SMH_SOXL_SOXS,impulse_reversal,20,5,close,2,433,0.40166975881261596,-0.4300281949828594,-9.931367089673426,0.4583333333333333,0.09183673469387756,0.23636363636363636,"[-0.15521623151534908, -0.27481196346751036]",0.4895998169636923,,0.0,-0.08119631429781471,False
SMH_SOXL_SOXS_impulse_continuation_t20_h10_open,SMH_SOXL_SOXS,impulse_continuation,20,10,open,2,1196,1.1094619666048238,-0.4485700000527853,-3.7505852847222836,0.47853535353535354,0.3515769944341373,0.43636363636363634,"[-0.4268870341527859, -0.02168296589999938]",0.8568334429796899,,0.0,-0.07465607728472065,False
SMH_SOXL_SOXS_impulse_continuation_t20_h10_morning,SMH_SOXL_SOXS,impulse_continuation,20,10,morning,2,1296,1.202226345083488,0.3323337690408294,2.564303773463192,0.5008291873963516,0.28014842300556586,0.5454545454545454,"[-0.17961782967644163, 0.5119515987172709]",0.35937748460911667,270.0,0.0,-0.09028878412813457,False
SMH_SOXL_SOXS_impulse_continuation_t20_h10_midday,SMH_SOXL_SOXS,impulse_continuation,20,10,midday,2,1348,1.2504638218923934,-0.0678865939909924,-0.5036097477076542,0.46741573033707867,0.19294990723562153,0.43636363636363634,"[0.4619350862767936, -0.529821680267786]",0.423590774093469,,0.0,-0.08382509424885858,False
SMH_SOXL_SOXS_impulse_continuation_t20_h10_afternoon,SMH_SOXL_SOXS,impulse_continuation,20,10,afternoon,2,495,0.45918367346938777,-0.44123501935366954,-8.913838774821603,0.4122137404580153,0.10018552875695733,0.4,"[0.02778902472639016, -0.46902404408005965]",0.5610775774509477,,0.0,-0.11643658696645641,False
SMH_SOXL_SOXS_impulse_continuation_t20_h10_close,SMH_SOXL_SOXS,impulse_continuation,20,10,close,2,353,0.3274582560296846,-0.2585664626470924,-7.324828970172582,0.4470046082949309,0.08998144712430427,0.36363636363636365,"[-0.15773281990247123, -0.1008336427446211]",0.3081591905156393,,0.0,-0.06167734684746026,False
SMH_SOXL_SOXS_impulse_reversal_t20_h10_open,SMH_SOXL_SOXS,impulse_reversal,20,10,open,2,1196,1.1094619666048238,-0.35454731092650954,-2.9644423990510824,0.4911616161616162,0.3608534322820037,0.4727272727272727,"[0.17894800242912418, -0.5334953133556337]",0.5888996099737673,,0.0,-0.09931089200505085,False
SMH_SOXL_SOXS_impulse_reversal_t20_h10_morning,SMH_SOXL_SOXS,impulse_reversal,20,10,morning,2,1296,1.202226345083488,-1.2478223747898587,-9.628259064736561,0.46766169154228854,0.26159554730983303,0.2727272727272727,"[-0.1966824234757425, -1.0511399513141162]",1.2465291637980986,,0.0,-0.08793740760579778,False
SMH_SOXL_SOXS_impulse_reversal_t20_h10_midday,SMH_SOXL_SOXS,impulse_reversal,20,10,midday,2,1348,1.2504638218923934,-1.0948278995067384,-8.121868690702804,0.46741573033707867,0.19294990723562153,0.38181818181818183,"[-1.0977808466900083, 0.002952947183269966]",1.3289414245837903,,0.0,-0.16816139750029882,False
SMH_SOXL_SOXS_impulse_reversal_t20_h10_afternoon,SMH_SOXL_SOXS,impulse_reversal,20,10,afternoon,2,495,0.45918367346938777,0.08154575844776013,1.6473890595507157,0.5229007633587787,0.12708719851576994,0.43636363636363634,"[-0.19751259548635935, 0.2790583539341195]",0.24557682423100247,283.0,0.0,-0.06284315217271733,False
SMH_SOXL_SOXS_impulse_reversal_t20_h10_close,SMH_SOXL_SOXS,impulse_reversal,20,10,close,2,353,0.3274582560296846,-0.1759077487083554,-4.983222343012896,0.5069124423963134,0.10204081632653061,0.34545454545454546,"[-0.1064386588950261, -0.06946908981332932]",0.2434014325012928,,0.0,-0.08036211488271612,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h1_open,QQQ_TQQQ_SQQQ,impulse_continuation,5,1,open,2,8510,7.517667844522968,-2.1849881818394663,-2.5675536801873875,0.34759358288770054,0.34452296819787986,0.07272727272727272,"[-0.5325193733241506, -1.6524688085153159]",2.121374337394465,,0.0,-0.04341533858841248,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h1_morning,QQQ_TQQQ_SQQQ,impulse_continuation,5,1,morning,2,16483,14.56095406360424,-4.856377867728081,-2.9462948903282657,0.2914798206278027,0.2871024734982332,0.0,"[-1.615588851916018, -3.2407890158120622]",4.879492508802174,,0.0,-0.056888843350609924,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h1_midday,QQQ_TQQQ_SQQQ,impulse_continuation,5,1,midday,2,31535,27.857773851590107,-10.785062360144718,-3.420029288138487,0.148047229791099,0.1439929328621908,0.0,"[-3.6043989895640474, -7.180663370580672]",10.796481651704164,,0.0,-0.15746812110537134,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h1_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,5,1,afternoon,2,10200,9.010600706713781,-3.4182582864722684,-3.351233614188499,0.2164102564102564,0.18639575971731448,0.03636363636363636,"[-1.172935992888811, -2.245322293583458]",3.418258286472267,,0.0,-0.07091667484272904,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h1_close,QQQ_TQQQ_SQQQ,impulse_continuation,5,1,close,2,7731,6.829505300353357,-2.874101681374888,-3.7176324943408208,0.22084623323013416,0.18904593639575973,0.01818181818181818,"[-1.2049371206609245, -1.6691645607139638]",2.872206619322486,,0.0,-0.0759024986813866,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h1_open,QQQ_TQQQ_SQQQ,impulse_reversal,5,1,open,2,8510,7.517667844522968,-4.530405924499783,-5.32362623325474,0.26916221033868093,0.2667844522968198,0.0,"[-2.509177043160305, -2.0212288813394785]",4.523683170075288,,0.0,-0.07557109433167572,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h1_morning,QQQ_TQQQ_SQQQ,impulse_reversal,5,1,morning,2,16483,14.56095406360424,-8.327855482426756,-5.052390634245438,0.16502242152466368,0.1625441696113074,0.0,"[-4.022220229203357, -4.305635253223398]",8.319642551335583,,0.0,-0.10269812092703529,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h1_midday,QQQ_TQQQ_SQQQ,impulse_reversal,5,1,midday,2,31535,27.857773851590107,-14.25578755110582,-4.520623926147398,0.09173478655767484,0.0892226148409894,0.0,"[-6.782349988688647, -7.473437562417173]",14.280217082419448,,0.0,-0.17203930643202062,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h1_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,5,1,afternoon,2,10200,9.010600706713781,-4.6853889725537705,-4.593518600542912,0.22256410256410256,0.19169611307420495,0.0,"[-2.2510733423970235, -2.4343156301567475]",4.686948536841238,,0.0,-0.0997028527572022,False
QQQ_TQQQ_SQQQ_impulse_reversal_t5_h1_close,QQQ_TQQQ_SQQQ,impulse_reversal,5,1,close,2,7731,6.829505300353357,-3.3729159712784327,-4.362845649047255,0.23323013415892674,0.19964664310954064,0.0,"[-1.4463401228290396, -1.9265758484493936]",3.3740405276194507,,0.0,-0.08267624375572818,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h2_open,QQQ_TQQQ_SQQQ,impulse_continuation,5,2,open,2,6516,5.756183745583039,-1.90998387416346,-2.9312214152293734,0.40463458110516937,0.4010600706713781,0.21818181818181817,"[-0.7422183397314942, -1.167765534431966]",1.9107783702920758,,0.0,-0.07924381375639106,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h2_morning,QQQ_TQQQ_SQQQ,impulse_continuation,5,2,morning,2,12754,11.26678445229682,-4.309536854285856,-3.3789688366675983,0.336322869955157,0.33127208480565373,0.05454545454545454,"[-1.8554336246882122, -2.4541032295976426]",4.344356122306176,,0.0,-0.08014405725491859,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h2_midday,QQQ_TQQQ_SQQQ,impulse_continuation,5,2,midday,2,25441,22.474381625441698,-9.630208117223276,-3.785310371928493,0.20363636363636364,0.1978798586572438,0.01818181818181818,"[-3.454250794512531, -6.175957322710746]",9.632748088479403,,0.0,-0.1155494116607611,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h2_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,5,2,afternoon,2,8204,7.247349823321555,-3.2854861391542927,-4.004736883415763,0.27384615384615385,0.23586572438162545,0.09090909090909091,"[-1.3153914468260817, -1.9700946923282106]",3.2463160694764404,,0.0,-0.10129052783211628,False
QQQ_TQQQ_SQQQ_impulse_continuation_t5_h2_close,QQQ_TQQQ_SQQQ,impulse_continuation,5,2,close,2,6168,5.448763250883392,-2.0202274632895656,-3.2753363542308143,0.31785345717234265,0.27208480565371024,0.07272727272727272,"[-0.8863584474735319, -1.1338690158160338]",1.9784742323538012,,0.0,-0.04850536498384303,False
