variant,pair,mechanism,threshold_bp,hold_min,time_bucket,cost_bp_side,trades,trades_per_session,net_return,mean_net_trade_bp,green_active_days,green_all_days,positive_month_fraction,half_returns,max_drawdown,recovery_sessions,recent12_return,worst_day,dev_gate
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h10_open,QQQ_TQQQ_SQQQ,impulse_reversal,10,10,open,2,1668,1.4734982332155477,-0.560175113651475,-3.3583639907162763,0.46186895810955964,0.37985865724381623,0.36363636363636365,"[-0.39915405946992377, -0.16102105418155122]",0.6467962857747962,,0.0,-0.08613480284723488,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h10_morning,QQQ_TQQQ_SQQQ,impulse_reversal,10,10,morning,2,2711,2.3948763250883394,-1.4573723037033384,-5.3757738978359955,0.4276243093922652,0.3418727915194346,0.2545454545454545,"[-0.533052190926647, -0.9243201127766913]",1.3911999991438406,,0.0,-0.07505412197122319,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h10_midday,QQQ_TQQQ_SQQQ,impulse_reversal,10,10,midday,2,4378,3.8674911660777385,-0.9085729675259854,-2.0753151382503097,0.4628501827040195,0.33568904593639576,0.34545454545454546,"[-0.5426315042949513, -0.3659414632310341]",0.9333338534692988,,0.0,-0.07688096608980124,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h10_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,10,10,afternoon,2,1496,1.3215547703180213,-0.7106869064189012,-4.750580925260034,0.45565217391304347,0.2314487632508834,0.36363636363636365,"[-0.5224333618197406, -0.18825354459916055]",0.7476683491738735,,0.0,-0.07254535900847385,False
QQQ_TQQQ_SQQQ_impulse_reversal_t10_h10_close,QQQ_TQQQ_SQQQ,impulse_reversal,10,10,close,2,1134,1.0017667844522968,-0.3613296307437476,-3.1863283134369285,0.46395563770794823,0.22173144876325088,0.4,"[0.0023577495609483894, -0.363687380304696]",0.43618960587052175,,0.0,-0.09063260145120372,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h1_open,QQQ_TQQQ_SQQQ,impulse_continuation,20,1,open,2,890,0.7862190812720848,0.17751307225434884,1.9945289017342556,0.48578811369509045,0.16607773851590105,0.41818181818181815,"[0.1088773278831652, 0.06863574437118364]",0.06580343926432759,113.0,0.0,-0.022691759288425505,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h1_morning,QQQ_TQQQ_SQQQ,impulse_continuation,20,1,morning,2,1210,1.068904593639576,-0.30994341192191605,-2.5615158010075714,0.45325779036827196,0.1413427561837456,0.2727272727272727,"[-0.1210195479500242, -0.18892386397189184]",0.31549450835401455,,0.0,-0.09052985530514616,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h1_midday,QQQ_TQQQ_SQQQ,impulse_continuation,20,1,midday,2,1461,1.290636042402827,-0.14608440737938794,-0.99989327432846,0.41237113402061853,0.10600706713780919,0.2727272727272727,"[0.03227387410902467, -0.17835828148841262]",0.2586731425417807,,0.0,-0.1008232619138445,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h1_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,20,1,afternoon,2,663,0.5856890459363958,0.0080875762588489,0.12198455895699699,0.42777777777777776,0.06802120141342756,0.34545454545454546,"[0.08578514518407288, -0.07769756892522398]",0.11444364491275662,,0.0,-0.04728056151763006,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h1_close,QQQ_TQQQ_SQQQ,impulse_continuation,20,1,close,2,443,0.3913427561837456,-0.1066782080263614,-2.408085959963012,0.4064516129032258,0.05565371024734982,0.23636363636363636,"[-0.08820311532347609, -0.01847509270288531]",0.13470623865009404,,0.0,-0.0465101523278169,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h1_open,QQQ_TQQQ_SQQQ,impulse_reversal,20,1,open,2,890,0.7862190812720848,-0.8398557372997308,-9.436581317974506,0.40310077519379844,0.13780918727915195,0.12727272727272726,"[-0.3613933651223774, -0.47846237217735355]",0.8414201090673709,,0.0,-0.04509427726024395,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h1_morning,QQQ_TQQQ_SQQQ,impulse_reversal,20,1,morning,2,1210,1.068904593639576,-0.6637938515158898,-5.485899599304873,0.40509915014164305,0.12632508833922262,0.2909090909090909,"[-0.3250165615426668, -0.338777289973223]",0.6906702478212573,,0.0,-0.05157397268393475,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h1_midday,QQQ_TQQQ_SQQQ,impulse_reversal,20,1,midday,2,1461,1.290636042402827,-0.9909513120719287,-6.782692074414296,0.4020618556701031,0.10335689045936396,0.2727272727272727,"[-0.7604724183503897, -0.23047889372153907]",0.9924267510622294,,0.0,-0.10139812312993134,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h1_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,20,1,afternoon,2,663,0.5856890459363958,-0.49499589028359936,-7.46600136174358,0.4166666666666667,0.06625441696113074,0.38181818181818183,"[-0.3201872763832189, -0.17480861390038038]",0.5200201294238492,,0.0,-0.05843048597738844,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h1_close,QQQ_TQQQ_SQQQ,impulse_reversal,20,1,close,2,443,0.3913427561837456,-0.24082960493771896,-5.436334197239707,0.45806451612903226,0.0627208480565371,0.23636363636363636,"[-0.10522911149936104, -0.13560049343835792]",0.2449182903547156,,0.0,-0.038834274904409535,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h2_open,QQQ_TQQQ_SQQQ,impulse_continuation,20,2,open,2,801,0.7075971731448764,0.21107532550660615,2.6351476342897153,0.4935400516795866,0.1687279151943463,0.2909090909090909,"[0.28703267792061443, -0.07595735241400828]",0.10340693431397359,,0.0,-0.028015330838163696,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h2_morning,QQQ_TQQQ_SQQQ,impulse_continuation,20,2,morning,2,1087,0.9602473498233216,-0.2518577500531688,-2.316998620544331,0.4192634560906516,0.13074204946996468,0.38181818181818183,"[-0.09726051330098175, -0.154597236752187]",0.3053648361118838,,0.0,-0.04572139844555394,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h2_midday,QQQ_TQQQ_SQQQ,impulse_continuation,20,2,midday,2,1318,1.1643109540636043,-0.07208587896261112,-0.5469338312792953,0.4742268041237113,0.12190812720848057,0.36363636363636365,"[0.009125462620809755, -0.0812113415834209]",0.2028372460144205,,0.0,-0.0716281110339039,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h2_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,20,2,afternoon,2,573,0.5061837455830389,0.03898491849035346,0.6803650696396767,0.45555555555555555,0.07243816254416961,0.41818181818181815,"[0.1077666277925323, -0.06878170930217885]",0.12631060446892936,,0.0,-0.029980794796099865,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h2_close,QQQ_TQQQ_SQQQ,impulse_continuation,20,2,close,2,403,0.35600706713780916,0.0020319069833971554,0.05041952812399959,0.4258064516129032,0.05830388692579505,0.3090909090909091,"[0.036699737699130756, -0.034667830715733594]",0.09042411040473915,,0.0,-0.049210276978980255,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h2_open,QQQ_TQQQ_SQQQ,impulse_reversal,20,2,open,2,801,0.7075971731448764,-0.8188954605490948,-10.223413989376965,0.42377260981912146,0.14487632508833923,0.2,"[-0.5219602149924089, -0.29693524555668593]",0.8242404355853785,,0.0,-0.10116096415791434,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h2_morning,QQQ_TQQQ_SQQQ,impulse_reversal,20,2,morning,2,1087,0.9602473498233216,-0.5855563008570988,-5.386902491785637,0.46742209631728043,0.14575971731448764,0.38181818181818183,"[-0.24896236002174366, -0.33659394083535504]",0.5964407907095923,,0.0,-0.04250305473422095,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h2_midday,QQQ_TQQQ_SQQQ,impulse_reversal,20,2,midday,2,1318,1.1643109540636043,-0.9219999947307815,-6.995447607972546,0.3848797250859107,0.0989399293286219,0.23636363636363636,"[-0.6073315493014682, -0.3146684454293134]",0.9437798246038769,,0.0,-0.08651237528264077,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h2_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,20,2,afternoon,2,573,0.5061837455830389,-0.4787098386230126,-8.354447445427795,0.4111111111111111,0.06537102473498234,0.34545454545454546,"[-0.3253969825497476, -0.15331285607326509]",0.49895879195241866,,0.0,-0.054727512933713314,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h2_close,QQQ_TQQQ_SQQQ,impulse_reversal,20,2,close,2,403,0.35600706713780916,-0.30953642175608126,-7.6808045100764595,0.4645161290322581,0.0636042402826855,0.23636363636363636,"[-0.20339761285552463, -0.10613880890055666]",0.3257349012659236,,0.0,-0.04932439487872781,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h3_open,QQQ_TQQQ_SQQQ,impulse_continuation,20,3,open,2,750,0.6625441696113075,0.15574953013226006,2.0766604017634673,0.4935400516795866,0.1687279151943463,0.4,"[0.21880635467325343, -0.06305682454099337]",0.12113123777120877,,0.0,-0.03601288917449197,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h3_morning,QQQ_TQQQ_SQQQ,impulse_continuation,20,3,morning,2,1009,0.8913427561837456,-0.239975950066512,-2.3783543118583923,0.4475920679886686,0.13957597173144876,0.38181818181818183,"[-0.07063339526525227, -0.16934255480125976]",0.2984170370376536,,0.0,-0.07009369564842358,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h3_midday,QQQ_TQQQ_SQQQ,impulse_continuation,20,3,midday,2,1198,1.058303886925795,-0.4576371586869354,-3.8200096718442,0.47586206896551725,0.12190812720848057,0.41818181818181815,"[-0.27222423207076374, -0.18541292661617167]",0.4916140747463109,,0.0,-0.07415375308498172,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h3_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,20,3,afternoon,2,524,0.4628975265017668,-0.3078664565962787,-5.87531405718089,0.38333333333333336,0.060954063604240286,0.32727272727272727,"[-0.02971916186170634, -0.2781472947345724]",0.327458096345348,,0.0,-0.06193203718706124,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h3_close,QQQ_TQQQ_SQQQ,impulse_continuation,20,3,close,2,364,0.3215547703180212,-0.20678714110928478,-5.680965415090238,0.43870967741935485,0.06007067137809187,0.32727272727272727,"[-0.20466442515078417, -0.0021227159585006043]",0.2348844623663804,,0.0,-0.04571002394064356,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h3_open,QQQ_TQQQ_SQQQ,impulse_reversal,20,3,open,2,750,0.6625441696113075,-0.7509140893649136,-10.012187858198848,0.4134366925064599,0.1413427561837456,0.21818181818181817,"[-0.4580946826427366, -0.2928194067221769]",0.7537777164178475,,0.0,-0.06044916331610506,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h3_morning,QQQ_TQQQ_SQQQ,impulse_reversal,20,3,morning,2,1009,0.8913427561837456,-0.5282713317887303,-5.235592981057782,0.46458923512747874,0.14487632508833923,0.38181818181818183,"[-0.24964920229973314, -0.27862212948899717]",0.5803058998788957,,0.0,-0.06515215312482885,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h3_midday,QQQ_TQQQ_SQQQ,impulse_reversal,20,3,midday,2,1198,1.058303886925795,-0.49355738091087586,-4.119844581893786,0.41379310344827586,0.10600706713780919,0.23636363636363636,"[-0.32233499154554934, -0.17122238936532647]",0.5063673390595536,,0.0,-0.0746231921845884,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h3_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,20,3,afternoon,2,524,0.4628975265017668,-0.1096277304119917,-2.0921322597708327,0.5055555555555555,0.0803886925795053,0.41818181818181815,"[-0.18093395466998574, 0.07130622425799406]",0.22321904968794365,,0.0,-0.04118632070522012,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h3_close,QQQ_TQQQ_SQQQ,impulse_reversal,20,3,close,2,364,0.3215547703180212,-0.1279275243300351,-3.5144924266493147,0.4645161290322581,0.0636042402826855,0.2727272727272727,"[-0.011244922041831348, -0.11668260228820376]",0.17852220084637255,,0.0,-0.058634434942256286,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h5_open,QQQ_TQQQ_SQQQ,impulse_continuation,20,5,open,2,652,0.5759717314487632,-0.015575063283697128,-0.2388813387070096,0.5090439276485789,0.17402826855123674,0.34545454545454546,"[0.060356364467285525, -0.07593142775098266]",0.19877312014007306,,0.0,-0.060912651540089485,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h5_morning,QQQ_TQQQ_SQQQ,impulse_continuation,20,5,morning,2,873,0.7712014134275619,-0.1865819818329726,-2.1372506510077023,0.48579545454545453,0.15106007067137808,0.41818181818181815,"[0.1119895011649605, -0.29857148299793307]",0.3277848247215648,,0.0,-0.05551554191200083,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h5_midday,QQQ_TQQQ_SQQQ,impulse_continuation,20,5,midday,2,1047,0.9249116607773852,-0.1901985494065681,-1.8166050564142102,0.4862068965517241,0.12455830388692579,0.45454545454545453,"[-0.12085497153918173, -0.0693435778673864]",0.33907268193193235,,0.0,-0.08797493046602525,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h5_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,20,5,afternoon,2,439,0.3878091872791519,0.009782937200534247,0.22284594989827727,0.4666666666666667,0.07420494699646643,0.5272727272727272,"[-0.0687330829082288, 0.07851602010876306]",0.21989338948284864,,0.0,-0.05090367859969566,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h5_close,QQQ_TQQQ_SQQQ,impulse_continuation,20,5,close,2,318,0.28091872791519434,-0.20466696094493766,-6.436067954243321,0.47096774193548385,0.06448763250883392,0.3090909090909091,"[-0.16218612089562262, -0.04248084004931506]",0.2372856372018598,,0.0,-0.036888247865003776,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h5_open,QQQ_TQQQ_SQQQ,impulse_reversal,20,5,open,2,652,0.5759717314487632,-0.49272237442436756,-7.557091632275575,0.4392764857881137,0.1501766784452297,0.3090909090909091,"[-0.23811520802071937, -0.2546071664036481]",0.5033665994793319,,0.0,-0.0849537327542277,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h5_morning,QQQ_TQQQ_SQQQ,impulse_reversal,20,5,morning,2,873,0.7712014134275619,-0.4876361704425912,-5.585752238746747,0.44886363636363635,0.13957597173144876,0.34545454545454546,"[-0.3852810053948027, -0.1023551650477885]",0.5669483437582208,,0.0,-0.06962706585523865,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h5_midday,QQQ_TQQQ_SQQQ,impulse_reversal,20,5,midday,2,1047,0.9249116607773852,-0.6474440116887474,-6.1838014487941475,0.41724137931034483,0.1068904593639576,0.2909090909090909,"[-0.38810631211772983, -0.2593376995710176]",0.64945264258187,,0.0,-0.10455772657267462,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h5_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,20,5,afternoon,2,439,0.3878091872791519,-0.3423599764418699,-7.798632720771523,0.45,0.0715547703180212,0.2909090909090909,"[-0.0884058677835925, -0.2539541086582774]",0.3525255544726451,,0.0,-0.06044692788148957,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h5_close,QQQ_TQQQ_SQQQ,impulse_reversal,20,5,close,2,318,0.28091872791519434,-0.11842200656397808,-3.7239624705653456,0.45806451612903226,0.0627208480565371,0.2,"[-0.03572101410340748, -0.08270099246057061]",0.18873704539045777,,0.0,-0.045550491847591856,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h10_open,QQQ_TQQQ_SQQQ,impulse_continuation,20,10,open,2,527,0.465547703180212,-0.057281248146282646,-1.086930704863047,0.4909560723514212,0.16784452296819788,0.38181818181818183,"[0.024907949690336495, -0.08218919783661918]",0.22267582869577845,,0.0,-0.05786838797836488,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h10_morning,QQQ_TQQQ_SQQQ,impulse_continuation,20,10,morning,2,691,0.6104240282685512,0.2855686499037611,4.132686684569627,0.5632183908045977,0.17314487632508835,0.45454545454545453,"[-0.04739938711885999, 0.33296803702262107]",0.15790693069298892,143.0,0.0,-0.08127215161479616,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h10_midday,QQQ_TQQQ_SQQQ,impulse_continuation,20,10,midday,2,832,0.734982332155477,-0.4536864176275014,-5.452961750330545,0.47750865051903113,0.12190812720848057,0.38181818181818183,"[-0.3080684888790244, -0.14561792874847707]",0.6062839865582567,,0.0,-0.15883304628859363,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h10_afternoon,QQQ_TQQQ_SQQQ,impulse_continuation,20,10,afternoon,2,346,0.30565371024734983,-0.17805192097974376,-5.1460092768712045,0.441340782122905,0.06978798586572438,0.4,"[0.08170146509887552, -0.2597533860786193]",0.32185710188155,,0.0,-0.07433944121984548,False
QQQ_TQQQ_SQQQ_impulse_continuation_t20_h10_close,QQQ_TQQQ_SQQQ,impulse_continuation,20,10,close,2,254,0.22438162544169613,-0.25758361369846444,-10.14108715348285,0.4645161290322581,0.0636042402826855,0.3090909090909091,"[-0.2647874533437376, 0.007203839645273137]",0.37561436818718474,,0.0,-0.052933693971687325,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h10_open,QQQ_TQQQ_SQQQ,impulse_reversal,20,10,open,2,527,0.465547703180212,-0.32887151426919425,-6.2404461910663,0.46511627906976744,0.15901060070671377,0.2909090909090909,"[-0.14786493083257862, -0.18100658343661566]",0.3523504398896599,,0.0,-0.07412787798906581,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h10_morning,QQQ_TQQQ_SQQQ,impulse_reversal,20,10,morning,2,691,0.6104240282685512,-0.8147914032377725,-11.791481957131296,0.4109195402298851,0.12632508833922262,0.38181818181818183,"[-0.17652403550320844, -0.6382673677345642]",0.8570063588621538,,0.0,-0.060968495707040285,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h10_midday,QQQ_TQQQ_SQQQ,impulse_reversal,20,10,midday,2,832,0.734982332155477,-0.15708658654278812,-1.8880599344085083,0.4671280276816609,0.11925795053003534,0.32727272727272727,"[-0.009300648252268173, -0.14778593829051995]",0.3359327342814209,,0.0,-0.08730851859411443,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h10_afternoon,QQQ_TQQQ_SQQQ,impulse_reversal,20,10,afternoon,2,346,0.30565371024734983,-0.09512948982190707,-2.7494072202863284,0.4860335195530726,0.07685512367491167,0.43636363636363634,"[-0.2113751033514083, 0.11624561352950125]",0.21137510335140852,160.0,0.0,-0.07244275469708461,False
QQQ_TQQQ_SQQQ_impulse_reversal_t20_h10_close,QQQ_TQQQ_SQQQ,impulse_reversal,20,10,close,2,254,0.22438162544169613,0.014835465697798741,0.5840734526692439,0.47096774193548385,0.06448763250883392,0.2909090909090909,"[0.11838941488798967, -0.1035539491901909]",0.11364669862537007,,0.0,-0.051988818497878536,False
