variant,threshold,smoothing,breadth_gate,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months
corr0.8_smooth5_breadth0.5,0.8,5,0.5,sp500,1,2.0,1.1290825436964347,1.1556425436964346,0.026560000000000004,669,1328,758,416,363,0.6039840637450199,1.0,132.79999999999998,99,63,0.3362884072883672,0.06345036636773667,SNDK,0.18170533537251538,0.9473772083239194,0,0,0.018818042394940577,0.0,27,16,17,0.25998147976502434,2024-06-18,2024-08-02,69,0.0,12,0.08548564228104144,0.07432331834547856,9,3,0,15,0.05512980886360772,0.032653665026550274,9,5,1,18,0.052734026387011274,0.03279732514401156,11,6,1
corr0.8_smooth5_breadth0.5,0.8,5,0.5,sp500,1,5.0,1.0892425436964348,1.1556425436964346,0.06640000000000001,669,1328,758,416,363,0.6039840637450199,1.0,132.79999999999998,95,67,0.3402891131149943,0.06358109171003483,SNDK,0.18155533537251536,0.9076872083239195,0,0,0.01815404239494058,0.0,26,17,17,0.2650299581868885,2024-06-18,2024-08-02,69,0.0,12,0.08469064228104145,0.07387331834547856,9,3,0,15,0.054337808863607714,0.03199366502655028,9,5,1,18,0.051937359720344606,0.031927325144011566,11,6,1
corr0.8_smooth5_breadth0.5,0.8,5,0.5,sp500,1,10.0,1.0228425436964348,1.1556425436964346,0.13280000000000003,669,1328,758,414,365,0.6039840637450199,1.0,132.79999999999998,94,68,0.3470633629018833,0.06380040162632147,SNDK,0.1813053353725154,0.8415372083239194,0,0,0.017047375728273917,0.0,26,17,17,0.2738368707748511,2024-06-18,2024-08-02,78,0.0,12,0.08336564228104147,0.07312331834547856,9,3,0,15,0.05301780886360773,0.030893665026550277,9,5,1,18,0.050609581942566845,0.030477325144011556,11,6,1
corr0.8_smooth5_breadth0.6,0.8,5,0.6,sp500,1,2.0,0.6946105181640978,0.7218105181640979,0.027200000000000002,680,1360,524,294,266,0.41752988047808764,1.0,136.0,73,63,0.31254916704703767,0.08394711443285813,SNDK,0.11934377492549166,0.5752667432386062,0,0,0.011576841969401631,0.0,19,18,23,0.2965271298407978,2024-06-18,2024-08-02,87,0.06139917467012276,12,0.055567226208793286,0.03723550891672331,7,4,1,15,0.04134448280710571,0.0,7,5,3,18,0.040691630940674364,0.0013890127166234776,9,6,3
corr0.8_smooth5_breadth0.6,0.8,5,0.6,sp500,1,5.0,0.6538105181640979,0.7218105181640979,0.068,680,1360,524,294,266,0.41752988047808764,1.0,136.0,71,65,0.31576209729332166,0.08419955492885468,SNDK,0.11910377492549169,0.5347067432386061,0,0,0.010896841969401631,0.0,19,18,23,0.30192860997074283,2024-06-18,2024-08-02,88,0.06367832026990866,12,0.05454222620879328,0.035735508916723314,7,4,1,15,0.04033248280710571,0.0,7,5,3,18,0.0396849642740077,0.000819012716623477,9,6,3
corr0.8_smooth5_breadth0.6,0.8,5,0.6,sp500,1,10.0,0.5858105181640978,0.7218105181640979,0.136,680,1360,524,291,269,0.41752988047808764,1.0,136.0,69,67,0.3211337066851557,0.08461399537394125,SNDK,0.11870377492549171,0.46710674323860607,0,0,0.009763508636068298,0.0,17,20,23,0.3113208732571506,2024-06-18,2024-08-02,134,0.06771021715426355,12,0.05283389287545995,0.033235508916723305,7,4,1,15,0.038645816140439056,0.0,7,5,3,18,0.038007186496229924,0.0,8,7,3
corr0.9_smooth1_breadthnone,0.9,1,,sp500,1,2.0,1.476026859341087,1.526426859341087,0.0504,1265,2520,1054,575,479,0.8398406374501992,1.0000000000000002,252.0,113,77,0.3300729678399888,0.04677073769608999,SNDK,0.18823903690170277,1.2877878224393842,0,0,0.02460044765568479,0.007499979102022814,31,20,9,0.26490994290952524,2025-02-18,2025-04-04,108,0.001332441059792823,12,0.08300709120716569,0.07752733216592603,9,3,0,15,0.057992079150939374,0.07105344078505062,10,5,0,18,0.057145346756874056,0.058751788406015595,12,6,0
corr0.9_smooth1_breadthnone,0.9,1,,sp500,1,5.0,1.4004268593410871,1.526426859341087,0.126,1265,2520,1054,571,483,0.8398406374501992,1.0000000000000002,252.0,109,81,0.33620700894278094,0.04694375659536495,SNDK,0.18820903690170276,1.2122178224393845,0,0,0.023340447655684788,0.0054599791020228175,31,20,9,0.27591471385935196,2025-02-18,2025-04-04,114,0.0014740454469736413,12,0.08186209120716571,0.07656733216592601,9,3,0,15,0.05678407915093939,0.06937344078505063,10,5,0,18,0.0559586800902074,0.0575517884060156,12,6,0
corr0.9_smooth1_breadthnone,0.9,1,,sp500,1,10.0,1.2744268593410872,1.526426859341087,0.252,1265,2520,1054,563,491,0.8398406374501992,1.0000000000000002,252.0,105,85,0.34670152048078184,0.04722831798048541,SNDK,0.18815903690170277,1.0862678224393845,0,0,0.021240447655684787,0.0020599791020228186,31,20,9,0.29609826348626195,2025-02-18,2025-04-04,123,0.0017308694044600417,12,0.07995375787383235,0.07496733216592602,9,3,0,15,0.05477074581760603,0.06657344078505065,10,5,0,18,0.053980902312429614,0.0555517884060156,12,6,0
corr0.9_smooth1_breadth0.5,0.9,1,0.5,sp500,1,2.0,1.0339970045930063,1.0761570045930064,0.04216,1059,2108,758,413,366,0.6039840637450199,1.0000000000000002,210.8,98,73,0.3923545621165718,0.06245528983006497,SNDK,0.18170533537251538,0.8522916692204909,0,0,0.017233283409883438,0.0,27,16,17,0.2533768100998096,2024-06-18,2024-08-02,37,0.0016215386715434628,12,0.07904990225082877,0.07752733216592603,9,3,0,15,0.04760175229321804,0.036361043851693066,9,5,1,18,0.0468924706745795,0.036264291108278966,11,6,1
corr0.9_smooth1_breadth0.5,0.9,1,0.5,sp500,1,5.0,0.9707570045930064,1.0761570045930064,0.10540000000000002,1059,2108,758,410,369,0.6039840637450199,1.0000000000000002,210.8,96,75,0.4004349155457941,0.06274597452738434,SNDK,0.18155533537251536,0.7892016692204911,0,0,0.01617928340988344,0.0,27,16,17,0.2613301906706756,2024-06-18,2024-08-02,67,0.0017948440649352586,12,0.07775990225082877,0.07656733216592601,9,3,0,15,0.04639775229321805,0.03484753836486486,9,5,1,18,0.045682470674579506,0.03464429110827896,11,6,1
corr0.9_smooth1_breadth0.5,0.9,1,0.5,sp500,1,10.0,0.8653570045930064,1.0761570045930064,0.21080000000000004,1059,2108,758,404,375,0.6039840637450199,1.0000000000000002,210.8,91,80,0.4139590790653414,0.06322678018496518,SNDK,0.1813053353725154,0.684051669220491,0,0,0.014422616743216772,0.0,27,16,17,0.2756195016067455,2024-06-18,2024-08-02,68,0.0021096455674030584,12,0.07560990225082877,0.07496733216592602,9,3,0,15,0.04439108562655137,0.032647538364864864,9,5,1,18,0.04366580400791283,0.03194429110827897,11,6,1
corr0.9_smooth1_breadth0.6,0.9,1,0.6,sp500,1,2.0,0.6381411012938745,0.6754211012938747,0.03728000000000001,932,1864,524,287,273,0.41752988047808764,1.0000000000000002,186.4,72,74,0.4092662880258718,0.08380472024476109,SNDK,0.11934377492549166,0.5187973263683828,0,0,0.010635685021564577,0.0,18,19,23,0.2992944175303647,2024-06-18,2024-08-02,78,0.0655648358414964,12,0.05375250224135312,0.03638350142870668,7,4,1,15,0.03932956304968159,0.0,7,5,3,18,0.03947914237952824,0.005717314121711846,9,6,3
corr0.9_smooth1_breadth0.6,0.9,1,0.6,sp500,1,5.0,0.5822211012938746,0.6754211012938747,0.0932,932,1864,524,285,275,0.41752988047808764,1.0000000000000002,186.4,71,75,0.4158857224214791,0.08420626141749353,SNDK,0.11910377492549169,0.46311732636838293,0,0,0.009703685021564577,0.0,17,20,23,0.30753604830151615,2024-06-18,2024-08-02,79,0.06871285807267571,12,0.052437502241353136,0.03431350142870668,7,4,1,15,0.03808956304968159,0.0,7,5,3,18,0.03822580904619491,0.005147314121711843,9,6,3
corr0.9_smooth1_breadth0.6,0.9,1,0.6,sp500,1,10.0,0.48902110129387466,0.6754211012938747,0.1864,932,1864,524,279,281,0.41752988047808764,1.0000000000000002,186.4,67,79,0.42731155842412993,0.08486761619347008,SNDK,0.11870377492549171,0.37031732636838294,0,0,0.008150351688231243,0.0,17,20,23,0.3278117457277927,2021-05-03,2024-08-02,88,0.07443023704632012,12,0.05024583557468646,0.03086350142870668,7,4,1,15,0.03602289638301493,0.0,7,5,3,18,0.03613692015730603,0.004197314121711842,9,6,3
corr0.9_smooth3_breadthnone,0.9,3,,sp500,1,2.0,1.5009624365586591,1.5343624365586592,0.033400000000000006,840,1670,1054,573,481,0.8398406374501992,1.0,167.00000000000003,105,78,0.3206085617764919,0.04836541999680001,SNDK,0.18823903690170277,1.3127233996569563,0,0,0.025016040609310987,0.0052914501197561465,31,20,9,0.27940569865043474,2025-02-18,2025-04-04,69,0.0,12,0.09352491059884958,0.07600491670511628,9,3,0,15,0.06906777290478151,0.06954548092356912,10,5,0,18,0.06556061277017862,0.06665742902265179,12,6,0
corr0.9_smooth3_breadthnone,0.9,3,,sp500,1,5.0,1.4508624365586593,1.5343624365586592,0.08350000000000002,840,1670,1054,571,483,0.8398406374501992,1.0,167.00000000000003,103,80,0.32431037963135684,0.04847257826106133,SNDK,0.18820903690170276,1.2626533996569567,0,0,0.02418104060931099,0.0038514501197561496,31,20,9,0.28798872275167386,2025-02-18,2025-04-04,70,0.0,12,0.09280491059884959,0.07522491670511629,9,3,0,15,0.06825977290478151,0.06864548092356912,10,5,0,18,0.06476061277017861,0.0660874290226518,12,6,0
corr0.9_smooth3_breadthnone,0.9,3,,sp500,1,10.0,1.3673624365586594,1.5343624365586592,0.16700000000000004,840,1670,1054,571,483,0.8398406374501992,1.0,167.00000000000003,100,83,0.3306511140276457,0.04865174833619069,SNDK,0.18815903690170277,1.1792033996569566,0,0,0.02278937394264432,0.0015537159150489765,30,21,9,0.30329739684922924,2025-02-18,2025-04-04,74,0.0,12,0.09160491059884956,0.07392491670511628,9,3,0,15,0.06691310623811483,0.06714548092356912,10,5,0,18,0.06342727943684529,0.0651374290226518,12,6,0
corr0.9_smooth3_breadth0.5,0.9,3,0.5,sp500,1,2.0,1.0745658614631557,1.105005861463156,0.030440000000000002,766,1522,758,417,362,0.6039840637450199,1.0,152.20000000000002,94,72,0.3806416349858967,0.063404726144261,SNDK,0.18170533537251538,0.8928605260906404,0,0,0.01790943102438593,0.0,27,16,17,0.2751963123431808,2024-06-18,2024-08-02,69,0.0,12,0.08828762085240464,0.07311686480419896,9,3,0,15,0.054894747294533135,0.04187137186892775,9,5,1,18,0.05223286968104222,0.04081066877904667,11,6,1
corr0.9_smooth3_breadth0.5,0.9,3,0.5,sp500,1,5.0,1.0289058614631559,1.105005861463156,0.0761,766,1522,758,415,364,0.6039840637450199,1.0,152.20000000000002,93,73,0.38609016646581684,0.06358575505631778,SNDK,0.18155533537251536,0.8473505260906405,0,0,0.017148431024385933,0.0,27,16,17,0.28164132659386576,2024-06-18,2024-08-02,69,0.0,12,0.08739262085240466,0.07266686480419897,9,3,0,15,0.054014747294533136,0.04043137186892776,9,5,1,18,0.051342869681042215,0.039640668779046685,11,6,1
corr0.9_smooth3_breadth0.5,0.9,3,0.5,sp500,1,10.0,0.9528058614631559,1.105005861463156,0.1522,766,1522,758,414,365,0.6039840637450199,1.0,152.20000000000002,88,78,0.3953060998046764,0.06388587480280356,SNDK,0.1813053353725154,0.7715005260906406,0,0,0.015880097691052603,0.0,27,16,17,0.29300196498761566,2024-06-18,2024-08-02,78,0.0,12,0.085900954185738,0.07191686480419897,9,3,0,15,0.052548080627866485,0.03803137186892775,9,5,1,18,0.049859536347708885,0.03769066877904667,11,6,1
corr0.9_smooth3_breadth0.6,0.9,3,0.6,sp500,1,2.0,0.6680678073493485,0.6980278073493484,0.029960000000000004,749,1498,524,289,271,0.41752988047808764,1.0,149.8,77,65,0.37371249163183345,0.0834411774314777,SNDK,0.11934377492549166,0.5487240324238568,0,0,0.011134463455822476,0.0,19,18,23,0.31754377534838435,2024-06-18,2024-08-02,88,0.06433356077893124,12,0.05975256986914252,0.04068419285804446,7,4,1,15,0.04393101623573383,0.0,7,5,3,18,0.04249520029062385,0.0020245260659560874,9,6,3
corr0.9_smooth3_breadth0.6,0.9,3,0.6,sp500,1,5.0,0.6231278073493485,0.6980278073493484,0.07490000000000002,749,1498,524,288,272,0.41752988047808764,1.0,149.8,76,66,0.37878926009200947,0.08369204872466338,SNDK,0.11910377492549169,0.5040240324238567,0,0,0.010385463455822478,0.0,18,19,23,0.32434347859467383,2024-06-18,2024-08-02,134,0.06686709586678351,12,0.05863256986914254,0.038974192858044474,7,4,1,15,0.04284301623573385,0.0,7,5,3,18,0.04140186695729052,0.001454526065956085,9,6,3
corr0.9_smooth3_breadth0.6,0.9,3,0.6,sp500,1,10.0,0.5482278073493487,0.6980278073493484,0.14980000000000004,749,1498,524,288,272,0.41752988047808764,1.0,149.8,73,69,0.3876123569594529,0.08411326110212021,SNDK,0.11870377492549171,0.429524032423857,0,0,0.009137130122489146,0.0,18,19,23,0.3362646377415425,2024-06-18,2024-08-02,285,0.07138222784229967,12,0.05676590320247587,0.03612419285804447,7,4,1,15,0.04102968290240051,0.0,7,5,3,18,0.039579644735068295,0.0005045260659560838,9,6,3
corr0.9_smooth5_breadthnone,0.9,5,,sp500,1,2.0,1.5788270064263383,1.607187006426338,0.028360000000000003,714,1418,1054,579,475,0.8398406374501992,1.0,141.8,109,73,0.31422767075094094,0.048039700842791556,SNDK,0.18823903690170277,1.3905879695246355,0,0,0.026313783440438974,0.01708177290993254,31,20,9,0.2553665540951947,2025-02-18,2025-04-04,67,0.0,12,0.091924491202323,0.07484686471815409,9,3,0,15,0.06912603748416304,0.06376937712173447,10,5,0,18,0.06566712783584353,0.06308175938785449,12,6,0
corr0.9_smooth5_breadthnone,0.9,5,,sp500,1,5.0,1.536287006426338,1.607187006426338,0.07090000000000002,714,1418,1054,578,476,0.8398406374501992,1.0,141.8,107,75,0.31740456165200565,0.04814078491411265,SNDK,0.18820903690170276,1.3480779695246352,0,0,0.02560478344043897,0.01579177290993254,31,20,9,0.26178171921861015,2025-02-18,2025-04-04,67,0.0,12,0.09130949120232301,0.0743368647181541,9,3,0,15,0.06841803748416304,0.06352937712173448,10,5,0,18,0.06497712783584353,0.06260175938785449,12,6,0
corr0.9_smooth5_breadthnone,0.9,5,,sp500,1,10.0,1.4653870064263381,1.607187006426338,0.14180000000000004,714,1418,1054,575,479,0.8398406374501992,1.0,141.8,106,76,0.3227826906627668,0.048309312341624944,SNDK,0.18815903690170277,1.2772279695246354,0,0,0.02442311677377231,0.013641772909932539,31,20,9,0.27306397025913864,2025-02-18,2025-04-04,67,0.0,12,0.09028449120232301,0.0734868647181541,9,3,0,15,0.06723803748416304,0.06312937712173448,10,5,0,18,0.06382712783584353,0.06180175938785449,12,6,0
corr0.9_smooth5_breadth0.5,0.9,5,0.5,sp500,1,2.0,1.0804558379288924,1.1071358379288923,0.02668,672,1334,758,417,362,0.6039840637450199,1.0,133.4,100,63,0.380149635832486,0.06250216308330073,SNDK,0.18170533537251538,0.8987505025563771,0,0,0.018007597298814872,0.0,27,16,17,0.26784644107232153,2024-06-18,2024-08-02,69,0.0,12,0.08650210495460393,0.07484686471815409,9,3,0,15,0.05480581419812691,0.042880502862458064,9,5,1,18,0.05221449779466178,0.03770968872325081,11,6,1
corr0.9_smooth5_breadth0.5,0.9,5,0.5,sp500,1,5.0,1.0404358379288923,1.1071358379288923,0.06670000000000001,672,1334,758,417,362,0.6039840637450199,1.0,133.4,98,65,0.3853048116639943,0.0626328624016994,SNDK,0.18155533537251536,0.8588805025563769,0,0,0.017340597298814875,0.0,27,16,17,0.27320178786572596,2024-06-18,2024-08-02,69,0.0,12,0.08570210495460395,0.0743368647181541,9,3,0,15,0.05400181419812691,0.042160502862458066,9,5,1,18,0.05141116446132846,0.036689688723250805,11,6,1
corr0.9_smooth5_breadth0.5,0.9,5,0.5,sp500,1,10.0,0.9737358379288924,1.1071358379288923,0.13340000000000002,672,1334,758,414,365,0.6039840637450199,1.0,133.4,95,68,0.3941047490422678,0.06285120370788003,SNDK,0.1813053353725154,0.792430502556377,0,0,0.016228930632148208,0.0,27,16,17,0.2825585110709117,2024-06-18,2024-08-02,78,0.0,12,0.08436877162127061,0.0734868647181541,9,3,0,15,0.052661814198126926,0.04096050286245806,9,5,1,18,0.05007227557243957,0.034989688723250804,11,6,1
corr0.9_smooth5_breadth0.6,0.9,5,0.6,sp500,1,2.0,0.6994230119483295,0.7266230119483297,0.0272,680,1360,524,291,269,0.41752988047808764,1.0,136.0,79,59,0.3693815004331567,0.0810661148604911,SNDK,0.11934377492549166,0.5800792370228378,0,0,0.011657050199138824,0.0,19,18,23,0.30390963524280956,2024-06-18,2024-08-02,87,0.06166818235093548,12,0.05793857109992729,0.04195435456586781,7,4,1,15,0.04341056448767057,0.0,7,5,3,18,0.04257125794558263,0.0028100431565613853,9,6,3
corr0.9_smooth5_breadth0.6,0.9,5,0.6,sp500,1,5.0,0.6586230119483295,0.7266230119483297,0.068,680,1360,524,291,269,0.41752988047808764,1.0,136.0,76,62,0.3742817347324042,0.08127971446369812,SNDK,0.11910377492549169,0.5395192370228378,0,0,0.010977050199138827,0.0,18,19,23,0.3095848621100429,2024-06-18,2024-08-02,88,0.06394601345239476,12,0.056913571099927285,0.04039435456586781,7,4,1,15,0.04239856448767057,0.0,7,5,3,18,0.04156459127891596,0.0022400431565613864,9,6,3
corr0.9_smooth5_breadth0.6,0.9,5,0.6,sp500,1,10.0,0.5906230119483298,0.7266230119483297,0.136,680,1360,524,290,270,0.41752988047808764,1.0,136.0,75,63,0.3826861210135444,0.0816389634567183,SNDK,0.11870377492549171,0.47191923702283806,0,0,0.009843716865805494,0.0,17,20,23,0.31946529829315123,2024-06-18,2024-08-02,134,0.06797481344255288,12,0.055205237766593966,0.037794354565867806,7,4,1,15,0.04071189782100391,0.0,7,5,3,18,0.03988681350113819,0.001290043156561386,9,6,3
