family,top_k,formation,skip,quote_2bps,baseline_quote_2bps,full_quote_improvement,validation_quote_improvement,recent12_quote_improvement,drawdown_change,quote_10bps_improvement,top5_share,leave_top5_return,quote_dominates_baseline
qqq_triple_ma10_50_200_monthly,10,84,10,1.7535713229623413,1.6459137876074132,0.10765753535492806,0.15755566075969984,0.07470144299079029,-0.006615620336428707,0.10493753535492822,0.3190747417207608,1.0223738216781195,True
qqq_triple_ma10_50_200_monthly,10,84,21,1.684838032681392,1.6459137876074132,0.03892424507397885,0.11023680046984019,0.05309547487857935,-0.0031339052410563895,0.03796424507397855,0.3257734071110633,0.9855654464166528,True
qqq_triple_ma10_50_200_monthly,10,189,0,1.645184072492572,1.6459137876074132,-0.0007297151148413228,0.08728082231103929,0.07587492389407957,-0.007595490989854292,0.001990284885159177,0.3205869057963716,0.9404949566194426,False
qqq_triple_ma10_50_200_monthly,10,189,10,1.7042995804771577,1.6459137876074132,0.058385792869744435,0.12824698965773063,0.07481677333258419,-0.02611652915011231,0.060785792869744615,0.3334032440252805,0.9618307502689758,True
qqq_triple_ma10_50_200_monthly,10,189,21,1.6993402710857772,1.6459137876074132,0.053426483478363984,0.1295868645149758,0.02456146551835947,-0.01177107793416382,0.05614648347836404,0.3581260820381058,0.9348429059391636,True
sp500_dual_ma50_200_weekly,1,189,0,4.4319115131326114,4.482076559228174,-0.050165046095562715,-0.043732625556551774,-0.03913240544309726,-0.0028470996285842043,-0.026165046095562694,0.9134411458243884,-0.4648406429210032,False
sp500_dual_ma50_200_weekly,3,63,42,2.7632158069162336,2.4844816729072527,0.27873413400898084,0.4334061660576256,0.12286577392408171,-0.008992349298116903,0.24140080067564806,0.5308184115112199,0.7302817555067,True
sp500_triple_ma10_50_200_monthly,2,84,0,3.092964693701079,2.509474972193424,0.5834897215076551,0.5152055908039395,0.2852997989550812,-0.050617671447612284,0.5834897215076551,0.6700589176708949,0.3722600027675256,True
sp500_triple_ma10_50_200_monthly,2,84,5,2.7883224157976128,2.509474972193424,0.2788474436041888,0.2529063964628664,-0.0014029265330868235,-0.03311422135851266,0.27724744360418896,0.6506615378646096,0.2888367872932909,False
sp500_triple_ma10_50_200_monthly,2,189,0,2.645371286335498,2.509474972193424,0.13589631414207393,0.26703826315270174,0.05741634325506517,-0.018586446827047298,0.1342963141420741,0.7025700882253398,0.0392656948148695,True
