family,panel,formation,skip,top_k,variant,eligible_cells,active_sessions,turnover,full_net_2bps,full_net_10bps,full_drawdown_2bps,top5_symbol_positive_share_2bps,leave_top5_return_2bps,common_net,common_drawdown,common_positive_months,common_negative_months,common_worst_month,train_net,train_drawdown,train_positive_months,train_negative_months,train_worst_month,validation_net,validation_drawdown,validation_positive_months,validation_negative_months,validation_worst_month,recent12_net,recent12_drawdown,recent12_positive_months,recent12_negative_months,recent12_worst_month,neighbor_cells,neighbor_train_min,neighbor_train_median,neighbor_validation_positive_fraction,neighbor_full_10bps_positive_fraction,selection_role,baseline_variant,baseline_train_net,baseline_validation_net,baseline_full_net_2bps,baseline_recent12_net,validation_improvement_vs_baseline,full_improvement_vs_baseline
qqq_triple_ma10_50_200_monthly,qqq,126,5,3,qqq_triple_ma10_50_200_monthly_top3_f126_s5,32367,1507,79.33333333333333,2.7716249663237607,2.708158299657094,0.2907720979199958,0.45900172169806575,1.0887509066781362,2.153276508268463,0.37980996508957554,39,30,-0.22818627151416473,0.9901221995265017,0.37980996508957554,22,20,-0.22818627151416473,1.1631543087419614,0.34219614250328,18,10,-0.10962156428065574,1.0199166007692093,0.11970359491836224,8,4,-0.03478227167363728,9,0.6516239517008117,0.7625560157408315,1.0,1.0,training_plateau_center,qqq_triple_ma10_50_200_monthly_top3_f126_s21,0.8029388403507607,1.1485964282704746,2.6740918558942632,0.9321102535070486,0.014557880471486762,0.09753311042949742
qqq_triple_ma10_50_200_monthly,qqq,42,0,10,qqq_triple_ma10_50_200_monthly_top10_f42_s0,32367,1507,83.62857142857143,1.853311336814738,1.7864084796718809,0.3124215667767712,0.33896875265285803,1.0994031114654277,1.4739746721829707,0.38048827177240857,41,28,-0.15188659290272194,0.6610802656552703,0.38048827177240857,24,18,-0.15188659290272194,0.8128944065277006,0.27271576215240817,17,11,-0.10261197123111106,0.7719048537736823,0.09733474923364471,8,4,-0.03370643085690356,4,0.4489006144294555,0.52141845200202,1.0,1.0,training_plateau_center,qqq_triple_ma10_50_200_monthly_top10_f126_s21,0.5924917613151388,0.67545851413002,1.6894928218874528,0.6883526096290561,0.13743589239768061,0.16381851492728527
sp500_dual_ma50_200_weekly,sp500,252,0,1,sp500_dual_ma50_200_weekly_top1_f252_s0,144879,998,45.0,3.56163768628069,3.5256376862806897,0.326378132190832,0.9262111873199492,-0.37597853204522735,3.726634936208921,0.2553481979705069,32,14,-0.256410234635008,0.7505985554046981,0.2553481979705069,18,10,-0.1407700681649867,2.9760363808042225,0.2958076863784082,15,4,-0.256410234635008,2.0824863017419992,0.2599977620351968,9,3,-0.256410234635008,4,0.25494712430428224,0.5647124526418771,1.0,1.0,training_plateau_center,sp500_dual_ma50_200_weekly_top1_f126_s21,0.730945749097931,3.6555644128792126,4.418097244318006,2.326676840909454,-0.6795280320749901,-0.856459558037316
sp500_dual_ma50_200_weekly,sp500,189,0,2,sp500_dual_ma50_200_weekly_top2_f189_s0,151489,1051,90.0,3.07799049615124,3.00599049615124,0.3575298329437861,0.7027095440192319,0.05680159024352438,3.1253771839785127,0.2878674528158993,31,15,-0.20005495236995657,0.5773652195361585,0.2878674528158993,17,11,-0.20005495236995657,2.5480119644423542,0.32235944352042967,14,5,-0.0880477367341014,1.9789148289955043,0.13694199481765726,11,1,-0.0880477367341014,6,0.35835930519136905,0.5898574309388402,1.0,1.0,training_plateau_center,sp500_dual_ma50_200_weekly_top2_f126_s21,0.7570016562153604,2.1968528750836285,3.092529019924843,1.7685616070333157,0.35115908935872575,-0.014538523773603096
sp500_dual_ma50_200_weekly,sp500,252,5,3,sp500_dual_ma50_200_weekly_top3_f252_s5,144342,993,58.99999999999999,2.3473027133019704,2.3001027133019707,0.3443205497558264,0.6838402394977136,0.10181308194239369,2.478520001140009,0.28315717579325095,31,15,-0.16398758288992488,0.45838286930809075,0.28315717579325095,17,11,-0.16398758288992488,2.0201371318319183,0.2888445234873852,15,4,-0.10145724509484069,1.5341925852688902,0.10548279629305427,10,2,-0.07150047914950954,6,0.41026606380252506,0.46557647836354077,1.0,1.0,training_plateau_center,sp500_dual_ma50_200_weekly_top3_f126_s21,0.6249666244951166,1.8394650487599717,2.5004454778702954,1.6077429199314124,0.1806720830719466,-0.15314276456832498
sp500_dual_ma50_200_weekly,sp500,189,42,10,sp500_dual_ma50_200_weekly_top10_f189_s42,147208,1022,72.6,1.3476145340660786,1.2895345340660787,0.32247347780351426,0.36168643561829344,0.6181249992649154,1.5463868769556663,0.2115345210749895,29,17,-0.1461174671812897,0.5565110123743074,0.2110184727971353,18,10,-0.1461174671812897,0.9898758645813588,0.31170127204214826,12,7,-0.09229969863029522,0.8856810514077317,0.11385013423167273,9,3,-0.034268529791297395,6,0.4747450515348373,0.5157972578755269,1.0,1.0,training_plateau_center,sp500_dual_ma50_200_weekly_top10_f126_s21,0.5339431446320625,1.10876633392365,1.6145870981875217,1.0661852418884106,-0.1188904693422912,-0.2669725641214431
sp500_triple_ma10_50_200_monthly,sp500,42,0,1,sp500_triple_ma10_50_200_monthly_top1_f42_s0,92840,1046,93.0,2.1673974447224342,2.0929974447224344,0.2254394734794402,0.5367797789097203,0.43933840629158927,1.9401997378098124,0.2516811105047242,32,14,-0.2105997542141051,0.7229666249679239,0.2516811105047242,18,10,-0.2105997542141051,1.2172331128418883,0.2704511060125918,14,5,-0.20155884185372047,0.9707300542247418,0.21258388721775157,10,2,-0.07955209737421592,4,0.7229666249679239,0.810998366793251,1.0,1.0,training_plateau_center,sp500_triple_ma10_50_200_monthly_top1_f126_s21,0.6928138340091735,3.0632135664945115,3.780952110122494,2.434932859431454,-1.8459804536526232,-1.6135546654000597
sp500_triple_ma10_50_200_monthly,sp500,63,0,2,sp500_triple_ma10_50_200_monthly_top2_f63_s0,92840,1046,67.0,2.925611585887967,2.872011585887968,0.34908845016312184,0.5648806219799967,0.6219899853421125,2.988921632196693,0.21382810867106233,35,11,-0.19424071193474174,0.9191186935838087,0.21382810867106233,20,8,-0.1724490246591056,2.0698029386128844,0.251164545223667,15,4,-0.19424071193474174,1.6720835732734614,0.1787813878001696,11,1,-0.19424071193474174,6,0.4679873805276189,0.5974315268234052,1.0,1.0,training_plateau_center,sp500_triple_ma10_50_200_monthly_top2_f126_s21,0.5412692797958003,1.960985952644617,2.5601866861729192,1.8096398310829533,0.1088169859682675,0.36542489971504777
sp500_triple_ma10_50_200_monthly,sp500,252,5,3,sp500_triple_ma10_50_200_monthly_top3_f252_s5,88511,982,50.33333333333333,2.1262838434263056,2.086017176759639,0.42863807420392885,0.5732048180665322,0.2605139498575375,2.3842436790908677,0.21752151762398828,30,16,-0.2250645168687787,0.6462602724784168,0.21752151762398828,15,13,-0.2250645168687787,1.7379834066124507,0.29493168047117996,15,4,-0.07867201078343317,1.476339010825227,0.16073220206240074,10,2,-0.0716687627338013,6,0.28997953408045474,0.5444209395312212,1.0,1.0,training_plateau_center,sp500_triple_ma10_50_200_monthly_top3_f126_s21,0.2620321141614601,1.8152684301239947,2.1408196732757503,1.6991923445505517,-0.0772850235115441,-0.014535829849444681
sp500_triple_ma10_50_200_monthly,sp500,252,0,10,sp500_triple_ma10_50_200_monthly_top10_f252_s0,88815,982,50.0,1.099858299439536,1.059858299439536,0.36540167973697707,0.37864522385726695,0.3760625330254508,1.3143234583708523,0.1944362575087583,29,17,-0.13239255650818857,0.3092306765088101,0.1886517309361226,17,11,-0.13239255650818857,1.005092781862042,0.24361423727630127,12,7,-0.058173586594525976,0.9751648167677078,0.09919094786812248,10,2,-0.030547422505689634,4,0.25380040835094503,0.3036704817038607,1.0,1.0,training_plateau_center,sp500_triple_ma10_50_200_monthly_top10_f126_s21,0.197075339491232,0.9638021604188858,1.1560398772265137,1.0121424469071139,0.04129062144315632,-0.05618157778697763
