variant,selector,gap_tail,auction_anomaly_minimum,entry_minute,risk_rule,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,causal_selected_events,valid_events_recent,symbol_count_recent,signal_days_recent,post_signal_invalid_days,median_events_per_valid_day,mean_observed_path_minute_ratio,stop_or_failure_rate,top_5_day_profit_share,top_10_day_profit_share,top_symbol_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
tail05_all_0931_stop3_c20,tail05_all,0.05,,09:31,stop3,20,-0.16422202925122992,0.3492968620185905,183.0,False,329,328,97,203,1,1.0,0.9739755306840429,0.1676829268292683,,,,-0.009123446069512766,12,0,0.003296669969777224,9,0,-4.322439246401295e-06,7,0
tail05_all_0931_auction_failure_c5,tail05_all,0.05,,09:31,auction_failure,5,-0.1290890472916049,0.3056843486213719,127.0,False,329,328,97,203,1,1.0,0.9739755306840429,0.6646341463414634,,,,-0.007171613738422495,10,0,0.003011583488268545,7,0,0.0004032186081843721,5,0
tail05_all_0931_auction_failure_c10,tail05_all,0.05,,09:31,auction_failure,10,-0.331089047291605,0.41975419036813993,,True,329,328,97,203,1,1.0,0.9739755306840429,0.6646341463414634,,,,-0.018393835960644717,11,0,-0.008721749845064788,8,0,-0.011596781391815629,6,0
tail05_all_0931_auction_failure_c20,tail05_all,0.05,,09:31,auction_failure,20,-0.7350890472916051,0.7833266638076263,,True,329,328,97,203,1,1.0,0.9739755306840429,0.6646341463414634,,,,-0.04083828040508916,13,0,-0.032188416511731446,10,0,-0.03559678139181562,8,0
tail05_all_0932_none_c5,tail05_all,0.05,,09:32,none,5,0.6005478786736662,0.09475563726785566,106.0,False,329,326,96,203,3,1.0,0.9739755306840429,0.0,0.5841849369387218,0.9775830374177676,0.15910571599002296,0.0333637710374259,10,0,0.0445266676123165,7,0,0.035656303643903355,6,0
tail05_all_0932_none_c10,tail05_all,0.05,,09:32,none,10,0.40054787867366604,0.12766337761693095,55.0,False,329,326,96,203,3,1.0,0.9739755306840429,0.0,0.8633949723483967,1.4407401713360766,0.23272440537695535,0.022252659926314786,10,0,0.03292666761231651,7,0,0.023822970310570016,6,0
tail05_all_0932_none_c20,tail05_all,0.05,,09:32,none,20,0.0005478786736660898,0.30835962295965885,,True,329,326,96,203,3,1.0,0.9739755306840429,0.0,612.9660466330441,1016.8043512643109,161.62446993991077,3.0437704092568642e-05,10,0,0.009726667612316508,7,0,0.00015630364390335771,6,0
tail05_all_0932_stop1_c5,tail05_all,0.05,,09:32,stop1,5,-0.20097266210780548,0.3388046835044888,,True,329,326,96,203,3,1.0,0.9739755306840429,0.5828220858895705,,,,-0.011165147894878082,12,0,-0.004059052777207101,9,0,-0.009742935886851057,7,0
tail05_all_0932_stop1_c10,tail05_all,0.05,,09:32,stop1,10,-0.40097266210780536,0.517464276298386,,True,329,326,96,203,3,1.0,0.9739755306840429,0.5828220858895705,,,,-0.022276259005989188,14,0,-0.0156590527772071,11,0,-0.021576269220184383,9,0
tail05_all_0932_stop1_c20,tail05_all,0.05,,09:32,stop1,20,-0.8009726621078055,0.8758717326212624,,True,329,326,96,203,3,1.0,0.9739755306840429,0.5828220858895705,,,,-0.0444984812282114,14,0,-0.038859052777207095,11,0,-0.04524293588685105,9,0
tail05_all_0932_stop2_c5,tail05_all,0.05,,09:32,stop2,5,0.010450994849537223,0.2943566607517929,,True,329,326,96,203,3,1.0,0.9739755306840429,0.3159509202453988,30.89474283332452,50.34021102611533,9.142727711409613,0.0005806108249742917,12,0,0.007168961393963122,9,0,0.010946051482175478,7,0
tail05_all_0932_stop2_c10,tail05_all,0.05,,09:32,stop2,10,-0.1895490051504629,0.4043863009028903,,True,329,326,96,203,3,1.0,0.9739755306840429,0.3159509202453988,,,,-0.010530500286136826,12,0,-0.004431038606036884,9,0,-0.0008872818511578585,7,0
tail05_all_0932_stop2_c20,tail05_all,0.05,,09:32,stop2,20,-0.5895490051504628,0.7475476090810855,,True,329,326,96,203,3,1.0,0.9739755306840429,0.3159509202453988,,,,-0.03275272250835904,12,0,-0.027631038606036877,9,0,-0.024553948517824515,7,0
tail05_all_0932_stop3_c5,tail05_all,0.05,,09:32,stop3,5,0.15315085208907142,0.22579729567553372,193.0,False,329,326,96,203,3,1.0,0.9739755306840429,0.17177914110429449,2.1082533582057152,3.491357629402161,0.6238985870420857,0.008508380671615079,11,0,0.01743204939127378,8,0,0.018363674017395557,6,0
tail05_all_0932_stop3_c10,tail05_all,0.05,,09:32,stop3,10,-0.04684914791092873,0.2896891888182322,,True,329,326,96,203,3,1.0,0.9739755306840429,0.17177914110429449,,,,-0.0026027304394960374,12,0,0.0058320493912737735,9,0,0.006530340684062218,7,0
tail05_all_0932_stop3_c20,tail05_all,0.05,,09:32,stop3,20,-0.44684914791092883,0.6332014379905668,,True,329,326,96,203,3,1.0,0.9739755306840429,0.17177914110429449,,,,-0.02482495266171826,13,0,-0.017367950608726233,10,0,-0.017136325982604447,8,0
tail05_all_0932_auction_failure_c5,tail05_all,0.05,,09:32,auction_failure,5,-0.18292049857772677,0.3376323592042404,,True,329,326,96,203,3,1.0,0.9739755306840429,0.6595092024539877,,,,-0.010162249920984823,10,0,-0.003293567451910262,7,0,-0.00570094734385371,5,0
tail05_all_0932_auction_failure_c10,tail05_all,0.05,,09:32,auction_failure,10,-0.3829204985777269,0.516492543131339,,True,329,326,96,203,3,1.0,0.9739755306840429,0.6595092024539877,,,,-0.021273361032095935,11,0,-0.014893567451910268,8,0,-0.017534280677187045,6,0
tail05_all_0932_auction_failure_c20,tail05_all,0.05,,09:32,auction_failure,20,-0.7829204985777269,0.875303636570034,,True,329,326,96,203,3,1.0,0.9739755306840429,0.6595092024539877,,,,-0.043495583254318154,13,0,-0.03809356745191026,10,0,-0.0412009473438537,8,0
tail05_all_0933_none_c5,tail05_all,0.05,,09:33,none,5,0.6324878232781026,0.11209316068604484,11.0,False,329,318,96,203,6,1.0,0.9739755306840429,0.0,0.5905917549370585,0.9778241468326861,0.15429782156281516,0.035138212404339036,8,0,0.047506587090078815,5,0,0.038210777289514726,4,0
tail05_all_0933_none_c10,tail05_all,0.05,,09:33,none,10,0.43548782327810254,0.14015798704106713,42.0,False,329,318,96,203,6,1.0,0.9739755306840429,0.0,0.8462741638835302,1.397196049246157,0.2183562621361576,0.024193767959894585,9,0,0.036039920423412135,6,0,0.026460777289514726,5,0
tail05_all_0933_none_c20,tail05_all,0.05,,09:33,none,20,0.04148782327810239,0.30891419077877136,,True,329,318,96,203,6,1.0,0.9739755306840429,0.0,8.642104241592646,14.183965792429714,2.1715165120356907,0.002304879071005701,11,0,0.013106587090078814,8,0,0.0029607772895147307,7,0
tail05_all_0933_stop1_c5,tail05_all,0.05,,09:33,stop1,5,-0.09010249187739228,0.2059877009044452,,True,329,318,96,203,6,1.0,0.9739755306840429,0.5691823899371069,,,,-0.005005693993188457,9,0,0.0046417527586869204,6,0,0.006982403078608281,5,0
tail05_all_0933_stop1_c10,tail05_all,0.05,,09:33,stop1,10,-0.28710249187739223,0.3626264497638163,,True,329,318,96,203,6,1.0,0.9739755306840429,0.5691823899371069,,,,-0.015950138437632898,12,0,-0.006824913907979746,9,0,-0.004767596921391715,7,0
tail05_all_0933_stop1_c20,tail05_all,0.05,,09:33,stop1,20,-0.6811024918773925,0.7469521808501811,,True,329,318,96,203,6,1.0,0.9739755306840429,0.5691823899371069,,,,-0.03783902732652179,14,0,-0.029758247241313075,11,0,-0.028267596921391715,9,0
tail05_all_0933_stop2_c5,tail05_all,0.05,,09:33,stop2,5,-0.07417936037567895,0.298755939595206,,True,329,318,96,203,6,1.0,0.9739755306840429,0.3333333333333333,,,,-0.004121075576426608,12,0,0.00478623923468849,9,0,0.00607149932270148,7,0
tail05_all_0933_stop2_c10,tail05_all,0.05,,09:33,stop2,10,-0.2711793603756792,0.41983977055774613,,True,329,318,96,203,6,1.0,0.9739755306840429,0.3333333333333333,,,,-0.01506552002087106,13,0,-0.0066804274319781825,10,0,-0.005678500677298528,8,0
tail05_all_0933_stop2_c20,tail05_all,0.05,,09:33,stop2,20,-0.6651793603756792,0.7558388809519515,,True,329,318,96,203,6,1.0,0.9739755306840429,0.3333333333333333,,,,-0.036954408909759935,13,0,-0.029613760765311508,10,0,-0.029178500677298515,8,0
tail05_all_0933_stop3_c5,tail05_all,0.05,,09:33,stop3,5,0.45281333433448656,0.20865807730773944,39.0,False,329,318,96,203,6,1.0,0.9739755306840429,0.14465408805031446,0.8249361606701376,1.3658207903438744,0.21552256944961926,0.02515629635191592,8,0,0.0378490674083271,6,0,0.03480966813647456,4,0
tail05_all_0933_stop3_c10,tail05_all,0.05,,09:33,stop3,10,0.2558133343344864,0.24413757018341417,56.0,False,329,318,96,203,6,1.0,0.9739755306840429,0.14465408805031446,1.440668034310717,2.378538506454025,0.37172219166840625,0.014211851907471472,11,0,0.02638240074166043,8,0,0.023059668136474556,6,0
tail05_all_0933_stop3_c20,tail05_all,0.05,,09:33,stop3,20,-0.1381866656655137,0.3472383848363395,,True,329,318,96,203,6,1.0,0.9739755306840429,0.14465408805031446,,,,-0.007677036981417418,13,0,0.003449067408327096,10,0,-0.00044033186352544426,8,0
tail05_all_0933_auction_failure_c5,tail05_all,0.05,,09:33,auction_failure,5,-0.07737932385890454,0.28810100283001255,,True,329,318,96,203,6,1.0,0.9739755306840429,0.6509433962264151,,,,-0.004298851325494698,9,0,0.005187905118956271,6,0,-0.0006318440987575317,5,0
tail05_all_0933_auction_failure_c10,tail05_all,0.05,,09:33,auction_failure,10,-0.2743793238589046,0.4199801236796915,,True,329,318,96,203,6,1.0,0.9739755306840429,0.6509433962264151,,,,-0.015243295769939139,10,0,-0.006278761547710396,7,0,-0.012381844098757528,6,0
tail05_all_0933_auction_failure_c20,tail05_all,0.05,,09:33,auction_failure,20,-0.6683793238589049,0.7709433732485912,,True,329,318,96,203,6,1.0,0.9739755306840429,0.6509433962264151,,,,-0.03713218465882803,13,0,-0.029212094881043735,10,0,-0.03588184409875753,8,0
tail05_all_0935_none_c5,tail05_all,0.05,,09:35,none,5,0.6670156927747967,0.0982449109286015,66.0,False,329,325,97,203,3,1.0,0.9739755306840429,0.0,0.5663583136132474,0.9254054332522734,0.13748500538183536,0.03705642737637759,9,0,0.050720132442532075,6,0,0.04312740652159395,5,0
tail05_all_0935_none_c10,tail05_all,0.05,,09:35,none,10,0.4670156927747967,0.1262969331133846,44.0,False,329,325,97,203,3,1.0,0.9739755306840429,0.0,0.7981956252876111,1.3002988027024556,0.19100997566248298,0.025945316265266482,9,0,0.039120132442532075,6,0,0.03121073985492728,5,0
tail05_all_0935_none_c20,tail05_all,0.05,,09:35,none,20,0.06701569277479659,0.29498311370812663,,True,329,325,97,203,3,1.0,0.9739755306840429,0.0,5.413207979996248,8.763021343848347,1.2564916159843,0.003723094043044264,10,0,0.015920132442532077,7,0,0.007377406521593951,6,0
tail05_all_0935_stop1_c5,tail05_all,0.05,,09:35,stop1,5,-0.20699749495151268,0.3351502271384994,,True,329,325,97,203,3,1.0,0.9739755306840429,0.5784615384615385,,,,-0.011499860830639594,11,0,-0.007899827182093254,9,0,-0.011479964913652817,8,0
tail05_all_0935_stop1_c10,tail05_all,0.05,,09:35,stop1,10,-0.40699749495151266,0.48910350392442414,,True,329,325,97,203,3,1.0,0.9739755306840429,0.5784615384615385,,,,-0.0226109719417507,12,0,-0.01949982718209325,10,0,-0.023396631580319478,9,0
tail05_all_0935_stop1_c20,tail05_all,0.05,,09:35,stop1,20,-0.8069974949515129,0.857201048480081,,True,329,325,97,203,3,1.0,0.9739755306840429,0.5784615384615385,,,,-0.04483319416397292,12,0,-0.04269982718209324,10,0,-0.04722996491365281,9,0
tail05_all_0935_stop2_c5,tail05_all,0.05,,09:35,stop2,5,0.08825028858492502,0.2598514981564249,,True,329,325,97,203,3,1.0,0.9739755306840429,0.2923076923076923,4.030466958520978,6.244779624147949,1.1179172120336895,0.004902793810273613,9,0,0.01438992937005663,7,0,0.013588806163003736,6,0
tail05_all_0935_stop2_c10,tail05_all,0.05,,09:35,stop2,10,-0.11174971141507514,0.3454926860782137,,True,329,325,97,203,3,1.0,0.9739755306840429,0.2923076923076923,,,,-0.0062083173008375,11,0,0.0027899293700566247,8,0,0.0016721394963370602,7,0
tail05_all_0935_stop2_c20,tail05_all,0.05,,09:35,stop2,20,-0.5117497114150751,0.6606010484699538,,True,329,325,97,203,3,1.0,0.9739755306840429,0.2923076923076923,,,,-0.028430539523059715,13,0,-0.020410070629943364,10,0,-0.022161193836996256,8,0
tail05_all_0935_stop3_c5,tail05_all,0.05,,09:35,stop3,5,0.3714901074719774,0.24519472346937243,42.0,False,329,325,97,203,3,1.0,0.9739755306840429,0.1476923076923077,1.0169042871269514,1.628899476538007,0.2521238511932461,0.020638339303998752,7,0,0.0326560586026394,5,0,0.037874451185245114,4,0
tail05_all_0935_stop3_c10,tail05_all,0.05,,09:35,stop3,10,0.1714901074719774,0.2902298478310217,168.0,False,329,325,97,203,3,1.0,0.9739755306840429,0.1476923076923077,2.1737107079160167,3.4702878805845896,0.5315846955832377,0.009527228192887637,9,0,0.021056058602639403,7,0,0.02595778451857844,6,0
tail05_all_0935_stop3_c20,tail05_all,0.05,,09:35,stop3,20,-0.22850989252802267,0.4516346568546292,,True,329,325,97,203,3,1.0,0.9739755306840429,0.1476923076923077,,,,-0.012694994029334581,12,0,-0.0021439413973605983,9,0,0.002124451185245114,7,0
tail05_all_0935_auction_failure_c5,tail05_all,0.05,,09:35,auction_failure,5,-0.013705431784015551,0.26189527981712746,37.0,False,329,325,97,203,3,1.0,0.9739755306840429,0.64,,,,-0.0007614128768897536,9,0,0.00994159983852441,6,0,0.006549815120000857,5,0
tail05_all_0935_auction_failure_c10,tail05_all,0.05,,09:35,auction_failure,10,-0.2137054317840157,0.3738902083732414,,True,329,325,97,203,3,1.0,0.9739755306840429,0.64,,,,-0.011872523988000868,12,0,-0.0016584001614755942,9,0,-0.005366851546665811,7,0
tail05_all_0935_auction_failure_c20,tail05_all,0.05,,09:35,auction_failure,20,-0.6137054317840158,0.705245775508433,,True,329,325,97,203,3,1.0,0.9739755306840429,0.64,,,,-0.034094746210223084,12,0,-0.02485840016147558,9,0,-0.029200184879999137,7,0
tail05_anomaly1_0931_none_c5,tail05_anomaly1,0.05,1.0,09:31,none,5,0.7180201530814377,0.09387263590002023,24.0,False,233,232,94,159,1,1.0,0.9770022801036399,0.0,0.4831279385297453,0.7894042017407019,0.12033352887920529,0.039890008504524316,7,0,0.053452883773380526,4,0,0.049481730165689956,3,0
tail05_anomaly1_0931_none_c10,tail05_anomaly1,0.05,1.0,09:31,none,10,0.5600201530814377,0.11430290105078156,28.0,False,233,232,94,159,1,1.0,0.9770022801036399,0.0,0.6105058800113019,0.9942644433655199,0.150712252697097,0.03111223072674654,7,0,0.04431955044004719,4,0,0.039898396832356624,3,0
tail05_anomaly1_0931_none_c20,tail05_anomaly1,0.05,1.0,09:31,none,20,0.2440201530814376,0.15553612393027647,61.0,False,233,232,94,159,1,1.0,0.9770022801036399,0.0,1.360115515829066,2.1998516065098865,0.3294887648064208,0.013556675171190984,10,0,0.026052883773380515,7,0,0.020731730165689962,6,0
tail05_anomaly1_0931_stop1_c5,tail05_anomaly1,0.05,1.0,09:31,stop1,5,-0.1666395804819715,0.25008152825633145,,True,233,232,94,159,1,1.0,0.9770022801036399,0.6163793103448276,,,,-0.009257754471220637,11,0,-0.0010702449770653294,8,0,-0.0008194571744729676,6,0
tail05_anomaly1_0931_stop1_c10,tail05_anomaly1,0.05,1.0,09:31,stop1,10,-0.3246395804819715,0.3484891607795444,,True,233,232,94,159,1,1.0,0.9770022801036399,0.6163793103448276,,,,-0.018035532248998412,11,0,-0.010203578310398658,8,0,-0.010402790507806297,6,0
tail05_anomaly1_0931_stop1_c20,tail05_anomaly1,0.05,1.0,09:31,stop1,20,-0.6406395804819716,0.6659447991198244,,True,233,232,94,159,1,1.0,0.9770022801036399,0.6163793103448276,,,,-0.035591087804553966,13,0,-0.02847024497706532,10,0,-0.02956945717447296,8,0
tail05_anomaly1_0931_stop2_c5,tail05_anomaly1,0.05,1.0,09:31,stop2,5,0.027881166850596467,0.23501685146989054,157.0,False,233,232,94,159,1,1.0,0.9770022801036399,0.33620689655172414,10.30704780599408,16.79153722747656,3.098934104503886,0.001548953713922026,8,0,0.014212116254057121,5,0,0.018517836168507867,4,0
tail05_anomaly1_0931_stop2_c10,tail05_anomaly1,0.05,1.0,09:31,stop2,10,-0.13011883314940365,0.27312765457675625,197.0,False,233,232,94,159,1,1.0,0.9770022801036399,0.33620689655172414,,,,-0.007228824063855758,12,0,0.0050787829207237815,9,0,0.008934502835174524,7,0
tail05_anomaly1_0931_stop2_c20,tail05_anomaly1,0.05,1.0,09:31,stop2,20,-0.44611883314940365,0.5239630695266664,,True,233,232,94,159,1,1.0,0.9770022801036399,0.33620689655172414,,,,-0.024784379619411306,12,0,-0.013187883745942876,9,0,-0.01023216383149213,7,0
tail05_anomaly1_0931_stop3_c5,tail05_anomaly1,0.05,1.0,09:31,stop3,5,0.49410870072155516,0.17631195968422225,66.0,False,233,232,94,159,1,1.0,0.9770022801036399,0.16810344827586207,0.702063323059217,1.1471324527361482,0.17486415175547904,0.027450483373419727,8,0,0.039398315436159584,5,0,0.03923029601608625,4,0
tail05_anomaly1_0931_stop3_c10,tail05_anomaly1,0.05,1.0,09:31,stop3,10,0.3361087007215551,0.19652108610082106,88.0,False,233,232,94,159,1,1.0,0.9770022801036399,0.16810344827586207,1.0172173336990944,1.6566310975634917,0.2511148882652647,0.01867270559564195,9,0,0.030264982102826243,6,0,0.02964696268275292,4,0
tail05_anomaly1_0931_stop3_c20,tail05_anomaly1,0.05,1.0,09:31,stop3,20,0.020108700721554962,0.24693205539608953,56.0,False,233,232,94,159,1,1.0,0.9770022801036399,0.16810344827586207,16.505074145605086,26.695316281751232,3.998363690424415,0.0011171500400863942,11,0,0.011998315436159583,8,0,0.01048029601608625,6,0
tail05_anomaly1_0931_auction_failure_c5,tail05_anomaly1,0.05,1.0,09:31,auction_failure,5,-0.07727895834642777,0.2819003858190637,,True,233,232,94,159,1,1.0,0.9770022801036399,0.6551724137931034,,,,-0.004293275463690432,9,0,0.0029997551132656852,7,0,0.002011314855335223,5,0
tail05_anomaly1_0931_auction_failure_c10,tail05_anomaly1,0.05,1.0,09:31,auction_failure,10,-0.2352789583464278,0.3531787784594685,,True,233,232,94,159,1,1.0,0.9770022801036399,0.6551724137931034,,,,-0.013071053241468211,10,0,-0.00613357822006765,7,0,-0.0075720184779981105,5,0
tail05_anomaly1_0931_auction_failure_c20,tail05_anomaly1,0.05,1.0,09:31,auction_failure,20,-0.5512789583464279,0.6006296250577016,,True,233,232,94,159,1,1.0,0.9770022801036399,0.6551724137931034,,,,-0.030626608797023763,11,0,-0.024400244886734312,8,0,-0.026738685144664775,6,0
tail05_anomaly1_0932_none_c5,tail05_anomaly1,0.05,1.0,09:32,none,5,0.6528495914952714,0.0772698972523375,75.0,False,233,231,94,159,2,1.0,0.9770022801036399,0.0,0.5373841528002241,0.8351645832084402,0.14164793870868592,0.0362694217497373,8,0,0.04693336132303787,5,0,0.04367333199061452,4,0
tail05_anomaly1_0932_none_c10,tail05_anomaly1,0.05,1.0,09:32,none,10,0.4958495914952713,0.0918778907351793,28.0,False,233,231,94,159,2,1.0,0.9770022801036399,0.0,0.6974514662577006,1.0794338972124637,0.1824641997773546,0.027547199527515075,8,0,0.03786669465637119,5,0,0.034173331990614515,4,0
tail05_anomaly1_0932_none_c20,tail05_anomaly1,0.05,1.0,09:32,none,20,0.18184959149527136,0.15178918942953984,,True,233,231,94,159,2,1.0,0.9770022801036399,0.0,1.8467516031807607,2.8333132493858066,0.47552924486146814,0.010102755083070633,9,0,0.01973336132303787,6,0,0.015173331990614514,5,0
tail05_anomaly1_0932_stop1_c5,tail05_anomaly1,0.05,1.0,09:32,stop1,5,-0.1293043276425966,0.26003881272874313,,True,233,231,94,159,2,1.0,0.9770022801036399,0.5757575757575758,,,,-0.007183573757922034,10,0,-0.0026778563909491656,7,0,-0.005228803214497219,5,0
tail05_anomaly1_0932_stop1_c10,tail05_anomaly1,0.05,1.0,09:32,stop1,10,-0.2863043276425966,0.333699001189772,,True,233,231,94,159,2,1.0,0.9770022801036399,0.5757575757575758,,,,-0.015905795980144254,11,0,-0.011744523057615829,8,0,-0.014728803214497212,6,0
tail05_anomaly1_0932_stop1_c20,tail05_anomaly1,0.05,1.0,09:32,stop1,20,-0.6003043276425967,0.6227234165887859,,True,233,231,94,159,2,1.0,0.9770022801036399,0.5757575757575758,,,,-0.0333502404245887,15,0,-0.02987785639094916,12,0,-0.03372880321449721,10,0
tail05_anomaly1_0932_stop2_c5,tail05_anomaly1,0.05,1.0,09:32,stop2,5,0.03218686644835331,0.2322481680841878,168.0,False,233,231,94,159,2,1.0,0.9770022801036399,0.3333333333333333,9.679818001365252,14.578489900430288,2.873060012551918,0.0017881592471307394,10,0,0.0069148961240235365,7,0,0.012083960088922846,5,0
tail05_anomaly1_0932_stop2_c10,tail05_anomaly1,0.05,1.0,09:32,stop2,10,-0.1248131335516468,0.26700065858613065,,True,233,231,94,159,2,1.0,0.9770022801036399,0.3333333333333333,,,,-0.006934062975091488,11,0,-0.002151770542643137,8,0,0.0025839600889228415,6,0
tail05_anomaly1_0932_stop2_c20,tail05_anomaly1,0.05,1.0,09:32,stop2,20,-0.43881313355164675,0.5241467953777419,,True,233,231,94,159,2,1.0,0.9770022801036399,0.3333333333333333,,,,-0.024378507419535917,12,0,-0.020285103875976453,9,0,-0.016416039911077148,7,0
tail05_anomaly1_0932_stop3_c5,tail05_anomaly1,0.05,1.0,09:32,stop3,5,0.21195478076889368,0.19574850927615908,128.0,False,233,231,94,159,2,1.0,0.9770022801036399,0.16883116883116883,1.4699503739621915,2.2684146424872154,0.43629494266016755,0.011775265598271871,11,0,0.018816687926734597,8,0,0.024135400429870304,6,0
tail05_anomaly1_0932_stop3_c10,tail05_anomaly1,0.05,1.0,09:32,stop3,10,0.054954780768893575,0.23049746394490314,168.0,False,233,231,94,159,2,1.0,0.9770022801036399,0.16883116883116883,5.578459325377484,8.567067717388055,1.6463499199932194,0.0030530433760496464,11,0,0.009750021260067928,8,0,0.014635400429870299,6,0
tail05_anomaly1_0932_stop3_c20,tail05_anomaly1,0.05,1.0,09:32,stop3,20,-0.25904521923110657,0.4076718095578457,,True,233,231,94,159,2,1.0,0.9770022801036399,0.16883116883116883,,,,-0.014391401068394797,11,0,-0.008383312073265403,8,0,-0.004364599570129698,6,0
tail05_anomaly1_0932_auction_failure_c5,tail05_anomaly1,0.05,1.0,09:32,auction_failure,5,-0.16599174163703756,0.32652546817007677,,True,233,231,94,159,2,1.0,0.9770022801036399,0.6536796536796536,,,,-0.009221763424279864,9,0,-0.004426427258710233,7,0,-0.004936132636432503,5,0
tail05_anomaly1_0932_auction_failure_c10,tail05_anomaly1,0.05,1.0,09:32,auction_failure,10,-0.3229917416370377,0.41653920928413857,,True,233,231,94,159,2,1.0,0.9770022801036399,0.6536796536796536,,,,-0.01794398564650209,11,0,-0.013493093925376905,8,0,-0.014436132636432508,6,0
tail05_anomaly1_0932_auction_failure_c20,tail05_anomaly1,0.05,1.0,09:32,auction_failure,20,-0.6369917416370378,0.7062859785547588,,True,233,231,94,159,2,1.0,0.9770022801036399,0.6536796536796536,,,,-0.03538843009094653,13,0,-0.031626427258710225,10,0,-0.033436132636432504,8,0
tail05_anomaly1_0933_none_c5,tail05_anomaly1,0.05,1.0,09:33,none,5,0.6652813564834572,0.07671387903781829,8.0,False,233,226,94,159,5,1.0,0.9770022801036399,0.0,0.5614798759739831,0.8928446422763938,0.1305304908733236,0.03696007536019207,8,0,0.04786371264237191,5,0,0.043472785423447784,4,0
