id,created_at,symbol,headline,detector_label,origin,manual_valid,manual_note
41426835,2024-10-21 12:48:12+00:00,ALNY,"TD Cowen Maintains Buy on Alnylam Pharmaceuticals, Raises Price Target to $371",detected,catalog_news,,
41488511,2024-10-23 13:16:24+00:00,TXN,"Barclays Maintains Equal-Weight on Texas Instruments, Lowers Price Target to $200",detected,catalog_news,,
41513944,2024-10-24 11:44:18+00:00,ODFL,"Baird Maintains Outperform on Old Dominion Freight Line, Lowers Price Target to $200",detected,catalog_news,,
41523253,2024-10-24 15:51:14+00:00,TSLA,"Truist Securities Maintains Hold on Tesla, Raises Price Target to $238",detected,catalog_news,,
41525744,2024-10-24 17:18:39+00:00,MRNA,"UBS Maintains Buy on Moderna, Lowers Price Target to $108",detected,catalog_news,,
41546696,2024-10-25 14:15:24+00:00,ORLY,"Truist Securities Maintains Buy on O'Reilly Automotive, Raises Price Target to $1313",detected,catalog_news,,
41550748,2024-10-25 16:20:48+00:00,AAPL,"Keybanc Downgrades Apple to Underweight, Announces $200 Price Target",detected,catalog_news,,
41647605,2024-10-31 10:14:16+00:00,BIIB,"Morgan Stanley Downgrades Biogen to Equal-Weight, Lowers Price Target to $204",detected,catalog_news,,
41684962,2024-11-01 12:53:09+00:00,TEAM,"Keybanc Upgrades Atlassian to Overweight, Announces $260 Price Target",detected,catalog_news,,
41710714,2024-11-04 12:32:33+00:00,CHTR,"B of A Securities Upgrades Charter Communications to Buy, Raises Price Target to $450",detected,catalog_news,,
41717548,2024-11-04 15:38:37+00:00,AVGO,"UBS Maintains Buy on Broadcom, Raises Price Target to $200",detected,catalog_news,,
41719855,2024-11-04 16:55:57+00:00,BKNG,"Citigroup Maintains Buy on Booking Holdings, Raises Price Target to $5500",detected,catalog_news,,
41753267,2024-11-05 17:54:24+00:00,BKNG,"Mizuho Maintains Outperform on Booking Holdings, Raises Price Target to $5400",detected,catalog_news,,
41779076,2024-11-06 16:08:58+00:00,GFS,"Deutsche Bank Maintains Buy on GLOBALFOUNDRIES, Lowers Price Target to $50",detected,catalog_news,,
41808073,2024-11-07 14:03:12+00:00,QCOM,"Evercore ISI Group Maintains In-Line on Qualcomm, Raises Price Target to $199",detected,catalog_news,,
41818185,2024-11-07 17:59:43+00:00,WMT,"Keybanc Maintains Overweight on Walmart, Raises Price Target to $88",detected,catalog_news,,
41884142,2024-11-11 17:10:15+00:00,FTNT,"HSBC Upgrades Fortinet to Buy, Raises Price Target to $111",detected,catalog_news,,
41889607,2024-11-11 22:52:46+00:00,ON,"Loop Capital Initiates Coverage On ON Semiconductor with Buy Rating, Announces Price Target of $95",detected,catalog_news,,
42003091,2024-11-15 10:35:58+00:00,MRNA,"Wolfe Research Initiates Coverage On Moderna with Underperform Rating, Announces Price Target of $40",detected,catalog_news,,
42003345,2024-11-15 10:57:57+00:00,REGN,"Wolfe Research Initiates Coverage On Regeneron Pharmaceuticals with Outperform Rating, Announces Price Target of $1150",detected,catalog_news,,
42107407,2024-11-21 11:24:31+00:00,NVDA,"Needham Maintains Buy on NVIDIA, Raises Price Target to $160",detected,catalog_news,,
42136794,2024-11-22 13:20:06+00:00,ON,"Wells Fargo Initiates Coverage On ON Semiconductor with Overweight Rating, Announces Price Target of $85",detected,catalog_news,,
42264899,2024-12-02 13:18:41+00:00,ISRG,"Morgan Stanley Upgrades Intuitive Surgical to Overweight, Raises Price Target to $650",detected,catalog_news,,
42284464,2024-12-03 10:19:35+00:00,AXON,"Morgan Stanley Upgrades Axon Enterprise to Overweight, Raises Price Target to $700",detected,catalog_news,,
42403987,2024-12-10 00:51:24+00:00,FANG,"UBS Maintains Buy on Diamondback Energy, Lowers Price Target to $212",detected,catalog_news,,
42456966,2024-12-12 11:53:28+00:00,ADSK,"Macquarie Initiates Coverage On Autodesk with Outperform Rating, Announces Price Target of $380",detected,catalog_news,,
42458636,2024-12-12 12:57:42+00:00,ADBE,"Mizuho Maintains Outperform on Adobe, Lowers Price Target to $620",detected,catalog_news,,
42465649,2024-12-12 16:17:42+00:00,ADBE,"RBC Capital Maintains Outperform on Adobe, Lowers Price Target to $590",detected,catalog_news,,
42479263,2024-12-13 09:41:08+00:00,ORLY,"BMO Capital Initiates Coverage On O'Reilly Automotive with Outperform Rating, Announces Price Target of $1400",detected,catalog_news,,
42531660,2024-12-17 14:36:41+00:00,MDB,"Rosenblatt Initiates Coverage On MongoDB with Buy Rating, Announces Price Target of $350",detected,catalog_news,,
42557848,2024-12-18 16:16:06+00:00,MRNA,Argus Research Downgrades Moderna to Hold,detected,catalog_news,,
39613845,2024-07-03 10:11:18+00:00,GOOGL,"Loop Capital Maintains Hold on Alphabet, Maintains $170 Price Target",rejected,catalog_news,,
39696001,2024-07-09 18:06:04+00:00,AAPL,Apple's App Store Revenue Surge and iPhone Upgrades Set to Drive Growth in 2025: BofA Analyst,rejected,catalog_news,,
39703913,2024-07-10 09:06:50+00:00,CDNS,"Piper Sandler Maintains Neutral on Cadence Design Sys, Maintains $318 Price Target",rejected,catalog_news,,
39795217,2024-07-16 13:46:39+00:00,AMZN,"Benchmark Reiterates Buy on Amazon.com, Maintains $200 Price Target",rejected,catalog_news,,
39838733,2024-07-18 13:21:30+00:00,ABNB,"Benchmark Reiterates Buy on Airbnb, Maintains $190 Price Target",rejected,catalog_news,,
39901991,2024-07-23 10:50:39+00:00,CDNS,"Needham Reiterates Buy on Cadence Design Sys, Maintains $320 Price Target",rejected,catalog_news,,
39904251,2024-07-23 12:07:50+00:00,NXPI,"Cantor Fitzgerald Reiterates Overweight on NXP Semiconductors, Maintains $350 Price Target",rejected,catalog_news,,
39954554,2024-07-25 11:21:59+00:00,TTD,"Needham Reiterates Buy on Trade Desk, Maintains $100 Price Target",rejected,catalog_news,,
40109404,2024-08-01 17:19:50+00:00,WDC,"Cantor Fitzgerald Reiterates Overweight on Western Digital, Maintains $100 Price Target",rejected,catalog_news,,
40216432,2024-08-07 11:24:52+00:00,AXON,"Needham Reiterates Buy on Axon Enterprise, Maintains $400 Price Target",rejected,catalog_news,,
40501690,2024-08-22 09:11:59+00:00,SNPS,"Piper Sandler Reiterates Overweight on Synopsys, Maintains $687 Price Target",rejected,catalog_news,,
40552878,2024-08-26 13:18:10+00:00,LULU,"Evercore ISI Group Maintains Outperform on Lululemon Athletica, Maintains $300 Price Target",rejected,catalog_news,,
40627447,2024-08-29 14:40:37+00:00,NVDA,"DA Davidson Maintains Neutral on NVIDIA, Maintains $90 Price Target",rejected,catalog_news,,
40653816,2024-08-30 14:28:55+00:00,MRVL,"Piper Sandler Reiterates Overweight on Marvell Tech, Maintains $100 Price Target",rejected,catalog_news,,
40654364,2024-08-30 14:45:48+00:00,LIN,"BMO Capital Maintains Outperform on Linde, Maintains $477 Price Target",rejected,catalog_news,,
40750387,2024-09-06 14:08:36+00:00,AVGO,"Cantor Fitzgerald Reiterates Overweight on Broadcom, Maintains $200 Price Target",rejected,catalog_news,,
40772127,2024-09-09 12:42:15+00:00,AAPL,"Wedbush Reiterates Outperform on Apple, Maintains $285 Price Target",rejected,catalog_news,,
40776035,2024-09-09 15:03:54+00:00,TSLA,"Cantor Fitzgerald Reiterates Neutral on Tesla, Maintains $245 Price Target",rejected,catalog_news,,
40884344,2024-09-16 17:46:02+00:00,TSLA,"Cantor Fitzgerald Reiterates Neutral on Tesla, Maintains $245 Price Target",rejected,catalog_news,,
40979819,2024-09-23 12:33:41+00:00,TSLA,"Cantor Fitzgerald Reiterates Neutral on Tesla, Maintains $245 Price Target",rejected,catalog_news,,
41006575,2024-09-24 14:45:51+00:00,REGN,"BMO Capital Reiterates Outperform on Regeneron Pharmaceuticals, Maintains $1300 Price Target",rejected,catalog_news,,
41098824,2024-09-30 16:27:03+00:00,META,"Cantor Fitzgerald Reiterates Overweight on Meta Platforms, Maintains $660 Price Target",rejected,catalog_news,,
41099404,2024-09-30 16:41:24+00:00,TTD,"Cantor Fitzgerald Reiterates Neutral on Trade Desk, Maintains $110 Price Target",rejected,catalog_news,,
41161864,2024-10-03 11:59:37+00:00,AMZN,"Morgan Stanley Reiterates Overweight on Amazon.com, Maintains $210 Price Target",rejected,catalog_news,,
41161865,2024-10-03 11:59:46+00:00,TSLA,"Bernstein Reiterates Underperform on Tesla, Maintains $120 Price Target",rejected,catalog_news,,
41209286,2024-10-07 14:42:18+00:00,BKNG,"Cantor Fitzgerald Reiterates Neutral on Booking Holdings, Maintains $3590 Price Target",rejected,catalog_news,,
41238442,2024-10-08 19:42:39+00:00,KLAC,"Cantor Fitzgerald Reiterates Neutral on KLA, Maintains $925 Price Target",rejected,catalog_news,,
41400646,2024-10-18 12:22:45+00:00,NFLX,"Macquarie Maintains Outperform on Netflix, Maintains $795 Price Target",rejected,catalog_news,,
41512356,2024-10-24 10:54:21+00:00,LRCX,"Needham Reiterates Buy on Lam Research, Maintains $100 Price Target",rejected,catalog_news,,
41647154,2024-10-31 09:52:38+00:00,AMD,"Benchmark Reiterates Buy on Advanced Micro Devices, Maintains $200 Price Target",rejected,catalog_news,,
41893906,2024-11-12 09:23:30+00:00,MPWR,"Oppenheimer Reiterates Outperform on Monolithic Power Systems, Maintains $900 Price Target",rejected,catalog_news,,
41916142,2024-11-12 19:21:55+00:00,AMGN,"Cantor Fitzgerald Maintains Overweight Rating On Amgen With $405 Price Target, Projecting $33.2B Revenue In 2024; Highlights Pipeline Risks And -4% BMD Loss In AMG-133 Phase 1 Trial",rejected,catalog_news,,
42137602,2024-11-22 13:48:27+00:00,ADI,"Wells Fargo Initiates Coverage On Analog Devices with Equal-Weight Rating, Announces Price Target of $220",rejected,catalog_news,,
42318638,2024-12-04 15:39:16+00:00,ODFL,"Stephens & Co. Reiterates Overweight on Old Dominion Freight Line, Maintains $240 Price Target",rejected,catalog_news,,
42363369,2024-12-06 13:49:29+00:00,SHOP,"JMP Securities Reiterates Market Outperform on Shopify, Maintains $120 Price Target",rejected,catalog_news,,
42407338,2024-12-10 09:57:36+00:00,MDB,"Piper Sandler Maintains Overweight on MongoDB, Maintains $425 Price Target",rejected,catalog_news,,
42460199,2024-12-12 13:39:48+00:00,SMCI,SMCI Stock Receives Harshest Price Target Among 17 Tracked Analysts As JPMorgan Maintains Underweight Rating On Super Micro: 'No Significant Movement Of Orders',rejected,catalog_news,,
42461276,2024-12-12 14:04:12+00:00,TMUS,"Keybanc Downgrades T-Mobile US to Sector Weight, Maintains Price Target to $252",rejected,catalog_news,,
42617697,2024-12-20 14:35:38+00:00,CTAS,"RBC Capital Reiterates Sector Perform on Cintas, Maintains $215 Price Target",rejected,catalog_news,,
42736353,2024-12-31 06:48:14+00:00,AAPL,iPhone 17 To Get Display Upgrade As Apple Finally Ditches 60Hz Technology? New Leak Reiterates Possibility,rejected,catalog_news,,
